C_EGDA_M,C_cat_M,Q1_mL_min,Q2_mL_min,Q_total_mL_min,T_C,beta_model_weight,design_mode,eig_evaluated,eig_model,eig_param,governor_state,n_positions,rank,resource_penalty,round,scenario,screen_score,seed,selected,strategy,utility_total,z_positions_m
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S3_transport,107.1853298071069,5,0,F,nan,0.0561;0.0708;0.0855;0.2325;0.2472;0.2619;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,100.0,nan,diagnostic,1,29.66743789215571,0.0,MODEL_INADEQUATE,10,1,0.0,3,S3_transport,27.608411833652795,5,1,F,29.66743789215571,0.1002;0.1149;0.1296;0.1443;0.159;0.4677;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,28.675975909877184,0.0,MODEL_INADEQUATE,10,2,0.0,3,S3_transport,27.20441940099937,5,0,F,28.675975909877184,0.0561;0.0708;0.0855;0.2178;0.2325;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,22.815727991105703,0.0,MODEL_INADEQUATE,10,3,0.0,3,S3_transport,25.586447801835384,5,0,F,22.815727991105703,0.1002;0.1149;0.1296;0.1443;0.159;0.4677;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,3,S3_transport,24.237029696265637,5,0,F,nan,0.0267;0.0414;0.0561;0.1149;0.1443;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,3,S3_transport,24.02313116092955,5,0,F,nan,0.0561;0.0708;0.0855;0.2178;0.2766;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,3,S3_transport,23.237217905622188,5,0,F,nan,0.1884;0.2031;0.2178;0.2325;0.2472;0.2619;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,2.0487051938352634,0.0,MODEL_INADEQUATE,10,1,0.0,4,S3_transport,6.146115581505789,5,0,F,2.0487051938352634,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,1,0.8752154573955871,0.0,MODEL_INADEQUATE,10,2,0.0,4,S3_transport,5.251292744373522,5,0,F,0.8752154573955871,0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,80.0,nan,diagnostic,1,2.801534314747282,0.0,MODEL_INADEQUATE,10,3,0.0,4,S3_transport,5.0745598202335245,5,1,F,2.801534314747282,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
1.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,4,S3_transport,5.045655032539422,5,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,40.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,4,S3_transport,4.969587443301208,5,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
1.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,4,S3_transport,4.898012769021285,5,0,F,nan,0.3942;0.4089;0.4236;0.4383;0.453;0.4677;0.4824;0.4971;0.5118;0.5265
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,2.7490842281938894,0.0,MODEL_INADEQUATE,10,1,0.0,5,S3_transport,4.123626342290834,5,1,F,2.7490842281938894,0.0267;0.0414;0.1149;0.1296;0.1443;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,2.0403519545994477,0.0,MODEL_INADEQUATE,10,2,0.0,5,S3_transport,4.0807039091988955,5,0,F,2.0403519545994477,0.012;0.0267;0.0561;0.0708;0.0855;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,2.1828281888108023,0.0,MODEL_INADEQUATE,10,3,0.0,5,S3_transport,4.053410187036235,5,0,F,2.1828281888108023,0.0708;0.0855;0.1002;0.2472;0.2619;0.2913;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,5,S3_transport,4.000717658164611,5,0,F,nan,0.0561;0.0708;0.0855;0.2472;0.2619;0.2766;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,5,S3_transport,3.8417441392923948,5,0,F,nan,0.0267;0.0414;0.1149;0.1296;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,5,S3_transport,3.6929338936333025,5,0,F,nan,0.0561;0.0708;0.2178;0.2325;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,1.132950187569101,0.0,MODEL_INADEQUATE,10,1,0.0,6,S3_transport,3.3988505627073025,5,1,F,1.132950187569101,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,1,0.4419312710120996,0.0,MODEL_INADEQUATE,10,2,0.0,6,S3_transport,2.6515876260725975,5,0,F,0.4419312710120996,0.2619;0.2766;0.2913;0.306;0.3207;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,3,0.0,6,S3_transport,2.6157098887361343,5,0,F,0.0,0.0267;0.0414;0.0561;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,40.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,6,S3_transport,2.607130686033898,5,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,6,S3_transport,2.5953501389324742,5,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.2472;0.2619;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,6,S3_transport,2.562433141499902,5,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.2472;0.2619;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,1,0.0,7,S3_transport,2.514225129334733,5,0,F,0.0,0.0267;0.0414;0.0561;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,1.3396571929419605,0.0,MODEL_INADEQUATE,10,2,0.0,7,S3_transport,2.4876809548467733,5,1,F,1.3396571929419605,0.0561;0.0708;0.0855;0.1002;0.2619;0.2766;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,1.2301925684986799,0.0,MODEL_INADEQUATE,10,3,0.0,7,S3_transport,2.4603851369973597,5,0,F,1.2301925684986799,0.012;0.0267;0.0414;0.0561;0.0708;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,7,S3_transport,2.456933807342878,5,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.2472;0.2619;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,7,S3_transport,2.39126064828136,5,0,F,nan,0.0267;0.0414;0.1149;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,7,S3_transport,2.3607084462504275,5,0,F,nan,0.0561;0.0708;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,1,0.0,8,S3_transport,1.9517582727066838,5,0,F,0.0,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,0.30406744025627924,0.0,MODEL_INADEQUATE,10,2,0.0,8,S3_transport,1.8244046415376758,5,1,F,0.30406744025627924,0.0561;0.0708;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,3,0.0,8,S3_transport,1.8003740717010146,5,0,F,0.0,0.0267;0.0414;0.0561;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,8,S3_transport,1.7908826688819914,5,0,F,nan,0.0267;0.0414;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,8,S3_transport,1.7718646669568372,5,0,F,nan,0.012;0.0267;0.0561;0.0708;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,8,S3_transport,1.7664308680479408,5,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.2619;0.2766;0.5559;0.5706;0.5853;0.6
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,2,S3_transport,97.75718727572792,6,1,F,2.7725887222397816,0.0414;0.0561;0.0708;0.2031;0.2178;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,2,0.0,2,S3_transport,97.60514459565836,6,0,F,2.7725887222397816,0.0267;0.0414;0.0561;0.1002;0.1149;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,3,0.0,2,S3_transport,97.58609728677783,6,0,F,2.7725887222397816,0.012;0.0267;0.0414;0.0561;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S3_transport,97.5850981515801,6,0,F,nan,0.0414;0.0561;0.0708;0.2031;0.2178;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S3_transport,97.5104418492867,6,0,F,nan,0.0267;0.0414;0.0561;0.1002;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S3_transport,97.39890772028507,6,0,F,nan,0.012;0.0267;0.0414;0.0561;0.4824;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,100.0,nan,diagnostic,1,18.30731693919271,0.0,MODEL_INADEQUATE,10,1,0.0,3,S3_transport,17.03672381362198,6,1,F,18.30731693919271,0.0561;0.0708;0.0855;0.1002;0.2913;0.3795;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,17.153747619618795,0.0,MODEL_INADEQUATE,10,2,0.0,3,S3_transport,16.27347386570611,6,0,F,17.153747619618795,0.0267;0.0414;0.0561;0.1737;0.2325;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,1,15.672817054613668,0.0,MODEL_INADEQUATE,10,3,0.0,3,S3_transport,15.550200708517366,6,0,F,15.672817054613668,0.1002;0.1149;0.1296;0.1443;0.159;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,120.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,3,S3_transport,15.37293640746974,6,0,F,nan,0.0708;0.0855;0.1002;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,100.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,3,S3_transport,14.44690381873301,6,0,F,nan,0.1149;0.1296;0.1443;0.159;0.1737;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,3,S3_transport,14.159887821141456,6,0,F,nan,0.012;0.0267;0.0414;0.0561;0.1443;0.2178;0.2472;0.2913;0.3795;0.4383
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,1.9345388534281158,0.0,MODEL_INADEQUATE,10,1,0.0,4,S3_transport,5.803616560284347,6,0,F,1.9345388534281158,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
1.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,3.101380945767757,0.0,MODEL_INADEQUATE,10,2,0.0,4,S3_transport,4.97820098873553,6,1,F,3.101380945767757,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,1,0.8136419457461368,0.0,MODEL_INADEQUATE,10,3,0.0,4,S3_transport,4.88185167447682,6,0,F,0.8136419457461368,0.2766;0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.6
2.0,1.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,4,S3_transport,4.774712743943979,6,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
1.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,4,S3_transport,4.290307103778225,6,0,F,nan,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.4089;0.4236
2.0,2.0,0.25,0.25,0.5,40.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,4,S3_transport,4.250845266162038,6,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,2.445408290863317,0.0,MODEL_INADEQUATE,10,1,0.0,5,S3_transport,3.3685472889876777,6,0,F,2.445408290863317,0.0267;0.0414;0.0561;0.0708;0.0855;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,1.8132268033182883,0.0,MODEL_INADEQUATE,10,2,0.0,5,S3_transport,3.367077644338842,6,0,F,1.8132268033182883,0.0708;0.0855;0.1002;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,1,3.0939980698090865,0.0,MODEL_INADEQUATE,10,3,0.0,5,S3_transport,3.3109002128633946,6,1,F,3.0939980698090865,0.0708;0.0855;0.1002;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,5,S3_transport,3.273878361382039,6,0,F,nan,0.012;0.0267;0.0414;0.0561;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,5,S3_transport,3.248328876177517,6,0,F,nan,0.0267;0.0414;0.0561;0.0708;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,5,S3_transport,3.1795807805267273,6,0,F,nan,0.0561;0.0708;0.0855;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,1.2426725511223118,0.0,MODEL_INADEQUATE,10,1,0.0,6,S3_transport,2.3075849962399744,6,1,F,1.2426725511223118,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.6035793887758664,0.0,MODEL_INADEQUATE,10,2,0.0,6,S3_transport,2.293601677348292,6,0,F,0.6035793887758664,0.0267;0.0414;0.0561;0.0708;0.0855;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,3,0.0,6,S3_transport,2.2769913103441866,6,0,F,0.0,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,6,S3_transport,2.2715547226287,6,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,6,S3_transport,2.215785702039369,6,0,F,nan,0.0561;0.0708;0.0855;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,6,S3_transport,2.2145859378590274,6,0,F,nan,0.012;0.0267;0.0414;0.0561;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,0.7540351812789818,0.0,MODEL_INADEQUATE,10,1,0.0,7,S3_transport,2.2621055438369453,6,1,F,0.7540351812789818,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,0.2955781350301608,0.0,MODEL_INADEQUATE,10,2,0.0,7,S3_transport,1.7734688101809652,6,0,F,0.2955781350301608,0.0561;0.0708;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,3,0.0,7,S3_transport,1.7615293216391805,6,0,F,0.0,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,7,S3_transport,1.751526097856349,6,0,F,nan,0.0267;0.0414;0.0561;0.0708;0.0855;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,7,S3_transport,1.7370255703678197,6,0,F,nan,0.2913;0.306;0.3207;0.3354;0.3501;0.3648;0.3795;0.3942;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,7,S3_transport,1.7362059256601796,6,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,0.0,0.0,MODEL_INADEQUATE,10,1,0.0,8,S3_transport,1.753741450447393,6,0,F,0.0,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,160.0,nan,diagnostic,1,0.45879734540421657,0.0,MODEL_INADEQUATE,10,2,0.0,8,S3_transport,1.7434299125360226,6,1,F,0.45879734540421657,0.0267;0.0414;0.0561;0.0708;0.0855;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,nan,diagnostic,1,0.28956247744103314,0.0,MODEL_INADEQUATE,10,3,0.0,8,S3_transport,1.737374864646199,6,0,F,0.28956247744103314,0.0561;0.0708;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,8,S3_transport,1.7283711196994176,6,0,F,nan,0.0561;0.0708;0.0855;0.1002;0.1149;0.1296;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,8,S3_transport,1.7113988303843897,6,0,F,nan,0.0267;0.0414;0.0561;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,160.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,8,S3_transport,1.6953797987389265,6,0,F,nan,0.012;0.0267;0.0414;0.0561;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,2,S3_transport,94.30566987347031,7,1,F,2.7725887222397816,0.0267;0.0414;0.0561;0.2031;0.2472;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,2,0.0,2,S3_transport,94.23817836658635,7,0,F,2.7725887222397816,0.012;0.0267;0.0414;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,3,0.0,2,S3_transport,94.15035148588383,7,0,F,2.7725887222397816,0.0267;0.0414;0.0561;0.2031;0.2472;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S3_transport,94.11673956256669,7,0,F,nan,0.012;0.0267;0.0414;0.1149;0.1443;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S3_transport,93.9930788433438,7,0,F,nan,0.012;0.0267;0.0414;0.0561;0.0708;0.5412;0.5559;0.5706;0.5853;0.6
2.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S3_transport,93.92806983096753,7,0,F,nan,0.012;0.0267;0.0414;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,2.7691821260778915,NORMAL_LEARNING,10,1,0.0,3,S3_transport,19.49900556888613,7,0,F,2.7691821260778915,0.0708;0.0855;0.1002;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,120.0,1.0,eig,1,0.0,2.770829341217907,NORMAL_LEARNING,10,2,0.0,3,S3_transport,18.881141658174794,7,1,F,2.770829341217907,0.0414;0.0561;0.0708;0.2325;0.2619;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,1,0.0,2.5609820224728357,NORMAL_LEARNING,10,3,0.0,3,S3_transport,17.70618100264559,7,0,F,2.5609820224728357,0.0708;0.0855;0.1002;0.1149;0.1296;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S3_transport,17.20187009799996,7,0,F,nan,0.1296;0.1443;0.159;0.1737;0.1884;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S3_transport,16.28898220789502,7,0,F,nan,0.012;0.0267;0.0414;0.0561;0.1443;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S3_transport,16.095903881156467,7,0,F,nan,0.1296;0.1443;0.159;0.1737;0.1884;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,3.8629232822795174,0.0,MODEL_INADEQUATE,10,1,0.0,4,S3_transport,7.725846564559035,7,0,F,3.8629232822795174,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
1.0,2.0,0.25,0.25,0.5,60.0,nan,diagnostic,1,4.790715860860233,0.0,MODEL_INADEQUATE,10,2,0.0,4,S3_transport,6.599205942707343,7,1,F,4.790715860860233,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,0.25,0.25,0.5,40.0,nan,diagnostic,1,4.391182881104422,0.0,MODEL_INADEQUATE,10,3,0.0,4,S3_transport,6.586774321656634,7,0,F,4.391182881104422,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,1.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,4,nan,4,S3_transport,6.542744044340523,7,0,F,nan,0.4383;0.453;0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706
2.0,2.0,0.25,0.25,0.5,80.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,5,nan,4,S3_transport,6.5189601294955395,7,0,F,nan,0.2031;0.2178;0.2325;0.2472;0.2619;0.2766;0.2913;0.306;0.3207;0.3354
2.0,1.0,0.25,0.25,0.5,60.0,nan,diagnostic,0,nan,nan,MODEL_INADEQUATE,10,6,nan,4,S3_transport,6.433819291353956,7,0,F,nan,0.4677;0.4824;0.4971;0.5118;0.5265;0.5412;0.5559;0.5706;0.5853;0.6
2.0,2.0,1.0,1.0,2.0,160.0,nan,diagnostic,1,1.0383940205117994,0.0,MODEL_INADEQUATE,10,1,0.0,5,S3_transport,2.6712465800732232,7,0,F,1.0383940205117994,0.0561;0.0708;0.0855;0.1002;0.1149;0.5412;0.5559;0.5706;0.5853;0.6
