x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
1.92000000e-02,1.44764589e+01,4.22956712e-02,4.18422688e-02,4.53402385e-04
1.95000000e-02,1.47026536e+01,4.29420710e-02,4.24745477e-02,4.67523375e-04
1.98000000e-02,1.49288483e+01,4.35880322e-02,4.31061763e-02,4.81855985e-04
2.01000000e-02,1.51550430e+01,4.42335551e-02,4.37371551e-02,4.96399997e-04
2.04000000e-02,1.53812376e+01,4.48786399e-02,4.43674847e-02,5.11155191e-04
2.07000000e-02,1.56074323e+01,4.55232869e-02,4.49971655e-02,5.26121347e-04
2.10000000e-02,1.58336270e+01,4.61674964e-02,4.56261982e-02,5.41298248e-04
2.13000000e-02,1.60598216e+01,4.68112688e-02,4.62545831e-02,5.56685675e-04
2.16000000e-02,1.62860163e+01,4.74546043e-02,4.68823209e-02,5.72283408e-04
2.19000000e-02,1.65122110e+01,4.80975032e-02,4.75094119e-02,5.88091230e-04
2.22000000e-02,1.67384057e+01,4.87399657e-02,4.81358568e-02,6.04108923e-04
2.25000000e-02,1.69646003e+01,4.93819923e-02,4.87616561e-02,6.20336268e-04
2.28000000e-02,1.71907950e+01,5.00235832e-02,4.93868102e-02,6.36773048e-04
2.31000000e-02,1.74169897e+01,5.06647387e-02,5.00113196e-02,6.53419045e-04
2.34000000e-02,1.76431843e+01,5.13054590e-02,5.06351850e-02,6.70274041e-04
2.37000000e-02,1.78693790e+01,5.19457445e-02,5.12584067e-02,6.87337820e-04
2.40000000e-02,1.80955737e+01,5.25855955e-02,5.18809853e-02,7.04610164e-04
2.43000000e-02,1.83217684e+01,5.32250122e-02,5.25029214e-02,7.22090856e-04
2.46000000e-02,1.85479630e+01,5.38639950e-02,5.31242154e-02,7.39779679e-04
2.49000000e-02,1.87741577e+01,5.45025442e-02,5.37448677e-02,7.57676417e-04
2.52000000e-02,1.90003524e+01,5.51406599e-02,5.43648791e-02,7.75780853e-04
2.55000000e-02,1.92265470e+01,5.57783426e-02,5.49842498e-02,7.94092770e-04
2.58000000e-02,1.94527417e+01,5.64155925e-02,5.56029806e-02,8.12611954e-04
2.61000000e-02,1.96789364e+01,5.70524099e-02,5.62210718e-02,8.31338187e-04
2.64000000e-02,1.99051311e+01,5.76887952e-02,5.68385239e-02,8.50271255e-04
2.67000000e-02,2.01313257e+01,5.83247485e-02,5.74553375e-02,8.69410941e-04
2.70000000e-02,2.03575204e+01,5.89602702e-02,5.80715132e-02,8.88757029e-04
2.73000000e-02,2.05837151e+01,5.95953606e-02,5.86870513e-02,9.08309306e-04
2.76000000e-02,2.08099097e+01,6.02300199e-02,5.93019524e-02,9.28067554e-04
2.79000000e-02,2.10361044e+01,6.08642485e-02,5.99162170e-02,9.48031561e-04
2.82000000e-02,2.12622991e+01,6.14980467e-02,6.05298455e-02,9.68201110e-04
2.85000000e-02,2.14884938e+01,6.21314146e-02,6.11428387e-02,9.88575988e-04
2.88000000e-02,2.17146884e+01,6.27643528e-02,6.17551968e-02,1.00915598e-03
2.91000000e-02,2.19408831e+01,6.33968613e-02,6.23669204e-02,1.02994087e-03
2.94000000e-02,2.21670778e+01,6.40289405e-02,6.29780101e-02,1.05093045e-03
2.97000000e-02,2.23932724e+01,6.46605908e-02,6.35884663e-02,1.07212450e-03
3.00000000e-02,2.26194671e+01,6.52918123e-02,6.41982895e-02,1.09352280e-03
3.03000000e-02,2.28456618e+01,6.59226054e-02,6.48074802e-02,1.11512515e-03
3.06000000e-02,2.30718564e+01,6.65529703e-02,6.54160390e-02,1.13693133e-03
3.09000000e-02,2.32980511e+01,6.71829074e-02,6.60239663e-02,1.15894113e-03
3.12000000e-02,2.35242458e+01,6.78124170e-02,6.66312626e-02,1.18115433e-03
3.15000000e-02,2.37504405e+01,6.84414992e-02,6.72379285e-02,1.20357073e-03
3.18000000e-02,2.39766351e+01,6.90701545e-02,6.78439644e-02,1.22619010e-03
3.21000000e-02,2.42028298e+01,6.96983831e-02,6.84493709e-02,1.24901224e-03
3.24000000e-02,2.44290245e+01,7.03261853e-02,6.90541484e-02,1.27203693e-03
3.27000000e-02,2.46552191e+01,7.09535614e-02,6.96582974e-02,1.29526396e-03
3.30000000e-02,2.48814138e+01,7.15805116e-02,7.02618185e-02,1.31869312e-03
3.33000000e-02,2.51076085e+01,7.22070363e-02,7.08647121e-02,1.34232421e-03
3.36000000e-02,2.53338032e+01,7.28331357e-02,7.14669787e-02,1.36615699e-03
3.39000000e-02,2.55599978e+01,7.34588102e-02,7.20686189e-02,1.39019127e-03
3.42000000e-02,2.57861925e+01,7.40840599e-02,7.26696331e-02,1.41442683e-03
3.45000000e-02,2.60123872e+01,7.47088853e-02,7.32700218e-02,1.43886347e-03
3.48000000e-02,2.62385818e+01,7.53332865e-02,7.38697856e-02,1.46350096e-03
3.51000000e-02,2.64647765e+01,7.59572640e-02,7.44689249e-02,1.48833910e-03
3.54000000e-02,2.66909712e+01,7.65808179e-02,7.50674402e-02,1.51337768e-03
3.57000000e-02,2.69171659e+01,7.72039485e-02,7.56653320e-02,1.53861649e-03
3.60000000e-02,2.71433605e+01,7.78266561e-02,7.62626008e-02,1.56405532e-03
3.63000000e-02,2.73695552e+01,7.84489411e-02,7.68592471e-02,1.58969395e-03
3.66000000e-02,2.75957499e+01,7.90708037e-02,7.74552715e-02,1.61553218e-03
3.69000000e-02,2.78219445e+01,7.96922441e-02,7.80506743e-02,1.64156980e-03
3.72000000e-02,2.80481392e+01,8.03132627e-02,7.86454561e-02,1.66780659e-03
3.75000000e-02,2.82743339e+01,8.09338598e-02,7.92396174e-02,1.69424236e-03
3.78000000e-02,2.85005286e+01,8.15540356e-02,7.98331587e-02,1.72087688e-03
3.81000000e-02,2.87267232e+01,8.21737904e-02,8.04260805e-02,1.74770995e-03
3.84000000e-02,2.89529179e+01,8.27931246e-02,8.10183832e-02,1.77474136e-03
3.87000000e-02,2.91791126e+01,8.34120383e-02,8.16100674e-02,1.80197090e-03
3.90000000e-02,2.94053072e+01,8.40305319e-02,8.22011335e-02,1.82939836e-03
3.93000000e-02,2.96315019e+01,8.46486057e-02,8.27915821e-02,1.85702353e-03
3.96000000e-02,2.98576966e+01,8.52662598e-02,8.33814136e-02,1.88484621e-03
3.99000000e-02,3.00838913e+01,8.58834948e-02,8.39706286e-02,1.91286619e-03
4.02000000e-02,3.03100859e+01,8.65003107e-02,8.45592274e-02,1.94108325e-03
4.05000000e-02,3.05362806e+01,8.71167079e-02,8.51472107e-02,1.96949720e-03
4.08000000e-02,3.07624753e+01,8.77326866e-02,8.57345788e-02,1.99810782e-03
4.11000000e-02,3.09886699e+01,8.83482473e-02,8.63213324e-02,2.02691490e-03
4.14000000e-02,3.12148646e+01,8.89633900e-02,8.69074718e-02,2.05591824e-03
4.17000000e-02,3.14410593e+01,8.95781152e-02,8.74929976e-02,2.08511763e-03
4.20000000e-02,3.16672539e+01,9.01924231e-02,8.80779102e-02,2.11451287e-03
4.23000000e-02,3.18934486e+01,9.08063139e-02,8.86622102e-02,2.14410374e-03
4.26000000e-02,3.21196433e+01,9.14197880e-02,8.92458980e-02,2.17389003e-03
4.29000000e-02,3.23458380e+01,9.20328457e-02,8.98289741e-02,2.20387156e-03
4.32000000e-02,3.25720326e+01,9.26454871e-02,9.04114391e-02,2.23404809e-03
4.35000000e-02,3.27982273e+01,9.32577127e-02,9.09932933e-02,2.26441944e-03
4.38000000e-02,3.30244220e+01,9.38695227e-02,9.15745373e-02,2.29498539e-03
4.41000000e-02,3.32506166e+01,9.44809173e-02,9.21551716e-02,2.32574574e-03
4.44000000e-02,3.34768113e+01,9.50918969e-02,9.27351966e-02,2.35670028e-03
4.47000000e-02,3.37030060e+01,9.57024616e-02,9.33146128e-02,2.38784880e-03
4.50000000e-02,3.39292007e+01,9.63126119e-02,9.38934208e-02,2.41919111e-03
4.53000000e-02,3.41553953e+01,9.69223480e-02,9.44716210e-02,2.45072699e-03
4.56000000e-02,3.43815900e+01,9.75316701e-02,9.50492139e-02,2.48245624e-03
4.59000000e-02,3.46077847e+01,9.81405786e-02,9.56261999e-02,2.51437865e-03
4.62000000e-02,3.48339793e+01,9.87490737e-02,9.62025797e-02,2.54649403e-03
4.65000000e-02,3.50601740e+01,9.93571557e-02,9.67783535e-02,2.57880216e-03
4.68000000e-02,3.52863687e+01,9.99648249e-02,9.73535220e-02,2.61130284e-03
4.71000000e-02,3.55125634e+01,1.00572081e-01,9.79280856e-02,2.64399586e-03
4.74000000e-02,3.57387580e+01,1.01178926e-01,9.85020448e-02,2.67688103e-03
4.77000000e-02,3.59649527e+01,1.01785358e-01,9.90754001e-02,2.70995813e-03
4.80000000e-02,3.61911474e+01,1.02391379e-01,9.96481519e-02,2.74322697e-03
4.83000000e-02,3.64173420e+01,1.02996988e-01,1.00220301e-01,2.77668734e-03
4.86000000e-02,3.66435367e+01,1.03602186e-01,1.00791847e-01,2.81033904e-03
4.89000000e-02,3.68697314e+01,1.04206973e-01,1.01362792e-01,2.84418185e-03
4.92000000e-02,3.70959261e+01,1.04811350e-01,1.01933134e-01,2.87821559e-03
4.95000000e-02,3.73221207e+01,1.05415316e-01,1.02502876e-01,2.91244005e-03
4.98000000e-02,3.75483154e+01,1.06018872e-01,1.03072017e-01,2.94685501e-03
5.01000000e-02,3.77745101e+01,1.06622019e-01,1.03640559e-01,2.98146029e-03
5.04000000e-02,3.80007047e+01,1.07224756e-01,1.04208500e-01,3.01625568e-03
5.07000000e-02,3.82268994e+01,1.07827084e-01,1.04775843e-01,3.05124097e-03
5.10000000e-02,3.84530941e+01,1.08429002e-01,1.05342587e-01,3.08641597e-03
5.13000000e-02,3.86792888e+01,1.09030513e-01,1.05908732e-01,3.12178046e-03
5.16000000e-02,3.89054834e+01,1.09631614e-01,1.06474280e-01,3.15733426e-03
5.19000000e-02,3.91316781e+01,1.10232308e-01,1.07039231e-01,3.19307715e-03
5.22000000e-02,3.93578728e+01,1.10832594e-01,1.07603585e-01,3.22900894e-03
5.25000000e-02,3.95840674e+01,1.11432472e-01,1.08167343e-01,3.26512942e-03
5.28000000e-02,3.98102621e+01,1.12031943e-01,1.08730505e-01,3.30143839e-03
5.31000000e-02,4.00364568e+01,1.12631007e-01,1.09293071e-01,3.33793566e-03
5.34000000e-02,4.02626514e+01,1.13229664e-01,1.09855043e-01,3.37462102e-03
5.37000000e-02,4.04888461e+01,1.13827915e-01,1.10416421e-01,3.41149426e-03
5.40000000e-02,4.07150408e+01,1.14425759e-01,1.10977204e-01,3.44855520e-03
5.43000000e-02,4.09412355e+01,1.15023198e-01,1.11537394e-01,3.48580362e-03
5.46000000e-02,4.11674301e+01,1.15620231e-01,1.12096992e-01,3.52323933e-03
5.49000000e-02,4.13936248e+01,1.16216859e-01,1.12655997e-01,3.56086213e-03
5.52000000e-02,4.16198195e+01,1.16813081e-01,1.13214409e-01,3.59867181e-03
5.55000000e-02,4.18460141e+01,1.17408899e-01,1.13772231e-01,3.63666819e-03
5.58000000e-02,4.20722088e+01,1.18004312e-01,1.14329461e-01,3.67485105e-03
5.61000000e-02,4.22984035e+01,1.18599321e-01,1.14886101e-01,3.71322019e-03
5.64000000e-02,4.25245982e+01,1.19193926e-01,1.15442150e-01,3.75177543e-03
5.67000000e-02,4.27507928e+01,1.19788127e-01,1.15997610e-01,3.79051655e-03
5.70000000e-02,4.29769875e+01,1.20381925e-01,1.16552481e-01,3.82944337e-03
5.73000000e-02,4.32031822e+01,1.20975319e-01,1.17106764e-01,3.86855568e-03
5.76000000e-02,4.34293768e+01,1.21568311e-01,1.17660458e-01,3.90785327e-03
5.79000000e-02,4.36555715e+01,1.22160900e-01,1.18213564e-01,3.94733597e-03
5.82000000e-02,4.38817662e+01,1.22753086e-01,1.18766083e-01,3.98700355e-03
5.85000000e-02,4.41079609e+01,1.23344871e-01,1.19318015e-01,4.02685584e-03
5.88000000e-02,4.43341555e+01,1.23936254e-01,1.19869361e-01,4.06689262e-03
5.91000000e-02,4.45603502e+01,1.24527235e-01,1.20420121e-01,4.10711370e-03
5.94000000e-02,4.47865449e+01,1.25117814e-01,1.20970296e-01,4.14751888e-03
5.97000000e-02,4.50127395e+01,1.25707993e-01,1.21519885e-01,4.18810797e-03
6.00000000e-02,4.52389342e+01,1.26297771e-01,1.22068891e-01,4.22888077e-03
