x_m,tau_s,C_EGDA_mol_L,C_EGMA_mol_L,C_EG_mol_L,C_AcOH_mol_L,C_H2O_mol_L,C_OH_mol_L,X_EGDA,Y_EGMA,Y_EG
3.60000000e-03,2.71433605e+00,2.47982247e-01,2.01369718e-03,4.05594860e-06,2.02180907e-03,5.12000320e+01,0.00000000e+00,8.07101250e-03,8.05478871e-03,1.62237944e-05
3.90000000e-03,2.94053072e+00,2.47814841e-01,2.18040017e-03,4.75848884e-06,2.18991715e-03,5.11998639e+01,0.00000000e+00,8.74063464e-03,8.72160068e-03,1.90339553e-05
4.20000000e-03,3.16672539e+00,2.47647549e-01,2.34693377e-03,5.51684556e-06,2.35796747e-03,5.11996959e+01,0.00000000e+00,9.40980248e-03,9.38773510e-03,2.20673822e-05
4.50000000e-03,3.39292007e+00,2.47480371e-01,2.51329812e-03,6.33096168e-06,2.52596004e-03,5.11995279e+01,0.00000000e+00,1.00785163e-02,1.00531925e-02,2.53238467e-05
4.80000000e-03,3.61911474e+00,2.47313306e-01,2.67949334e-03,7.20078012e-06,2.69389490e-03,5.11993599e+01,0.00000000e+00,1.07467765e-02,1.07179734e-02,2.88031205e-05
5.10000000e-03,3.84530941e+00,2.47146354e-01,2.84551957e-03,8.12624386e-06,2.86177206e-03,5.11991921e+01,0.00000000e+00,1.14145833e-02,1.13820783e-02,3.25049755e-05
5.40000000e-03,4.07150408e+00,2.46979516e-01,3.01137695e-03,9.10729595e-06,3.02959154e-03,5.11990243e+01,0.00000000e+00,1.20819370e-02,1.20455078e-02,3.64291838e-05
5.70000000e-03,4.29769875e+00,2.46812791e-01,3.17706560e-03,1.01438794e-05,3.19735336e-03,5.11988565e+01,0.00000000e+00,1.27488379e-02,1.27082624e-02,4.05755178e-05
6.00000000e-03,4.52389342e+00,2.46646178e-01,3.34258566e-03,1.12359375e-05,3.36505753e-03,5.11986888e+01,0.00000000e+00,1.34152864e-02,1.33703426e-02,4.49437498e-05
6.30000000e-03,4.75008809e+00,2.46479679e-01,3.50793726e-03,1.23834131e-05,3.53270409e-03,5.11985211e+01,0.00000000e+00,1.40812827e-02,1.40317490e-02,4.95336526e-05
6.60000000e-03,4.97628276e+00,2.46313293e-01,3.67312054e-03,1.35862497e-05,3.70029304e-03,5.11983536e+01,0.00000000e+00,1.47468271e-02,1.46924821e-02,5.43449989e-05
6.90000000e-03,5.20247743e+00,2.46147020e-01,3.83813562e-03,1.48443904e-05,3.86782440e-03,5.11981860e+01,0.00000000e+00,1.54119200e-02,1.53525425e-02,5.93775618e-05
7.20000000e-03,5.42867211e+00,2.45980860e-01,4.00298265e-03,1.61577786e-05,4.03529820e-03,5.11980185e+01,0.00000000e+00,1.60765617e-02,1.60119306e-02,6.46311143e-05
7.50000000e-03,5.65486678e+00,2.45814812e-01,4.16766175e-03,1.75263575e-05,4.20271446e-03,5.11978511e+01,0.00000000e+00,1.67407524e-02,1.66706470e-02,7.01054299e-05
7.80000000e-03,5.88106145e+00,2.45648877e-01,4.33217305e-03,1.89500705e-05,4.37007319e-03,5.11976838e+01,0.00000000e+00,1.74044925e-02,1.73286922e-02,7.58002821e-05
8.10000000e-03,6.10725612e+00,2.45483054e-01,4.49651669e-03,2.04288611e-05,4.53737442e-03,5.11975165e+01,0.00000000e+00,1.80677822e-02,1.79860668e-02,8.17154445e-05
8.40000000e-03,6.33345079e+00,2.45317345e-01,4.66069281e-03,2.19626728e-05,4.70461815e-03,5.11973492e+01,0.00000000e+00,1.87306219e-02,1.86427712e-02,8.78506911e-05
8.70000000e-03,6.55964546e+00,2.45151747e-01,4.82470152e-03,2.35514490e-05,4.87180442e-03,5.11971820e+01,0.00000000e+00,1.93930119e-02,1.92988061e-02,9.42057959e-05
9.00000000e-03,6.78584013e+00,2.44986262e-01,4.98854298e-03,2.51951333e-05,5.03893324e-03,5.11970149e+01,0.00000000e+00,2.00549524e-02,1.99541719e-02,1.00780533e-04
9.30000000e-03,7.01203480e+00,2.44820889e-01,5.15221729e-03,2.68936693e-05,5.20600463e-03,5.11968478e+01,0.00000000e+00,2.07164439e-02,2.06088692e-02,1.07574677e-04
9.60000000e-03,7.23822947e+00,2.44655628e-01,5.31572461e-03,2.86470006e-05,5.37301861e-03,5.11966808e+01,0.00000000e+00,2.13774864e-02,2.12628984e-02,1.14588002e-04
9.90000000e-03,7.46442414e+00,2.44490480e-01,5.47906506e-03,3.04550710e-05,5.53997520e-03,5.11965139e+01,0.00000000e+00,2.20380805e-02,2.19162602e-02,1.21820284e-04
1.02000000e-02,7.69061882e+00,2.44325443e-01,5.64223877e-03,3.23178241e-05,5.70687442e-03,5.11963470e+01,0.00000000e+00,2.26982264e-02,2.25689551e-02,1.29271297e-04
1.05000000e-02,7.91681349e+00,2.44160519e-01,5.80524588e-03,3.42352038e-05,5.87371629e-03,5.11961801e+01,0.00000000e+00,2.33579243e-02,2.32209835e-02,1.36940815e-04
1.08000000e-02,8.14300816e+00,2.43995706e-01,5.96808651e-03,3.62071539e-05,6.04050082e-03,5.11960133e+01,0.00000000e+00,2.40171747e-02,2.38723460e-02,1.44828615e-04
1.11000000e-02,8.36920283e+00,2.43831006e-01,6.13076080e-03,3.82336181e-05,6.20722804e-03,5.11958466e+01,0.00000000e+00,2.46759777e-02,2.45230432e-02,1.52934472e-04
1.14000000e-02,8.59539750e+00,2.43666417e-01,6.29326888e-03,4.03145405e-05,6.37389796e-03,5.11956799e+01,0.00000000e+00,2.53343337e-02,2.51730755e-02,1.61258162e-04
1.17000000e-02,8.82159217e+00,2.43501939e-01,6.45561088e-03,4.24498650e-05,6.54051061e-03,5.11955133e+01,0.00000000e+00,2.59922430e-02,2.58224435e-02,1.69799460e-04
1.20000000e-02,9.04778684e+00,2.43337574e-01,6.61778693e-03,4.46395355e-05,6.70706600e-03,5.11953468e+01,0.00000000e+00,2.66497059e-02,2.64711477e-02,1.78558142e-04
1.23000000e-02,9.27398151e+00,2.43173319e-01,6.77979716e-03,4.68834961e-05,6.87356416e-03,5.11951803e+01,0.00000000e+00,2.73067226e-02,2.71191887e-02,1.87533984e-04
1.26000000e-02,9.50017618e+00,2.43009177e-01,6.94164171e-03,4.91816909e-05,7.04000509e-03,5.11950138e+01,0.00000000e+00,2.79632936e-02,2.77665668e-02,1.96726764e-04
1.29000000e-02,9.72637086e+00,2.42845145e-01,7.10332070e-03,5.15340640e-05,7.20638883e-03,5.11948475e+01,0.00000000e+00,2.86194191e-02,2.84132828e-02,2.06136256e-04
1.32000000e-02,9.95256553e+00,2.42681225e-01,7.26483427e-03,5.39405596e-05,7.37271539e-03,5.11946811e+01,0.00000000e+00,2.92750993e-02,2.90593371e-02,2.15762238e-04
1.35000000e-02,1.01787602e+01,2.42517416e-01,7.42618254e-03,5.64011219e-05,7.53898479e-03,5.11945149e+01,0.00000000e+00,2.99303347e-02,2.97047302e-02,2.25604487e-04
1.38000000e-02,1.04049549e+01,2.42353719e-01,7.58736566e-03,5.89156951e-05,7.70519705e-03,5.11943486e+01,0.00000000e+00,3.05851254e-02,3.03494626e-02,2.35662780e-04
1.41000000e-02,1.06311495e+01,2.42190132e-01,7.74838373e-03,6.14842235e-05,7.87135218e-03,5.11941825e+01,0.00000000e+00,3.12394718e-02,3.09935349e-02,2.45936894e-04
1.44000000e-02,1.08573442e+01,2.42026656e-01,7.90923691e-03,6.41066516e-05,8.03745021e-03,5.11940164e+01,0.00000000e+00,3.18933743e-02,3.16369476e-02,2.56426606e-04
1.47000000e-02,1.10835389e+01,2.41863292e-01,8.06992532e-03,6.67829236e-05,8.20349116e-03,5.11938504e+01,0.00000000e+00,3.25468330e-02,3.22797013e-02,2.67131694e-04
1.50000000e-02,1.13097336e+01,2.41700038e-01,8.23044908e-03,6.95129840e-05,8.36947505e-03,5.11936844e+01,0.00000000e+00,3.31998483e-02,3.29217963e-02,2.78051936e-04
1.53000000e-02,1.15359282e+01,2.41536895e-01,8.39080833e-03,7.22967773e-05,8.53540189e-03,5.11935184e+01,0.00000000e+00,3.38524204e-02,3.35632333e-02,2.89187109e-04
1.56000000e-02,1.17621229e+01,2.41373863e-01,8.55100321e-03,7.51342480e-05,8.70127170e-03,5.11933526e+01,0.00000000e+00,3.45045498e-02,3.42040128e-02,3.00536992e-04
1.59000000e-02,1.19883176e+01,2.41210941e-01,8.71103383e-03,7.80253406e-05,8.86708451e-03,5.11931868e+01,0.00000000e+00,3.51562367e-02,3.48441353e-02,3.12101362e-04
1.62000000e-02,1.22145122e+01,2.41048130e-01,8.87090033e-03,8.09699998e-05,9.03284033e-03,5.11930210e+01,0.00000000e+00,3.58074813e-02,3.54836013e-02,3.23879999e-04
1.65000000e-02,1.24407069e+01,2.40885429e-01,9.03060284e-03,8.39681702e-05,9.19853918e-03,5.11928553e+01,0.00000000e+00,3.64582840e-02,3.61224113e-02,3.35872681e-04
1.68000000e-02,1.26669016e+01,2.40722839e-01,9.19014149e-03,8.70197965e-05,9.36418108e-03,5.11926897e+01,0.00000000e+00,3.71086451e-02,3.67605659e-02,3.48079186e-04
1.71000000e-02,1.28930963e+01,2.40560359e-01,9.34951640e-03,9.01248234e-05,9.52976605e-03,5.11925241e+01,0.00000000e+00,3.77585649e-02,3.73980656e-02,3.60499294e-04
1.74000000e-02,1.31192909e+01,2.40397989e-01,9.50872772e-03,9.32831958e-05,9.69529411e-03,5.11923585e+01,0.00000000e+00,3.84080436e-02,3.80349109e-02,3.73132783e-04
1.77000000e-02,1.33454856e+01,2.40235730e-01,9.66777556e-03,9.64948583e-05,9.86076527e-03,5.11921931e+01,0.00000000e+00,3.90570817e-02,3.86711022e-02,3.85979433e-04
1.80000000e-02,1.35716803e+01,2.40073580e-01,9.82666005e-03,9.97597560e-05,1.00261796e-02,5.11920277e+01,0.00000000e+00,3.97056792e-02,3.93066402e-02,3.99039024e-04
1.83000000e-02,1.37978749e+01,2.39911541e-01,9.98538134e-03,1.03077834e-04,1.01915370e-02,5.11918623e+01,0.00000000e+00,4.03538367e-02,3.99415254e-02,4.12311334e-04
1.86000000e-02,1.40240696e+01,2.39749611e-01,1.01439395e-02,1.06449036e-04,1.03568376e-02,5.11916970e+01,0.00000000e+00,4.10015543e-02,4.05757581e-02,4.25796145e-04
1.89000000e-02,1.42502643e+01,2.39587792e-01,1.03023348e-02,1.09873309e-04,1.05220814e-02,5.11915318e+01,0.00000000e+00,4.16488324e-02,4.12093391e-02,4.39493235e-04
1.92000000e-02,1.44764589e+01,2.39426082e-01,1.04605672e-02,1.13350596e-04,1.06872684e-02,5.11913666e+01,0.00000000e+00,4.22956712e-02,4.18422688e-02,4.53402385e-04
1.95000000e-02,1.47026536e+01,2.39264482e-01,1.06186369e-02,1.16880844e-04,1.08523986e-02,5.11912014e+01,0.00000000e+00,4.29420710e-02,4.24745477e-02,4.67523375e-04
1.98000000e-02,1.49288483e+01,2.39102992e-01,1.07765441e-02,1.20463996e-04,1.10174721e-02,5.11910364e+01,0.00000000e+00,4.35880322e-02,4.31061763e-02,4.81855985e-04
2.01000000e-02,1.51550430e+01,2.38941611e-01,1.09342888e-02,1.24099999e-04,1.11824888e-02,5.11908714e+01,0.00000000e+00,4.42335551e-02,4.37371551e-02,4.96399997e-04
2.04000000e-02,1.53812376e+01,2.38780340e-01,1.10918712e-02,1.27788798e-04,1.13474488e-02,5.11907064e+01,0.00000000e+00,4.48786399e-02,4.43674847e-02,5.11155191e-04
2.07000000e-02,1.56074323e+01,2.38619178e-01,1.12492914e-02,1.31530337e-04,1.15123521e-02,5.11905415e+01,0.00000000e+00,4.55232869e-02,4.49971655e-02,5.26121347e-04
2.10000000e-02,1.58336270e+01,2.38458126e-01,1.14065495e-02,1.35324562e-04,1.16771987e-02,5.11903766e+01,0.00000000e+00,4.61674964e-02,4.56261982e-02,5.41298248e-04
2.13000000e-02,1.60598216e+01,2.38297183e-01,1.15636458e-02,1.39171419e-04,1.18419886e-02,5.11902119e+01,0.00000000e+00,4.68112688e-02,4.62545831e-02,5.56685675e-04
2.16000000e-02,1.62860163e+01,2.38136349e-01,1.17205802e-02,1.43070852e-04,1.20067219e-02,5.11900471e+01,0.00000000e+00,4.74546043e-02,4.68823209e-02,5.72283408e-04
2.19000000e-02,1.65122110e+01,2.37975624e-01,1.18773530e-02,1.47022808e-04,1.21713986e-02,5.11898824e+01,0.00000000e+00,4.80975032e-02,4.75094119e-02,5.88091230e-04
2.22000000e-02,1.67384057e+01,2.37815009e-01,1.20339642e-02,1.51027231e-04,1.23360187e-02,5.11897178e+01,0.00000000e+00,4.87399657e-02,4.81358568e-02,6.04108923e-04
2.25000000e-02,1.69646003e+01,2.37654502e-01,1.21904140e-02,1.55084067e-04,1.25005821e-02,5.11895533e+01,0.00000000e+00,4.93819923e-02,4.87616561e-02,6.20336268e-04
2.28000000e-02,1.71907950e+01,2.37494104e-01,1.23467025e-02,1.59193262e-04,1.26650891e-02,5.11893888e+01,0.00000000e+00,5.00235832e-02,4.93868102e-02,6.36773048e-04
2.31000000e-02,1.74169897e+01,2.37333815e-01,1.25028299e-02,1.63354761e-04,1.28295394e-02,5.11892243e+01,0.00000000e+00,5.06647387e-02,5.00113196e-02,6.53419045e-04
2.34000000e-02,1.76431843e+01,2.37173635e-01,1.26587962e-02,1.67568510e-04,1.29939333e-02,5.11890599e+01,0.00000000e+00,5.13054590e-02,5.06351850e-02,6.70274041e-04
2.37000000e-02,1.78693790e+01,2.37013564e-01,1.28146017e-02,1.71834455e-04,1.31582706e-02,5.11888956e+01,0.00000000e+00,5.19457445e-02,5.12584067e-02,6.87337820e-04
2.40000000e-02,1.80955737e+01,2.36853601e-01,1.29702463e-02,1.76152541e-04,1.33225514e-02,5.11887313e+01,0.00000000e+00,5.25855955e-02,5.18809853e-02,7.04610164e-04
2.43000000e-02,1.83217684e+01,2.36693747e-01,1.31257303e-02,1.80522714e-04,1.34867758e-02,5.11885671e+01,0.00000000e+00,5.32250122e-02,5.25029214e-02,7.22090856e-04
2.46000000e-02,1.85479630e+01,2.36534001e-01,1.32810538e-02,1.84944920e-04,1.36509437e-02,5.11884029e+01,0.00000000e+00,5.38639950e-02,5.31242154e-02,7.39779679e-04
2.49000000e-02,1.87741577e+01,2.36374364e-01,1.34362169e-02,1.89419104e-04,1.38150551e-02,5.11882388e+01,0.00000000e+00,5.45025442e-02,5.37448677e-02,7.57676417e-04
2.52000000e-02,1.90003524e+01,2.36214835e-01,1.35912198e-02,1.93945213e-04,1.39791102e-02,5.11880747e+01,0.00000000e+00,5.51406599e-02,5.43648791e-02,7.75780853e-04
2.55000000e-02,1.92265470e+01,2.36055414e-01,1.37460625e-02,1.98523193e-04,1.41431088e-02,5.11879107e+01,0.00000000e+00,5.57783426e-02,5.49842498e-02,7.94092770e-04
2.58000000e-02,1.94527417e+01,2.35896102e-01,1.39007451e-02,2.03152989e-04,1.43070511e-02,5.11877468e+01,0.00000000e+00,5.64155925e-02,5.56029806e-02,8.12611954e-04
2.61000000e-02,1.96789364e+01,2.35736898e-01,1.40552679e-02,2.07834547e-04,1.44709370e-02,5.11875829e+01,0.00000000e+00,5.70524099e-02,5.62210718e-02,8.31338187e-04
2.64000000e-02,1.99051311e+01,2.35577801e-01,1.42096310e-02,2.12567814e-04,1.46347666e-02,5.11874191e+01,0.00000000e+00,5.76887952e-02,5.68385239e-02,8.50271255e-04
2.67000000e-02,2.01313257e+01,2.35418813e-01,1.43638344e-02,2.17352735e-04,1.47985399e-02,5.11872553e+01,0.00000000e+00,5.83247485e-02,5.74553375e-02,8.69410941e-04
2.70000000e-02,2.03575204e+01,2.35259932e-01,1.45178783e-02,2.22189257e-04,1.49622568e-02,5.11870916e+01,0.00000000e+00,5.89602702e-02,5.80715132e-02,8.88757029e-04
2.73000000e-02,2.05837151e+01,2.35101160e-01,1.46717628e-02,2.27077326e-04,1.51259175e-02,5.11869279e+01,0.00000000e+00,5.95953606e-02,5.86870513e-02,9.08309306e-04
2.76000000e-02,2.08099097e+01,2.34942495e-01,1.48254881e-02,2.32016889e-04,1.52895219e-02,5.11867643e+01,0.00000000e+00,6.02300199e-02,5.93019524e-02,9.28067554e-04
2.79000000e-02,2.10361044e+01,2.34783938e-01,1.49790542e-02,2.37007890e-04,1.54530700e-02,5.11866008e+01,0.00000000e+00,6.08642485e-02,5.99162170e-02,9.48031561e-04
2.82000000e-02,2.12622991e+01,2.34625488e-01,1.51324614e-02,2.42050278e-04,1.56165619e-02,5.11864373e+01,0.00000000e+00,6.14980467e-02,6.05298455e-02,9.68201110e-04
2.85000000e-02,2.14884938e+01,2.34467146e-01,1.52857097e-02,2.47143997e-04,1.57799977e-02,5.11862738e+01,0.00000000e+00,6.21314146e-02,6.11428387e-02,9.88575988e-04
2.88000000e-02,2.17146884e+01,2.34308912e-01,1.54387992e-02,2.52288995e-04,1.59433772e-02,5.11861105e+01,0.00000000e+00,6.27643528e-02,6.17551968e-02,1.00915598e-03
2.91000000e-02,2.19408831e+01,2.34150785e-01,1.55917301e-02,2.57485218e-04,1.61067005e-02,5.11859471e+01,0.00000000e+00,6.33968613e-02,6.23669204e-02,1.02994087e-03
2.94000000e-02,2.21670778e+01,2.33992765e-01,1.57445025e-02,2.62732612e-04,1.62699677e-02,5.11857839e+01,0.00000000e+00,6.40289405e-02,6.29780101e-02,1.05093045e-03
2.97000000e-02,2.23932724e+01,2.33834852e-01,1.58971166e-02,2.68031124e-04,1.64331788e-02,5.11856207e+01,0.00000000e+00,6.46605908e-02,6.35884663e-02,1.07212450e-03
3.00000000e-02,2.26194671e+01,2.33677047e-01,1.60495724e-02,2.73380700e-04,1.65963338e-02,5.11854575e+01,0.00000000e+00,6.52918123e-02,6.41982895e-02,1.09352280e-03
3.03000000e-02,2.28456618e+01,2.33519349e-01,1.62018701e-02,2.78781288e-04,1.67594326e-02,5.11852944e+01,0.00000000e+00,6.59226054e-02,6.48074802e-02,1.11512515e-03
3.06000000e-02,2.30718564e+01,2.33361757e-01,1.63540097e-02,2.84232833e-04,1.69224754e-02,5.11851314e+01,0.00000000e+00,6.65529703e-02,6.54160390e-02,1.13693133e-03
3.09000000e-02,2.32980511e+01,2.33204273e-01,1.65059916e-02,2.89735282e-04,1.70854621e-02,5.11849684e+01,0.00000000e+00,6.71829074e-02,6.60239663e-02,1.15894113e-03
3.12000000e-02,2.35242458e+01,2.33046896e-01,1.66578157e-02,2.95288583e-04,1.72483928e-02,5.11848055e+01,0.00000000e+00,6.78124170e-02,6.66312626e-02,1.18115433e-03
3.15000000e-02,2.37504405e+01,2.32889625e-01,1.68094821e-02,3.00892681e-04,1.74112675e-02,5.11846426e+01,0.00000000e+00,6.84414992e-02,6.72379285e-02,1.20357073e-03
3.18000000e-02,2.39766351e+01,2.32732461e-01,1.69609911e-02,3.06547524e-04,1.75740862e-02,5.11844798e+01,0.00000000e+00,6.90701545e-02,6.78439644e-02,1.22619010e-03
3.21000000e-02,2.42028298e+01,2.32575404e-01,1.71123427e-02,3.12253059e-04,1.77368488e-02,5.11843170e+01,0.00000000e+00,6.96983831e-02,6.84493709e-02,1.24901224e-03
3.24000000e-02,2.44290245e+01,2.32418454e-01,1.72635371e-02,3.18009232e-04,1.78995556e-02,5.11841543e+01,0.00000000e+00,7.03261853e-02,6.90541484e-02,1.27203693e-03
3.27000000e-02,2.46552191e+01,2.32261610e-01,1.74145744e-02,3.23815991e-04,1.80622063e-02,5.11839916e+01,0.00000000e+00,7.09535614e-02,6.96582974e-02,1.29526396e-03
3.30000000e-02,2.48814138e+01,2.32104872e-01,1.75654546e-02,3.29673281e-04,1.82248012e-02,5.11838290e+01,0.00000000e+00,7.15805116e-02,7.02618185e-02,1.31869312e-03
3.33000000e-02,2.51076085e+01,2.31948241e-01,1.77161780e-02,3.35581051e-04,1.83873401e-02,5.11836665e+01,0.00000000e+00,7.22070363e-02,7.08647121e-02,1.34232421e-03
3.36000000e-02,2.53338032e+01,2.31791716e-01,1.78667447e-02,3.41539248e-04,1.85498232e-02,5.11835040e+01,0.00000000e+00,7.28331357e-02,7.14669787e-02,1.36615699e-03
3.39000000e-02,2.55599978e+01,2.31635297e-01,1.80171547e-02,3.47547818e-04,1.87122504e-02,5.11833416e+01,0.00000000e+00,7.34588102e-02,7.20686189e-02,1.39019127e-03
3.42000000e-02,2.57861925e+01,2.31478985e-01,1.81674083e-02,3.53606708e-04,1.88746217e-02,5.11831792e+01,0.00000000e+00,7.40840599e-02,7.26696331e-02,1.41442683e-03
3.45000000e-02,2.60123872e+01,2.31322779e-01,1.83175055e-02,3.59715867e-04,1.90369372e-02,5.11830169e+01,0.00000000e+00,7.47088853e-02,7.32700218e-02,1.43886347e-03
3.48000000e-02,2.62385818e+01,2.31166678e-01,1.84674464e-02,3.65875240e-04,1.91991969e-02,5.11828546e+01,0.00000000e+00,7.53332865e-02,7.38697856e-02,1.46350096e-03
3.51000000e-02,2.64647765e+01,2.31010684e-01,1.86172312e-02,3.72084776e-04,1.93614008e-02,5.11826924e+01,0.00000000e+00,7.59572640e-02,7.44689249e-02,1.48833910e-03
3.54000000e-02,2.66909712e+01,2.30854796e-01,1.87668600e-02,3.78344421e-04,1.95235489e-02,5.11825303e+01,0.00000000e+00,7.65808179e-02,7.50674402e-02,1.51337768e-03
3.57000000e-02,2.69171659e+01,2.30699013e-01,1.89163330e-02,3.84654123e-04,1.96856412e-02,5.11823682e+01,0.00000000e+00,7.72039485e-02,7.56653320e-02,1.53861649e-03
3.60000000e-02,2.71433605e+01,2.30543336e-01,1.90656502e-02,3.91013830e-04,1.98476779e-02,5.11822062e+01,0.00000000e+00,7.78266561e-02,7.62626008e-02,1.56405532e-03
3.63000000e-02,2.73695552e+01,2.30387765e-01,1.92148118e-02,3.97423488e-04,2.00096588e-02,5.11820442e+01,0.00000000e+00,7.84489411e-02,7.68592471e-02,1.58969395e-03
3.66000000e-02,2.75957499e+01,2.30232299e-01,1.93638179e-02,4.03883046e-04,2.01715840e-02,5.11818823e+01,0.00000000e+00,7.90708037e-02,7.74552715e-02,1.61553218e-03
3.69000000e-02,2.78219445e+01,2.30076939e-01,1.95126686e-02,4.10392450e-04,2.03334535e-02,5.11817204e+01,0.00000000e+00,7.96922441e-02,7.80506743e-02,1.64156980e-03
3.72000000e-02,2.80481392e+01,2.29921684e-01,1.96613640e-02,4.16951649e-04,2.04952673e-02,5.11815586e+01,0.00000000e+00,8.03132627e-02,7.86454561e-02,1.66780659e-03
3.75000000e-02,2.82743339e+01,2.29766535e-01,1.98099044e-02,4.23560589e-04,2.06570255e-02,5.11813968e+01,0.00000000e+00,8.09338598e-02,7.92396174e-02,1.69424236e-03
3.78000000e-02,2.85005286e+01,2.29611491e-01,1.99582897e-02,4.30219219e-04,2.08187281e-02,5.11812351e+01,0.00000000e+00,8.15540356e-02,7.98331587e-02,1.72087688e-03
3.81000000e-02,2.87267232e+01,2.29456552e-01,2.01065201e-02,4.36927487e-04,2.09803751e-02,5.11810735e+01,0.00000000e+00,8.21737904e-02,8.04260805e-02,1.74770995e-03
3.84000000e-02,2.89529179e+01,2.29301719e-01,2.02545958e-02,4.43685339e-04,2.11419665e-02,5.11809119e+01,0.00000000e+00,8.27931246e-02,8.10183832e-02,1.77474136e-03
3.87000000e-02,2.91791126e+01,2.29146990e-01,2.04025169e-02,4.50492724e-04,2.13035023e-02,5.11807503e+01,0.00000000e+00,8.34120383e-02,8.16100674e-02,1.80197090e-03
3.90000000e-02,2.94053072e+01,2.28992367e-01,2.05502834e-02,4.57349589e-04,2.14649826e-02,5.11805889e+01,0.00000000e+00,8.40305319e-02,8.22011335e-02,1.82939836e-03
3.93000000e-02,2.96315019e+01,2.28837849e-01,2.06978955e-02,4.64255883e-04,2.16264073e-02,5.11804274e+01,0.00000000e+00,8.46486057e-02,8.27915821e-02,1.85702353e-03
3.96000000e-02,2.98576966e+01,2.28683435e-01,2.08453534e-02,4.71211553e-04,2.17877765e-02,5.11802661e+01,0.00000000e+00,8.52662598e-02,8.33814136e-02,1.88484621e-03
3.99000000e-02,3.00838913e+01,2.28529126e-01,2.09926571e-02,4.78216547e-04,2.19490902e-02,5.11801048e+01,0.00000000e+00,8.58834948e-02,8.39706286e-02,1.91286619e-03
4.02000000e-02,3.03100859e+01,2.28374922e-01,2.11398069e-02,4.85270814e-04,2.21103485e-02,5.11799435e+01,0.00000000e+00,8.65003107e-02,8.45592274e-02,1.94108325e-03
4.05000000e-02,3.05362806e+01,2.28220823e-01,2.12868027e-02,4.92374300e-04,2.22715513e-02,5.11797823e+01,0.00000000e+00,8.71167079e-02,8.51472107e-02,1.96949720e-03
4.08000000e-02,3.07624753e+01,2.28066828e-01,2.14336447e-02,4.99526954e-04,2.24326986e-02,5.11796211e+01,0.00000000e+00,8.77326866e-02,8.57345788e-02,1.99810782e-03
4.11000000e-02,3.09886699e+01,2.27912938e-01,2.15803331e-02,5.06728725e-04,2.25937905e-02,5.11794601e+01,0.00000000e+00,8.83482473e-02,8.63213324e-02,2.02691490e-03
4.14000000e-02,3.12148646e+01,2.27759152e-01,2.17268679e-02,5.13979560e-04,2.27548271e-02,5.11792990e+01,0.00000000e+00,8.89633900e-02,8.69074718e-02,2.05591824e-03
