x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.24252389e-04,0.00000000e+00,1.08983508e-02,0.00000000e+00,2.38977397e-01,0.00000000e+00,4.88853144e-01
1.00000000e-03,7.53982237e-01,2.40279402e-01,1.24252389e-04,9.61453444e-03,1.08983508e-02,1.06063662e-04,2.38977397e-01,9.82666177e-03,4.88853144e-01
2.00000000e-03,1.50796447e+00,2.30938672e-01,1.24252389e-04,1.86457256e-02,1.08983508e-02,4.15602085e-04,2.38977397e-01,1.94769297e-02,4.88853144e-01
3.00000000e-03,2.26194671e+00,2.21963023e-01,1.24252389e-04,2.71208895e-02,1.08983508e-02,9.16088036e-04,2.38977397e-01,2.89530655e-02,4.88853144e-01
4.00000000e-03,3.01592895e+00,2.13338232e-01,1.24252389e-04,3.50661910e-02,1.08983508e-02,1.59557657e-03,2.38977397e-01,3.82573442e-02,4.88853144e-01
5.00000000e-03,3.76991118e+00,2.05050630e-01,1.24252389e-04,4.25066895e-02,1.08983508e-02,2.44268097e-03,2.38977397e-01,4.73920514e-02,4.88853144e-01
6.00000000e-03,4.52389342e+00,1.97087068e-01,1.24252389e-04,4.94663820e-02,1.08983508e-02,3.44654959e-03,2.38977397e-01,5.63594811e-02,4.88853144e-01
7.00000000e-03,5.27787566e+00,1.89434910e-01,1.24252389e-04,5.59682460e-02,1.08983508e-02,4.59684361e-03,2.38977397e-01,6.51619332e-02,4.88853144e-01
8.00000000e-03,6.03185789e+00,1.82082005e-01,1.24252389e-04,6.20342798e-02,1.08983508e-02,5.88371565e-03,2.38977397e-01,7.38017111e-02,4.88853144e-01
9.00000000e-03,6.78584013e+00,1.75016670e-01,1.24252389e-04,6.76855413e-02,1.08983508e-02,7.29778916e-03,2.38977397e-01,8.22811196e-02,4.88853144e-01
1.00000000e-02,7.53982237e+00,1.68227675e-01,1.24252389e-04,7.29421860e-02,1.08983508e-02,8.83013867e-03,2.38977397e-01,9.06024634e-02,4.88853144e-01
1.10000000e-02,8.29380461e+00,1.61704226e-01,1.24252389e-04,7.78235029e-02,1.08983508e-02,1.04722708e-02,2.38977397e-01,9.87680444e-02,4.88853144e-01
1.20000000e-02,9.04778684e+00,1.55435945e-01,1.24252389e-04,8.23479489e-02,1.08983508e-02,1.22161058e-02,2.38977397e-01,1.06780161e-01,4.88853144e-01
1.30000000e-02,9.80176908e+00,1.49412856e-01,1.24252389e-04,8.65331833e-02,1.08983508e-02,1.40539603e-02,2.38977397e-01,1.14641104e-01,4.88853144e-01
1.40000000e-02,1.05557513e+01,1.43625371e-01,1.24252389e-04,9.03960987e-02,1.08983508e-02,1.59785303e-02,2.38977397e-01,1.22353159e-01,4.88853144e-01
1.50000000e-02,1.13097336e+01,1.38064272e-01,1.24252389e-04,9.39528529e-02,1.08983508e-02,1.79828749e-02,2.38977397e-01,1.29918603e-01,4.88853144e-01
