x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-03,7.53982237e-01,3.88823924e-02,3.84581378e-02,4.24254646e-04
2.00000000e-03,1.50796447e+00,7.62453106e-02,7.45829022e-02,1.66240834e-03
3.00000000e-03,2.26194671e+00,1.12147910e-01,1.08483558e-01,3.66435214e-03
4.00000000e-03,3.01592895e+00,1.46647070e-01,1.40264764e-01,6.38230628e-03
5.00000000e-03,3.76991118e+00,1.79797482e-01,1.70026758e-01,9.77072387e-03
6.00000000e-03,4.52389342e+00,2.11651726e-01,1.97865528e-01,1.37861983e-02
7.00000000e-03,5.27787566e+00,2.42260358e-01,2.23872984e-01,1.83873744e-02
8.00000000e-03,6.03185789e+00,2.71671982e-01,2.48137119e-01,2.35348626e-02
9.00000000e-03,6.78584013e+00,2.99933322e-01,2.70742165e-01,2.91911566e-02
1.00000000e-02,7.53982237e+00,3.27089299e-01,2.91768744e-01,3.53205547e-02
1.10000000e-02,8.29380461e+00,3.53183094e-01,3.11294011e-01,4.18890830e-02
1.20000000e-02,9.04778684e+00,3.78256219e-01,3.29391796e-01,4.88644232e-02
1.30000000e-02,9.80176908e+00,4.02348574e-01,3.46132733e-01,5.62158414e-02
1.40000000e-02,1.05557513e+01,4.25498516e-01,3.61584395e-01,6.39141214e-02
1.50000000e-02,1.13097336e+01,4.47742911e-01,3.75811412e-01,7.19314994e-02
1.60000000e-02,1.20637158e+01,4.69117196e-01,3.88875594e-01,8.02416020e-02
1.70000000e-02,1.28176980e+01,4.89655429e-01,4.00836043e-01,8.88193858e-02
1.80000000e-02,1.35716803e+01,5.09390347e-01,4.11749266e-01,9.76410805e-02
1.90000000e-02,1.43256625e+01,5.28353411e-01,4.21669278e-01,1.06684134e-01
2.00000000e-02,1.50796447e+01,5.46574861e-01,4.30647703e-01,1.15927157e-01
2.10000000e-02,1.58336270e+01,5.64083755e-01,4.38733878e-01,1.25349877e-01
2.20000000e-02,1.65876092e+01,5.80908022e-01,4.45974938e-01,1.34933084e-01
2.30000000e-02,1.73415914e+01,5.97074502e-01,4.52415916e-01,1.44658586e-01
2.40000000e-02,1.80955737e+01,6.12608987e-01,4.58099820e-01,1.54509166e-01
2.50000000e-02,1.88495559e+01,6.27536262e-01,4.63067727e-01,1.64468536e-01
2.60000000e-02,1.96035382e+01,6.41880147e-01,4.67358853e-01,1.74521294e-01
2.70000000e-02,2.03575204e+01,6.55663528e-01,4.71010638e-01,1.84652890e-01
2.80000000e-02,2.11115026e+01,6.68908398e-01,4.74058816e-01,1.94849582e-01
2.90000000e-02,2.18654849e+01,6.81635891e-01,4.76537487e-01,2.05098404e-01
3.00000000e-02,2.26194671e+01,6.93866313e-01,4.78479186e-01,2.15387127e-01
3.10000000e-02,2.33734493e+01,7.05619176e-01,4.79914948e-01,2.25704227e-01
3.20000000e-02,2.41274316e+01,7.16913226e-01,4.80874372e-01,2.36038854e-01
3.30000000e-02,2.48814138e+01,7.27766478e-01,4.81385678e-01,2.46380800e-01
3.40000000e-02,2.56353961e+01,7.38196239e-01,4.81475772e-01,2.56720468e-01
