x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-04,2.26194671e-01,4.26926561e-03,4.26423703e-03,5.02858640e-06
6.00000000e-04,4.52389342e-01,8.52021976e-03,8.50015022e-03,2.00695405e-05
9.00000000e-04,6.78584013e-01,1.27529407e-02,1.27078848e-02,4.50559013e-05
1.20000000e-03,9.04778684e-01,1.69675062e-02,1.68875852e-02,7.99210491e-05
1.50000000e-03,1.13097336e+00,2.11639940e-02,2.10393953e-02,1.24598703e-04
1.80000000e-03,1.35716803e+00,2.53424811e-02,2.51634582e-02,1.79022917e-04
2.10000000e-03,1.58336270e+00,2.95030447e-02,2.92599166e-02,2.43128082e-04
2.40000000e-03,1.80955737e+00,3.36457611e-02,3.33289122e-02,3.16848921e-04
2.70000000e-03,2.03575204e+00,3.77707067e-02,3.73705862e-02,4.00120493e-04
3.00000000e-03,2.26194671e+00,4.18779574e-02,4.13850792e-02,4.92878187e-04
3.30000000e-03,2.48814138e+00,4.59675888e-02,4.53725310e-02,5.95057719e-04
3.60000000e-03,2.71433605e+00,5.00396762e-02,4.93330810e-02,7.06595132e-04
3.90000000e-03,2.94053072e+00,5.40942945e-02,5.32668678e-02,8.27426795e-04
4.20000000e-03,3.16672539e+00,5.81315186e-02,5.71740292e-02,9.57489400e-04
4.50000000e-03,3.39292007e+00,6.21514226e-02,6.10547026e-02,1.09671997e-03
4.80000000e-03,3.61911474e+00,6.61540806e-02,6.49090248e-02,1.24505584e-03
5.10000000e-03,3.84530941e+00,7.01395664e-02,6.87371318e-02,1.40243467e-03
5.40000000e-03,4.07150408e+00,7.41079533e-02,7.25391589e-02,1.56879445e-03
5.70000000e-03,4.29769875e+00,7.80593145e-02,7.63152410e-02,1.74407346e-03
6.00000000e-03,4.52389342e+00,8.19937227e-02,8.00655124e-02,1.92821033e-03
6.30000000e-03,4.75008809e+00,8.59112504e-02,8.37901064e-02,2.12114397e-03
6.60000000e-03,4.97628276e+00,8.98119697e-02,8.74891561e-02,2.32281363e-03
6.90000000e-03,5.20247743e+00,9.36959527e-02,9.11627938e-02,2.53315886e-03
7.20000000e-03,5.42867211e+00,9.75632707e-02,9.48111512e-02,2.75211953e-03
7.50000000e-03,5.65486678e+00,1.01413995e-01,9.84343593e-02,2.97963579e-03
