x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.12416643e-04,0.00000000e+00,1.03778382e-02,0.00000000e+00,2.39509745e-01,0.00000000e+00,4.89397329e-01
3.00000000e-04,2.26194671e-01,2.48932684e-01,1.12416643e-04,1.06605926e-03,1.03778382e-02,1.25714660e-06,2.39509745e-01,1.06857355e-03,4.89397329e-01
6.00000000e-04,4.52389342e-01,2.47869945e-01,1.12416643e-04,2.12503756e-03,1.03778382e-02,5.01738512e-06,2.39509745e-01,2.13507233e-03,4.89397329e-01
9.00000000e-04,6.78584013e-01,2.46811765e-01,1.12416643e-04,3.17697119e-03,1.03778382e-02,1.12639753e-05,2.39509745e-01,3.19949914e-03,4.89397329e-01
1.20000000e-03,9.04778684e-01,2.45758123e-01,1.12416643e-04,4.22189629e-03,1.03778382e-02,1.99802623e-05,2.39509745e-01,4.26185682e-03,4.89397329e-01
1.50000000e-03,1.13097336e+00,2.44709002e-01,1.12416643e-04,5.25984882e-03,1.03778382e-02,3.11496757e-05,2.39509745e-01,5.32214817e-03,4.89397329e-01
1.80000000e-03,1.35716803e+00,2.43664380e-01,1.12416643e-04,6.29086456e-03,1.03778382e-02,4.47557293e-05,2.39509745e-01,6.38037602e-03,4.89397329e-01
2.10000000e-03,1.58336270e+00,2.42624239e-01,1.12416643e-04,7.31497914e-03,1.03778382e-02,6.07820205e-05,2.39509745e-01,7.43654319e-03,4.89397329e-01
2.40000000e-03,1.80955737e+00,2.41588560e-01,1.12416643e-04,8.33222804e-03,1.03778382e-02,7.92122303e-05,2.39509745e-01,8.49065250e-03,4.89397329e-01
2.70000000e-03,2.03575204e+00,2.40557323e-01,1.12416643e-04,9.34264654e-03,1.03778382e-02,1.00030123e-04,2.39509745e-01,9.54270679e-03,4.89397329e-01
3.00000000e-03,2.26194671e+00,2.39530511e-01,1.12416643e-04,1.03462698e-02,1.03778382e-02,1.23219547e-04,2.39509745e-01,1.05927089e-02,4.89397329e-01
3.30000000e-03,2.48814138e+00,2.38508103e-01,1.12416643e-04,1.13431328e-02,1.03778382e-02,1.48764430e-04,2.39509745e-01,1.16406616e-02,4.89397329e-01
3.60000000e-03,2.71433605e+00,2.37490081e-01,1.12416643e-04,1.23332703e-02,1.03778382e-02,1.76648783e-04,2.39509745e-01,1.26865678e-02,4.89397329e-01
3.90000000e-03,2.94053072e+00,2.36476426e-01,1.12416643e-04,1.33167169e-02,1.03778382e-02,2.06856699e-04,2.39509745e-01,1.37304303e-02,4.89397329e-01
4.20000000e-03,3.16672539e+00,2.35467120e-01,1.12416643e-04,1.42935073e-02,1.03778382e-02,2.39372350e-04,2.39509745e-01,1.47722520e-02,4.89397329e-01
4.50000000e-03,3.39292007e+00,2.34462144e-01,1.12416643e-04,1.52636757e-02,1.03778382e-02,2.74179992e-04,2.39509745e-01,1.58120356e-02,4.89397329e-01
4.80000000e-03,3.61911474e+00,2.33461480e-01,1.12416643e-04,1.62272562e-02,1.03778382e-02,3.11263959e-04,2.39509745e-01,1.68497841e-02,4.89397329e-01
5.10000000e-03,3.84530941e+00,2.32465108e-01,1.12416643e-04,1.71842829e-02,1.03778382e-02,3.50608667e-04,2.39509745e-01,1.78855003e-02,4.89397329e-01
5.40000000e-03,4.07150408e+00,2.31473012e-01,1.12416643e-04,1.81347897e-02,1.03778382e-02,3.92198611e-04,2.39509745e-01,1.89191869e-02,4.89397329e-01
5.70000000e-03,4.29769875e+00,2.30485171e-01,1.12416643e-04,1.90788103e-02,1.03778382e-02,4.36018365e-04,2.39509745e-01,1.99508470e-02,4.89397329e-01
6.00000000e-03,4.52389342e+00,2.29501569e-01,1.12416643e-04,2.00163781e-02,1.03778382e-02,4.82052581e-04,2.39509745e-01,2.09804833e-02,4.89397329e-01
6.30000000e-03,4.75008809e+00,2.28522187e-01,1.12416643e-04,2.09475266e-02,1.03778382e-02,5.30285992e-04,2.39509745e-01,2.20080986e-02,4.89397329e-01
6.60000000e-03,4.97628276e+00,2.27547008e-01,1.12416643e-04,2.18722890e-02,1.03778382e-02,5.80703407e-04,2.39509745e-01,2.30336958e-02,4.89397329e-01
6.90000000e-03,5.20247743e+00,2.26576012e-01,1.12416643e-04,2.27906985e-02,1.03778382e-02,6.33289715e-04,2.39509745e-01,2.40572779e-02,4.89397329e-01
7.20000000e-03,5.42867211e+00,2.25609182e-01,1.12416643e-04,2.37027878e-02,1.03778382e-02,6.88029881e-04,2.39509745e-01,2.50788476e-02,4.89397329e-01
7.50000000e-03,5.65486678e+00,2.24646501e-01,1.12416643e-04,2.46085898e-02,1.03778382e-02,7.44908948e-04,2.39509745e-01,2.60984077e-02,4.89397329e-01
7.80000000e-03,5.88106145e+00,2.23687951e-01,1.12416643e-04,2.55081372e-02,1.03778382e-02,8.03912035e-04,2.39509745e-01,2.71159612e-02,4.89397329e-01
8.10000000e-03,6.10725612e+00,2.22733513e-01,1.12416643e-04,2.64014623e-02,1.03778382e-02,8.65024339e-04,2.39509745e-01,2.81315110e-02,4.89397329e-01
8.40000000e-03,6.33345079e+00,2.21783171e-01,1.12416643e-04,2.72885975e-02,1.03778382e-02,9.28231131e-04,2.39509745e-01,2.91450598e-02,4.89397329e-01
8.70000000e-03,6.55964546e+00,2.20836907e-01,1.12416643e-04,2.81695750e-02,1.03778382e-02,9.93517761e-04,2.39509745e-01,3.01566106e-02,4.89397329e-01
9.00000000e-03,6.78584013e+00,2.19894704e-01,1.12416643e-04,2.90444268e-02,1.03778382e-02,1.06086965e-03,2.39509745e-01,3.11661661e-02,4.89397329e-01
