scenario,strategy,seed,acquisition_index,reacquisition,z_m,z_over_L,T_C,Q_total_mL_min,C_EGDA_M,C_cat_M,T_line_C,transfer_enabled,mean_tau_line_s,species,c_reactor_true_M,c_cell_true_M,c_measured_M,sigma_M,transport_delta_M,quantification_delta_M,total_delta_M,transport_delta_sigma,quantification_delta_sigma,qc_flags
S3_transport,A,7,3,0,0.2,1.0,70.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0008358290428837467,0.000849847568587117,0.0014108361074029656,0.0022328611073071975,1.401852570337024e-05,0.0005609885388158486,0.0005750070645192188,0.006278279315042755,0.2512420217182222,
S3_transport,A,7,3,0,0.2,1.0,70.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.0347082199263117,0.03514609875201324,0.022851871382633903,0.006222693588222324,0.0004378788257015376,-0.012294227369379334,-0.011856348543677796,0.07036805195266399,-1.9757082998026108,
S3_transport,A,7,4,0,0.2,1.0,90.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.4310329563489239,0.4306413936400917,0.4252038437518381,0.009336390298220879,-0.0003915627088322271,-0.005437549888253568,-0.005829112597085795,-0.04193941087776101,-0.5824038750061397,
S3_transport,A,7,4,0,0.2,1.0,90.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.0648146475660579,0.06517887409234187,0.05762901712426535,0.014452255335556823,0.00036422652628397,-0.007549856968076515,-0.007185630441792545,0.0252020544771213,-0.5223999156381934,
S3_transport,A,7,4,0,0.2,1.0,90.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0041523960850183336,0.004179732267566636,0.00414928621006516,0.0023460750208803365,2.7336182548302196e-05,-3.044605750147575e-05,-3.1098749531735526e-06,0.011651879119383242,-0.012977444127106911,
S3_transport,A,7,4,0,0.2,1.0,90.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.07311943973609474,0.07353833862747532,0.06361009653598292,0.006381511379644746,0.00041889889138058134,-0.0099282420914924,-0.00950934320011182,0.06564258315306823,-1.5557822435545197,
S3_transport,A,7,5,0,0.2,1.0,110.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.373370532618645,0.37303210469720827,0.37584873243495603,0.00853335016311786,-0.0003384279214367347,0.0028166277377477678,0.002478199816311033,-0.03965944382541102,0.330072912034193,
S3_transport,A,7,5,0,0.2,1.0,110.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.10990826734153566,0.11020076056098192,0.11241341226758607,0.02077609142639113,0.0002924932194462576,0.0022126517066041462,0.002505144926050404,0.014078356387800348,0.10649990227678212,
S3_transport,A,7,5,0,0.2,1.0,110.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.01672120003981942,0.016767134741809925,0.01701500555095079,0.002498146811142954,4.593470199050487e-05,0.00024787080914086615,0.000293805511131371,0.018387511008405782,0.09922187440515559,
S3_transport,A,7,5,0,0.2,1.0,110.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.14335066742117464,0.14373503004460192,0.1356525187484808,0.0068114941388091495,0.0003843626234272812,-0.008082511296121114,-0.007698148672693833,0.05642853324020905,-1.1865988770466998,
S3_transport,A,7,6,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.291742669705312,0.2914795368666933,0.2992458033502164,0.007270203243733704,-0.00026313283861867376,0.007766266483523077,0.007503133644904403,-0.03619332634826569,1.0682323757890726,
S3_transport,A,7,6,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.15446784972296457,0.1546681941889962,0.1566309013501992,0.02663052455397658,0.00020034446603162115,0.0019627071612030034,0.0021630516272346245,0.007523113772150796,0.0737014082176584,
S3_transport,A,7,6,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0537894805717234,0.05385226894431048,0.054727007153455305,0.002104280331729839,6.278837258708037e-05,0.0008747382091448264,0.0009375265817319067,0.029838406813157223,0.4156947132731795,
S3_transport,A,7,6,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.26204681086641146,0.26237273207761724,0.26197370531224967,0.007619977873177605,0.0003259212112057819,-0.00039902676536757165,-7.310555416178977e-05,0.04277193669459693,-0.052365869298931916,
S3_transport,A,7,7,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.24436588719615843,0.24414642039651657,0.25096145758160016,0.006581028790661026,-0.00021946679964185423,0.006815037185083583,0.006595570385441729,-0.03334840290522571,1.0355580262397017,
S3_transport,A,7,7,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1676851414470885,0.167838751909541,0.15391467097677639,0.026281704826252233,0.0001536104624525192,-0.013924080932764621,-0.013770470470312102,0.005844767813505043,-0.5298012828626001,
S3_transport,A,7,7,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.08794897135675328,0.08801482769394267,0.08688097644874232,0.0024058916180208258,6.585633718939055e-05,-0.0011338512452003513,-0.0010679949080109608,0.02737294427400947,-0.4712810987442147,
S3_transport,A,7,7,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.343583084160595,0.34386840729742635,0.3361853489655374,0.008556567290133793,0.00028532313683132804,-0.007683058331888926,-0.007397735195057598,0.03334551428822652,-0.897913622528035,
S3_transport,A,7,8,0,0.2,1.0,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.14833516452170326,0.1482037454227902,0.15209344405808392,0.005363506358209061,-0.0001314190989130659,0.0038896986352937313,0.0037582795363806654,-0.024502459797017623,0.7252156286419595,
