scenario,strategy,seed,acquisition_index,reacquisition,z_m,z_over_L,T_C,Q_total_mL_min,C_EGDA_M,C_cat_M,T_line_C,transfer_enabled,mean_tau_line_s,species,c_reactor_true_M,c_cell_true_M,c_measured_M,sigma_M,transport_delta_M,quantification_delta_M,total_delta_M,transport_delta_sigma,quantification_delta_sigma,qc_flags
S3_transport,B,7,57,0,0.14,0.7000000000000001,130.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.34277014535546324,0.3434026995185185,0.34828702395475103,0.008056010244098551,0.0006325541630552434,0.0048843244362325455,0.005516878599287789,0.07851953310494142,0.6062957082025273,
S3_transport,B,7,57,0,0.14,0.7000000000000001,130.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1277364969172724,0.12739947412044092,0.1200473964737298,0.021696071117497346,-0.00033702279683148206,-0.007352077646711114,-0.007689100443542596,-0.015533816929632089,-0.3388667748596125,
S3_transport,B,7,57,0,0.14,0.7000000000000001,130.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.029493357727264333,0.029197826361040662,0.028402824811976674,0.002193370698360185,-0.0002955313662236711,-0.0007950015490639888,-0.0010905329152876599,-0.13473844911150554,-0.36245653762875124,
S3_transport,B,7,57,0,0.14,0.7000000000000001,130.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.18672321237180114,0.18579512684252233,0.17602046296313625,0.006900612173537618,-0.0009280855292788104,-0.00977466387938608,-0.010702749408664891,-0.1344932168247074,-1.4164922812022158,
S3_transport,B,7,58,0,0.16,0.7999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3248243649365474,0.32542336450707254,0.3239470632000318,0.007704375560187997,0.0005989995705251161,-0.0014763013070407394,-0.0008773017365156233,0.07774797137621621,-0.19161855435364,
S3_transport,B,7,58,0,0.16,0.7999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1380734541874052,0.1377965882550938,0.14710513184517432,0.025401915772395565,-0.000276865932311382,0.009308543590080515,0.009031677657769133,-0.010899411477155362,0.3664504548982157,
S3_transport,B,7,58,0,0.16,0.7999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.037102180876047386,0.03678004723783367,0.03685838360196787,0.002475164155709838,-0.00032213363821371327,7.833636413420025e-05,-0.00024379727407951302,-0.13014637331047257,0.03164895708169086,
S3_transport,B,7,58,0,0.16,0.7999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.21227781593949996,0.21135668273076114,0.19816902787362387,0.007240500019393316,-0.0009211332087388224,-0.013187654857137271,-0.014108788065876093,-0.12721955752663675,-1.8213734993183894,
S3_transport,B,7,59,0,0.18,0.8999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3078321848960208,0.30839942410355764,0.31525913011957835,0.007555169425184217,0.0005672392075368182,0.006859706016020706,0.007426945223557524,0.07507961444861805,0.9079486679881366,
S3_transport,B,7,59,0,0.18,0.8999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.14693781969987454,0.14671524941411118,0.12466251384037164,0.022341893720975288,-0.00022257028576336269,-0.022052735573739546,-0.02227530585950291,-0.009962015241098679,-0.9870575811143407,
S3_transport,B,7,59,0,0.18,0.8999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.04522999540410457,0.0448853264823311,0.04585749345535328,0.002405572282251714,-0.0003446689217734694,0.0009721669730221802,0.0006274980512487108,-0.1432793869119764,0.40413126647443415,
S3_transport,B,7,59,0,0.18,0.8999999999999999,130.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.23739781050808373,0.23648590237877343,0.23372781985540972,0.007508199531954491,-0.0009119081293103015,-0.0027580825233637085,-0.00366999065267401,-0.12145496738988754,-0.36734273132,
S3_transport,B,7,60,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.291742669705312,0.2922798478950758,0.30128741716180507,0.007312262860437024,0.0005371781897637873,0.009007569266729298,0.009544747456493086,0.07346264761216234,1.2318442920678803,
S3_transport,B,7,60,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.15446784972296457,0.1542941659963834,0.14408348093138576,0.024911663214060364,-0.00017368372658116416,-0.010210685064997643,-0.010384368791578807,-0.006971984370884378,-0.40987568663157914,
S3_transport,B,7,60,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0537894805717234,0.05342598610854084,0.05424370803839171,0.0021706315103765584,-0.0003634944631825607,0.0008177219298508703,0.00045422746666830965,-0.16746023516423666,0.376720749672068,
S3_transport,B,7,60,0,0.2,1.0,130.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.26204681086641146,0.26114613821346516,0.2551612208598689,0.007583595059085449,-0.0009006726529462994,-0.005984917353596242,-0.006885590006542541,-0.1187659211665393,-0.7891926331728476,
S3_transport,B,7,61,0,0.02,0.09999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.46530907223675,0.4648859690779391,0.45925804474119664,0.00994447838996141,-0.0004231031588108891,-0.005627924336742474,-0.006051027495553363,-0.04254654112758658,-0.5659345936558783,WARN nonnegativity active: EGMA
S3_transport,B,7,61,0,0.02,0.09999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.03329445182520371,0.033703431534149245,0.001564193528995341,0.011562741172978496,0.000408979708945538,-0.032139238005153906,-0.03173025829620837,0.03537048030628771,-2.7795517969615697,WARN nonnegativity active: EGMA
S3_transport,B,7,61,0,0.02,0.09999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0013964759380464006,0.0014105993879117533,0.0011958700060095133,0.0026036413196600275,1.4123449865352652e-05,-0.00021472938190223996,-0.0002006059320368873,0.005424499050121402,-0.08247272014037571,WARN nonnegativity active: EGMA
S3_transport,B,7,61,0,0.02,0.09999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.036087403701296476,0.03652463030997272,0.027505281776455413,0.006481718955353979,0.00043722660867624025,-0.009019348533517303,-0.008582121924841063,0.06745534813956809,-1.3915056477521617,WARN nonnegativity active: EGMA
S3_transport,B,7,62,0,0.04,0.19999999999999998,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.4330495762221393,0.4342607946852383,0.4343281931159189,0.009474779574926531,0.0012112184630990175,6.739843068059859e-05,0.001278616893779616,0.12783605713681306,0.007113456323454491,
S3_transport,B,7,62,0,0.04,0.19999999999999998,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.06164673705732873,0.06060464610195307,0.048746209313394,0.013591433222504602,-0.001042090955375663,-0.011858436788559072,-0.012900527743934735,-0.07667263182003323,-0.8724934739718218,
S3_transport,B,7,62,0,0.04,0.19999999999999998,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0053036867205320665,0.005134559212808745,0.004406419175898912,0.002162645315407668,-0.00016912750772332154,-0.0007281400369098332,-0.0008972675446331548,-0.07820399698386986,-0.3366895309749744,
S3_transport,B,7,62,0,0.04,0.19999999999999998,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.07225411049839282,0.0708737645275705,0.06358220746613448,0.006263952074869495,-0.0013803459708223165,-0.007291557061436027,-0.008671903032258343,-0.22036343099752642,-1.1640505824891614,
S3_transport,B,7,63,0,0.06000000000000001,0.30000000000000004,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.40305165385415925,0.40417801389935154,0.408852489693421,0.009068193078869623,0.0011263600451922873,0.004674475794069433,0.00580083583926172,0.12420997605541625,0.5154803998341994,
S3_transport,B,7,63,0,0.06000000000000001,0.30000000000000004,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.0856170286347417,0.08475533494047742,0.05393153801938207,0.014130248855933367,-0.0008616936942642817,-0.030823796921095346,-0.03168549061535963,-0.06098220229875512,-2.1814051001764394,
S3_transport,B,7,63,0,0.06000000000000001,0.30000000000000004,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.011331317511099262,0.011066651160171281,0.01074153729996601,0.002428776669039129,-0.0002646663509279813,-0.00032511386020527173,-0.0005897802111332531,-0.1089710529180472,-0.13385910048859828,
S3_transport,B,7,63,0,0.06000000000000001,0.30000000000000004,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.10827966365694017,0.10688863726081994,0.10040255139091432,0.0065759199801421,-0.0013910263961202235,-0.006486085869905622,-0.007877112266025846,-0.21153335203603932,-0.9863389289243547,
S3_transport,B,7,64,0,0.08,0.39999999999999997,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3751569602656654,0.37620441704567664,0.3823631727548644,0.00860808925141815,0.0010474567800112244,0.00615875570918778,0.007206212489199004,0.1216828438249127,0.7154614141777339,
S3_transport,B,7,64,0,0.08,0.39999999999999997,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.10571284493602894,0.10500996042214664,0.07577830573083963,0.016274235725398208,-0.0007028845138822987,-0.029231654691307007,-0.029934539205189306,-0.04319001676898102,-1.7961921643845273,
S3_transport,B,7,64,0,0.08,0.39999999999999997,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.019130194798305813,0.018785622532176912,0.018415990534930565,0.0021941246300863624,-0.0003445722661289015,-0.00036963199724634674,-0.0007142042633752482,-0.15704316035836982,-0.1684644491829973,
S3_transport,B,7,64,0,0.08,0.39999999999999997,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.14397323453264052,0.14258120548650044,0.13440460086580525,0.006612631964709974,-0.0013920290461400808,-0.008176604620695194,-0.009568633666835274,-0.2105105884569117,-1.2365128838761579,
S3_transport,B,7,65,0,0.1,0.5,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.34921793983456323,0.35019203993657005,0.34691197427439757,0.008027856926676465,0.0009741001020068252,-0.003280065662172482,-0.002305965560165657,0.12133999284041837,-0.4085854658511497,
S3_transport,B,7,65,0,0.1,0.5,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.12239313819011377,0.12182958462283741,0.1059576946235834,0.019863490998393383,-0.0005635535672763592,-0.015871889999254013,-0.016435443566530372,-0.028371325429248116,-0.7990483646876462,
S3_transport,B,7,65,0,0.1,0.5,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.02838892197532317,0.027978375440592795,0.027804904328734493,0.002141395622165659,-0.0004105465347303758,-0.00017347111185830183,-0.0005840176465886776,-0.19171914357197456,-0.08100843677025227,
S3_transport,B,7,65,0,0.1,0.5,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.17917098214076005,0.1777863355040229,0.16585288009069074,0.0067932879319313145,-0.0013846466367371524,-0.011933455413332156,-0.013318102050069308,-0.20382569539393877,-1.7566538519940968,
S3_transport,B,7,66,0,0.12000000000000002,0.6000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3250971436963278,0.3260030512975619,0.32463313428545604,0.007665340721766568,0.0009059076012341016,-0.0013699170121058701,-0.0004640094108717685,0.11818230058080505,-0.17871573643371674,
S3_transport,B,7,66,0,0.12000000000000002,0.6000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.13607210212132154,0.1356303421019844,0.13884604565853992,0.024180934534012613,-0.0004417600193371285,0.0032157035565555103,0.002773943537218382,-0.01826893905674961,0.1329850817813654,
S3_transport,B,7,66,0,0.12000000000000002,0.6000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0388307541823508,0.03836660660045385,0.03785941090526652,0.0020802967504691947,-0.0004641475818969523,-0.0005071956951873333,-0.0009713432770842856,-0.22311604428179174,-0.24380930031878348,
S3_transport,B,7,66,0,0.12000000000000002,0.6000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.21373361048602313,0.2123635553028921,0.2080756235765161,0.007099900680563466,-0.0013700551831310193,-0.00428793172637601,-0.005657986909507029,-0.1929682181162974,-0.6039424943104569,
S3_transport,B,7,67,0,0.14,0.7000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3026665857463917,0.3035091073055247,0.3070137018563542,0.007427166795076414,0.0008425215591330026,0.003504594550829465,0.004347116109962468,0.11343781314989768,0.4718615654562539,
S3_transport,B,7,67,0,0.14,0.7000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.14712273082038904,0.14678701004940897,0.11731543620818358,0.021374869510928384,-0.00033572077098006914,-0.029471573841225396,-0.029807294612205465,-0.015706330782904863,-1.3787954974956638,
S3_transport,B,7,67,0,0.14,0.7000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.050210683433219425,0.049703882645066526,0.04924261080723151,0.0023815668148410222,-0.0005068007881528988,-0.00046127183783501585,-0.0009680726259879147,-0.21280141501582414,-0.1936841893162705,
S3_transport,B,7,67,0,0.14,0.7000000000000001,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.24754409768682784,0.24619477533954198,0.23578983097697204,0.007511163512795308,-0.0013493223472858529,-0.010404944362569946,-0.011754266709855798,-0.17964225449056925,-1.3852639933673478,
S3_transport,B,7,68,0,0.16,0.7999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.2818071345619405,0.2825907421217611,0.2852054122903177,0.007067724175063502,0.0007836075598205983,0.0026146701685565987,0.003398277728377197,0.11087127063975409,0.36994513421756536,
S3_transport,B,7,68,0,0.16,0.7999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.15588015333382296,0.15563635309341817,0.139372608906807,0.02426380456983471,-0.00024380024040479564,-0.016263744186611168,-0.016507544427015963,-0.010047898288296197,-0.6702882946407592,
S3_transport,B,7,68,0,0.16,0.7999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.062312712104236716,0.061772904784820906,0.059662275180811464,0.0021894906068754137,-0.0005398073194158096,-0.0021106296040094424,-0.002650436923425252,-0.24654470666405817,-0.9639820318852554,
S3_transport,B,7,68,0,0.16,0.7999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.2805055775422964,0.27918216266306,0.26764899615075843,0.007715684576831599,-0.0013234148792363731,-0.011533166512301574,-0.012856581391537947,-0.17152267774272154,-1.4947690509450038,
S3_transport,B,7,69,0,0.18,0.8999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.2624079392129893,0.2631367923806774,0.2642317921880847,0.0067520690449876805,0.0007288531676880594,0.001094999807407293,0.0018238529750953525,0.10794515915519481,0.1621724837396551,
S3_transport,B,7,69,0,0.18,0.8999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.16264476110792964,0.162480260206644,0.1524008528739011,0.026045455637215807,-0.00016450090128564132,-0.010079407332742901,-0.010243908234028543,-0.0063159156659401815,-0.3869929354716547,
S3_transport,B,7,69,0,0.18,0.8999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.0749472996790813,0.07438294741267894,0.07260004053400344,0.0021947904848859776,-0.0005643522664023626,-0.0017829068786754942,-0.002347259145077857,-0.2571326376201606,-0.8123357974044245,
S3_transport,B,7,69,0,0.18,0.8999999999999999,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.31253936046609215,0.31124615503200176,0.3061681230355113,0.008125116650535924,-0.0012932054340903942,-0.005078031996490484,-0.006371237430580878,-0.15916146065485667,-0.6249795805892268,
S3_transport,B,7,70,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.24436588719615843,0.24504385386730024,0.2459196475553296,0.006491743639480788,0.0006779666711418109,0.0008757936880293693,0.0015537603591711802,0.10443521937906268,0.13490885294715912,
S3_transport,B,7,70,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1676851414470885,0.16758868702022775,0.1729706850529161,0.028935104986253256,-9.645442686073702e-05,0.005381998032688351,0.005285543605827614,-0.003333474231614554,0.18600236754783775,
S3_transport,B,7,70,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.08794897135675328,0.08736745911247225,0.08793425051717368,0.002262987436565202,-0.0005815122442810322,0.0005667914047014361,-1.4720839579596134e-05,-0.25696662512791524,0.2504615781525155,
S3_transport,B,7,70,0,0.2,1.0,140.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.343583084160595,0.3423236052451722,0.3403487499219786,0.008536168349295686,-0.0012594789154228292,-0.0019748553231935806,-0.00323433423861641,-0.1475461663694517,-0.23135149664152588,
S3_transport,B,7,71,0,0.02,0.09999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.4423491589818755,0.44194719030670543,0.4439872826019743,0.009629113052293425,-0.0004019686751700613,0.0020400922952688583,0.001638123620098797,-0.04174514028312524,0.21186710387442767,
S3_transport,B,7,71,0,0.02,0.09999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.053319251337046084,0.05369870997686305,0.03480683363168175,0.012488932063776121,0.0003794586398169694,-0.018891876345181302,-0.018512417705364333,0.03038359387970258,-1.512689495683685,
S3_transport,B,7,71,0,0.02,0.09999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.004331589681078451,0.004354099716431574,0.00375877528939067,0.0020411391636234264,2.2510035353123098e-05,-0.0005953244270409039,-0.0005728143916877808,0.011028172774443916,-0.2916628310556175,
S3_transport,B,7,71,0,0.02,0.09999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.06198243069920296,0.062406909409726166,0.05515428347890219,0.006164947692954095,0.0004244787105232087,-0.007252625930823979,-0.00682814722030077,0.06885357859700002,-1.1764294349347018,
S3_transport,B,7,72,0,0.04,0.19999999999999998,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3914142804321616,0.39359280488565007,0.4016997910163184,0.008945981902280681,0.002178524453488484,0.008106986130668348,0.010285510584156832,0.24351988158316,0.9062153511177526,
S3_transport,B,7,72,0,0.04,0.19999999999999998,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.09280293437723112,0.09115651721336906,0.0633002568061645,0.015019805409107469,-0.00164641716386206,-0.02785626040720457,-0.02950267757106663,-0.10961641106639983,-1.854635239835633,
S3_transport,B,7,72,0,0.04,0.19999999999999998,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.01578278519060723,0.015250677900980803,0.015095052547293234,0.0023582735856696635,-0.0005321072896264257,-0.00015562535368756833,-0.000687732643313994,-0.22563424907942844,-0.06599122113449632,
S3_transport,B,7,72,0,0.04,0.19999999999999998,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.12436850475844556,0.12165787301533067,0.11641835434351984,0.00661149745475777,-0.002710631743114894,-0.005239518671810828,-0.007950150414925722,-0.40998756509605366,-0.792485924355966,
S3_transport,B,7,73,0,0.06000000000000001,0.30000000000000004,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.34641358064058336,0.3483384304826643,0.3567111693780707,0.008191414340252253,0.0019248498420809113,0.008372738895406406,0.010297588737487318,0.2349838211238178,1.0221359276459905,
S3_transport,B,7,73,0,0.06000000000000001,0.30000000000000004,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.12122547485339835,0.12007645031856802,0.0954749725623311,0.018572108488425946,-0.0011490245348303313,-0.024601477756236917,-0.025750502291067248,-0.061868286820874335,-1.3246464595858056,
S3_transport,B,7,73,0,0.06000000000000001,0.30000000000000004,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.03236094450601836,0.03158511919876784,0.030343876269338207,0.00224106258849049,-0.0007758253072505245,-0.0012412429294296305,-0.002017068236680155,-0.346186363216699,-0.5538635715951571,
S3_transport,B,7,73,0,0.06000000000000001,0.30000000000000004,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.18594736386543506,0.1832466887161037,0.17677780262204307,0.00693024941927161,-0.0027006751493313663,-0.006468886094060627,-0.009169561243391994,-0.38969378819488654,-0.9334276016202209,
S3_transport,B,7,74,0,0.08,0.39999999999999997,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.3066538857714383,0.30835471427190897,0.30846890746925276,0.007412321712192201,0.0017008285004706525,0.00011419319734379263,0.0018150216978144451,0.2294596169069449,0.015405860913451891,
S3_transport,B,7,74,0,0.08,0.39999999999999997,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1408932099145498,0.14013576530911653,0.13403133195560646,0.023523455288267842,-0.0007574446054332551,-0.006104433353510075,-0.00686187795894333,-0.03219954705425547,-0.2595041110544087,
S3_transport,B,7,74,0,0.08,0.39999999999999997,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.05245290431401197,0.05150952041897464,0.05095939597978617,0.0021063889950933014,-0.000943383895037328,-0.0005501244391884694,-0.0014935083342257974,-0.4478678426610092,-0.2611694423347013,
S3_transport,B,7,74,0,0.08,0.39999999999999997,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.24579901854257372,0.24315480614706578,0.23737249790864282,0.007373790422717083,-0.002644212395507939,-0.005782308238422962,-0.0084265206339309,-0.358596087483268,-0.7841704072045359,
S3_transport,B,7,75,0,0.1,0.5,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.27152137490232897,0.2730244306727427,0.2758893585520109,0.006981335490304064,0.0015030557704137082,0.002864927879268231,0.004367983649681939,0.21529631006864053,0.41036960381679816,
S3_transport,B,7,75,0,0.1,0.5,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1537103508026511,0.15325734179938091,0.15163908758038278,0.026029259459771987,-0.0004530090032701939,-0.0016182542189981386,-0.0020712632222683325,-0.01740383755328559,-0.0621705823594074,
S3_transport,B,7,75,0,0.1,0.5,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.07476827429501991,0.0737182275278764,0.07387303255053881,0.0026222741381978,-0.0010500467671435004,0.0001548050226624076,-0.0008952417444810928,-0.4004336357697376,0.05903464493182236,
S3_transport,B,7,75,0,0.1,0.5,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.30324689939269095,0.3006937968551338,0.29280293526808593,0.008199228414975453,-0.0025531025375571392,-0.007890861587047882,-0.01044396412460502,-0.3113832678321333,-0.9623907504071535,
S3_transport,B,7,76,0,0.12000000000000002,0.6000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.24047313902177256,0.2418016308699729,0.24172815969109845,0.006444090475100527,0.0013284918482003305,-7.347117887443466e-05,0.0012550206693258958,0.20615661020488793,-0.011401326402588802,
S3_transport,B,7,76,0,0.12000000000000002,0.6000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1612372798568787,0.16101749249882272,0.15640382395599034,0.02661802265671173,-0.00021978735805597283,-0.004613668542832378,-0.00483345590088835,-0.00825708809743437,-0.17332874805668713,
S3_transport,B,7,76,0,0.12000000000000002,0.6000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.09828958112134878,0.09718087663120442,0.0972561847270359,0.0023765301769260636,-0.0011087044901443577,7.53080958314778e-05,-0.0010333963943128799,-0.4665223698435918,0.031688255660563706,
S3_transport,B,7,76,0,0.12000000000000002,0.6000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.3578164420995764,0.35537924576123175,0.3552795086711207,0.008754980418276846,-0.0024371963383446604,-9.97370901110739e-05,-0.0025369334284557343,-0.27837827406864135,-0.011392040341159796,
S3_transport,B,7,77,0,0.14,0.7000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.21302948840667932,0.2142039173937377,0.21756733124852895,0.006118882577901877,0.0011744289870583846,0.0033634138547912473,0.004537842841849632,0.19193520583313567,0.5496777903433046,
S3_transport,B,7,77,0,0.14,0.7000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1647422248708858,0.16469795423387024,0.1635406024103034,0.02761885410123353,-4.427063701556433e-05,-0.0011573518235668268,-0.001201622460582391,-0.00160291360580333,-0.041904411360612404,
S3_transport,B,7,77,0,0.14,0.7000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.1222282867224349,0.12109812837239209,0.11986615116505797,0.002502801055207918,-0.0011301583500428064,-0.0012319772073341173,-0.0023621355573769237,-0.4515574051285988,-0.4922393670765701,
S3_transport,B,7,77,0,0.14,0.7000000000000001,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.4091987983157557,0.4068942109786545,0.4013967388210184,0.009353088426713233,-0.0023045873371011494,-0.00549747215763613,-0.007802059494737279,-0.2463985404563318,-0.5877707883029173,
S3_transport,B,7,78,0,0.16,0.7999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.18876695959449358,0.18980542039759557,0.19590929356220593,0.00583577403984778,0.0010384608031019926,0.006103873164610363,0.007142333967712355,0.17794739755363795,1.0459406280866859,
S3_transport,B,7,78,0,0.16,0.7999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.1652469599918918,0.1653318738289587,0.16476025000326205,0.027782855247765113,8.49138370669078e-05,-0.0005716238256966433,-0.00048670998862973547,0.003056339469419306,-0.02057469689846314,
S3_transport,B,7,78,0,0.16,0.7999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.1459860804136147,0.14486270577344584,0.14558046541639477,0.002632650599385537,-0.001123374640168845,0.0007177596429489286,-0.00040561499721991634,-0.4267085956757959,0.2726376387039185,
S3_transport,B,7,78,0,0.16,0.7999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.45721912081912125,0.45505728537585055,0.4578259785810581,0.010108709319016649,-0.0021618354432706988,0.002768693205207562,0.0006068577619368631,-0.21385870095243742,0.27389186075407834,
S3_transport,B,7,79,0,0.18,0.8999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.16731198172247838,0.16823043511503513,0.17111637612836714,0.005529452285932782,0.0009184533925567506,0.002885941013332005,0.0038043944058887558,0.166102055875108,0.5219216776088278,
S3_transport,B,7,79,0,0.18,0.8999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.16356698990518098,0.16374425453121708,0.1602411904363115,0.027136888332508255,0.00017726462603609439,-0.0035030640949055836,-0.003325799468869489,0.006532238474215289,-0.1290886431776018,
S3_transport,B,7,79,0,0.18,0.8999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.16912102837234066,0.16802531035374782,0.1689709364586541,0.0027453892601438743,-0.001095718018592845,0.0009456261049062831,-0.00015009191368656194,-0.39911208020658717,0.3444415400884634,
S3_transport,B,7,79,0,0.18,0.8999999999999999,160.0,1.0,1.0,0.5,25.0,1,18.0,AcOH,0.5018090466498624,0.4997948752387128,0.49944885335680306,0.010676959212259408,-0.002014171411149568,-0.0003460218819097416,-0.0023601932930593095,-0.18864653981602486,-0.03240827983237356,
S3_transport,B,7,80,0,0.2,1.0,160.0,1.0,1.0,0.5,25.0,1,18.0,EGDA,0.14833516452170326,0.14914768270581605,0.15093179656498,0.005332263188129802,0.0008125181841127926,0.0017841138591639383,0.002596632043276731,0.1523777344527079,0.33458848451733775,
S3_transport,B,7,80,0,0.2,1.0,160.0,1.0,1.0,0.5,25.0,1,18.0,EGMA,0.16034660298468761,0.16058725208044944,0.16626299800143243,0.028007758047703807,0.00024064909576182458,0.005675745920982994,0.005916395016744819,0.00859222988687429,0.2026490628530803,
S3_transport,B,7,80,0,0.2,1.0,160.0,1.0,1.0,0.5,25.0,1,18.0,EG,0.19131823249360916,0.1902650652137346,0.18966250902676599,0.002998600251743129,-0.0010531672798745617,-0.0006025561869686114,-0.001655723466843173,-0.351219632981202,-0.20094582017670973,
