scenario,strategy,seed,event_index,event_kind,d_time_s,d_egda_mol,d_acid_mol,d_liquid_mL,d_waste_mL,d_sample_mL,d_nmr_acquisitions,d_nmr_reacquisitions,d_qc_rejected,d_capillary_travel_m,d_condition_changes,d_temperature_changes,d_energy_kJ,d_reactor_conditions,d_spatial_samples,cum_time_s,cum_egda_mol,cum_acid_mol,cum_liquid_mL,cum_waste_mL,cum_sample_mL,cum_nmr_acquisitions,cum_nmr_reacquisitions,cum_qc_rejected,cum_capillary_travel_m,cum_condition_changes,cum_temperature_changes,cum_energy_kJ,cum_reactor_conditions,cum_spatial_samples
S3_transport,B,7,11,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.10449536644712772,0.0,1.0,1544.1326038743657,0.01286777169895305,0.006433885849476525,25.735543397906103,33.235543397906106,7.5,10.0,0.0,0.0,0.18000000000000002,0.0,0.0,1.6136185710487128,1.0,10.0
S3_transport,B,7,12,condition_change,954.1769440932396,0.00795147453411033,0.003975737267055165,15.90294906822066,15.90294906822066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.326601448680682,1.0,0.0,2498.3095479676053,0.02081924623306338,0.01040962311653169,41.63849246612676,49.13849246612676,7.5,10.0,0.0,0.0,0.18000000000000002,1.0,1.0,13.940220019729395,2.0,10.0
S3_transport,B,7,13,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,0.4388891883766314,0.0,1.0,2678.305113945718,0.022319209282880986,0.011159604641440493,44.638418565761974,52.888418565761974,8.25,11.0,0.0,0.0,0.36000000000000004,1.0,1.0,14.379109208106026,2.0,11.0
S3_transport,B,7,14,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.24382252170996463,0.0,1.0,2778.3006799238306,0.023152505666031924,0.011576252833015962,46.30501133206385,55.30501133206385,9.0,12.0,0.0,0.0,0.38000000000000006,1.0,1.0,14.62293172981599,2.0,12.0
S3_transport,B,7,15,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.24382252170996463,0.0,1.0,2878.296245901943,0.023985802049182863,0.011992901024591432,47.971604098365724,57.721604098365724,9.75,13.0,0.0,0.0,0.4000000000000001,1.0,1.0,14.866754251525954,2.0,13.0
S3_transport,B,7,16,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.24382252170996463,0.0,1.0,2978.291811880056,0.024819098432333802,0.012409549216166901,49.6381968646676,60.1381968646676,10.5,14.0,0.0,0.0,0.42000000000000004,1.0,1.0,15.110576773235918,2.0,14.0
S3_transport,B,7,17,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.24382252170996463,0.0,1.0,3078.2873778581684,0.02565239481548474,0.01282619740774237,51.30478963096947,62.55478963096947,11.25,15.0,0.0,0.0,0.44000000000000006,1.0,1.0,15.354399294945882,2.0,15.0
S3_transport,B,7,18,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.24382252170996466,0.0,1.0,3178.282943836281,0.02648569119863568,0.01324284559931784,52.97138239727135,64.97138239727136,12.0,16.0,0.0,0.0,0.4600000000000001,1.0,1.0,15.598221816655846,2.0,16.0
S3_transport,B,7,19,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.24382252170996463,0.0,1.0,3278.2785098143936,0.02731898758178662,0.01365949379089331,54.63797516357322,67.38797516357323,12.75,17.0,0.0,0.0,0.4800000000000001,1.0,1.0,15.84204433836581,2.0,17.0
S3_transport,B,7,20,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.24382252170996463,0.0,1.0,3378.274075792506,0.028152283964937557,0.014076141982468779,56.3045679298751,69.8045679298751,13.5,18.0,0.0,0.0,0.5000000000000001,1.0,1.0,16.085866860075775,2.0,18.0
S3_transport,B,7,21,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.24382252170996463,0.0,1.0,3478.269641770619,0.028985580348088496,0.014492790174044248,57.97116069617697,72.22116069617698,14.25,19.0,0.0,0.0,0.5200000000000001,1.0,1.0,16.32968938178574,2.0,19.0
S3_transport,B,7,22,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.24382252170996466,0.0,1.0,3578.2652077487314,0.029818876731239435,0.014909438365619717,59.63775346247885,74.63775346247886,15.0,20.0,0.0,0.0,0.5400000000000001,1.0,1.0,16.573511903495707,2.0,20.0
S3_transport,B,7,23,condition_change,754.1769440932396,0.006284807867443664,0.003142403933721832,12.569615734887327,12.569615734887327,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.364344719732306,1.0,0.0,4332.442151841971,0.0361036845986831,0.01805184229934155,72.20736919736618,87.20736919736618,15.0,20.0,0.0,0.0,0.5400000000000001,2.0,2.0,23.93785662322801,3.0,20.0
S3_transport,B,7,24,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,0.5642860993413832,0.0,1.0,4512.437717820084,0.03760364764850071,0.018801823824250354,75.2072952970014,90.9572952970014,15.75,21.0,0.0,0.0,0.7200000000000002,2.0,2.0,24.502142722569396,3.0,21.0
S3_transport,B,7,25,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.3134860993413831,0.0,1.0,4612.4332837981965,0.03843694403165165,0.019218472015825824,76.87388806330327,93.37388806330327,16.5,22.0,0.0,0.0,0.7400000000000002,2.0,2.0,24.815628821910778,3.0,22.0
S3_transport,B,7,26,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.3134860993413831,0.0,1.0,4712.428849776309,0.039270240414802586,0.019635120207401293,78.54048082960514,95.79048082960514,17.25,23.0,0.0,0.0,0.7600000000000002,2.0,2.0,25.12911492125216,3.0,23.0
S3_transport,B,7,27,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.3134860993413831,0.0,1.0,4812.424415754422,0.040103536797953525,0.020051768398976762,80.20707359590702,98.20707359590702,18.0,24.0,0.0,0.0,0.7800000000000002,2.0,2.0,25.442601020593543,3.0,24.0
S3_transport,B,7,28,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.3134860993413831,0.0,1.0,4912.419981732534,0.040936833181104464,0.020468416590552232,81.8736663622089,100.6236663622089,18.75,25.0,0.0,0.0,0.8000000000000003,2.0,2.0,25.756087119934925,3.0,25.0
S3_transport,B,7,29,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.31348609934138316,0.0,1.0,5012.415547710647,0.0417701295642554,0.0208850647821277,83.54025912851077,103.04025912851077,19.5,26.0,0.0,0.0,0.8200000000000003,2.0,2.0,26.069573219276307,3.0,26.0
S3_transport,B,7,30,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.3134860993413831,0.0,1.0,5112.4111136887595,0.04260342594740634,0.02130171297370317,85.20685189481264,105.45685189481264,20.25,27.0,0.0,0.0,0.8400000000000003,2.0,2.0,26.38305931861769,3.0,27.0
S3_transport,B,7,31,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.3134860993413831,0.0,1.0,5212.406679666872,0.04343672233055728,0.02171836116527864,86.87344466111452,107.87344466111452,21.0,28.0,0.0,0.0,0.8600000000000003,2.0,2.0,26.696545417959072,3.0,28.0
S3_transport,B,7,32,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.3134860993413831,0.0,1.0,5312.402245644985,0.04427001871370822,0.02213500935685411,88.5400374274164,110.2900374274164,21.75,29.0,0.0,0.0,0.8800000000000003,2.0,2.0,27.010031517300455,3.0,29.0
S3_transport,B,7,33,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.31348609934138316,0.0,1.0,5412.397811623097,0.04510331509685916,0.02255165754842958,90.20663019371827,112.70663019371827,22.5,30.0,0.0,0.0,0.9000000000000004,2.0,2.0,27.323517616641837,3.0,30.0
S3_transport,B,7,34,condition_change,954.1769440932396,0.00795147453411033,0.003975737267055165,15.90294906822066,15.90294906822066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.320831261835552,1.0,0.0,6366.574755716337,0.05305478963096949,0.026527394815484745,106.10957926193893,128.60957926193893,22.5,30.0,0.0,0.0,0.9000000000000004,3.0,3.0,41.64434887847739,4.0,30.0
S3_transport,B,7,35,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,0.8150799212708868,0.0,1.0,6546.570321694449,0.0545547526807871,0.02727737634039355,109.10950536157415,132.35950536157415,23.25,31.0,0.0,0.0,1.0800000000000003,3.0,3.0,42.459428799748274,4.0,31.0
S3_transport,B,7,36,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.45281325460422006,0.0,1.0,6646.565887672562,0.05538804906393804,0.02769402453196902,110.77609812787603,134.77609812787603,24.0,32.0,0.0,0.0,1.1000000000000003,3.0,3.0,42.9122420543525,4.0,32.0
S3_transport,B,7,37,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.45281325460422006,0.0,1.0,6746.561453650675,0.056221345447088976,0.028110672723544488,112.4426908941779,137.1926908941779,24.75,33.0,0.0,0.0,1.1200000000000003,3.0,3.0,43.36505530895672,4.0,33.0
S3_transport,B,7,38,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.45281325460422006,0.0,1.0,6846.557019628787,0.057054641830239915,0.028527320915119957,114.10928366047978,139.60928366047978,25.5,34.0,0.0,0.0,1.1400000000000003,3.0,3.0,43.81786856356094,4.0,34.0
S3_transport,B,7,39,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.45281325460422006,0.0,1.0,6946.5525856069,0.057887938213390853,0.028943969106695427,115.77587642678165,142.02587642678165,26.25,35.0,0.0,0.0,1.1600000000000004,3.0,3.0,44.270681818165166,4.0,35.0
S3_transport,B,7,40,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.4528132546042201,0.0,1.0,7046.548151585012,0.05872123459654179,0.029360617298270896,117.44246919308353,144.44246919308353,27.0,36.0,0.0,0.0,1.1800000000000004,3.0,3.0,44.72349507276939,4.0,36.0
S3_transport,B,7,41,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.45281325460422006,0.0,1.0,7146.543717563125,0.05955453097969273,0.029777265489846366,119.1090619593854,146.8590619593854,27.75,37.0,0.0,0.0,1.2000000000000004,3.0,3.0,45.17630832737361,4.0,37.0
S3_transport,B,7,42,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.45281325460422006,0.0,1.0,7246.539283541238,0.06038782736284367,0.030193913681421835,120.77565472568728,149.27565472568728,28.5,38.0,0.0,0.0,1.2200000000000004,3.0,3.0,45.629121581977834,4.0,38.0
S3_transport,B,7,43,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.45281325460422006,0.0,1.0,7346.53484951935,0.06122112374599461,0.030610561872997304,122.44224749198915,151.69224749198915,29.25,39.0,0.0,0.0,1.2400000000000004,3.0,3.0,46.08193483658206,4.0,39.0
S3_transport,B,7,44,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.4528132546042201,0.0,1.0,7446.530415497463,0.06205442012914555,0.031027210064572774,124.10884025829102,154.10884025829102,30.0,40.0,0.0,0.0,1.2600000000000005,3.0,3.0,46.53474809118628,4.0,40.0
S3_transport,B,7,45,condition_change,954.1769440932396,0.00795147453411033,0.003975737267055165,15.90294906822066,15.90294906822066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.650317803938801,1.0,0.0,8400.707359590702,0.07000589466325588,0.03500294733162794,140.0117893265117,170.0117893265117,30.0,40.0,0.0,0.0,1.2600000000000005,4.0,4.0,62.18506589512508,5.0,40.0
S3_transport,B,7,46,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,1.0658737432003904,0.0,1.0,8580.702925568816,0.07150585771307348,0.03575292885653674,143.0117154261469,173.7617154261469,30.75,41.0,0.0,0.0,1.4400000000000004,4.0,4.0,63.25093963832547,5.0,41.0
S3_transport,B,7,47,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.592140409867057,0.0,1.0,8680.69849154693,0.07233915409622442,0.03616957704811221,144.67830819244878,176.17830819244878,31.5,42.0,0.0,0.0,1.4600000000000004,4.0,4.0,63.843080048192526,5.0,42.0
S3_transport,B,7,48,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.592140409867057,0.0,1.0,8780.694057525043,0.07317245047937536,0.03658622523968768,146.34490095875066,178.59490095875066,32.25,43.0,0.0,0.0,1.4800000000000004,4.0,4.0,64.43522045805959,5.0,43.0
S3_transport,B,7,49,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.592140409867057,0.0,1.0,8880.689623503156,0.0740057468625263,0.03700287343126315,148.01149372505253,181.01149372505253,33.0,44.0,0.0,0.0,1.5000000000000004,4.0,4.0,65.02736086792665,5.0,44.0
S3_transport,B,7,50,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.592140409867057,0.0,1.0,8980.68518948127,0.07483904324567724,0.03741952162283862,149.6780864913544,183.4280864913544,33.75,45.0,0.0,0.0,1.5200000000000005,4.0,4.0,65.6195012777937,5.0,45.0
S3_transport,B,7,51,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.5921404098670571,0.0,1.0,9080.680755459383,0.07567233962882818,0.03783616981441409,151.34467925765628,185.84467925765628,34.5,46.0,0.0,0.0,1.5400000000000005,4.0,4.0,66.21164168766076,5.0,46.0
S3_transport,B,7,52,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.592140409867057,0.0,1.0,9180.676321437497,0.07650563601197911,0.03825281800598956,153.01127202395816,188.26127202395816,35.25,47.0,0.0,0.0,1.5600000000000005,4.0,4.0,66.80378209752782,5.0,47.0
S3_transport,B,7,53,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.592140409867057,0.0,1.0,9280.67188741561,0.07733893239513005,0.038669466197565026,154.67786479026003,190.67786479026003,36.0,48.0,0.0,0.0,1.5800000000000005,4.0,4.0,67.39592250739487,5.0,48.0
S3_transport,B,7,54,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.592140409867057,0.0,1.0,9380.667453393724,0.07817222877828099,0.039086114389140496,156.3444575565619,193.0944575565619,36.75,49.0,0.0,0.0,1.6000000000000005,4.0,4.0,67.98806291726193,5.0,49.0
S3_transport,B,7,55,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.5921404098670571,0.0,1.0,9480.663019371837,0.07900552516143193,0.039502762580715965,158.01105032286378,195.51105032286378,37.5,50.0,0.0,0.0,1.6200000000000006,4.0,4.0,68.58020332712898,5.0,50.0
S3_transport,B,7,56,condition_change,954.1769440932396,0.00795147453411033,0.003975737267055165,15.90294906822066,15.90294906822066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.979804346042048,1.0,0.0,10434.839963465078,0.08695699969554226,0.04347849984777113,173.91399939108445,211.41399939108445,37.5,50.0,0.0,0.0,1.6200000000000006,5.0,5.0,85.56000767317103,6.0,50.0
S3_transport,B,7,57,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,1.316667565129894,0.0,1.0,10614.835529443191,0.08845696274535986,0.04422848137267993,176.91392549071966,215.16392549071966,38.25,51.0,0.0,0.0,1.8000000000000005,5.0,5.0,86.87667523830092,6.0,51.0
S3_transport,B,7,58,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.731467565129894,0.0,1.0,10714.831095421305,0.0892902591285108,0.0446451295642554,178.58051825702154,217.58051825702154,39.0,52.0,0.0,0.0,1.8200000000000005,5.0,5.0,87.60814280343081,6.0,52.0
S3_transport,B,7,59,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.731467565129894,0.0,1.0,10814.826661399418,0.09012355551166173,0.04506177775583087,180.2471110233234,219.9971110233234,39.75,53.0,0.0,0.0,1.8400000000000005,5.0,5.0,88.3396103685607,6.0,53.0
S3_transport,B,7,60,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.731467565129894,0.0,1.0,10914.822227377532,0.09095685189481267,0.04547842594740634,181.9137037896253,222.4137037896253,40.5,54.0,0.0,0.0,1.8600000000000005,5.0,5.0,89.07107793369059,6.0,54.0
S3_transport,B,7,61,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.731467565129894,0.0,1.0,11014.817793355645,0.09179014827796361,0.045895074138981806,183.58029655592716,224.83029655592716,41.25,55.0,0.0,0.0,1.8800000000000006,5.0,5.0,89.80254549882048,6.0,55.0
S3_transport,B,7,62,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.7314675651298941,0.0,1.0,11114.813359333759,0.09262344466111455,0.046311722330557276,185.24688932222904,227.24688932222904,42.0,56.0,0.0,0.0,1.9000000000000006,5.0,5.0,90.53401306395037,6.0,56.0
S3_transport,B,7,63,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.731467565129894,0.0,1.0,11214.808925311872,0.09345674104426549,0.046728370522132745,186.9134820885309,229.6634820885309,42.75,57.0,0.0,0.0,1.9200000000000006,5.0,5.0,91.26548062908026,6.0,57.0
S3_transport,B,7,64,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.731467565129894,0.0,1.0,11314.804491289986,0.09429003742741643,0.047145018713708214,188.5800748548328,232.0800748548328,43.5,58.0,0.0,0.0,1.9400000000000006,5.0,5.0,91.99694819421015,6.0,58.0
S3_transport,B,7,65,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.731467565129894,0.0,1.0,11414.8000572681,0.09512333381056737,0.047561666905283684,190.24666762113466,234.49666762113466,44.25,59.0,0.0,0.0,1.9600000000000006,5.0,5.0,92.72841575934004,6.0,59.0
S3_transport,B,7,66,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.7314675651298941,0.0,1.0,11514.795623246213,0.0959566301937183,0.04797831509685915,191.91326038743654,236.91326038743654,45.0,60.0,0.0,0.0,1.9800000000000006,5.0,5.0,93.45988332446993,6.0,60.0
S3_transport,B,7,67,condition_change,754.1769440932396,0.006284807867443664,0.003142403933721832,12.569615734887327,12.569615734887327,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.04221428376034,1.0,0.0,12268.972567339453,0.10224143806116197,0.051120719030580984,204.48287612232386,249.48287612232386,45.0,60.0,0.0,0.0,1.9800000000000006,6.0,6.0,104.50209760823027,7.0,60.0
S3_transport,B,7,68,acquisition,179.99556597811267,0.0014999630498176055,0.0007499815249088028,2.999926099635211,3.749926099635211,0.75,1.0,0.0,0.0,0.18000000000000002,0.0,0.0,1.442064476094646,0.0,1.0,12448.968133317567,0.10374140111097957,0.051870700555489785,207.48280222195908,253.23280222195908,45.75,61.0,0.0,0.0,2.1600000000000006,6.0,6.0,105.94416208432492,7.0,61.0
S3_transport,B,7,69,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.8011311427613124,0.0,1.0,12548.96369929568,0.10457469749413051,0.052287348747065254,209.14939498826095,255.64939498826095,46.5,62.0,0.0,0.0,2.1800000000000006,6.0,6.0,106.74529322708622,7.0,62.0
S3_transport,B,7,70,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.8011311427613124,0.0,1.0,12648.959265273794,0.10540799387728145,0.052703996938640724,210.81598775456283,258.06598775456285,47.25,63.0,0.0,0.0,2.2000000000000006,6.0,6.0,107.54642436984753,7.0,63.0
S3_transport,B,7,71,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.8011311427613124,0.0,1.0,12748.954831251907,0.10624129026043239,0.05312064513021619,212.4825805208647,260.48258052086476,48.0,64.0,0.0,0.0,2.2200000000000006,6.0,6.0,108.34755551260884,7.0,64.0
S3_transport,B,7,72,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.8011311427613124,0.0,1.0,12848.95039723002,0.10707458664358332,0.05353729332179166,214.14917328716658,262.89917328716666,48.75,65.0,0.0,0.0,2.2400000000000007,6.0,6.0,109.14868665537014,7.0,65.0
S3_transport,B,7,73,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.8011311427613125,0.0,1.0,12948.945963208134,0.10790788302673426,0.05395394151336713,215.81576605346845,265.31576605346856,49.5,66.0,0.0,0.0,2.2600000000000007,6.0,6.0,109.94981779813145,7.0,66.0
S3_transport,B,7,74,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.8011311427613124,0.0,1.0,13048.941529186248,0.1087411794098852,0.0543705897049426,217.48235881977033,267.73235881977047,50.25,67.0,0.0,0.0,2.2800000000000007,6.0,6.0,110.75094894089275,7.0,67.0
S3_transport,B,7,75,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.8011311427613124,0.0,1.0,13148.937095164361,0.10957447579303614,0.05478723789651807,219.1489515860722,270.14895158607237,51.0,68.0,0.0,0.0,2.3000000000000007,6.0,6.0,111.55208008365406,7.0,68.0
S3_transport,B,7,76,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.8011311427613124,0.0,1.0,13248.932661142475,0.11040777217618708,0.05520388608809354,220.81554435237408,272.5655443523743,51.75,69.0,0.0,0.0,2.3200000000000007,6.0,6.0,112.35321122641537,7.0,69.0
S3_transport,B,7,77,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.8011311427613125,0.0,1.0,13348.928227120588,0.11124106855933802,0.05562053427966901,222.48213711867595,274.9821371186762,52.5,70.0,0.0,0.0,2.3400000000000007,6.0,6.0,113.15434236917667,7.0,70.0
