scenario,strategy,seed,event_index,event_kind,d_time_s,d_egda_mol,d_acid_mol,d_liquid_mL,d_waste_mL,d_sample_mL,d_nmr_acquisitions,d_nmr_reacquisitions,d_qc_rejected,d_capillary_travel_m,d_condition_changes,d_temperature_changes,d_energy_kJ,d_reactor_conditions,d_spatial_samples,cum_time_s,cum_egda_mol,cum_acid_mol,cum_liquid_mL,cum_waste_mL,cum_sample_mL,cum_nmr_acquisitions,cum_nmr_reacquisitions,cum_qc_rejected,cum_capillary_travel_m,cum_condition_changes,cum_temperature_changes,cum_energy_kJ,cum_reactor_conditions,cum_spatial_samples
S3_transport,A,7,12,acquisition,89.99556597811264,0.0007499630498176053,0.00037498152490880266,1.4999260996352106,2.2499260996352106,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.6583175651298938,0.0,1.0,5665.035060428113,0.047208625503567615,0.023604312751783808,94.41725100713523,98.91725100713523,4.5,6.0,0.0,0.0,0.0,5.0,5.0,69.41540637057314,6.0,6.0
S3_transport,A,7,13,condition_change,754.1769440932396,0.006284807867443664,0.003142403933721832,12.569615734887327,12.569615734887327,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.04221428376034,1.0,0.0,6419.212004521352,0.05349343337101128,0.02674671668550564,106.98686674202256,111.48686674202256,4.5,6.0,0.0,0.0,0.0,6.0,6.0,80.45762065433348,7.0,6.0
S3_transport,A,7,14,acquisition,89.99556597811264,0.0007499630498176053,0.00037498152490880266,1.4999260996352106,2.2499260996352106,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7210144760946458,0.0,1.0,6509.207570499465,0.054243396420828885,0.027121698210414442,108.48679284165777,113.73679284165777,5.25,7.0,0.0,0.0,0.0,6.0,6.0,81.17863513042813,7.0,7.0
S3_transport,A,7,15,condition_change,954.1769440932396,0.00795147453411033,0.003975737267055165,15.90294906822066,15.90294906822066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.97403415919692,1.0,0.0,7463.384514592704,0.06219487095493922,0.03109743547746961,124.38974190987844,129.63974190987844,5.25,7.0,0.0,0.0,0.0,7.0,7.0,100.15266928962505,8.0,7.0
S3_transport,A,7,16,acquisition,89.99556597811264,0.0007499630498176053,0.00037498152490880266,1.4999260996352106,2.2499260996352106,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.8464082980241493,0.0,1.0,7553.380080570817,0.06294483400475682,0.03147241700237841,125.88966800951366,131.88966800951366,6.0,8.0,0.0,0.0,0.0,7.0,7.0,100.9990775876492,8.0,8.0
S3_transport,B,7,1,condition_change,554.1769440932396,0.004618141200776997,0.0023090706003884983,9.236282401553993,9.236282401553993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5791149065774353,1.0,0.0,554.1769440932396,0.004618141200776997,0.0023090706003884983,9.236282401553993,9.236282401553993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5791149065774353,1.0,0.0
S3_transport,B,7,2,acquisition,89.99556597811264,0.0007499630498176053,0.00037498152490880266,1.4999260996352106,2.2499260996352106,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.09404536644712769,0.0,1.0,644.1725100713522,0.005368104250594602,0.002684052125297301,10.736208501189203,11.486208501189203,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.6731602730245629,1.0,1.0
S3_transport,B,7,3,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02,0.0,0.0,0.1044953664471277,0.0,1.0,744.1680760494648,0.0062014006337455406,0.0031007003168727703,12.40280126749108,13.902801267491082,1.5,2.0,0.0,0.0,0.02,0.0,0.0,0.7776556394716907,1.0,2.0
S3_transport,B,7,4,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.02000000000000001,0.0,0.0,0.1044953664471277,0.0,1.0,844.1636420275775,0.007034697016896479,0.0035173485084482397,14.069394033792957,16.31939403379296,2.25,3.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.8821510059188185,1.0,3.0
S3_transport,B,7,5,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.1044953664471277,0.0,1.0,944.1592080056901,0.007867993400047417,0.003933996700023709,15.735986800094834,18.73598680009484,3.0,4.0,0.0,0.0,0.06,0.0,0.0,0.9866463723659462,1.0,4.0
S3_transport,B,7,6,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.1044953664471277,0.0,1.0,1044.1547739838027,0.008701289783198356,0.004350644891599178,17.40257956639671,21.152579566396717,3.75,5.0,0.0,0.0,0.08,0.0,0.0,1.091141738813074,1.0,5.0
S3_transport,B,7,7,acquisition,99.99556597811265,0.0008332963831509388,0.0004166481915754694,1.6665927663018776,2.4165927663018776,0.75,1.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.10449536644712772,0.0,1.0,1144.1503399619153,0.009534586166349295,0.004767293083174647,19.06917233269859,23.569172332698596,4.5,6.0,0.0,0.0,0.10000000000000002,0.0,0.0,1.1956371052602017,1.0,6.0
S3_transport,B,7,8,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.1044953664471277,0.0,1.0,1244.145905940028,0.010367882549500234,0.005183941274750117,20.735765099000467,25.985765099000474,5.25,7.0,0.0,0.0,0.12000000000000001,0.0,0.0,1.3001324717073295,1.0,7.0
S3_transport,B,7,9,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.1044953664471277,0.0,1.0,1344.1414719181405,0.011201178932651172,0.005600589466325586,22.402357865302346,28.402357865302353,6.0,8.0,0.0,0.0,0.14,0.0,0.0,1.4046278381544572,1.0,8.0
S3_transport,B,7,10,acquisition,99.99556597811264,0.0008332963831509387,0.00041664819157546934,1.6665927663018774,2.4165927663018776,0.75,1.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.1044953664471277,0.0,1.0,1444.137037896253,0.012034475315802111,0.006017237657901056,24.068950631604224,30.81895063160423,6.75,9.0,0.0,0.0,0.16,0.0,0.0,1.509123204601585,1.0,9.0
