scenario,strategy,seed,round,acquisition_order,attempt,disposition,assimilated,z_m,z_over_L,T_C,Q1_mL_min,Q2_mL_min,Q_total_mL_min,C_EGDA_M,C_cat_M,species,conc_fitted_M,sigma_M,censored,qc_flags,qc_fail,residual_rms,fit_condition_number,observation_mode,source
S3_transport,B,7,8,76,1,accepted,1,0.12000000000000002,0.6000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.0972561847270359,nan,0,,0,0.2415564765391045,2.6011149174018744,nmr,assimilated_measurement
S3_transport,B,7,8,76,1,accepted,1,0.12000000000000002,0.6000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.3552795086711207,nan,0,,0,0.2415564765391045,2.6011149174018744,nmr,assimilated_measurement
S3_transport,B,7,8,77,1,accepted,1,0.14,0.7000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.21756733124852895,nan,0,,0,0.24155505286811124,2.623576940493901,nmr,assimilated_measurement
S3_transport,B,7,8,77,1,accepted,1,0.14,0.7000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.1635406024103034,nan,0,,0,0.24155505286811124,2.623576940493901,nmr,assimilated_measurement
S3_transport,B,7,8,77,1,accepted,1,0.14,0.7000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.11986615116505797,nan,0,,0,0.24155505286811124,2.623576940493901,nmr,assimilated_measurement
S3_transport,B,7,8,77,1,accepted,1,0.14,0.7000000000000001,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.4013967388210184,nan,0,,0,0.24155505286811124,2.623576940493901,nmr,assimilated_measurement
S3_transport,B,7,8,78,1,accepted,1,0.16,0.7999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.19590929356220593,nan,0,,0,0.23589978795525424,2.5855946869407576,nmr,assimilated_measurement
S3_transport,B,7,8,78,1,accepted,1,0.16,0.7999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.16476025000326205,nan,0,,0,0.23589978795525424,2.5855946869407576,nmr,assimilated_measurement
S3_transport,B,7,8,78,1,accepted,1,0.16,0.7999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.14558046541639477,nan,0,,0,0.23589978795525424,2.5855946869407576,nmr,assimilated_measurement
S3_transport,B,7,8,78,1,accepted,1,0.16,0.7999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.4578259785810581,nan,0,,0,0.23589978795525424,2.5855946869407576,nmr,assimilated_measurement
S3_transport,B,7,8,79,1,accepted,1,0.18,0.8999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.17111637612836714,nan,0,,0,0.21490066187364026,2.5453239042462315,nmr,assimilated_measurement
S3_transport,B,7,8,79,1,accepted,1,0.18,0.8999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.1602411904363115,nan,0,,0,0.21490066187364026,2.5453239042462315,nmr,assimilated_measurement
S3_transport,B,7,8,79,1,accepted,1,0.18,0.8999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.1689709364586541,nan,0,,0,0.21490066187364026,2.5453239042462315,nmr,assimilated_measurement
S3_transport,B,7,8,79,1,accepted,1,0.18,0.8999999999999999,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.49944885335680306,nan,0,,0,0.21490066187364026,2.5453239042462315,nmr,assimilated_measurement
S3_transport,B,7,8,80,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.15093179656498,nan,0,,0,0.25339945158864324,2.661261546633237,nmr,assimilated_measurement
S3_transport,B,7,8,80,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.16626299800143243,nan,0,,0,0.25339945158864324,2.661261546633237,nmr,assimilated_measurement
S3_transport,B,7,8,80,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.18966250902676599,nan,0,,0,0.25339945158864324,2.661261546633237,nmr,assimilated_measurement
S3_transport,B,7,8,80,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.5397194341415821,nan,0,,0,0.25339945158864324,2.661261546633237,nmr,assimilated_measurement
S3_transport,C,7,1,1,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.488792417263137,nan,0,WARN nonnegativity active: EGMA,0,0.23019551721773854,2.575087218747609,nmr,assimilated_measurement
S3_transport,C,7,1,1,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,WARN nonnegativity active: EGMA,0,0.23019551721773854,2.575087218747609,nmr,assimilated_measurement
S3_transport,C,7,1,1,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.00029687716494430656,nan,0,WARN nonnegativity active: EGMA,0,0.23019551721773854,2.575087218747609,nmr,assimilated_measurement
S3_transport,C,7,1,1,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.0016771831240236779,nan,0,WARN nonnegativity active: EGMA,0,0.23019551721773854,2.575087218747609,nmr,assimilated_measurement
S3_transport,C,7,2,2,1,accepted,1,0.2,1.0,160.0,1.0,1.0,2.0,1.0,1.0,EGDA,0.1491467820482986,nan,0,,0,0.25939981633832704,2.5248702645119994,nmr,assimilated_measurement
S3_transport,C,7,2,2,1,accepted,1,0.2,1.0,160.0,1.0,1.0,2.0,1.0,1.0,EGMA,0.16581784945756292,nan,0,,0,0.25939981633832704,2.5248702645119994,nmr,assimilated_measurement
S3_transport,C,7,2,2,1,accepted,1,0.2,1.0,160.0,1.0,1.0,2.0,1.0,1.0,EG,0.18815024351649287,nan,0,,0,0.25939981633832704,2.5248702645119994,nmr,assimilated_measurement
S3_transport,C,7,2,2,1,accepted,1,0.2,1.0,160.0,1.0,1.0,2.0,1.0,1.0,AcOH,0.535470068064218,nan,0,,0,0.25939981633832704,2.5248702645119994,nmr,assimilated_measurement
S3_transport,C,7,3,3,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EGDA,0.007025511012303018,nan,0,,0,0.20612709583821082,2.7003100814867,nmr,assimilated_measurement
S3_transport,C,7,3,3,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EGMA,0.07135108392914838,nan,0,,0,0.20612709583821082,2.7003100814867,nmr,assimilated_measurement
S3_transport,C,7,3,3,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EG,0.42345794672939135,nan,0,,0,0.20612709583821082,2.7003100814867,nmr,assimilated_measurement
S3_transport,C,7,3,3,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,AcOH,0.927900043848918,nan,0,,0,0.20612709583821082,2.7003100814867,nmr,assimilated_measurement
S3_transport,C,7,4,4,1,accepted,1,0.2,1.0,120.0,0.25,0.25,0.5,1.0,1.0,EGDA,0.09721176785621391,nan,0,,0,0.3129027212125704,2.549137202603299,nmr,assimilated_measurement
S3_transport,C,7,4,4,1,accepted,1,0.2,1.0,120.0,0.25,0.25,0.5,1.0,1.0,EGMA,0.1987340494829281,nan,0,,0,0.3129027212125704,2.549137202603299,nmr,assimilated_measurement
S3_transport,C,7,4,4,1,accepted,1,0.2,1.0,120.0,0.25,0.25,0.5,1.0,1.0,EG,0.22083172494953607,nan,0,,0,0.3129027212125704,2.549137202603299,nmr,assimilated_measurement
S3_transport,C,7,4,4,1,accepted,1,0.2,1.0,120.0,0.25,0.25,0.5,1.0,1.0,AcOH,0.6117345712616896,nan,0,,0,0.3129027212125704,2.549137202603299,nmr,assimilated_measurement
S3_transport,C,7,5,5,1,accepted,1,0.2,1.0,90.0,0.25,0.25,0.5,1.0,1.0,EGDA,0.2837713989204572,nan,0,,0,0.37624203810419055,2.5679694810994604,nmr,assimilated_measurement
S3_transport,C,7,5,5,1,accepted,1,0.2,1.0,90.0,0.25,0.25,0.5,1.0,1.0,EGMA,0.1793338681147539,nan,0,,0,0.37624203810419055,2.5679694810994604,nmr,assimilated_measurement
S3_transport,C,7,5,5,1,accepted,1,0.2,1.0,90.0,0.25,0.25,0.5,1.0,1.0,EG,0.04974215522025484,nan,0,,0,0.37624203810419055,2.5679694810994604,nmr,assimilated_measurement
S3_transport,C,7,5,5,1,accepted,1,0.2,1.0,90.0,0.25,0.25,0.5,1.0,1.0,AcOH,0.26453965587978495,nan,0,,0,0.37624203810419055,2.5679694810994604,nmr,assimilated_measurement
S3_transport,C,7,6,6,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.15036727650333098,nan,0,,0,0.21257617816501645,2.5673912252414213,nmr,assimilated_measurement
S3_transport,C,7,6,6,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.17219796144023064,nan,0,,0,0.21257617816501645,2.5673912252414213,nmr,assimilated_measurement
S3_transport,C,7,6,6,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,EG,0.19558858699925108,nan,0,,0,0.21257617816501645,2.5673912252414213,nmr,assimilated_measurement
S3_transport,C,7,6,6,1,accepted,1,0.2,1.0,160.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.5547626312449775,nan,0,,0,0.21257617816501645,2.5673912252414213,nmr,assimilated_measurement
S3_transport,C,7,7,7,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EGDA,0.007617323514611507,nan,0,,0,0.34297097123213577,2.525258082008882,nmr,assimilated_measurement
S3_transport,C,7,7,7,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EGMA,0.07036083266270757,nan,0,,0,0.34297097123213577,2.525258082008882,nmr,assimilated_measurement
S3_transport,C,7,7,7,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,EG,0.4126168394690908,nan,0,,0,0.34297097123213577,2.525258082008882,nmr,assimilated_measurement
S3_transport,C,7,7,7,1,accepted,1,0.2,1.0,160.0,0.25,0.25,0.5,1.0,1.0,AcOH,0.9078985815809824,nan,0,,0,0.34297097123213577,2.525258082008882,nmr,assimilated_measurement
S3_transport,C,7,8,8,1,accepted,1,0.2,1.0,100.0,0.25,0.25,0.5,1.0,1.0,EGDA,0.21981288702865537,nan,0,,0,0.3393872896740878,2.5822418214359733,nmr,assimilated_measurement
S3_transport,C,7,8,8,1,accepted,1,0.2,1.0,100.0,0.25,0.25,0.5,1.0,1.0,EGMA,0.1826889065148066,nan,0,,0,0.3393872896740878,2.5822418214359733,nmr,assimilated_measurement
S3_transport,C,7,8,8,1,accepted,1,0.2,1.0,100.0,0.25,0.25,0.5,1.0,1.0,EG,0.08993619645906882,nan,0,,0,0.3393872896740878,2.5822418214359733,nmr,assimilated_measurement
S3_transport,C,7,8,8,1,accepted,1,0.2,1.0,100.0,0.25,0.25,0.5,1.0,1.0,AcOH,0.3615896529516334,nan,0,,0,0.3393872896740878,2.5822418214359733,nmr,assimilated_measurement
S3_transport,D,7,1,1,1,accepted,1,0.02,0.09999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.49547810636093464,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.23783279422110487,2.5749162381125092,nmr,assimilated_measurement
S3_transport,D,7,1,1,1,accepted,1,0.02,0.09999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.23783279422110487,2.5749162381125092,nmr,assimilated_measurement
S3_transport,D,7,1,1,1,accepted,1,0.02,0.09999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.0004212463159934542,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.23783279422110487,2.5749162381125092,nmr,assimilated_measurement
S3_transport,D,7,1,1,1,accepted,1,0.02,0.09999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.23783279422110487,2.5749162381125092,nmr,assimilated_measurement
S3_transport,D,7,1,2,1,accepted,1,0.04,0.19999999999999998,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.48797045879973083,nan,0,WARN nonnegativity active: AcOH,0,0.4701462072495992,2.5234175861826182,nmr,assimilated_measurement
S3_transport,D,7,1,2,1,accepted,1,0.04,0.19999999999999998,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.005211922840010468,nan,0,WARN nonnegativity active: AcOH,0,0.4701462072495992,2.5234175861826182,nmr,assimilated_measurement
S3_transport,D,7,1,2,1,accepted,1,0.04,0.19999999999999998,40.0,0.5,0.5,1.0,1.0,0.5,EG,-0.0003708350553392625,nan,0,WARN nonnegativity active: AcOH,0,0.4701462072495992,2.5234175861826182,nmr,assimilated_measurement
S3_transport,D,7,1,2,1,accepted,1,0.04,0.19999999999999998,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,WARN nonnegativity active: AcOH,0,0.4701462072495992,2.5234175861826182,nmr,assimilated_measurement
S3_transport,D,7,1,3,1,accepted,1,0.06000000000000001,0.30000000000000004,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.49856720347651723,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.268307534563145,2.6985376352034387,nmr,assimilated_measurement
S3_transport,D,7,1,3,1,accepted,1,0.06000000000000001,0.30000000000000004,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.268307534563145,2.6985376352034387,nmr,assimilated_measurement
S3_transport,D,7,1,3,1,accepted,1,0.06000000000000001,0.30000000000000004,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.0007033490659350973,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.268307534563145,2.6985376352034387,nmr,assimilated_measurement
S3_transport,D,7,1,3,1,accepted,1,0.06000000000000001,0.30000000000000004,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.268307534563145,2.6985376352034387,nmr,assimilated_measurement
S3_transport,D,7,1,4,1,accepted,1,0.08,0.39999999999999997,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.48438374225851966,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.3523141042447436,2.5460055804386865,nmr,assimilated_measurement
S3_transport,D,7,1,4,1,accepted,1,0.08,0.39999999999999997,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.3523141042447436,2.5460055804386865,nmr,assimilated_measurement
S3_transport,D,7,1,4,1,accepted,1,0.08,0.39999999999999997,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.00015890986544162683,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.3523141042447436,2.5460055804386865,nmr,assimilated_measurement
S3_transport,D,7,1,4,1,accepted,1,0.08,0.39999999999999997,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.3523141042447436,2.5460055804386865,nmr,assimilated_measurement
S3_transport,D,7,1,5,1,accepted,1,0.1,0.5,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.4900602050304145,nan,0,WARN nonnegativity active: AcOH,0,0.42468810098021675,2.567419680231179,nmr,assimilated_measurement
S3_transport,D,7,1,5,1,accepted,1,0.1,0.5,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.008885541542891335,nan,0,WARN nonnegativity active: AcOH,0,0.42468810098021675,2.567419680231179,nmr,assimilated_measurement
S3_transport,D,7,1,5,1,accepted,1,0.1,0.5,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.0005087476078927612,nan,0,WARN nonnegativity active: AcOH,0,0.42468810098021675,2.567419680231179,nmr,assimilated_measurement
S3_transport,D,7,1,5,1,accepted,1,0.1,0.5,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,WARN nonnegativity active: AcOH,0,0.42468810098021675,2.567419680231179,nmr,assimilated_measurement
S3_transport,D,7,1,6,1,accepted,1,0.12000000000000002,0.6000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.5017957789528582,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.2150677573953145,2.565798513707907,nmr,assimilated_measurement
S3_transport,D,7,1,6,1,accepted,1,0.12000000000000002,0.6000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.2150677573953145,2.565798513707907,nmr,assimilated_measurement
S3_transport,D,7,1,6,1,accepted,1,0.12000000000000002,0.6000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EG,-0.00029429954478771845,nan,0,"WARN nonnegativity active: EGMA,AcOH",0,0.2150677573953145,2.565798513707907,nmr,assimilated_measurement
S3_transport,D,7,1,6,1,accepted,1,0.12000000000000002,0.6000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00022445737519570042,nan,1,"WARN nonnegativity active: EGMA,AcOH",0,0.2150677573953145,2.565798513707907,nmr,assimilated_measurement
S3_transport,D,7,1,7,1,accepted,1,0.14,0.7000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.4847358365184279,nan,0,WARN nonnegativity active: EGMA,0,0.23608087497340588,2.524189867797859,nmr,assimilated_measurement
S3_transport,D,7,1,7,1,accepted,1,0.14,0.7000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,WARN nonnegativity active: EGMA,0,0.23608087497340588,2.524189867797859,nmr,assimilated_measurement
S3_transport,D,7,1,7,1,accepted,1,0.14,0.7000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,EG,8.063247169990805e-05,nan,0,WARN nonnegativity active: EGMA,0,0.23608087497340588,2.524189867797859,nmr,assimilated_measurement
S3_transport,D,7,1,7,1,accepted,1,0.14,0.7000000000000001,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.0001700897057084344,nan,0,WARN nonnegativity active: EGMA,0,0.23608087497340588,2.524189867797859,nmr,assimilated_measurement
S3_transport,D,7,1,8,1,accepted,1,0.16,0.7999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.4798134443663225,nan,0,,0,0.38523142561356466,2.581312041045078,nmr,assimilated_measurement
S3_transport,D,7,1,8,1,accepted,1,0.16,0.7999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.012252268275875545,nan,0,,0,0.38523142561356466,2.581312041045078,nmr,assimilated_measurement
S3_transport,D,7,1,8,1,accepted,1,0.16,0.7999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EG,0.0005094949188591039,nan,0,,0,0.38523142561356466,2.581312041045078,nmr,assimilated_measurement
S3_transport,D,7,1,8,1,accepted,1,0.16,0.7999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,-0.00013269782982957797,nan,0,,0,0.38523142561356466,2.581312041045078,nmr,assimilated_measurement
S3_transport,D,7,1,9,1,accepted,1,0.18,0.8999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.4941429466453502,nan,0,WARN nonnegativity active: EGMA,0,0.4361134820993469,2.574912289711683,nmr,assimilated_measurement
S3_transport,D,7,1,9,1,accepted,1,0.18,0.8999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,WARN nonnegativity active: EGMA,0,0.4361134820993469,2.574912289711683,nmr,assimilated_measurement
S3_transport,D,7,1,9,1,accepted,1,0.18,0.8999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,EG,-0.0003429697396524767,nan,0,WARN nonnegativity active: EGMA,0,0.4361134820993469,2.574912289711683,nmr,assimilated_measurement
S3_transport,D,7,1,9,1,accepted,1,0.18,0.8999999999999999,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,3.590741354008386e-05,nan,0,WARN nonnegativity active: EGMA,0,0.4361134820993469,2.574912289711683,nmr,assimilated_measurement
S3_transport,D,7,1,10,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.48212832150294616,nan,0,WARN nonnegativity active: EGMA,0,0.24705857034489426,2.6173204250343622,nmr,assimilated_measurement
S3_transport,D,7,1,10,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.001564193528995341,nan,1,WARN nonnegativity active: EGMA,0,0.24705857034489426,2.6173204250343622,nmr,assimilated_measurement
S3_transport,D,7,1,10,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,EG,-0.0002145380429299672,nan,0,WARN nonnegativity active: EGMA,0,0.24705857034489426,2.6173204250343622,nmr,assimilated_measurement
S3_transport,D,7,1,10,1,accepted,1,0.2,1.0,40.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.0010201481219515032,nan,0,WARN nonnegativity active: EGMA,0,0.24705857034489426,2.6173204250343622,nmr,assimilated_measurement
S3_transport,D,7,2,11,1,accepted,1,0.02,0.09999999999999999,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.4599988833543863,nan,0,,0,0.40942786307606355,2.5722974599826163,nmr,assimilated_measurement
S3_transport,D,7,2,11,1,accepted,1,0.02,0.09999999999999999,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.041137322879166764,nan,0,,0,0.40942786307606355,2.5722974599826163,nmr,assimilated_measurement
S3_transport,D,7,2,11,1,accepted,1,0.02,0.09999999999999999,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.00027726072876845,nan,0,,0,0.40942786307606355,2.5722974599826163,nmr,assimilated_measurement
S3_transport,D,7,2,11,1,accepted,1,0.02,0.09999999999999999,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.02919614637502814,nan,0,,0,0.40942786307606355,2.5722974599826163,nmr,assimilated_measurement
S3_transport,D,7,2,12,1,accepted,1,0.04,0.19999999999999998,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.43638549927717857,nan,0,,0,0.40850844205454195,2.533868505914757,nmr,assimilated_measurement
S3_transport,D,7,2,12,1,accepted,1,0.04,0.19999999999999998,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.021724317933447125,nan,0,,0,0.40850844205454195,2.533868505914757,nmr,assimilated_measurement
S3_transport,D,7,2,12,1,accepted,1,0.04,0.19999999999999998,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.004208124109615017,nan,0,,0,0.40850844205454195,2.533868505914757,nmr,assimilated_measurement
S3_transport,D,7,2,12,1,accepted,1,0.04,0.19999999999999998,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.0639761497375722,nan,0,,0,0.40850844205454195,2.533868505914757,nmr,assimilated_measurement
S3_transport,D,7,2,13,1,accepted,1,0.06000000000000001,0.30000000000000004,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.40913598408284146,nan,0,,0,0.3366935238076503,2.5102748480284713,nmr,assimilated_measurement
S3_transport,D,7,2,13,1,accepted,1,0.06000000000000001,0.30000000000000004,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.08799563784234991,nan,0,,0,0.3366935238076503,2.5102748480284713,nmr,assimilated_measurement
S3_transport,D,7,2,13,1,accepted,1,0.06000000000000001,0.30000000000000004,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.010490672111610632,nan,0,,0,0.3366935238076503,2.5102748480284713,nmr,assimilated_measurement
S3_transport,D,7,2,13,1,accepted,1,0.06000000000000001,0.30000000000000004,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.10298513108620938,nan,0,,0,0.3366935238076503,2.5102748480284713,nmr,assimilated_measurement
S3_transport,D,7,2,14,1,accepted,1,0.08,0.39999999999999997,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.3741689901336666,nan,0,,0,0.38806163944636757,2.551432995791025,nmr,assimilated_measurement
S3_transport,D,7,2,14,1,accepted,1,0.08,0.39999999999999997,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.1077616973722638,nan,0,,0,0.38806163944636757,2.551432995791025,nmr,assimilated_measurement
S3_transport,D,7,2,14,1,accepted,1,0.08,0.39999999999999997,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.017115365657691384,nan,0,,0,0.38806163944636757,2.551432995791025,nmr,assimilated_measurement
S3_transport,D,7,2,14,1,accepted,1,0.08,0.39999999999999997,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.1353626672561696,nan,0,,0,0.38806163944636757,2.551432995791025,nmr,assimilated_measurement
S3_transport,D,7,2,15,1,accepted,1,0.1,0.5,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.35635130070793564,nan,0,,0,0.23015635204737608,2.5855183308882688,nmr,assimilated_measurement
S3_transport,D,7,2,15,1,accepted,1,0.1,0.5,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.10917235913664415,nan,0,,0,0.23015635204737608,2.5855183308882688,nmr,assimilated_measurement
S3_transport,D,7,2,15,1,accepted,1,0.1,0.5,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.028489068340466786,nan,0,,0,0.23015635204737608,2.5855183308882688,nmr,assimilated_measurement
S3_transport,D,7,2,15,1,accepted,1,0.1,0.5,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.17055353134792692,nan,0,,0,0.23015635204737608,2.5855183308882688,nmr,assimilated_measurement
S3_transport,D,7,2,16,1,accepted,1,0.12000000000000002,0.6000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.32387357801069616,nan,0,,0,0.31026779693667117,2.5316524438086803,nmr,assimilated_measurement
S3_transport,D,7,2,16,1,accepted,1,0.12000000000000002,0.6000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.13467086641075485,nan,0,,0,0.31026779693667117,2.5316524438086803,nmr,assimilated_measurement
S3_transport,D,7,2,16,1,accepted,1,0.12000000000000002,0.6000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.037478188149499485,nan,0,,0,0.31026779693667117,2.5316524438086803,nmr,assimilated_measurement
S3_transport,D,7,2,16,1,accepted,1,0.12000000000000002,0.6000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.20494496080883595,nan,0,,0,0.31026779693667117,2.5316524438086803,nmr,assimilated_measurement
S3_transport,D,7,2,17,1,accepted,1,0.14,0.7000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.31159316655069147,nan,0,,0,0.3077856619089287,2.559140613444721,nmr,assimilated_measurement
S3_transport,D,7,2,17,1,accepted,1,0.14,0.7000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EGMA,0.11641372723834165,nan,0,,0,0.3077856619089287,2.559140613444721,nmr,assimilated_measurement
S3_transport,D,7,2,17,1,accepted,1,0.14,0.7000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,EG,0.04920209797983526,nan,0,,0,0.3077856619089287,2.559140613444721,nmr,assimilated_measurement
S3_transport,D,7,2,17,1,accepted,1,0.14,0.7000000000000001,140.0,0.5,0.5,1.0,1.0,0.5,AcOH,0.23422226363797366,nan,0,,0,0.3077856619089287,2.559140613444721,nmr,assimilated_measurement
S3_transport,D,7,2,18,1,accepted,1,0.16,0.7999999999999999,140.0,0.5,0.5,1.0,1.0,0.5,EGDA,0.2903072179450203,nan,0,,0,0.24654207219287677,2.6762973473454803,nmr,assimilated_measurement
