scenario,strategy,seed,round,candidate_rank,candidate_selected,governor_state,design_mode,spatial_mode,T_C,Q_total_mL_min,C_EGDA_M,C_cat_M,n_positions_selected,row_kind,z_m,z_over_L,marginal_gain_nats,is_selected_position,selection_order,realized_gain_nats
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.05104,0.2552,50.53973003471474,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.053000000000000005,0.265,50.84416009203538,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.054959999999999995,0.27479999999999993,51.13045509929969,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.05692,0.28459999999999996,51.4001966166902,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.05888,0.2944,51.65460192705366,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.060840000000000005,0.3042,51.89468342250997,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.0628,0.31399999999999995,52.12158647714252,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.06476,0.3238,52.336155907156055,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.06672,0.3336,52.539142104636944,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.06868,0.3434,52.7314176596973,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.07064000000000001,0.3532,52.91358908706874,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.0726,0.363,53.08629938393762,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.07456,0.37279999999999996,53.25018019511986,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.07652,0.3826,53.40564222096182,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.07848,0.39239999999999997,53.553158355783225,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.08044,0.40219999999999995,53.69327166382498,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.0824,0.412,53.82643063913909,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.08436,0.4218,53.952911433266266,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.08632000000000001,0.43160000000000004,54.07311936562985,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.08828,0.44139999999999996,54.18739120088979,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.09024,0.4512,54.29607697418065,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.0922,0.461,54.39941715883085,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.09416,0.47079999999999994,54.49768882436656,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.09612,0.48059999999999997,54.59119560355505,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.09808,0.4904,54.68014296696194,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10004,0.5002,54.76477152000305,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10200000000000001,0.51,54.84529454806875,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10396,0.5197999999999999,54.921908291089885,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10592,0.5296,54.99476607675453,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10788,0.5394,55.064150764566506,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.10984,0.5491999999999999,55.130146879283444,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1118,0.5589999999999999,55.19297849902668,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.11376,0.5688,55.252730106442435,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.11572,0.5786,55.30960223927004,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.11768,0.5884,55.36372574099419,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.11964,0.5982,55.4152015281556,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1216,0.608,55.46419145947454,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.12356,0.6178,55.51077693447806,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.12552,0.6275999999999999,55.55509739110873,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.12747999999999998,0.6373999999999999,55.597245794747124,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.12944,0.6472,55.63731265671098,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1314,0.6569999999999999,55.675413202366,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.13336,0.6668,55.71163147402647,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.13532,0.6766,55.74604549099261,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.13728,0.6864,55.77875411402889,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.13924,0.6961999999999999,55.80981990229431,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1412,0.706,55.83932419886963,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.14316,0.7158,55.867333993092885,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.14512,0.7255999999999999,55.89393016365288,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.14708,0.7353999999999999,55.91916376420138,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.14904,0.7452,55.94310094282633,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.151,0.7549999999999999,55.965803635672984,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.15295999999999998,0.7647999999999999,55.9873214906349,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.15492,0.7746,56.00772121511131,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.15688,0.7843999999999999,56.0270392974213,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.15884,0.7942,56.04533121163071,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1608,0.8039999999999999,56.062641565697554,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.16276,0.8137999999999999,56.079020712231156,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.16472,0.8236,56.09450524044105,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.16668,0.8333999999999999,56.109139239629314,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.16864,0.8432000000000001,56.12295873444451,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1706,0.853,56.13600481252103,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.17256,0.8627999999999999,56.14831301315875,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.17452,0.8726,56.15991590722493,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.17648,0.8824,56.170841300747284,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.17844,0.8921999999999999,56.18112830734172,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1804,0.902,56.19080325693046,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.18236,0.9117999999999999,56.1998961749726,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.18431999999999998,0.9215999999999999,56.208430341042614,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.18628,0.9314,56.21643608051724,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.18824,0.9411999999999999,56.22393721292072,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.1902,0.951,56.230955235284036,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.19216,0.9608,56.23751723642504,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.19412,0.9705999999999999,56.24364290099013,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.19608,0.9803999999999999,56.249351452097876,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.19804,0.9902,56.25466588527243,0,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,candidate_z,0.2,1.0,56.25960440814418,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.2,1.0,nan,1,1,56.25960440814418
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.047119999999999995,0.23559999999999998,nan,1,2,43.46549278389553
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.01576,0.0788,nan,1,3,1.5252046776030852
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.19412,0.9705999999999999,nan,1,4,1.3631273555383245
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.053000000000000005,0.265,nan,1,5,1.1673828807596154
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.18824,0.9411999999999999,nan,1,6,0.7889185094008884
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.04124,0.2062,nan,1,7,0.7279212074794179
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.00988,0.0494,nan,1,8,0.6362435179565473
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.18236,0.9117999999999999,nan,1,9,0.5545012737268875
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,selected_z,0.05888,0.2944,nan,1,10,0.49715872573053854
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.00988,0.0494,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.014192,0.07096,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.042808,0.21403999999999998,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.047119999999999995,0.23559999999999998,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.051432000000000005,0.25716,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.055744,0.27871999999999997,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.18627999999999997,0.9313999999999998,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.191376,0.95688,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.19568799999999997,0.9784399999999999,nan,1,-1,nan
S3_transport,F,7,2,6,0,NORMAL_LEARNING,eig,optimized,150.0,1.0,1.0,1.0,10,final_z,0.2,1.0,nan,1,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.004,0.02,0.4115017507289034,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.00596,0.0298,1.02184353172224,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.00792,0.039599999999999996,1.8325049671345681,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.00988,0.0494,2.6782894070146313,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.01184,0.059199999999999996,3.474743933522465,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0138,0.06899999999999999,4.199780401267542,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.01576,0.0788,4.854735411471335,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.01772,0.0886,5.447270209814278,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.01968,0.09839999999999999,5.98577308295609,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.02164,0.10819999999999999,6.477786907724951,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0236,0.118,6.929706660644403,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.02556,0.1278,7.3468549752372905,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.02752,0.1376,7.733646967476293,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.02948,0.14739999999999998,8.093755637097248,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.031439999999999996,0.15719999999999998,8.430253872100431,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0334,0.16699999999999998,8.745729740811402,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.03536,0.1768,9.042378340554144,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.037320000000000006,0.18660000000000002,9.322074399908836,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.039279999999999995,0.19639999999999996,9.58642978677846,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.04124,0.2062,9.836839225923391,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0432,0.216,10.074516864462694,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.045160000000000006,0.22580000000000003,10.300525598642,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.047119999999999995,0.23559999999999998,10.515800855009804,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.04908,0.24539999999999998,10.72116999502446,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.05104,0.2552,10.917368165772686,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.053000000000000005,0.265,11.105051470470737,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.054959999999999995,0.27479999999999993,11.284807886947139,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.05692,0.28459999999999996,11.45716633643761,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.05888,0.2944,11.622604315396003,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.060840000000000005,0.3042,11.781554373594112,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0628,0.31399999999999995,11.934409615158884,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.06476,0.3238,12.081528348059436,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.06672,0.3336,12.223238089112794,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.06868,0.3434,12.35983901273179,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.07064000000000001,0.3532,12.4916069362094,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0726,0.363,12.618795894445153,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.07456,0.37279999999999996,12.741640388441773,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.07652,0.3826,12.86035735003734,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.07848,0.39239999999999997,12.97514787402368,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.08044,0.40219999999999995,13.086198726653798,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0824,0.412,13.19368368486034,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.08436,0.4218,13.297764718940755,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.08632000000000001,0.43160000000000004,13.398593052534025,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.08828,0.44139999999999996,13.49631009221332,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.09024,0.4512,13.591048263640126,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.0922,0.461,13.682931754503848,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.09416,0.47079999999999994,13.772077205094476,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.09612,0.48059999999999997,13.858594293806355,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.09808,0.4904,13.942586286460198,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10004,0.5002,14.024150527636024,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10200000000000001,0.51,14.103378885480446,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10396,0.5197999999999999,14.18035177527576,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10592,0.5296,14.255156895477995,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10788,0.5394,14.32787207691078,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.10984,0.5491999999999999,14.39857105057279,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.1118,0.5589999999999999,14.467323746631152,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.11376,0.5688,14.534196550721532,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.11572,0.5786,14.59925253861443,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.11768,0.5884,14.662551676689532,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.11964,0.5982,14.724151029489548,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.1216,0.608,14.784104972747983,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.12356,0.6178,14.842465327417372,0,-1,nan
S3_transport,F,7,3,1,0,NORMAL_LEARNING,eig,optimized,110.0,0.5,1.0,1.0,10,candidate_z,0.12552,0.6275999999999999,14.89928152103677,0,-1,nan
