scenario,strategy,seed,round,acquisition_order,T_C,Q1_mL_min,Q2_mL_min,Q_total_mL_min,C_EGDA_M,C_cat_M,z_m,z_over_L,species,c_measured_M,sigma_M,sigma_source,ci95_lo_M,ci95_hi_M,censored,qc_flags,observation_mode,best_model,c_model_observed_M,c_model_reactor_M,residual_M,standardized_residual,c_true_reactor_M,error_vs_true_M,cov_M2_with_EGDA,cov_M2_with_EGMA,cov_M2_with_EG,cov_M2_with_AcOH
S3_transport,B,7,8,75,160.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,AcOH,0.29280293526808593,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.2990101285916646,0.2990101285916646,-0.006207193323578664,nan,0.30324689939269095,-0.01044396412460502,,,,
S3_transport,B,7,8,76,160.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EGDA,0.24172815969109845,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.24625549832595064,0.24625549832595064,-0.0045273386348521905,nan,0.24047313902177256,0.0012550206693258958,,,,
S3_transport,B,7,8,76,160.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EGMA,0.15640382395599034,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.154847751169698,0.154847751169698,0.0015560727862923285,nan,0.1612372798568787,-0.00483345590088835,,,,
S3_transport,B,7,8,76,160.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EG,0.0972561847270359,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.09889675050435129,0.09889675050435129,-0.0016405657773153892,nan,0.09828958112134878,-0.0010333963943128799,,,,
S3_transport,B,7,8,76,160.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,AcOH,0.3552795086711207,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.3526412521784007,0.3526412521784007,0.0026382564927199814,nan,0.3578164420995764,-0.0025369334284557343,,,,
S3_transport,B,7,8,77,160.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EGDA,0.21756733124852895,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.21894759539525077,0.21894759539525077,-0.0013802641467218213,nan,0.21302948840667932,0.004537842841849632,,,,
S3_transport,B,7,8,77,160.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EGMA,0.1635406024103034,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.15942971395235697,0.15942971395235697,0.004110888457946438,nan,0.1647422248708858,-0.001201622460582391,,,,
S3_transport,B,7,8,77,160.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EG,0.11986615116505797,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.12162269065239216,0.12162269065239216,-0.0017565394873341883,nan,0.1222282867224349,-0.0023621355573769237,,,,
S3_transport,B,7,8,77,160.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,AcOH,0.4013967388210184,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4026750952571415,0.4026750952571415,-0.0012783564361231181,nan,0.4091987983157557,-0.007802059494737279,,,,
S3_transport,B,7,8,78,160.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EGDA,0.19590929356220593,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.1946933196054945,0.1946933196054945,0.0012159739567114414,nan,0.18876695959449358,0.007142333967712355,,,,
S3_transport,B,7,8,78,160.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EGMA,0.16476025000326205,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16172193977238417,0.16172193977238417,0.0030383102308778887,nan,0.1652469599918918,-0.00048670998862973547,,,,
S3_transport,B,7,8,78,160.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EG,0.14558046541639477,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.14358474062212132,0.14358474062212132,0.001995724794273457,nan,0.1459860804136147,-0.00040561499721991634,,,,
S3_transport,B,7,8,78,160.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,AcOH,0.4578259785810581,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4488914210166269,0.4488914210166269,0.008934557564431234,nan,0.45721912081912125,0.0006068577619368631,,,,
S3_transport,B,7,8,79,160.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EGDA,0.17111637612836714,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.17314722817735337,0.17314722817735337,-0.0020308520489862314,nan,0.16731198172247838,0.0038043944058887558,,,,
S3_transport,B,7,8,79,160.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EGMA,0.1602411904363115,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16248162431156496,0.16248162431156496,-0.002240433875253467,nan,0.16356698990518098,-0.003325799468869489,,,,
S3_transport,B,7,8,79,160.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EG,0.1689709364586541,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16437114751108167,0.16437114751108167,0.004599788947572431,nan,0.16912102837234066,-0.00015009191368656194,,,,
S3_transport,B,7,8,79,160.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,AcOH,0.49944885335680306,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4912239193337284,0.4912239193337284,0.00822493402307467,nan,0.5018090466498624,-0.0023601932930593095,,,,
S3_transport,B,7,8,80,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGDA,0.15093179656498,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.15400353996617003,0.15400353996617003,-0.0030717434011900413,nan,0.14833516452170326,0.002596632043276731,,,,
S3_transport,B,7,8,80,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGMA,0.16626299800143243,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16226792343645502,0.16226792343645502,0.003995074564977413,nan,0.16034660298468761,0.005916395016744819,,,,
S3_transport,B,7,8,80,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EG,0.18966250902676599,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.18372853659737495,0.18372853659737495,0.005933972429391032,nan,0.19131823249360916,-0.001655723466843173,,,,
S3_transport,B,7,8,80,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,AcOH,0.5397194341415821,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.5297249966312051,0.5297249966312051,0.009994437510376986,nan,0.5429830679719061,-0.0032636338303240198,,,,
S3_transport,C,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGDA,0.488792417263137,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.4976178548593678,0.4976178548593678,-0.008825437596230834,nan,0.490330985946404,-0.0015385686832670165,,,,
S3_transport,C,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,WARN nonnegativity active: EGMA,nmr,wls,0.0023820026696004834,0.0023820026696004834,-0.0008178091406051424,nan,0.009618000883521372,-0.008053807354526031,,,,
S3_transport,C,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EG,0.00029687716494430656,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,1.42471031740085e-07,1.42471031740085e-07,0.00029673469391256645,nan,5.1013170074633604e-05,0.00024586399486967294,,,,
S3_transport,C,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,AcOH,0.0016771831240236779,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.002382287611663964,0.002382287611663964,-0.0007051044876402862,nan,0.00972002722367057,-0.008042844099646894,,,,
S3_transport,C,7,2,2,160.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,EGDA,0.1491467820482986,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.14863840193560277,0.14863840193560277,0.0005083801126958276,nan,0.14984527757640806,-0.0006984955281094662,,,,
S3_transport,C,7,2,2,160.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,EGMA,0.16581784945756292,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16486210769875317,0.16486210769875317,0.0009557417588097472,nan,0.160727421270638,0.005090428186924928,,,,
S3_transport,C,7,2,2,160.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,EG,0.18815024351649287,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.1864994903656442,0.1864994903656442,0.0016507531508486717,nan,0.18942730115295406,-0.0012770576364611874,,,,
S3_transport,C,7,2,2,160.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,AcOH,0.535470068064218,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.5378610884300419,0.5378610884300419,-0.002391020365823837,nan,0.5395820235765459,-0.004111955512327903,,,,
S3_transport,C,7,3,3,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGDA,0.007025511012303018,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.006157946440462898,0.006157946440462898,0.0008675645718401199,nan,0.005236181907458974,0.0017893291048440441,,,,
S3_transport,C,7,3,3,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGMA,0.07135108392914838,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.07043924754388159,0.07043924754388159,0.0009118363852667899,nan,0.07838122708101963,-0.007030143151871254,,,,
S3_transport,C,7,3,3,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EG,0.42345794672939135,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4234028060156561,0.4234028060156561,5.514071373524665e-05,nan,0.41638259101152086,0.007075355717870491,,,,
S3_transport,C,7,3,3,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,AcOH,0.927900043848918,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.9172448595751934,0.9172448595751934,0.010655184273724583,nan,0.911146409104062,0.016753634744856027,,,,
S3_transport,C,7,4,4,120.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGDA,0.09721176785621391,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.09907154587907983,0.09907154587907983,-0.0018597780228659239,nan,0.10445917538345788,-0.007247407527243968,,,,
S3_transport,C,7,4,4,120.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGMA,0.1987340494829281,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.19070433425110395,0.19070433425110395,0.008029715231824164,nan,0.1724803888091547,0.02625366067377341,,,,
S3_transport,C,7,4,4,120.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EG,0.22083172494953607,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.2102241198698161,0.2102241198698161,0.010607605079719973,nan,0.22306043580738721,-0.002228710857851146,,,,
S3_transport,C,7,4,4,120.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,AcOH,0.6117345712616896,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.6111525739907362,0.6111525739907362,0.0005819972709534271,nan,0.6186012604239295,-0.00686668916223987,,,,
S3_transport,C,7,5,5,90.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGDA,0.2837713989204572,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.2773451087080968,0.2773451087080968,0.006426290212360408,nan,0.2785879673863534,0.005183431534103833,,,,
S3_transport,C,7,5,5,90.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGMA,0.1793338681147539,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.17913885044937028,0.17913885044937028,0.00019501766538362886,nan,0.17188854927634334,0.0074453188384105695,,,,
S3_transport,C,7,5,5,90.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EG,0.04974215522025484,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.043516040842533,0.043516040842533,0.006226114377721838,nan,0.04952348333730348,0.00021867188295136147,,,,
S3_transport,C,7,5,5,90.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,AcOH,0.26453965587978495,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.2661709321344363,0.2661709321344363,-0.0016312762546513704,nan,0.27093551595095033,-0.006395860071165382,,,,
S3_transport,C,7,6,6,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGDA,0.15036727650333098,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.14311006429254558,0.14311006429254558,0.007257212210785402,nan,0.14833516452170326,0.0020321119816277267,,,,
S3_transport,C,7,6,6,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EGMA,0.17219796144023064,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.16685018715331482,0.16685018715331482,0.005347774286915824,nan,0.16034660298468761,0.011851358455543026,,,,
S3_transport,C,7,6,6,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,EG,0.19558858699925108,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.19003974855413958,0.19003974855413958,0.005548838445111504,nan,0.19131823249360916,0.004270354505641921,,,,
S3_transport,C,7,6,6,160.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,AcOH,0.5547626312449775,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.5469296842615939,0.5469296842615939,0.007832946983383549,nan,0.5429830679719061,0.011779563273071392,,,,
S3_transport,C,7,7,7,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGDA,0.007617323514611507,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.0054699911047927045,0.0054699911047927045,0.0021473324098188022,nan,0.005236181907458974,0.002381141607152533,,,,
S3_transport,C,7,7,7,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGMA,0.07036083266270757,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.07134818321076697,0.07134818321076697,-0.0009873505480594014,nan,0.07838122708101963,-0.008020394418312066,,,,
S3_transport,C,7,7,7,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EG,0.4126168394690908,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4231818256844405,0.4231818256844405,-0.010564986215349736,nan,0.41638259101152086,-0.0037657515424300847,,,,
S3_transport,C,7,7,7,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,AcOH,0.9078985815809824,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.9177118345796481,0.9177118345796481,-0.009813252998665756,nan,0.911146409104062,-0.003247827523079616,,,,
S3_transport,C,7,8,8,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGDA,0.21981288702865537,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.2195269671582304,0.2195269671582304,0.0002859198704249777,nan,0.218784650136007,0.0010282368926483598,,,,
S3_transport,C,7,8,8,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EGMA,0.1826889065148066,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.19523639051856434,0.19523639051856434,-0.012547484003757742,nan,0.1908448511560942,-0.008155944641287605,,,,
S3_transport,C,7,8,8,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,EG,0.08993619645906882,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.08523664232320542,0.08523664232320542,0.0046995541358633985,nan,0.09037049870789898,-0.00043430224883016233,,,,
S3_transport,C,7,8,8,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,AcOH,0.3615896529516334,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.36570967516497516,0.36570967516497516,-0.004120022213341734,nan,0.3715858485718921,-0.009996195620258663,,,,
S3_transport,D,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.02,0.09999999999999999,EGDA,0.49547810636093464,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.4995941714108671,0.4995941714108671,-0.004116065049932449,nan,0.4990244949088843,-0.0035463885479496415,,,,
S3_transport,D,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.02,0.09999999999999999,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.00040582616380672846,0.00040582616380672846,0.0011583673651886124,nan,0.0009749902501713006,0.0005892032788240404,,,,
S3_transport,D,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.02,0.09999999999999999,EG,0.0004212463159934542,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,2.4253262715317665e-09,2.4253262715317665e-09,0.00042124389066718266,nan,5.148409444193862e-07,0.0004207314750490348,,,,
S3_transport,D,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.02,0.09999999999999999,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.00040583101445927156,0.00040583101445927156,-0.000630288389654972,nan,0.0009760199320601394,-0.0012004773072558398,,,,
S3_transport,D,7,1,2,40.0,0.5,0.5,1.0,1.0,0.5,0.04,0.19999999999999998,EGDA,0.48797045879973083,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,0.4991886754411391,0.4991886754411391,-0.011218216641408263,nan,0.4980509117163542,-0.01008045291662335,,,,
S3_transport,D,7,1,2,40.0,0.5,0.5,1.0,1.0,0.5,0.04,0.19999999999999998,EGMA,0.005211922840010468,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,0.0008113148600221052,0.0008113148600221052,0.004400607979988363,nan,0.0019470310109876467,0.0032648918290228215,,,,
S3_transport,D,7,1,2,40.0,0.5,0.5,1.0,1.0,0.5,0.04,0.19999999999999998,EG,-0.0003708350553392625,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,9.698838852306511e-09,9.698838852306511e-09,-0.0003708447541781148,nan,2.0572726581789974e-06,-0.0003728923279974415,,,,
S3_transport,D,7,1,2,40.0,0.5,0.5,1.0,1.0,0.5,0.04,0.19999999999999998,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,WARN nonnegativity active: AcOH,nmr,wls,0.0008113342576998101,0.0008113342576998101,-0.0010357916328955106,nan,0.001951145556304005,-0.0021756029314997055,,,,
S3_transport,D,7,1,3,40.0,0.5,0.5,1.0,1.0,0.5,0.06000000000000001,0.30000000000000004,EGDA,0.49856720347651723,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.49878351181197117,0.49878351181197117,-0.0002163083354539408,nan,0.4970792466684102,0.0014879568081070382,,,,
S3_transport,D,7,1,3,40.0,0.5,0.5,1.0,1.0,0.5,0.06000000000000001,0.30000000000000004,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.001216466371629577,0.001216466371629577,0.000347727157365764,nan,0.0029161291909257526,-0.0013519356619304116,,,,
S3_transport,D,7,1,3,40.0,0.5,0.5,1.0,1.0,0.5,0.06000000000000001,0.30000000000000004,EG,0.0007033490659350973,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,2.1816399367354232e-08,2.1816399367354232e-08,0.0007033272495357299,nan,4.624140663998433e-06,0.0006987249252710988,,,,
S3_transport,D,7,1,3,40.0,0.5,0.5,1.0,1.0,0.5,0.06000000000000001,0.30000000000000004,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.0012165100044283117,0.0012165100044283117,-0.0014409673796240122,nan,0.0029253774722537503,-0.0031498348474494507,,,,
S3_transport,D,7,1,4,40.0,0.5,0.5,1.0,1.0,0.5,0.08,0.39999999999999997,EGDA,0.48438374225851966,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.49837868024384313,0.49837868024384313,-0.013994937985323475,nan,0.4961094960230596,-0.011725753764539937,,,,
S3_transport,D,7,1,4,40.0,0.5,0.5,1.0,1.0,0.5,0.08,0.39999999999999997,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.0016212809822976014,0.0016212809822976014,-5.7087453302260465e-05,nan,0.0038822916758121215,-0.0023180981468167803,,,,
S3_transport,D,7,1,4,40.0,0.5,0.5,1.0,1.0,0.5,0.08,0.39999999999999997,EG,0.00015890986544162683,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,3.87738593537688e-08,3.87738593537688e-08,0.00015887109158227306,nan,8.212301128238034e-06,0.0001506975643133888,,,,
S3_transport,D,7,1,4,40.0,0.5,0.5,1.0,1.0,0.5,0.08,0.39999999999999997,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.0016213585300163089,0.0016213585300163089,-0.0018458159052120093,nan,0.0038987162780685907,-0.004123173653264291,,,,
S3_transport,D,7,1,5,40.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,EGDA,0.4900602050304145,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,0.4979741804607005,0.4979741804607005,-0.007913975430286047,nan,0.495141656045397,-0.00508145101498253,,,,
S3_transport,D,7,1,5,40.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,EGMA,0.008885541542891335,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,0.0020257589721778125,0.0020257589721778125,0.006859782570713522,nan,0.004845525337881289,0.004040016205010046,,,,
S3_transport,D,7,1,5,40.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,EG,0.0005087476078927612,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: AcOH,nmr,wls,6.056712170547597e-08,6.056712170547597e-08,0.0005086870407710558,nan,1.2818616721643331e-05,0.0004959289911711179,,,,
S3_transport,D,7,1,5,40.0,0.5,0.5,1.0,1.0,0.5,0.1,0.5,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,WARN nonnegativity active: AcOH,nmr,wls,0.002025880106421223,0.002025880106421223,-0.0022503374816169232,nan,0.004871162571324544,-0.005095619946520245,,,,
S3_transport,D,7,1,6,40.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EGDA,0.5017957789528582,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.4975700121864211,0.4975700121864211,0.0042257667664371,nan,0.49417572300761947,0.007620055945238735,,,,
S3_transport,D,7,1,6,40.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.002429900621490735,0.002429900621490735,-0.0008657070924953942,nan,0.005805837035750559,-0.004241643506755218,,,,
S3_transport,D,7,1,6,40.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,EG,-0.00029429954478771845,nan,assumed_noise_model,nan,nan,0,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,8.71920882352659e-08,8.71920882352659e-08,-0.0002943867368759537,nan,1.8439956630052338e-05,-0.0003127395014177708,,,,
S3_transport,D,7,1,6,40.0,0.5,0.5,1.0,1.0,0.5,0.12000000000000002,0.6000000000000001,AcOH,-0.00022445737519570042,nan,assumed_noise_model,nan,nan,1,"WARN nonnegativity active: EGMA,AcOH",nmr,wls,0.0024300750056672053,0.0024300750056672053,-0.0026545323808629057,nan,0.005842716949010603,-0.006067174324206304,,,,
S3_transport,D,7,1,7,40.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EGDA,0.4847358365184279,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.49716617514512274,0.49716617514512274,-0.012430338626694848,nan,0.4932116931890168,-0.008475856670588922,,,,
S3_transport,D,7,1,7,40.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,WARN nonnegativity active: EGMA,nmr,wls,0.002833706210213118,0.002833706210213118,-0.0012695126812177768,nan,0.006763233614435411,-0.00519904008544007,,,,
S3_transport,D,7,1,7,40.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,EG,8.063247169990805e-05,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,1.1864466424675524e-07,1.1864466424675524e-07,8.05138270356613e-05,nan,2.5073196547846844e-05,5.555927515206121e-05,,,,
S3_transport,D,7,1,7,40.0,0.5,0.5,1.0,1.0,0.5,0.14,0.7000000000000001,AcOH,0.0001700897057084344,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.002833943499541611,0.002833943499541611,-0.0026638537938331766,nan,0.006813380007531033,-0.006643290301822599,,,,
S3_transport,D,7,1,8,40.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EGDA,0.4798134443663225,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.4967626690611542,0.4967626690611542,-0.016949224694831677,nan,0.49224956287587385,-0.012436118509551342,,,,
S3_transport,D,7,1,8,40.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EGMA,0.012252268275875545,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.003237176018087492,0.003237176018087492,0.009015092257788054,nan,0.007717721905521201,0.004534546370354344,,,,
S3_transport,D,7,1,8,40.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,EG,0.0005094949188591039,nan,assumed_noise_model,nan,nan,0,,nmr,wls,1.549207583975896e-07,1.549207583975896e-07,0.0005093399981007063,nan,3.271521860494423e-05,0.00047677970025415965,,,,
S3_transport,D,7,1,8,40.0,0.5,0.5,1.0,1.0,0.5,0.16,0.7999999999999999,AcOH,-0.00013269782982957797,nan,assumed_noise_model,nan,nan,0,,nmr,wls,0.0032374858596042866,0.0032374858596042866,-0.0033701836894338647,nan,0.007783152342731019,-0.007915850172560596,,,,
S3_transport,D,7,1,9,40.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EGDA,0.4941429466453502,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.4963594936591025,0.4963594936591025,-0.0022165470137522902,nan,0.4912893283615274,0.002853618283822801,,,,
S3_transport,D,7,1,9,40.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EGMA,0.001564193528995341,nan,assumed_noise_model,nan,nan,1,WARN nonnegativity active: EGMA,nmr,wls,0.0036403103246148145,0.0036403103246148145,-0.0020761167956194733,nan,0.008669308727063474,-0.0071051151980681335,,,,
S3_transport,D,7,1,9,40.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,EG,-0.0003429697396524767,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,1.9601628280496566e-07,1.9601628280496566e-07,-0.00034316575593528164,nan,4.136291140918008e-05,-0.00038433265106165677,,,,
S3_transport,D,7,1,9,40.0,0.5,0.5,1.0,1.0,0.5,0.18,0.8999999999999999,AcOH,3.590741354008386e-05,nan,assumed_noise_model,nan,nan,0,WARN nonnegativity active: EGMA,nmr,wls,0.0036407023571804237,0.0036407023571804237,-0.00360479494364034,nan,0.008752034549881767,-0.008716127136341683,,,,
