scenario,strategy,seed,round,param_i,param_j,is_diagonal,cov_scaled,corr,estimate_i_natural,sigma_i_scaled,bound_active_i
S3_transport,B,7,1,K1_ref,K1_ref,1,10920906994301.72,0.9999999999999998,6.092294760820657,3304679.560003015,0
S3_transport,B,7,1,K1_ref,K2_ref,0,6.1151625589258405,5.599500629450255e-13,6.092294760820657,3304679.560003015,0
S3_transport,B,7,1,K2_ref,K2_ref,1,10920906994479.674,1.0,0.015570899868493334,3304679.5600299393,0
S3_transport,B,7,2,k1_ref,k1_ref,1,0.06545112828032223,0.9999999999999998,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,k1_ref,Ea1_J,0,2.614766146012637,0.5796875589613054,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,k1_ref,k2_ref,0,0.070600757576931,0.0022753850483425886,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,k1_ref,Ea2_J,0,36.28022331506827,0.0005763459169383318,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,k1_ref,K1_ref,0,-117424.18052084441,-0.9098223535353941,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,k1_ref,K2_ref,0,-9846.899242024652,-0.039264844365304315,0.000586627186304646,0.25583418121963736,0
S3_transport,B,7,2,Ea1_J,Ea1_J,1,310.8569701210621,1.0000000000000002,54932.434002133625,17.63113638201072,0
S3_transport,B,7,2,Ea1_J,k2_ref,0,6.0146544225545275,0.002812771689717312,54932.434002133625,17.63113638201072,0
S3_transport,B,7,2,Ea1_J,Ea2_J,0,204232.92985296645,0.04707792370525763,54932.434002133625,17.63113638201072,0
S3_transport,B,7,2,Ea1_J,K1_ref,0,-4607512.253624492,-0.5180167796327217,54932.434002133625,17.63113638201072,0
S3_transport,B,7,2,Ea1_J,K2_ref,0,-490823.2459118998,-0.02839930902254224,54932.434002133625,17.63113638201072,0
S3_transport,B,7,2,k2_ref,k2_ref,1,14709.292527089508,1.0,3.854936545200177e-05,121.28187221134702,1
S3_transport,B,7,2,k2_ref,Ea2_J,0,637495.7437628342,0.021362557024959962,3.854936545200177e-05,121.28187221134702,1
S3_transport,B,7,2,k2_ref,K1_ref,0,1543720.7670224681,0.025230769016136474,3.854936545200177e-05,121.28187221134702,1
S3_transport,B,7,2,k2_ref,K2_ref,0,2509942.7346179252,0.021112072840210282,3.854936545200177e-05,121.28187221134702,1
S3_transport,B,7,2,Ea2_J,Ea2_J,1,60541938709.12699,1.0,117751.53172652175,246052.71530533247,0
S3_transport,B,7,2,Ea2_J,K1_ref,0,-4617246.97867863,-3.71973993541381e-05,117751.53172652175,246052.71530533247,0
S3_transport,B,7,2,Ea2_J,K2_ref,0,110830514.03314924,0.0004595091255024254,117751.53172652175,246052.71530533247,0
S3_transport,B,7,2,K1_ref,K1_ref,1,254498210393.5865,0.9999999999999999,3.614379806298935,504478.15650787746,0
S3_transport,B,7,2,K1_ref,K2_ref,0,-33450695951.820183,-0.06764344950969839,3.614379806298935,504478.15650787746,0
S3_transport,B,7,2,K2_ref,K2_ref,1,960890920638.0635,1.0000000000000002,0.49486266315713745,980250.4377137831,0
S3_transport,B,7,3,k1_ref,k1_ref,1,0.01314281348843905,1.0,0.0005455510314319259,0.11464211045003947,0
S3_transport,B,7,3,k1_ref,Ea1_J,0,0.11766422058313782,0.11130486404680583,0.0005455510314319259,0.11464211045003947,0
