scenario,strategy,seed,round,param,unit,estimate_natural,sigma_scaled,ci95_lo_natural,ci95_hi_natural,rel_ci95_width_pct,bound_active,bound_lo_natural,bound_hi_natural,true_value_natural,rel_error_pct_vs_truth,covered_by_ci95
S3_transport,A,7,6,K2_ref,dimensionless,0.015450290456821008,32.64589343109565,2.512992285834587e-30,9.499093035252041e+25,6.148164697485265e+29,1,0.015450290456819938,1.5450290456819942,0.07,77.9281564902557,1.0
S3_transport,A,7,7,k1_ref,L_per_mol_s,0.0008573903612962656,0.07727962273948447,0.0007368801437428238,0.0009976089570141844,30.409580634563195,0,7.935761655790467e-05,0.07142185490211418,0.001,14.260963870373445,0.0
S3_transport,A,7,7,Ea1_J,J_per_mol,42073.88100429726,2.079222925287836,37998.604070733105,46149.15793786142,19.372003895471043,0,20000.0,120000.0,40000.0,5.184702510743144,1.0
S3_transport,A,7,7,k2_ref,L_per_mol_s,0.0003178649315589937,1.1931408210780283,3.066342387897953e-05,0.0032950695628046825,1026.9790136694744,0,3.854911651227973e-05,0.03469420486105175,0.00065,51.09770283707788,1.0
S3_transport,A,7,7,Ea2_J,J_per_mol,60121.27963642237,22.362610575103997,16290.562909218534,103951.99636362621,145.807664082554,0,20000.0,120000.0,48000.0,25.252665909213267,1.0
S3_transport,A,7,7,K1_ref,dimensionless,0.06180116182738337,5.189540852867209,2.3635798881087057e-06,1615.9316731496772,2614727.0099865613,1,0.06180116182727974,6.180116182727977,0.9,93.13320424140184,1.0
S3_transport,A,7,7,K2_ref,dimensionless,0.015450290456825798,4.270023868925917,3.582770195634912e-06,66.62762671496984,431238.6444668046,1,0.015450290456819938,1.5450290456819942,0.07,77.92815649024887,1.0
S3_transport,A,7,8,k1_ref,L_per_mol_s,0.0008773819259214003,0.06631919327280213,0.0007704361400290918,0.0009991730708589007,26.070394667589735,0,7.935761655790467e-05,0.07142185490211418,0.001,12.26180740785997,0.0
S3_transport,A,7,8,Ea1_J,J_per_mol,41574.59784493762,1.3787321607070373,38872.28280995183,44276.91287992341,12.999837280758417,0,20000.0,120000.0,40000.0,3.9364946123440436,1.0
S3_transport,A,7,8,k2_ref,L_per_mol_s,0.0003390995241781193,0.7000653371929988,8.59843742555298e-05,0.0013373184173685118,369.0167499190273,0,3.854911651227973e-05,0.03469420486105175,0.00065,47.83084243413549,1.0
S3_transport,A,7,8,Ea2_J,J_per_mol,58842.74128555978,11.0800753219085,37125.79365461912,80559.68891650044,73.81351431453477,0,20000.0,120000.0,48000.0,22.589044344916196,1.0
S3_transport,A,7,8,K1_ref,dimensionless,0.061801161827279766,1.6093247920103761,0.0026370096629603802,1.448376794688676,2339.3407862885015,1,0.06180116182727974,6.180116182727977,0.9,93.13320424141335,1.0
S3_transport,A,7,8,K2_ref,dimensionless,0.022189087880445674,0.7465549982165764,0.005136402001337162,0.09585613058284105,408.84839011995365,0,0.015450290456819938,1.5450290456819942,0.07,68.30130302793475,1.0
S3_transport,B,7,1,k1_ref,L_per_mol_s,0.0008431059133081223,76175.89123557089,0.0,inf,inf,0,7.935761655790467e-05,0.07142185490211418,0.001,15.689408669187777,nan
S3_transport,B,7,1,Ea1_J,J_per_mol,70660.38476344553,3303801.4813354737,-6475380243.032764,6475521563.802292,18328377.138323903,0,20000.0,120000.0,40000.0,76.65096190861382,1.0
S3_transport,B,7,1,k2_ref,L_per_mol_s,3.855982507009699e-05,76407.34709093899,0.0,inf,inf,0,3.854911651227973e-05,0.03469420486105175,0.00065,94.06771921998508,nan
S3_transport,B,7,1,Ea2_J,J_per_mol,119832.07112790534,3303801.489150025,-6475331086.662921,6475570750.805177,10807542.351199683,0,20000.0,120000.0,48000.0,149.65014818313614,1.0
S3_transport,B,7,1,K1_ref,dimensionless,6.092294760820657,3304679.560003015,0.0,inf,inf,0,0.06180116182727974,6.180116182727977,0.9,576.921640091184,nan
S3_transport,B,7,1,K2_ref,dimensionless,0.015570899868493334,3304679.5600299393,0.0,inf,inf,0,0.015450290456819938,1.5450290456819942,0.07,77.75585733072381,nan
S3_transport,B,7,2,k1_ref,L_per_mol_s,0.000586627186304646,0.25583418121963736,0.0003552971586099354,0.0009685736217483015,104.5427960817146,0,7.935761655790467e-05,0.07142185490211418,0.001,41.3372813695354,0.0
S3_transport,B,7,2,Ea1_J,J_per_mol,54932.434002133625,17.63113638201072,20375.406693392615,89489.46131087464,125.81647959527437,0,20000.0,120000.0,40000.0,37.33108500533406,1.0
S3_transport,B,7,2,k2_ref,L_per_mol_s,3.854936545200177e-05,121.28187221134702,2.232561521557213e-108,6.656271562520994e+98,1.726687711840235e+105,1,3.854911651227973e-05,0.03469420486105175,0.00065,94.06932839199973,1.0
S3_transport,B,7,2,Ea2_J,J_per_mol,117751.53172652175,246052.71530533247,-482145570.4667251,482381073.5301782,819120.2524966036,0,20000.0,120000.0,48000.0,145.31569109692032,1.0
S3_transport,B,7,2,K1_ref,dimensionless,3.614379806298935,504478.15650787746,0.0,inf,inf,0,0.06180116182727974,6.180116182727977,0.9,301.5977562554372,nan
S3_transport,B,7,2,K2_ref,dimensionless,0.49486266315713745,980250.4377137831,0.0,inf,inf,0,0.015450290456819938,1.5450290456819942,0.07,606.9466616530534,nan
S3_transport,B,7,3,k1_ref,L_per_mol_s,0.0005455510314319259,0.11464211045003947,0.0004357626935147437,0.0006830000188769446,45.318826492412434,0,7.935761655790467e-05,0.07142185490211418,0.001,45.44489685680742,0.0
S3_transport,B,7,3,Ea1_J,J_per_mol,44675.41123202219,9.221171651024049,26601.914796015055,62748.90766802932,80.91026333095068,0,20000.0,120000.0,40000.0,11.688528080055471,1.0
S3_transport,B,7,3,k2_ref,L_per_mol_s,0.00211624882384479,2.51169304968437,1.540176326038025e-05,0.29077898476371516,13739.574464225669,0,3.854911651227973e-05,0.03469420486105175,0.00065,225.5767421299677,1.0
S3_transport,B,7,3,Ea2_J,J_per_mol,119999.99891691202,273.3922298254965,-415848.771541061,655848.769374885,893.081292157335,1,20000.0,120000.0,48000.0,149.99999774356672,1.0
S3_transport,B,7,3,K1_ref,dimensionless,3.760477166449339,177421.58018474368,0.0,inf,inf,0,0.06180116182727974,6.180116182727977,0.9,317.83079627214875,nan
