scenario,strategy,seed,round,acquisition_order,T_C,Q1_mL_min,Q2_mL_min,Q_total_mL_min,C_EGDA_M,C_cat_M,z_m,z_over_L,spatial_mode,design_mode,eig_param,eig_model,qc_flags,qc_pass,censored_species,observation_mode,round_n_rejected,round_n_reacquired,cum_time_s,cum_egda_mol,cum_acid_mol,cum_liquid_mL,cum_waste_mL,cum_sample_mL,cum_nmr_acquisitions,cum_nmr_reacquisitions,cum_qc_rejected,cum_capillary_travel_m,cum_condition_changes,cum_temperature_changes,cum_energy_kJ,cum_reactor_conditions,cum_spatial_samples
S3_transport,D,7,4,32,100.0,0.25,0.25,0.5,1.0,1.0,0.04,0.19999999999999998,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,33,100.0,0.25,0.25,0.5,1.0,1.0,0.06000000000000001,0.30000000000000004,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,34,100.0,0.25,0.25,0.5,1.0,1.0,0.08,0.39999999999999997,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,35,100.0,0.25,0.25,0.5,1.0,1.0,0.1,0.5,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,36,100.0,0.25,0.25,0.5,1.0,1.0,0.12000000000000002,0.6000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,37,100.0,0.25,0.25,0.5,1.0,1.0,0.14,0.7000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,38,100.0,0.25,0.25,0.5,1.0,1.0,0.16,0.7999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,39,100.0,0.25,0.25,0.5,1.0,1.0,0.18,0.8999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,4,40,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,41,160.0,0.25,0.25,0.5,1.0,1.0,0.02,0.09999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,42,160.0,0.25,0.25,0.5,1.0,1.0,0.04,0.19999999999999998,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,43,160.0,0.25,0.25,0.5,1.0,1.0,0.06000000000000001,0.30000000000000004,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,44,160.0,0.25,0.25,0.5,1.0,1.0,0.08,0.39999999999999997,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,45,160.0,0.25,0.25,0.5,1.0,1.0,0.1,0.5,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,46,160.0,0.25,0.25,0.5,1.0,1.0,0.12000000000000002,0.6000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,47,160.0,0.25,0.25,0.5,1.0,1.0,0.14,0.7000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,48,160.0,0.25,0.25,0.5,1.0,1.0,0.16,0.7999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,49,160.0,0.25,0.25,0.5,1.0,1.0,0.18,0.8999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,5,50,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,51,160.0,0.25,0.25,0.5,1.0,1.0,0.02,0.09999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,52,160.0,0.25,0.25,0.5,1.0,1.0,0.04,0.19999999999999998,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,53,160.0,0.25,0.25,0.5,1.0,1.0,0.06000000000000001,0.30000000000000004,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,54,160.0,0.25,0.25,0.5,1.0,1.0,0.08,0.39999999999999997,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,55,160.0,0.25,0.25,0.5,1.0,1.0,0.1,0.5,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,56,160.0,0.25,0.25,0.5,1.0,1.0,0.12000000000000002,0.6000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,57,160.0,0.25,0.25,0.5,1.0,1.0,0.14,0.7000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,58,160.0,0.25,0.25,0.5,1.0,1.0,0.16,0.7999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,59,160.0,0.25,0.25,0.5,1.0,1.0,0.18,0.8999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,6,60,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,61,100.0,0.25,0.25,0.5,1.0,1.0,0.02,0.09999999999999999,fixed_equal,fixed,nan,nan,WARN nonnegativity active: EGMA,1,EGMA,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,62,100.0,0.25,0.25,0.5,1.0,1.0,0.04,0.19999999999999998,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,63,100.0,0.25,0.25,0.5,1.0,1.0,0.06000000000000001,0.30000000000000004,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,64,100.0,0.25,0.25,0.5,1.0,1.0,0.08,0.39999999999999997,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,65,100.0,0.25,0.25,0.5,1.0,1.0,0.1,0.5,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,66,100.0,0.25,0.25,0.5,1.0,1.0,0.12000000000000002,0.6000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,67,100.0,0.25,0.25,0.5,1.0,1.0,0.14,0.7000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,68,100.0,0.25,0.25,0.5,1.0,1.0,0.16,0.7999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,69,100.0,0.25,0.25,0.5,1.0,1.0,0.18,0.8999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,7,70,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,71,160.0,0.25,0.25,0.5,1.0,1.0,0.02,0.09999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,72,160.0,0.25,0.25,0.5,1.0,1.0,0.04,0.19999999999999998,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,73,160.0,0.25,0.25,0.5,1.0,1.0,0.06000000000000001,0.30000000000000004,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,74,160.0,0.25,0.25,0.5,1.0,1.0,0.08,0.39999999999999997,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,75,160.0,0.25,0.25,0.5,1.0,1.0,0.1,0.5,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,76,160.0,0.25,0.25,0.5,1.0,1.0,0.12000000000000002,0.6000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,77,160.0,0.25,0.25,0.5,1.0,1.0,0.14,0.7000000000000001,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,78,160.0,0.25,0.25,0.5,1.0,1.0,0.16,0.7999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,79,160.0,0.25,0.25,0.5,1.0,1.0,0.18,0.8999999999999999,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,D,7,8,80,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,fixed_equal,fixed,nan,nan,,1,,nmr,0,0,,,,,,,,,,,,,,,
S3_transport,E,7,1,1,40.0,0.5,0.5,1.0,1.0,0.5,0.107096,0.53548,optimized,fim,nan,nan,"WARN nonnegativity active: EGMA,AcOH",1,EGMA;AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,2,40.0,0.5,0.5,1.0,1.0,0.5,0.111408,0.55704,optimized,fim,nan,nan,WARN nonnegativity active: AcOH,1,AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,3,40.0,0.5,0.5,1.0,1.0,0.5,0.11572,0.5786,optimized,fim,nan,nan,WARN nonnegativity active: AcOH,1,AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,4,40.0,0.5,0.5,1.0,1.0,0.5,0.120032,0.6001599999999999,optimized,fim,nan,nan,"WARN nonnegativity active: EGMA,AcOH",1,EGMA;AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,5,40.0,0.5,0.5,1.0,1.0,0.5,0.124344,0.6217199999999999,optimized,fim,nan,nan,WARN nonnegativity active: AcOH,1,AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,6,40.0,0.5,0.5,1.0,1.0,0.5,0.18039999999999998,0.9019999999999998,optimized,fim,nan,nan,"WARN nonnegativity active: EGMA,AcOH",1,EGMA;AcOH,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,7,40.0,0.5,0.5,1.0,1.0,0.5,0.18627999999999997,0.9313999999999998,optimized,fim,nan,nan,WARN nonnegativity active: EGMA,1,EGMA,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,8,40.0,0.5,0.5,1.0,1.0,0.5,0.191376,0.95688,optimized,fim,nan,nan,,1,,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,9,40.0,0.5,0.5,1.0,1.0,0.5,0.19568799999999997,0.9784399999999999,optimized,fim,nan,nan,WARN nonnegativity active: EGMA,1,EGMA,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,1,10,40.0,0.5,0.5,1.0,1.0,0.5,0.2,1.0,optimized,fim,nan,nan,WARN nonnegativity active: EGMA,1,EGMA,nmr,0,0,1500.584603874366,0.012504871698953047,0.006252435849476524,25.009743397906092,32.50974339790609,7.5,10.0,0.0,0.0,0.09290400000000001,0.0,0.0,1.568110911048712,1.0,10.0
S3_transport,E,7,2,11,130.0,0.25,0.25,0.5,1.0,0.1,0.05496000000000001,0.27480000000000004,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,12,130.0,0.25,0.25,0.5,1.0,0.1,0.060056000000000005,0.30028,optimized,fim,nan,nan,WARN nonnegativity active: EGMA,1,EGMA,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,13,130.0,0.25,0.25,0.5,1.0,0.1,0.064368,0.32183999999999996,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,14,130.0,0.25,0.25,0.5,1.0,0.1,0.06868,0.3434,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,15,130.0,0.25,0.25,0.5,1.0,0.1,0.072992,0.36496,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,16,130.0,0.25,0.25,0.5,1.0,0.1,0.18039999999999998,0.9019999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,17,130.0,0.25,0.25,0.5,1.0,0.1,0.18627999999999997,0.9313999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,18,130.0,0.25,0.25,0.5,1.0,0.1,0.191376,0.95688,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,19,130.0,0.25,0.25,0.5,1.0,0.1,0.19568799999999997,0.9784399999999999,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,2,20,130.0,0.25,0.25,0.5,1.0,0.1,0.2,1.0,optimized,fim,nan,nan,,1,,nmr,0,0,5453.934151841971,0.02897716148215141,0.00789966482779636,57.95432296430282,72.95432296430282,15.0,20.0,0.0,0.0,0.38298399999999994,1.0,1.0,61.02748688274021,2.0,20.0
S3_transport,E,7,3,21,160.0,0.25,0.25,0.5,1.0,1.0,0.036536000000000006,0.18268,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,22,160.0,0.25,0.25,0.5,1.0,1.0,0.040847999999999995,0.20423999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,23,160.0,0.25,0.25,0.5,1.0,1.0,0.045160000000000006,0.22580000000000003,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,24,160.0,0.25,0.25,0.5,1.0,1.0,0.049472,0.24736,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,25,160.0,0.25,0.25,0.5,1.0,1.0,0.053784,0.26892,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,26,160.0,0.25,0.25,0.5,1.0,1.0,0.18039999999999998,0.9019999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,27,160.0,0.25,0.25,0.5,1.0,1.0,0.18627999999999997,0.9313999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,28,160.0,0.25,0.25,0.5,1.0,1.0,0.191376,0.95688,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,29,160.0,0.25,0.25,0.5,1.0,1.0,0.19568799999999997,0.9784399999999999,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,3,30,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,optimized,fim,nan,nan,,1,,nmr,0,0,8225.707699809576,0.040526217932016446,0.019448721277661393,81.05243586403289,103.55243586403289,22.5,30.0,0.0,0.0,0.7099119999999999,2.0,2.0,89.06175199205788,3.0,30.0
S3_transport,E,7,4,31,100.0,0.25,0.25,0.5,1.0,1.0,0.15099999999999997,0.7549999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,32,100.0,0.25,0.25,0.5,1.0,1.0,0.15687999999999996,0.7843999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,33,100.0,0.25,0.25,0.5,1.0,1.0,0.16276,0.8137999999999999,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,34,100.0,0.25,0.25,0.5,1.0,1.0,0.16863999999999998,0.8431999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,35,100.0,0.25,0.25,0.5,1.0,1.0,0.17451999999999998,0.8725999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,36,100.0,0.25,0.25,0.5,1.0,1.0,0.18039999999999998,0.9019999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,37,100.0,0.25,0.25,0.5,1.0,1.0,0.18627999999999997,0.9313999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,38,100.0,0.25,0.25,0.5,1.0,1.0,0.191376,0.95688,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,39,100.0,0.25,0.25,0.5,1.0,1.0,0.19568799999999997,0.9784399999999999,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,4,40,100.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,optimized,fim,nan,nan,,1,,nmr,0,0,11483.01724777718,0.05409834104854816,0.03302084439419309,108.19668209709631,138.19668209709627,30.0,40.0,0.0,0.0,0.807912,3.0,3.0,127.57147318612324,4.0,40.0
S3_transport,E,7,5,41,160.0,0.25,0.25,0.5,1.0,1.0,0.03849600000000001,0.19248000000000004,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,42,160.0,0.25,0.25,0.5,1.0,1.0,0.042808,0.21403999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,43,160.0,0.25,0.25,0.5,1.0,1.0,0.047119999999999995,0.23559999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,44,160.0,0.25,0.25,0.5,1.0,1.0,0.051432000000000005,0.25716,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,45,160.0,0.25,0.25,0.5,1.0,1.0,0.17451999999999998,0.8725999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,46,160.0,0.25,0.25,0.5,1.0,1.0,0.18039999999999998,0.9019999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,47,160.0,0.25,0.25,0.5,1.0,1.0,0.18627999999999997,0.9313999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,48,160.0,0.25,0.25,0.5,1.0,1.0,0.191376,0.95688,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,49,160.0,0.25,0.25,0.5,1.0,1.0,0.19568799999999997,0.9784399999999999,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,5,50,160.0,0.25,0.25,0.5,1.0,1.0,0.2,1.0,optimized,fim,nan,nan,,1,,nmr,0,0,14852.830795744783,0.06813923083174649,0.04706173417739146,136.27846166349303,173.778461663493,37.5,50.0,0.0,0.0,1.1309199999999997,4.0,4.0,173.41802139544086,5.0,50.0
S3_transport,E,7,6,51,160.0,0.25,0.25,0.5,1.0,1.0,0.040847999999999995,0.20423999999999998,optimized,fim,nan,nan,,1,,nmr,0,0,15911.938455525908,0.0725521794141678,0.05147468275981284,145.10435882833573,190.1043588283357,45.0,60.0,0.0,0.0,1.449224,4.0,4.0,178.39847516556156,5.0,60.0
S3_transport,E,7,6,52,160.0,0.25,0.25,0.5,1.0,1.0,0.045160000000000006,0.22580000000000003,optimized,fim,nan,nan,,1,,nmr,0,0,15911.938455525908,0.0725521794141678,0.05147468275981284,145.10435882833573,190.1043588283357,45.0,60.0,0.0,0.0,1.449224,4.0,4.0,178.39847516556156,5.0,60.0
