scenario,strategy,seed,round,rounds_completed,rounds_planned,observation_mode,spatial_mode,T_C,Q1_mL_min,Q2_mL_min,Q_total_mL_min,C_EGDA_M,C_cat_M,n_positions,z_positions_m,z_over_L,design_mode,eig_param_nats,eig_model_nats,best_model,n_data,n_params_estimated,theta_Ea1_J_J_per_mol,theta_Ea2_J_J_per_mol,theta_K1_ref_dimensionless,theta_K2_ref_dimensionless,theta_k1_ref_L_per_mol_s,theta_k2_ref_L_per_mol_s,sigma_scaled_k1_ref,sigma_scaled_Ea1_J,sigma_scaled_k2_ref,sigma_scaled_Ea2_J,sigma_scaled_K1_ref,sigma_scaled_K2_ref,rel_ci95_pct_Ea1_J,rel_ci95_pct_Ea2_J,rel_ci95_pct_K1_ref,rel_ci95_pct_K2_ref,rel_ci95_pct_k1_ref,rel_ci95_pct_k2_ref,bound_lo_Ea1_J,bound_hi_Ea1_J,bound_lo_Ea2_J,bound_hi_Ea2_J,bound_lo_K1_ref,bound_hi_K1_ref,bound_lo_K2_ref,bound_hi_K2_ref,bound_lo_k1_ref,bound_hi_k1_ref,bound_lo_k2_ref,bound_hi_k2_ref,max_rel_ci_pct,corr_max_offdiag,n_bound_active,bound_active_params,n_models,model_entropy_nats,probs_reliable,evidence_warning,governor_state,governor_chi2_over_dof,governor_p_value,governor_p_bootstrap,governor_alpha_round,governor_dispersion_phi,governor_affected_species,governor_affected_region,governor_trigger_reasons,qc_rejected_this_round,qc_reacquired_this_round,cum_acid_mol_mol,cum_capillary_travel_m_m,cum_condition_changes_count,cum_egda_mol_mol,cum_energy_kJ_kJ,cum_liquid_mL_mL,cum_nmr_acquisitions_count,cum_nmr_reacquisitions_count,cum_qc_rejected_count,cum_reactor_conditions_count,cum_sample_mL_mL,cum_spatial_samples_count,cum_temperature_changes_count,cum_time_s_s,cum_waste_mL_mL,param_err_pct_vs_truth,blind_rmse_M_vs_truth,n_params_covered_by_ci95,selected_utility,selected_resource_penalty,selected_screen_score,design_objective_term_1,design_objective_term_2,design_objective_term_names,n_candidates_screened,stop_reason,is_final_round,p_model_wls,p_model_rev-pitzer
S3_transport,B,7,3,8,8,nmr,fixed_equal,70.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,120,6,44675.41123202219,119999.99891691202,3.760477166449339,0.40092907212607903,0.0005455510314319259,0.00211624882384479,0.11464211045003947,9.221171651024049,2.51169304968437,273.3922298254965,177421.58018474368,22636.64197487014,40.45513166547534,446.54064607866763,inf,inf,25.194524348025116,13640.302250253797,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.8086763087392822,1,Ea2_J,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.02255165754842958,0.9000000000000004,2.0,0.04510331509685916,27.323517616641837,90.20663019371827,30.0,0.0,0.0,3.0,22.5,30.0,2.0,5412.397811623097,112.70663019371827,171.30393111057464,0.05061690945789444,3,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,B,7,4,8,8,nmr,fixed_equal,90.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,160,6,53645.5809336337,20000.000001408116,6.180116182726373,0.015450290555951379,0.000522516750080695,0.0026289713969913893,0.07339734751636226,3.43911254725985,1.2656929975469144,54.19473195251124,15897.60351237735,334.5580737992796,12.56517400933424,531.108373097217,inf,inf,15.472105170818939,1095.0322616287253,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.7954211442451818,3,Ea2_J;K1_ref;K2_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.031027210064572774,1.2600000000000005,3.0,0.06205442012914555,46.53474809118628,124.10884025829102,40.0,0.0,0.0,4.0,30.0,40.0,3.0,7446.530415497463,154.10884025829102,203.08341236914495,0.03766432574844863,2,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,B,7,5,8,8,nmr,fixed_equal,110.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,200,6,48424.16248800935,24915.03099595309,6.180116182727476,0.015450290852192718,0.0005793972186977787,0.00237680147491164,0.0530432509707041,1.5250165047184372,0.7174579262531395,18.72315126747967,2060.05491805446,36.78099723906552,6.172605153446428,147.29010969410734,inf,2.035246019626898e+33,10.9561366491169,308.0491861569172,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9302778479903225,2,K1_ref;K2_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.039502762580715965,1.6200000000000006,4.0,0.07900552516143193,68.58020332712898,158.01105032286378,50.0,0.0,0.0,5.0,37.5,50.0,4.0,9480.663019371837,195.51105032286378,177.63023761919607,0.02662033544822044,3,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,B,7,6,8,8,nmr,fixed_equal,130.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,240,6,46275.57895491486,37733.958606213986,6.1801161827141335,0.015450291244649257,0.0006218741812677648,0.0013758988467617197,0.03988794122388437,0.8455904659519599,0.4172545760591701,7.775514539975504,386.5846354739253,3.759961645153846,3.581494496007415,40.388045837953186,inf,158587.95575791385,8.131767272721358,126.55532035155157,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9739817107563832,2,K1_ref;K2_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.04797831509685915,1.9800000000000006,5.0,0.0959566301937183,93.45988332446993,191.91326038743654,60.0,0.0,0.0,6.0,45.0,60.0,5.0,11514.795623246213,236.91326038743654,131.97853972918452,0.01814872806225308,3,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,B,7,7,8,8,nmr,fixed_equal,140.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,280,6,45060.53892431337,43270.51454883177,6.180116182727899,0.015450290461757788,0.0006535757995849282,0.0010147089140158435,0.0342986341829056,0.6293901646262577,0.31696860174560626,5.180193600607496,184.25233608361364,1.213818222877601,2.7376608272251435,23.464429677009264,6.898501518674918e+158,979.5007047769869,6.953644218436672,86.12688999828357,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9849491465403704,2,K1_ref;K2_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.05562053427966901,2.3400000000000007,6.0,0.11124106855933802,113.15434236917667,222.48213711867595,70.0,0.0,0.0,7.0,52.5,70.0,6.0,13348.928227120588,274.9821371186762,112.80028616151108,0.01725343594572478,4,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,B,7,8,8,8,nmr,fixed_equal,160.0,0.5,0.5,1.0,1.0,0.5,10,0.02;0.04;0.06;0.08;0.1;0.12;0.14;0.16;0.18;0.2,0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;1,fixed,nan,nan,wls,320,6,44091.77379630044,45719.84199523053,6.180116086345472,0.024847382496148412,0.000687198221289662,0.0008557320802022349,0.027574888729433405,0.43987632980561586,0.16792847201000813,2.388859781345646,60.221117320800886,0.34755053987764245,1.9553706557646977,10.240991585066956,1.824945650555383e+53,97.62459459617345,5.553398089542361,38.97721392943323,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9867712152960727,1,K1_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.06409608679581219,2.700000000000001,7.0,0.12819217359162438,142.28535950861502,256.38434718324874,80.0,0.0,0.0,8.0,60.0,80.0,7.0,15383.060830994964,316.3843471832492,87.09320180505287,0.011746843169767042,3,nan,nan,nan,nan,nan,,0,budget exhausted,1,,
S3_transport,C,7,1,8,8,nmr,fixed_equal,40.0,0.5,0.5,1.0,1.0,0.5,1,0.2,1,fixed,nan,nan,wls,4,6,56932.0157598681,119898.80984847856,0.7768512465388725,0.015525059271108985,0.00036133233922784624,3.862368334658547e-05,253144.7277893708,10979063.287330383,253652.5524880714,10979063.344680216,10981981.283921827,10981981.283921855,37797649.97946281,17947604.46977555,inf,inf,inf,inf,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9999999999796303,0,,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.002684052125297301,0.0,0.0,0.005368104250594602,0.6731602730245629,10.736208501189203,1.0,0.0,0.0,1.0,0.75,1.0,0.0,644.1725100713522,11.486208501189203,208.67307093458552,0.042749135701607176,2,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,C,7,2,8,8,nmr,fixed_equal,160.0,1.0,1.0,2.0,1.0,1.0,1,0.2,1,fixed,nan,nan,wls,8,6,53301.91937552897,84818.12633512435,0.8441696781639193,0.01571529234517306,0.0003323206296096276,3.8549773787228234e-05,178.61662484646737,7745.551821829741,9115.70158817786,247626.05001014567,253193.2253561713,54936.84452057021,28481.678987635205,572220.9143152183,inf,inf,1.1003744863254234e+154,inf,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9999813129913093,0,,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.04880211942570951,0.0,1.0,0.05148617155100681,112.72201102826979,102.97234310201362,2.0,0.0,0.0,2.0,1.5,2.0,1.0,3411.2565480960848,104.47234310201362,187.72359310969574,0.02426838540730992,3,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,C,7,3,8,8,nmr,fixed_equal,160.0,0.25,0.25,0.5,1.0,1.0,1,0.2,1,fixed,nan,nan,wls,12,6,53334.02178777904,81328.88914075776,0.41811885613911376,0.0820873305892628,0.00033255627592984746,3.8549117007199895e-05,0.8627460935399376,10.354814457017493,5188.749186304457,62255.2905887443,1.728012178782756,0.10844890644511067,38.05345191576155,150033.2426067635,2857.424468040416,23.684014443552726,442.4807111650465,inf,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9999999999555983,1,k2_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.053795242151395306,0.0,2.0,0.056479294276692606,118.35724933647879,112.95858855338523,3.0,0.0,0.0,3.0,2.25,3.0,1.0,4609.606002260677,115.20858855338523,157.14836147283583,0.020887989959296114,5,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,C,7,4,8,8,nmr,fixed_equal,120.0,0.25,0.25,0.5,1.0,1.0,1,0.2,1,fixed,nan,nan,wls,16,6,39788.979162554366,51834.07919118092,6.180116182727698,0.08296781446751739,0.0010405146209776712,0.0004502585853357595,0.09218702911682285,1.2094560723062675,0.1633225978636268,2.3196243060150903,24.802926648822414,0.10068122558823855,5.957765068652999,8.771186275000165,1.2962160364334795e+23,21.815229955089134,19.80396273514875,37.72824131916832,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9771822572869159,1,K1_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.06212169821041444,0.0,3.0,0.06480575033571175,144.97012073855177,129.6115006714235,4.0,0.0,0.0,4.0,3.0,4.0,2.0,6607.955456425269,132.6115006714235,53.87076196938067,0.0022791095624876564,5,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,C,7,5,8,8,nmr,fixed_equal,90.0,0.25,0.25,0.5,1.0,1.0,1,0.2,1,fixed,nan,nan,wls,20,6,40370.93719403657,49760.104766397184,6.180116182718258,0.0828229765679631,0.000995620092002895,0.000525223400617693,0.04223549162025359,0.701980504984109,0.11895258294828613,1.7651721925898958,22.760558956039578,0.10066887202489971,3.408099700920724,6.952834029828137,2.3668945676916207e+21,21.812280480565647,8.630449416071983,26.256714205452482,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9612908786733039,1,K1_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.06961482093610025,0.0,4.0,0.07229887306139755,164.04188362768946,144.59774612279512,5.0,0.0,0.0,5.0,3.75,5.0,3.0,8406.304910589863,148.34774612279512,48.13416772089161,0.0021643775978152026,6,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
S3_transport,C,7,6,8,8,nmr,fixed_equal,160.0,0.5,0.5,1.0,1.0,0.5,1,0.2,1,fixed,nan,nan,wls,24,6,40371.92405091692,50137.44292792894,6.180116182727975,0.08244163026511435,0.0009955703709686246,0.0005158618943013819,0.04042045024962156,0.5957816460149482,0.11196631125269789,1.5404754287635172,22.40932849470554,0.09927819222534955,2.892435903516908,6.022109752818252,1.1890647606810931e+21,21.48070489851943,8.244685228106219,24.539652110334487,20000.0,120000.0,20000.0,120000.0,0.06180116182727974,6.180116182727977,0.015450290456819938,1.5450290456819942,7.935761655790467e-05,0.07142185490211418,3.854911651227973e-05,0.03469420486105175,10000.0,0.9690559773747464,1,K1_ref,0,nan,-1.0,,,nan,nan,nan,nan,nan,,,,0,0,0.07813220639473088,0.0,5.0,0.08933364397865882,218.26732608491054,178.66728795731765,6.0,0.0,0.0,6.0,4.5,6.0,4.0,10450.477420661216,183.16728795731765,48.65350980926788,0.002011535618294396,5,nan,nan,nan,nan,nan,,0,budget exhausted,0,,
