bound_active,condition_number,effective_rank,eigenvalues_ascending,eigval_max,eigval_min,estimate_natural,final_round,matrix_kind,n_params,param,rel_ci_width_pct,rel_error_pct,scenario,seed,sigma_scaled,strategy,true_value
0,305031.32478326315,6,1.06573;33.3507;243.832;4170.47;42189.3;325080,325080.1854548709,1.065727218953179,40129.847884050956,8,posterior_precision,6,Ea1_J,0.47140965868657064,0.3246197101273901,S7_spatial_modes,5,0.0965183566028799,F-zadaptive,40000.0
0,305031.32478326315,6,1.06573;33.3507;243.832;4170.47;42189.3;325080,325080.1854548709,1.065727218953179,0.0006533716895963407,8,posterior_precision,6,k2_ref,1.8133611996792975,0.518721476360108,S7_spatial_modes,5,0.00916895868446872,F-zadaptive,0.00065
0,305031.32478326315,6,1.06573;33.3507;243.832;4170.47;42189.3;325080,325080.1854548709,1.065727218953179,47795.98383558018,8,posterior_precision,6,Ea2_J,0.6451345500856538,0.425033675874632,S7_spatial_modes,5,0.15732061493708266,F-zadaptive,48000.0
0,305031.32478326315,6,1.06573;33.3507;243.832;4170.47;42189.3;325080,325080.1854548709,1.065727218953179,4.290386858443218,8,posterior_precision,6,K1_ref,567.581632665706,376.7096509381353,S7_spatial_modes,5,0.9686181086414031,F-zadaptive,0.9
0,305031.32478326315,6,1.06573;33.3507;243.832;4170.47;42189.3;325080,325080.1854548709,1.065727218953179,0.0694016629001507,8,posterior_precision,6,K2_ref,3.2865980231466585,0.8547672854989996,S7_spatial_modes,5,0.016498695571151207,F-zadaptive,0.07
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,0.0009856625047861662,8,posterior_precision,6,k1_ref,1.4053772783058749,1.4337495213833815,S7_spatial_modes,6,0.007120374551519279,F-zadaptive,0.001
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,40091.20120117138,8,posterior_precision,6,Ea1_J,0.5579512528950783,0.2280030029284535,S7_spatial_modes,6,0.11412722418501142,F-zadaptive,40000.0
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,0.0006591691104038769,8,posterior_precision,6,k2_ref,2.0843171199851573,1.4106323698272254,S7_spatial_modes,6,0.01052496135205681,F-zadaptive,0.00065
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,47848.4383023842,8,posterior_precision,6,Ea2_J,0.7403713905970084,0.3157535366995793,S7_spatial_modes,6,0.18074293267260894,F-zadaptive,48000.0
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,0.6142038192507984,8,posterior_precision,6,K1_ref,124.31391219167978,31.75513119435574,S7_spatial_modes,6,0.4121817747673843,F-zadaptive,0.9
0,25619.392769147827,6,5.87889;26.7838;119.247;2049.25;33121.9;150613,150613.4931097662,5.8788861417177145,0.0726461981842586,8,posterior_precision,6,K2_ref,4.912531371030404,3.7802831203694236,S7_spatial_modes,6,0.024467746143730606,F-zadaptive,0.07
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,0.000960792797203579,8,posterior_precision,6,k1_ref,1.6330730036123509,3.9207202796421017,S7_spatial_modes,7,0.008264702997294952,F-zadaptive,0.001
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,40342.45768189547,8,posterior_precision,6,Ea1_J,0.6513456294107561,0.8561442047386663,S7_spatial_modes,7,0.13406573209587244,F-zadaptive,40000.0
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,0.0006838936742539542,8,posterior_precision,6,k2_ref,2.43320702790355,5.214411423685265,S7_spatial_modes,7,0.01226569460683594,F-zadaptive,0.00065
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,47479.23680766628,8,posterior_precision,6,Ea2_J,0.8544122722907499,1.0849233173619117,S7_spatial_modes,7,0.2069736867727998,F-zadaptive,48000.0
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,1.6385529728179968,8,posterior_precision,6,K1_ref,389.9522640178628,82.06144142422187,S7_spatial_modes,7,0.8107845816322448,F-zadaptive,0.9
0,207107.96622903517,6,1.5208;17.5338;260.688;5533.39;20197.6;314970,314969.69789738796,1.520799530951269,0.06963609975143015,8,posterior_precision,6,K2_ref,3.140669712243205,0.519857497956942,S7_spatial_modes,7,0.015777344820662332,F-zadaptive,0.07
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,0.001000168203577797,8,posterior_precision,6,k1_ref,0.9013344139664259,0.016820357779702422,S7_spatial_modes,8,0.004578044080439995,F-zadaptive,0.001
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,39999.545430840866,8,posterior_precision,6,Ea1_J,0.3707698205586486,0.0011364228978345636,S7_spatial_modes,8,0.07566645041745093,F-zadaptive,40000.0
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,0.0006479570191925566,8,posterior_precision,6,k2_ref,1.846777184302395,0.3143047396066695,S7_spatial_modes,8,0.009336384397077579,F-zadaptive,0.00065
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,48057.61670173533,8,posterior_precision,6,Ea2_J,0.6304136461619221,0.12003479528193567,S7_spatial_modes,8,0.15457233352445432,F-zadaptive,48000.0
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,3.521360050684267,8,posterior_precision,6,K1_ref,588.7632100373984,291.2622278538075,S7_spatial_modes,8,0.9845547724605737,F-zadaptive,0.9
0,528601.8756426362,6,1.03157;36.5585;428.508;8814.26;44691.4;545289,545289.1791852702,1.0315687558284707,0.06952989388472146,8,posterior_precision,6,K2_ref,2.411969075819509,0.6715801646836407,S7_spatial_modes,8,0.012159900659585473,F-zadaptive,0.07
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,0.0009850108966421415,8,posterior_precision,6,k1_ref,1.1887968230845036,1.4989103357858489,S7_spatial_modes,9,0.006029521126532342,F-zadaptive,0.001
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,40125.803434468384,8,posterior_precision,6,Ea1_J,0.43159161852408445,0.31450858617095945,S7_spatial_modes,9,0.08835694106561978,F-zadaptive,40000.0
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,0.0006718026241449311,8,posterior_precision,6,k2_ref,2.482021950860802,3.354249868450951,S7_spatial_modes,9,0.012508776329288847,F-zadaptive,0.00065
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,47633.54651488633,8,posterior_precision,6,Ea2_J,0.7721905308465601,0.7634447606534801,S7_spatial_modes,9,0.18766415086446114,F-zadaptive,48000.0
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,2.9358750612274576,8,posterior_precision,6,K1_ref,395.9450485854867,226.20834013638418,S7_spatial_modes,9,0.81698721706995,F-zadaptive,0.9
0,172268.36632992807,6,1.49813;27.1682;156.976;3451.76;42462.2;258081,258080.94419309119,1.4981331145778385,0.07403601810456167,8,posterior_precision,6,K2_ref,3.493631374896,5.765740149373809,S7_spatial_modes,9,0.017520353170624114,F-zadaptive,0.07
0,24560.424610376507,6,14.5111;41.6962;231.8;4158.99;66983.9;356399,356399.01609375223,14.511109711970436,0.0009876487530926792,8,posterior_precision,6,k1_ref,0.8483186922409347,1.2351246907320832,S7_spatial_modes,10,0.004309901480725921,F-zadaptive,0.001
