x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
5.20000000e-02,3.92070763e+01,2.39696829e-01,1.84788700e-04,1.01956113e-02,1.32241234e-02,1.07559889e-04,2.36591088e-01,1.04107311e-02,4.86406299e-01
5.30000000e-02,3.99610586e+01,2.39502930e-01,1.84788700e-04,1.03853786e-02,1.32241234e-02,1.11691211e-04,2.36591088e-01,1.06087610e-02,4.86406299e-01
5.40000000e-02,4.07150408e+01,2.39309189e-01,1.84788700e-04,1.05749121e-02,1.32241234e-02,1.15898655e-04,2.36591088e-01,1.08067094e-02,4.86406299e-01
5.50000000e-02,4.14690230e+01,2.39115606e-01,1.84788700e-04,1.07642120e-02,1.32241234e-02,1.20182125e-04,2.36591088e-01,1.10045762e-02,4.86406299e-01
5.60000000e-02,4.22230053e+01,2.38922180e-01,1.84788700e-04,1.09532786e-02,1.32241234e-02,1.24541528e-04,2.36591088e-01,1.12023616e-02,4.86406299e-01
5.70000000e-02,4.29769875e+01,2.38728911e-01,1.84788700e-04,1.11421120e-02,1.32241234e-02,1.28976769e-04,2.36591088e-01,1.14000656e-02,4.86406299e-01
5.80000000e-02,4.37309697e+01,2.38535800e-01,1.84788700e-04,1.13307126e-02,1.32241234e-02,1.33487754e-04,2.36591088e-01,1.15976881e-02,4.86406299e-01
5.90000000e-02,4.44849520e+01,2.38342845e-01,1.84788700e-04,1.15190805e-02,1.32241234e-02,1.38074388e-04,2.36591088e-01,1.17952293e-02,4.86406299e-01
6.00000000e-02,4.52389342e+01,2.38150047e-01,1.84788700e-04,1.17072159e-02,1.32241234e-02,1.42736578e-04,2.36591088e-01,1.19926891e-02,4.86406299e-01
6.10000000e-02,4.59929164e+01,2.37957407e-01,1.84788700e-04,1.18951192e-02,1.32241234e-02,1.47474230e-04,2.36591088e-01,1.21900676e-02,4.86406299e-01
6.20000000e-02,4.67468987e+01,2.37764922e-01,1.84788700e-04,1.20827904e-02,1.32241234e-02,1.52287250e-04,2.36591088e-01,1.23873649e-02,4.86406299e-01
6.30000000e-02,4.75008809e+01,2.37572595e-01,1.84788700e-04,1.22702298e-02,1.32241234e-02,1.57175544e-04,2.36591088e-01,1.25845809e-02,4.86406299e-01
6.40000000e-02,4.82548632e+01,2.37380423e-01,1.84788700e-04,1.24574376e-02,1.32241234e-02,1.62139018e-04,2.36591088e-01,1.27817157e-02,4.86406299e-01
6.50000000e-02,4.90088454e+01,2.37188408e-01,1.84788700e-04,1.26444141e-02,1.32241234e-02,1.67177579e-04,2.36591088e-01,1.29787693e-02,4.86406299e-01
6.60000000e-02,4.97628276e+01,2.36996549e-01,1.84788700e-04,1.28311595e-02,1.32241234e-02,1.72291134e-04,2.36591088e-01,1.31757418e-02,4.86406299e-01
6.70000000e-02,5.05168099e+01,2.36804846e-01,1.84788700e-04,1.30176740e-02,1.32241234e-02,1.77479588e-04,2.36591088e-01,1.33726331e-02,4.86406299e-01
6.80000000e-02,5.12707921e+01,2.36613299e-01,1.84788700e-04,1.32039577e-02,1.32241234e-02,1.82742849e-04,2.36591088e-01,1.35694434e-02,4.86406299e-01
6.90000000e-02,5.20247743e+01,2.36421908e-01,1.84788700e-04,1.33900110e-02,1.32241234e-02,1.88080823e-04,2.36591088e-01,1.37661727e-02,4.86406299e-01
7.00000000e-02,5.27787566e+01,2.36230673e-01,1.84788700e-04,1.35758341e-02,1.32241234e-02,1.93493418e-04,2.36591088e-01,1.39628209e-02,4.86406299e-01
7.10000000e-02,5.35327388e+01,2.36039592e-01,1.84788700e-04,1.37614271e-02,1.32241234e-02,1.98980539e-04,2.36591088e-01,1.41593882e-02,4.86406299e-01
7.20000000e-02,5.42867211e+01,2.35848668e-01,1.84788700e-04,1.39467903e-02,1.32241234e-02,2.04542094e-04,2.36591088e-01,1.43558745e-02,4.86406299e-01
7.30000000e-02,5.50407033e+01,2.35657898e-01,1.84788700e-04,1.41319239e-02,1.32241234e-02,2.10177991e-04,2.36591088e-01,1.45522799e-02,4.86406299e-01
7.40000000e-02,5.57946855e+01,2.35467284e-01,1.84788700e-04,1.43168281e-02,1.32241234e-02,2.15888136e-04,2.36591088e-01,1.47486044e-02,4.86406299e-01
7.50000000e-02,5.65486678e+01,2.35276824e-01,1.84788700e-04,1.45015032e-02,1.32241234e-02,2.21672437e-04,2.36591088e-01,1.49448480e-02,4.86406299e-01
7.60000000e-02,5.73026500e+01,2.35086520e-01,1.84788700e-04,1.46859493e-02,1.32241234e-02,2.27530801e-04,2.36591088e-01,1.51410109e-02,4.86406299e-01
7.70000000e-02,5.80566322e+01,2.34896370e-01,1.84788700e-04,1.48701667e-02,1.32241234e-02,2.33463135e-04,2.36591088e-01,1.53370929e-02,4.86406299e-01
7.80000000e-02,5.88106145e+01,2.34706375e-01,1.84788700e-04,1.50541555e-02,1.32241234e-02,2.39469347e-04,2.36591088e-01,1.55330942e-02,4.86406299e-01
7.90000000e-02,5.95645967e+01,2.34516535e-01,1.84788700e-04,1.52379161e-02,1.32241234e-02,2.45549345e-04,2.36591088e-01,1.57290148e-02,4.86406299e-01
8.00000000e-02,6.03185789e+01,2.34326848e-01,1.84788700e-04,1.54214487e-02,1.32241234e-02,2.51703036e-04,2.36591088e-01,1.59248547e-02,4.86406299e-01
8.10000000e-02,6.10725612e+01,2.34137316e-01,1.84788700e-04,1.56047533e-02,1.32241234e-02,2.57930329e-04,2.36591088e-01,1.61206140e-02,4.86406299e-01
8.20000000e-02,6.18265434e+01,2.33947939e-01,1.84788700e-04,1.57878303e-02,1.32241234e-02,2.64231130e-04,2.36591088e-01,1.63162926e-02,4.86406299e-01
8.30000000e-02,6.25805257e+01,2.33758715e-01,1.84788700e-04,1.59706799e-02,1.32241234e-02,2.70605349e-04,2.36591088e-01,1.65118906e-02,4.86406299e-01
8.40000000e-02,6.33345079e+01,2.33569645e-01,1.84788700e-04,1.61533023e-02,1.32241234e-02,2.77052892e-04,2.36591088e-01,1.67074081e-02,4.86406299e-01
8.50000000e-02,6.40884901e+01,2.33380729e-01,1.84788700e-04,1.63356977e-02,1.32241234e-02,2.83573669e-04,2.36591088e-01,1.69028451e-02,4.86406299e-01
8.60000000e-02,6.48424724e+01,2.33191966e-01,1.84788700e-04,1.65178664e-02,1.32241234e-02,2.90167587e-04,2.36591088e-01,1.70982015e-02,4.86406299e-01
8.70000000e-02,6.55964546e+01,2.33003357e-01,1.84788700e-04,1.66998084e-02,1.32241234e-02,2.96834555e-04,2.36591088e-01,1.72934775e-02,4.86406299e-01
8.80000000e-02,6.63504368e+01,2.32814901e-01,1.84788700e-04,1.68815242e-02,1.32241234e-02,3.03574482e-04,2.36591088e-01,1.74886731e-02,4.86406299e-01
8.90000000e-02,6.71044191e+01,2.32626599e-01,1.84788700e-04,1.70630138e-02,1.32241234e-02,3.10387274e-04,2.36591088e-01,1.76837883e-02,4.86406299e-01
9.00000000e-02,6.78584013e+01,2.32438450e-01,1.84788700e-04,1.72442774e-02,1.32241234e-02,3.17272843e-04,2.36591088e-01,1.78788231e-02,4.86406299e-01
9.10000000e-02,6.86123836e+01,2.32250453e-01,1.84788700e-04,1.74253154e-02,1.32241234e-02,3.24231095e-04,2.36591088e-01,1.80737776e-02,4.86406299e-01
9.20000000e-02,6.93663658e+01,2.32062610e-01,1.84788700e-04,1.76061279e-02,1.32241234e-02,3.31261939e-04,2.36591088e-01,1.82686518e-02,4.86406299e-01
9.30000000e-02,7.01203480e+01,2.31874920e-01,1.84788700e-04,1.77867152e-02,1.32241234e-02,3.38365285e-04,2.36591088e-01,1.84634458e-02,4.86406299e-01
9.40000000e-02,7.08743303e+01,2.31687382e-01,1.84788700e-04,1.79670774e-02,1.32241234e-02,3.45541042e-04,2.36591088e-01,1.86581595e-02,4.86406299e-01
9.50000000e-02,7.16283125e+01,2.31499996e-01,1.84788700e-04,1.81472147e-02,1.32241234e-02,3.52789118e-04,2.36591088e-01,1.88527930e-02,4.86406299e-01
9.60000000e-02,7.23822947e+01,2.31312763e-01,1.84788700e-04,1.83271274e-02,1.32241234e-02,3.60109422e-04,2.36591088e-01,1.90473463e-02,4.86406299e-01
9.70000000e-02,7.31362770e+01,2.31125682e-01,1.84788700e-04,1.85068158e-02,1.32241234e-02,3.67501864e-04,2.36591088e-01,1.92418195e-02,4.86406299e-01
9.80000000e-02,7.38902592e+01,2.30938754e-01,1.84788700e-04,1.86862799e-02,1.32241234e-02,3.74966353e-04,2.36591088e-01,1.94362126e-02,4.86406299e-01
9.90000000e-02,7.46442414e+01,2.30751977e-01,1.84788700e-04,1.88655200e-02,1.32241234e-02,3.82502799e-04,2.36591088e-01,1.96305256e-02,4.86406299e-01
1.00000000e-01,7.53982237e+01,2.30565353e-01,1.84788700e-04,1.90445364e-02,1.32241234e-02,3.90111109e-04,2.36591088e-01,1.98247586e-02,4.86406299e-01
1.01000000e-01,7.61522059e+01,2.30378880e-01,1.84788700e-04,1.92233292e-02,1.32241234e-02,3.97791196e-04,2.36591088e-01,2.00189116e-02,4.86406299e-01
1.02000000e-01,7.69061882e+01,2.30192558e-01,1.84788700e-04,1.94018986e-02,1.32241234e-02,4.05542967e-04,2.36591088e-01,2.02129846e-02,4.86406299e-01
1.03000000e-01,7.76601704e+01,2.30006389e-01,1.84788700e-04,1.95802450e-02,1.32241234e-02,4.13366332e-04,2.36591088e-01,2.04069776e-02,4.86406299e-01
1.04000000e-01,7.84141526e+01,2.29820370e-01,1.84788700e-04,1.97583684e-02,1.32241234e-02,4.21261202e-04,2.36591088e-01,2.06008908e-02,4.86406299e-01
1.05000000e-01,7.91681349e+01,2.29634503e-01,1.84788700e-04,1.99362691e-02,1.32241234e-02,4.29227486e-04,2.36591088e-01,2.07947241e-02,4.86406299e-01
1.06000000e-01,7.99221171e+01,2.29448788e-01,1.84788700e-04,2.01139473e-02,1.32241234e-02,4.37265094e-04,2.36591088e-01,2.09884775e-02,4.86406299e-01
1.07000000e-01,8.06760993e+01,2.29263223e-01,1.84788700e-04,2.02914032e-02,1.32241234e-02,4.45373936e-04,2.36591088e-01,2.11821511e-02,4.86406299e-01
1.08000000e-01,8.14300816e+01,2.29077809e-01,1.84788700e-04,2.04686371e-02,1.32241234e-02,4.53553922e-04,2.36591088e-01,2.13757449e-02,4.86406299e-01
1.09000000e-01,8.21840638e+01,2.28892546e-01,1.84788700e-04,2.06456491e-02,1.32241234e-02,4.61804962e-04,2.36591088e-01,2.15692590e-02,4.86406299e-01
1.10000000e-01,8.29380461e+01,2.28707434e-01,1.84788700e-04,2.08224395e-02,1.32241234e-02,4.70126968e-04,2.36591088e-01,2.17626934e-02,4.86406299e-01
1.11000000e-01,8.36920283e+01,2.28522472e-01,1.84788700e-04,2.09990084e-02,1.32241234e-02,4.78519848e-04,2.36591088e-01,2.19560481e-02,4.86406299e-01
1.12000000e-01,8.44460105e+01,2.28337660e-01,1.84788700e-04,2.11753561e-02,1.32241234e-02,4.86983514e-04,2.36591088e-01,2.21493231e-02,4.86406299e-01
1.13000000e-01,8.51999928e+01,2.28152999e-01,1.84788700e-04,2.13514828e-02,1.32241234e-02,4.95517875e-04,2.36591088e-01,2.23425186e-02,4.86406299e-01
1.14000000e-01,8.59539750e+01,2.27968488e-01,1.84788700e-04,2.15273887e-02,1.32241234e-02,5.04122844e-04,2.36591088e-01,2.25356344e-02,4.86406299e-01
1.15000000e-01,8.67079572e+01,2.27784128e-01,1.84788700e-04,2.17030740e-02,1.32241234e-02,5.12798329e-04,2.36591088e-01,2.27286707e-02,4.86406299e-01
1.16000000e-01,8.74619395e+01,2.27599917e-01,1.84788700e-04,2.18785389e-02,1.32241234e-02,5.21544243e-04,2.36591088e-01,2.29216274e-02,4.86406299e-01
1.17000000e-01,8.82159217e+01,2.27415856e-01,1.84788700e-04,2.20537837e-02,1.32241234e-02,5.30360496e-04,2.36591088e-01,2.31145047e-02,4.86406299e-01
1.18000000e-01,8.89699039e+01,2.27231945e-01,1.84788700e-04,2.22288085e-02,1.32241234e-02,5.39246999e-04,2.36591088e-01,2.33073025e-02,4.86406299e-01
1.19000000e-01,8.97238862e+01,2.27048183e-01,1.84788700e-04,2.24036135e-02,1.32241234e-02,5.48203662e-04,2.36591088e-01,2.35000208e-02,4.86406299e-01
1.20000000e-01,9.04778684e+01,2.26864571e-01,1.84788700e-04,2.25781990e-02,1.32241234e-02,5.57230398e-04,2.36591088e-01,2.36926598e-02,4.86406299e-01
1.21000000e-01,9.12318507e+01,2.26681108e-01,1.84788700e-04,2.27525652e-02,1.32241234e-02,5.66327117e-04,2.36591088e-01,2.38852194e-02,4.86406299e-01
1.22000000e-01,9.19858329e+01,2.26497794e-01,1.84788700e-04,2.29267123e-02,1.32241234e-02,5.75493731e-04,2.36591088e-01,2.40776997e-02,4.86406299e-01
1.23000000e-01,9.27398151e+01,2.26314629e-01,1.84788700e-04,2.31006404e-02,1.32241234e-02,5.84730150e-04,2.36591088e-01,2.42701007e-02,4.86406299e-01
1.24000000e-01,9.34937974e+01,2.26131614e-01,1.84788700e-04,2.32743498e-02,1.32241234e-02,5.94036287e-04,2.36591088e-01,2.44624224e-02,4.86406299e-01
1.25000000e-01,9.42477796e+01,2.25948747e-01,1.84788700e-04,2.34478408e-02,1.32241234e-02,6.03412053e-04,2.36591088e-01,2.46546649e-02,4.86406299e-01
1.26000000e-01,9.50017618e+01,2.25766029e-01,1.84788700e-04,2.36211135e-02,1.32241234e-02,6.12857360e-04,2.36591088e-01,2.48468282e-02,4.86406299e-01
1.27000000e-01,9.57557441e+01,2.25583460e-01,1.84788700e-04,2.37941680e-02,1.32241234e-02,6.22372119e-04,2.36591088e-01,2.50389123e-02,4.86406299e-01
1.28000000e-01,9.65097263e+01,2.25401039e-01,1.84788700e-04,2.39670048e-02,1.32241234e-02,6.31956242e-04,2.36591088e-01,2.52309173e-02,4.86406299e-01
1.29000000e-01,9.72637086e+01,2.25218767e-01,1.84788700e-04,2.41396238e-02,1.32241234e-02,6.41609640e-04,2.36591088e-01,2.54228431e-02,4.86406299e-01
1.30000000e-01,9.80176908e+01,2.25036642e-01,1.84788700e-04,2.43120254e-02,1.32241234e-02,6.51332227e-04,2.36591088e-01,2.56146899e-02,4.86406299e-01
1.31000000e-01,9.87716730e+01,2.24854666e-01,1.84788700e-04,2.44842098e-02,1.32241234e-02,6.61123913e-04,2.36591088e-01,2.58064576e-02,4.86406299e-01
1.32000000e-01,9.95256553e+01,2.24672838e-01,1.84788700e-04,2.46561771e-02,1.32241234e-02,6.70984612e-04,2.36591088e-01,2.59981464e-02,4.86406299e-01
1.33000000e-01,1.00279638e+02,2.24491158e-01,1.84788700e-04,2.48279276e-02,1.32241234e-02,6.80914235e-04,2.36591088e-01,2.61897561e-02,4.86406299e-01
1.34000000e-01,1.01033620e+02,2.24309626e-01,1.84788700e-04,2.49994615e-02,1.32241234e-02,6.90912694e-04,2.36591088e-01,2.63812869e-02,4.86406299e-01
1.35000000e-01,1.01787602e+02,2.24128241e-01,1.84788700e-04,2.51707790e-02,1.32241234e-02,7.00979903e-04,2.36591088e-01,2.65727388e-02,4.86406299e-01
1.36000000e-01,1.02541584e+02,2.23947004e-01,1.84788700e-04,2.53418803e-02,1.32241234e-02,7.11115772e-04,2.36591088e-01,2.67641118e-02,4.86406299e-01
1.37000000e-01,1.03295566e+02,2.23765914e-01,1.84788700e-04,2.55127655e-02,1.32241234e-02,7.21320216e-04,2.36591088e-01,2.69554060e-02,4.86406299e-01
1.38000000e-01,1.04049549e+02,2.23584972e-01,1.84788700e-04,2.56834350e-02,1.32241234e-02,7.31593146e-04,2.36591088e-01,2.71466213e-02,4.86406299e-01
1.39000000e-01,1.04803531e+02,2.23404177e-01,1.84788700e-04,2.58538889e-02,1.32241234e-02,7.41934475e-04,2.36591088e-01,2.73377578e-02,4.86406299e-01
1.40000000e-01,1.05557513e+02,2.23223529e-01,1.84788700e-04,2.60241274e-02,1.32241234e-02,7.52344116e-04,2.36591088e-01,2.75288156e-02,4.86406299e-01
1.41000000e-01,1.06311495e+02,2.23043027e-01,1.84788700e-04,2.61941507e-02,1.32241234e-02,7.62821982e-04,2.36591088e-01,2.77197947e-02,4.86406299e-01
1.42000000e-01,1.07065478e+02,2.22862673e-01,1.84788700e-04,2.63639590e-02,1.32241234e-02,7.73367986e-04,2.36591088e-01,2.79106950e-02,4.86406299e-01
1.43000000e-01,1.07819460e+02,2.22682465e-01,1.84788700e-04,2.65335526e-02,1.32241234e-02,7.83982041e-04,2.36591088e-01,2.81015167e-02,4.86406299e-01
1.44000000e-01,1.08573442e+02,2.22502404e-01,1.84788700e-04,2.67029317e-02,1.32241234e-02,7.94664060e-04,2.36591088e-01,2.82922598e-02,4.86406299e-01
1.45000000e-01,1.09327424e+02,2.22322490e-01,1.84788700e-04,2.68720964e-02,1.32241234e-02,8.05413955e-04,2.36591088e-01,2.84829243e-02,4.86406299e-01
1.46000000e-01,1.10081407e+02,2.22142721e-01,1.84788700e-04,2.70410469e-02,1.32241234e-02,8.16231642e-04,2.36591088e-01,2.86735102e-02,4.86406299e-01
1.47000000e-01,1.10835389e+02,2.21963099e-01,1.84788700e-04,2.72097835e-02,1.32241234e-02,8.27117032e-04,2.36591088e-01,2.88640175e-02,4.86406299e-01
1.48000000e-01,1.11589371e+02,2.21783624e-01,1.84788700e-04,2.73783063e-02,1.32241234e-02,8.38070039e-04,2.36591088e-01,2.90544464e-02,4.86406299e-01
1.49000000e-01,1.12343353e+02,2.21604294e-01,1.84788700e-04,2.75466157e-02,1.32241234e-02,8.49090577e-04,2.36591088e-01,2.92447968e-02,4.86406299e-01
1.50000000e-01,1.13097336e+02,2.21425110e-01,1.84788700e-04,2.77147117e-02,1.32241234e-02,8.60178559e-04,2.36591088e-01,2.94350688e-02,4.86406299e-01
1.51000000e-01,1.13851318e+02,2.21246072e-01,1.84788700e-04,2.78825945e-02,1.32241234e-02,8.71333899e-04,2.36591088e-01,2.96252623e-02,4.86406299e-01
1.52000000e-01,1.14605300e+02,2.21067179e-01,1.84788700e-04,2.80502645e-02,1.32241234e-02,8.82556511e-04,2.36591088e-01,2.98153775e-02,4.86406299e-01
