x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-04,2.26194671e-01,1.14322026e-03,1.14287709e-03,3.43171764e-07
6.00000000e-04,4.52389342e-01,2.28512749e-03,2.28375561e-03,1.37188692e-06
9.00000000e-04,6.78584013e-01,3.42572321e-03,3.42263827e-03,3.08493746e-06
1.20000000e-03,9.04778684e-01,4.56500890e-03,4.55952778e-03,5.48111864e-06
1.50000000e-03,1.13097336e+00,5.70298607e-03,5.69442684e-03,8.55922732e-06
1.80000000e-03,1.35716803e+00,6.83965621e-03,6.82733815e-03,1.23180620e-05
2.10000000e-03,1.58336270e+00,7.97502081e-03,7.95826438e-03,1.67564227e-05
2.40000000e-03,1.80955737e+00,9.10908136e-03,9.08720825e-03,2.18731112e-05
2.70000000e-03,2.03575204e+00,1.02418394e-02,1.02141724e-02,2.76669307e-05
3.00000000e-03,2.26194671e+00,1.13732963e-02,1.13391596e-02,3.41366861e-05
3.30000000e-03,2.48814138e+00,1.25034536e-02,1.24621724e-02,4.12811840e-05
3.60000000e-03,2.71433605e+00,1.36323129e-02,1.35832136e-02,4.90992323e-05
3.90000000e-03,2.94053072e+00,1.47598755e-02,1.47022859e-02,5.75896409e-05
4.20000000e-03,3.16672539e+00,1.58861430e-02,1.58193918e-02,6.67512210e-05
4.50000000e-03,3.39292007e+00,1.70111169e-02,1.69345341e-02,7.65827855e-05
4.80000000e-03,3.61911474e+00,1.81347985e-02,1.80477154e-02,8.70831488e-05
5.10000000e-03,3.84530941e+00,1.92571895e-02,1.91589384e-02,9.82511271e-05
5.40000000e-03,4.07150408e+00,2.03782912e-02,2.02682057e-02,1.10085538e-04
5.70000000e-03,4.29769875e+00,2.14981052e-02,2.13755200e-02,1.22585200e-04
6.00000000e-03,4.52389342e+00,2.26166330e-02,2.24808840e-02,1.35748936e-04
6.30000000e-03,4.75008809e+00,2.37338759e-02,2.35843003e-02,1.49575566e-04
6.60000000e-03,4.97628276e+00,2.48498354e-02,2.46857715e-02,1.64063915e-04
6.90000000e-03,5.20247743e+00,2.59645131e-02,2.57853003e-02,1.79212808e-04
7.20000000e-03,5.42867211e+00,2.70779104e-02,2.68828893e-02,1.95021073e-04
7.50000000e-03,5.65486678e+00,2.81900287e-02,2.79785412e-02,2.11487538e-04
7.80000000e-03,5.88106145e+00,2.93008696e-02,2.90722585e-02,2.28611034e-04
8.10000000e-03,6.10725612e+00,3.04104344e-02,3.01640440e-02,2.46390392e-04
8.40000000e-03,6.33345079e+00,3.15187246e-02,3.12539002e-02,2.64824446e-04
8.70000000e-03,6.55964546e+00,3.26257418e-02,3.23418297e-02,2.83912031e-04
9.00000000e-03,6.78584013e+00,3.37314872e-02,3.34278353e-02,3.03651983e-04
9.30000000e-03,7.01203480e+00,3.48359625e-02,3.45119194e-02,3.24043140e-04
9.60000000e-03,7.23822947e+00,3.59391690e-02,3.55940847e-02,3.45084343e-04
9.90000000e-03,7.46442414e+00,3.70411083e-02,3.66743338e-02,3.66774433e-04
1.02000000e-02,7.69061882e+00,3.81417816e-02,3.77526694e-02,3.89112251e-04
1.05000000e-02,7.91681349e+00,3.92411906e-02,3.88290939e-02,4.12096644e-04
1.08000000e-02,8.14300816e+00,4.03393366e-02,3.99036101e-02,4.35726456e-04
1.11000000e-02,8.36920283e+00,4.14362211e-02,4.09762205e-02,4.60000536e-04
1.14000000e-02,8.59539750e+00,4.25318455e-02,4.20469277e-02,4.84917731e-04
1.17000000e-02,8.82159217e+00,4.36262112e-02,4.31157343e-02,5.10476893e-04
1.20000000e-02,9.04778684e+00,4.47193198e-02,4.41826429e-02,5.36676874e-04
1.23000000e-02,9.27398151e+00,4.58111726e-02,4.52476561e-02,5.63516526e-04
1.26000000e-02,9.50017618e+00,4.69017711e-02,4.63107764e-02,5.90994707e-04
1.29000000e-02,9.72637086e+00,4.79911167e-02,4.73720064e-02,6.19110271e-04
1.32000000e-02,9.95256553e+00,4.90792108e-02,4.84313487e-02,6.47862078e-04
1.35000000e-02,1.01787602e+01,5.01660549e-02,4.94888059e-02,6.77248987e-04
1.38000000e-02,1.04049549e+01,5.12516504e-02,5.05443805e-02,7.07269860e-04
1.41000000e-02,1.06311495e+01,5.23359987e-02,5.15980751e-02,7.37923559e-04
1.44000000e-02,1.08573442e+01,5.34191013e-02,5.26498923e-02,7.69208949e-04
1.47000000e-02,1.10835389e+01,5.45009595e-02,5.36998346e-02,8.01124895e-04
1.50000000e-02,1.13097336e+01,5.55815749e-02,5.47479046e-02,8.33670265e-04
1.53000000e-02,1.15359282e+01,5.66609487e-02,5.57941048e-02,8.66843928e-04
1.56000000e-02,1.17621229e+01,5.77390826e-02,5.68384378e-02,9.00644754e-04
1.59000000e-02,1.19883176e+01,5.88159777e-02,5.78809061e-02,9.35071616e-04
1.62000000e-02,1.22145122e+01,5.98916357e-02,5.89215123e-02,9.70123387e-04
1.65000000e-02,1.24407069e+01,6.09660578e-02,5.99602588e-02,1.00579894e-03
1.68000000e-02,1.26669016e+01,6.20392455e-02,6.09971484e-02,1.04209716e-03
1.71000000e-02,1.28930963e+01,6.31112003e-02,6.20321833e-02,1.07901691e-03
