x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
2.31000000e-02,1.74169897e+01,2.17124229e-01,2.03222456e-01,1.39017727e-02
2.34000000e-02,1.76431843e+01,2.19606973e-01,2.05364623e-01,1.42423500e-02
2.37000000e-02,1.78693790e+01,2.22081784e-01,2.07495304e-01,1.45864803e-02
2.40000000e-02,1.80955737e+01,2.24548688e-01,2.09614543e-01,1.49341444e-02
2.43000000e-02,1.83217684e+01,2.27007708e-01,2.11722385e-01,1.52853230e-02
2.46000000e-02,1.85479630e+01,2.29458871e-01,2.13818874e-01,1.56399970e-02
2.49000000e-02,1.87741577e+01,2.31902202e-01,2.15904055e-01,1.59981473e-02
2.52000000e-02,1.90003524e+01,2.34337725e-01,2.17977970e-01,1.63597547e-02
2.55000000e-02,1.92265470e+01,2.36765466e-01,2.20040665e-01,1.67248005e-02
2.58000000e-02,1.94527417e+01,2.39185448e-01,2.22092183e-01,1.70932656e-02
2.61000000e-02,1.96789364e+01,2.41597698e-01,2.24132566e-01,1.74651312e-02
2.64000000e-02,1.99051311e+01,2.44002238e-01,2.26161860e-01,1.78403787e-02
2.67000000e-02,2.01313257e+01,2.46399095e-01,2.28180106e-01,1.82189894e-02
2.70000000e-02,2.03575204e+01,2.48788292e-01,2.30187348e-01,1.86009446e-02
2.73000000e-02,2.05837151e+01,2.51169855e-01,2.32183629e-01,1.89862258e-02
2.76000000e-02,2.08099097e+01,2.53543806e-01,2.34168991e-01,1.93748146e-02
2.79000000e-02,2.10361044e+01,2.55910171e-01,2.36143478e-01,1.97666927e-02
2.82000000e-02,2.12622991e+01,2.58268974e-01,2.38107132e-01,2.01618416e-02
2.85000000e-02,2.14884938e+01,2.60620238e-01,2.40059995e-01,2.05602432e-02
2.88000000e-02,2.17146884e+01,2.62963988e-01,2.42002109e-01,2.09618792e-02
2.91000000e-02,2.19408831e+01,2.65300248e-01,2.43933516e-01,2.13667317e-02
2.94000000e-02,2.21670778e+01,2.67629041e-01,2.45854259e-01,2.17747825e-02
2.97000000e-02,2.23932724e+01,2.69950392e-01,2.47764378e-01,2.21860137e-02
3.00000000e-02,2.26194671e+01,2.72264324e-01,2.49663916e-01,2.26004075e-02
3.03000000e-02,2.28456618e+01,2.74570860e-01,2.51552914e-01,2.30179460e-02
3.06000000e-02,2.30718564e+01,2.76870025e-01,2.53431414e-01,2.34386114e-02
3.09000000e-02,2.32980511e+01,2.79161842e-01,2.55299456e-01,2.38623861e-02
3.12000000e-02,2.35242458e+01,2.81446334e-01,2.57157081e-01,2.42892524e-02
3.15000000e-02,2.37504405e+01,2.83723524e-01,2.59004331e-01,2.47191929e-02
3.18000000e-02,2.39766351e+01,2.85993436e-01,2.60841246e-01,2.51521900e-02
3.21000000e-02,2.42028298e+01,2.88256094e-01,2.62667867e-01,2.55882263e-02
3.24000000e-02,2.44290245e+01,2.90511519e-01,2.64484235e-01,2.60272846e-02
3.27000000e-02,2.46552191e+01,2.92759736e-01,2.66290389e-01,2.64693475e-02
3.30000000e-02,2.48814138e+01,2.95000767e-01,2.68086369e-01,2.69143978e-02
3.33000000e-02,2.51076085e+01,2.97234635e-01,2.69872217e-01,2.73624184e-02
3.36000000e-02,2.53338032e+01,2.99461364e-01,2.71647971e-01,2.78133922e-02
3.39000000e-02,2.55599978e+01,3.01680975e-01,2.73413672e-01,2.82673023e-02
3.42000000e-02,2.57861925e+01,3.03893491e-01,2.75169359e-01,2.87241316e-02
3.45000000e-02,2.60123872e+01,3.06098935e-01,2.76915072e-01,2.91838633e-02
3.48000000e-02,2.62385818e+01,3.08297330e-01,2.78650850e-01,2.96464807e-02
3.51000000e-02,2.64647765e+01,3.10488698e-01,2.80376732e-01,3.01119669e-02
3.54000000e-02,2.66909712e+01,3.12673062e-01,2.82092757e-01,3.05803053e-02
3.57000000e-02,2.69171659e+01,3.14850444e-01,2.83798964e-01,3.10514793e-02
3.60000000e-02,2.71433605e+01,3.17020865e-01,2.85495393e-01,3.15254724e-02
3.63000000e-02,2.73695552e+01,3.19184349e-01,2.87182081e-01,3.20022680e-02
3.66000000e-02,2.75957499e+01,3.21340917e-01,2.88859068e-01,3.24818498e-02
3.69000000e-02,2.78219445e+01,3.23490592e-01,2.90526391e-01,3.29642015e-02
3.72000000e-02,2.80481392e+01,3.25633396e-01,2.92184089e-01,3.34493066e-02
3.75000000e-02,2.82743339e+01,3.27769349e-01,2.93832200e-01,3.39371491e-02
3.78000000e-02,2.85005286e+01,3.29898475e-01,2.95470763e-01,3.44277127e-02
3.81000000e-02,2.87267232e+01,3.32020795e-01,2.97099814e-01,3.49209813e-02
3.84000000e-02,2.89529179e+01,3.34136331e-01,2.98719392e-01,3.54169390e-02
3.87000000e-02,2.91791126e+01,3.36245105e-01,3.00329535e-01,3.59155698e-02
3.90000000e-02,2.94053072e+01,3.38347137e-01,3.01930279e-01,3.64168577e-02
3.93000000e-02,2.96315019e+01,3.40442449e-01,3.03521662e-01,3.69207870e-02
3.96000000e-02,2.98576966e+01,3.42531064e-01,3.05103722e-01,3.74273418e-02
3.99000000e-02,3.00838913e+01,3.44613002e-01,3.06676496e-01,3.79365064e-02
4.02000000e-02,3.03100859e+01,3.46688285e-01,3.08240019e-01,3.84482652e-02
4.05000000e-02,3.05362806e+01,3.48756933e-01,3.09794330e-01,3.89626026e-02
4.08000000e-02,3.07624753e+01,3.50818968e-01,3.11339465e-01,3.94795030e-02
4.11000000e-02,3.09886699e+01,3.52874412e-01,3.12875461e-01,3.99989511e-02
4.14000000e-02,3.12148646e+01,3.54923285e-01,3.14402353e-01,4.05209313e-02
4.17000000e-02,3.14410593e+01,3.56965608e-01,3.15920179e-01,4.10454283e-02
4.20000000e-02,3.16672539e+01,3.59001401e-01,3.17428975e-01,4.15724269e-02
4.23000000e-02,3.18934486e+01,3.61030687e-01,3.18928775e-01,4.21019118e-02
4.26000000e-02,3.21196433e+01,3.63053486e-01,3.20419618e-01,4.26338679e-02
4.29000000e-02,3.23458380e+01,3.65069817e-01,3.21901537e-01,4.31682800e-02
4.32000000e-02,3.25720326e+01,3.67079703e-01,3.23374570e-01,4.37051331e-02
4.35000000e-02,3.27982273e+01,3.69083164e-01,3.24838751e-01,4.42444123e-02
4.38000000e-02,3.30244220e+01,3.71080219e-01,3.26294117e-01,4.47861026e-02
4.41000000e-02,3.32506166e+01,3.73070890e-01,3.27740701e-01,4.53301891e-02
4.44000000e-02,3.34768113e+01,3.75055197e-01,3.29178540e-01,4.58766570e-02
4.47000000e-02,3.37030060e+01,3.77033160e-01,3.30607669e-01,4.64254916e-02
4.50000000e-02,3.39292007e+01,3.79004800e-01,3.32028122e-01,4.69766782e-02
4.53000000e-02,3.41553953e+01,3.80970136e-01,3.33439934e-01,4.75302022e-02
4.56000000e-02,3.43815900e+01,3.82929190e-01,3.34843141e-01,4.80860489e-02
4.59000000e-02,3.46077847e+01,3.84881980e-01,3.36237776e-01,4.86442039e-02
4.62000000e-02,3.48339793e+01,3.86828527e-01,3.37623874e-01,4.92046528e-02
4.65000000e-02,3.50601740e+01,3.88768850e-01,3.39001469e-01,4.97673811e-02
4.68000000e-02,3.52863687e+01,3.90702971e-01,3.40370596e-01,5.03323744e-02
4.71000000e-02,3.55125634e+01,3.92630908e-01,3.41731289e-01,5.08996186e-02
4.74000000e-02,3.57387580e+01,3.94552681e-01,3.43083582e-01,5.14690993e-02
4.77000000e-02,3.59649527e+01,3.96468310e-01,3.44427508e-01,5.20408025e-02
4.80000000e-02,3.61911474e+01,3.98377815e-01,3.45763101e-01,5.26147139e-02
4.83000000e-02,3.64173420e+01,4.00281215e-01,3.47090395e-01,5.31908196e-02
4.86000000e-02,3.66435367e+01,4.02178529e-01,3.48409424e-01,5.37691055e-02
4.89000000e-02,3.68697314e+01,4.04069778e-01,3.49720220e-01,5.43495577e-02
4.92000000e-02,3.70959261e+01,4.05954980e-01,3.51022817e-01,5.49321623e-02
4.95000000e-02,3.73221207e+01,4.07834154e-01,3.52317249e-01,5.55169055e-02
4.98000000e-02,3.75483154e+01,4.09707321e-01,3.53603547e-01,5.61037735e-02
5.01000000e-02,3.77745101e+01,4.11574499e-01,3.54881746e-01,5.66927526e-02
5.04000000e-02,3.80007047e+01,4.13435707e-01,3.56151878e-01,5.72838291e-02
5.07000000e-02,3.82268994e+01,4.15290965e-01,3.57413975e-01,5.78769894e-02
5.10000000e-02,3.84530941e+01,4.17140291e-01,3.58668071e-01,5.84722199e-02
5.13000000e-02,3.86792888e+01,4.18983704e-01,3.59914197e-01,5.90695072e-02
5.16000000e-02,3.89054834e+01,4.20821224e-01,3.61152386e-01,5.96688378e-02
5.19000000e-02,3.91316781e+01,4.22652868e-01,3.62382670e-01,6.02701983e-02
5.22000000e-02,3.93578728e+01,4.24478657e-01,3.63605081e-01,6.08735754e-02
5.25000000e-02,3.95840674e+01,4.26298608e-01,3.64819652e-01,6.14789558e-02
5.28000000e-02,3.98102621e+01,4.28112740e-01,3.66026414e-01,6.20863262e-02
5.31000000e-02,4.00364568e+01,4.29921072e-01,3.67225399e-01,6.26956735e-02
5.34000000e-02,4.02626514e+01,4.31723623e-01,3.68416638e-01,6.33069846e-02
5.37000000e-02,4.04888461e+01,4.33520410e-01,3.69600164e-01,6.39202464e-02
5.40000000e-02,4.07150408e+01,4.35311453e-01,3.70776007e-01,6.45354458e-02
5.43000000e-02,4.09412355e+01,4.37096769e-01,3.71944199e-01,6.51525700e-02
5.46000000e-02,4.11674301e+01,4.38876377e-01,3.73104771e-01,6.57716059e-02
5.49000000e-02,4.13936248e+01,4.40650295e-01,3.74257755e-01,6.63925408e-02
5.52000000e-02,4.16198195e+01,4.42418542e-01,3.75403180e-01,6.70153618e-02
5.55000000e-02,4.18460141e+01,4.44181135e-01,3.76541079e-01,6.76400562e-02
5.58000000e-02,4.20722088e+01,4.45938093e-01,3.77671481e-01,6.82666113e-02
5.61000000e-02,4.22984035e+01,4.47689433e-01,3.78794419e-01,6.88950144e-02
5.64000000e-02,4.25245982e+01,4.49435174e-01,3.79909921e-01,6.95252529e-02
5.67000000e-02,4.27507928e+01,4.51175333e-01,3.81018018e-01,7.01573142e-02
5.70000000e-02,4.29769875e+01,4.52909928e-01,3.82118742e-01,7.07911860e-02
5.73000000e-02,4.32031822e+01,4.54638977e-01,3.83212122e-01,7.14268557e-02
5.76000000e-02,4.34293768e+01,4.56362499e-01,3.84298188e-01,7.20643108e-02
5.79000000e-02,4.36555715e+01,4.58080509e-01,3.85376970e-01,7.27035392e-02
5.82000000e-02,4.38817662e+01,4.59793027e-01,3.86448498e-01,7.33445285e-02
5.85000000e-02,4.41079609e+01,4.61500069e-01,3.87512803e-01,7.39872664e-02
5.88000000e-02,4.43341555e+01,4.63201654e-01,3.88569913e-01,7.46317408e-02
5.91000000e-02,4.45603502e+01,4.64897798e-01,3.89619858e-01,7.52779395e-02
5.94000000e-02,4.47865449e+01,4.66588519e-01,3.90662668e-01,7.59258503e-02
5.97000000e-02,4.50127395e+01,4.68273834e-01,3.91698373e-01,7.65754614e-02
6.00000000e-02,4.52389342e+01,4.69953761e-01,3.92727000e-01,7.72267606e-02
