x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.56185430e-04,0.00000000e+00,1.21850461e-02,0.00000000e+00,2.37658768e-01,0.00000000e+00,4.87502583e-01
3.00000000e-04,2.26194671e-01,2.49205965e-01,1.56185430e-04,7.93372539e-04,1.21850461e-02,6.62869579e-07,2.37658768e-01,7.94698278e-04,4.87502583e-01
6.00000000e-04,4.52389342e-01,2.48414464e-01,1.56185430e-04,1.58288933e-03,1.21850461e-02,2.64715600e-06,2.37658768e-01,1.58818364e-03,4.87502583e-01
9.00000000e-04,6.78584013e-01,2.47625489e-01,1.56185430e-04,2.36856489e-03,1.21850461e-02,5.94639163e-06,2.37658768e-01,2.38045767e-03,4.87502583e-01
1.20000000e-03,9.04778684e-01,2.46839032e-01,1.56185430e-04,3.15041367e-03,1.21850461e-02,1.05541333e-05,2.37658768e-01,3.17152193e-03,4.87502583e-01
1.50000000e-03,1.13097336e+00,2.46055086e-01,1.56185430e-04,3.92845009e-03,1.21850461e-02,1.64639617e-05,2.37658768e-01,3.96137801e-03,4.87502583e-01
1.80000000e-03,1.35716803e+00,2.45273642e-01,1.56185430e-04,4.70268851e-03,1.21850461e-02,2.36694816e-05,2.37658768e-01,4.75002747e-03,4.87502583e-01
2.10000000e-03,1.58336270e+00,2.44494692e-01,1.56185430e-04,5.47314324e-03,1.21850461e-02,3.21643213e-05,2.37658768e-01,5.53747188e-03,4.87502583e-01
2.40000000e-03,1.80955737e+00,2.43718229e-01,1.56185430e-04,6.23982855e-03,1.21850461e-02,4.19421331e-05,2.37658768e-01,6.32371282e-03,4.87502583e-01
2.70000000e-03,2.03575204e+00,2.42944245e-01,1.56185430e-04,7.00275866e-03,1.21850461e-02,5.29965925e-05,2.37658768e-01,7.10875185e-03,4.87502583e-01
3.00000000e-03,2.26194671e+00,2.42172731e-01,1.56185430e-04,7.76194774e-03,1.21850461e-02,6.53213988e-05,2.37658768e-01,7.89259053e-03,4.87502583e-01
3.30000000e-03,2.48814138e+00,2.41403680e-01,1.56185430e-04,8.51740990e-03,1.21850461e-02,7.89102751e-05,2.37658768e-01,8.67523045e-03,4.87502583e-01
3.60000000e-03,2.71433605e+00,2.40637084e-01,1.56185430e-04,9.26915923e-03,1.21850461e-02,9.37569678e-05,2.37658768e-01,9.45667316e-03,4.87502583e-01
3.90000000e-03,2.94053072e+00,2.39872935e-01,1.56185430e-04,1.00172097e-02,1.21850461e-02,1.09855247e-04,2.37658768e-01,1.02369202e-02,4.87502583e-01
4.20000000e-03,3.16672539e+00,2.39111226e-01,1.56185430e-04,1.07615754e-02,1.21850461e-02,1.27198905e-04,2.37658768e-01,1.10159732e-02,4.87502583e-01
4.50000000e-03,3.39292007e+00,2.38351948e-01,1.56185430e-04,1.15022702e-02,1.21850461e-02,1.45781758e-04,2.37658768e-01,1.17938337e-02,4.87502583e-01
4.80000000e-03,3.61911474e+00,2.37595094e-01,1.56185430e-04,1.22393079e-02,1.21850461e-02,1.65597645e-04,2.37658768e-01,1.25705032e-02,4.87502583e-01
5.10000000e-03,3.84530941e+00,2.36840657e-01,1.56185430e-04,1.29727025e-02,1.21850461e-02,1.86640428e-04,2.37658768e-01,1.33459833e-02,4.87502583e-01
5.40000000e-03,4.07150408e+00,2.36088628e-01,1.56185430e-04,1.37024676e-02,1.21850461e-02,2.08903992e-04,2.37658768e-01,1.41202756e-02,4.87502583e-01
5.70000000e-03,4.29769875e+00,2.35339001e-01,1.56185430e-04,1.44286171e-02,1.21850461e-02,2.32382246e-04,2.37658768e-01,1.48933816e-02,4.87502583e-01
6.00000000e-03,4.52389342e+00,2.34591766e-01,1.56185430e-04,1.51511646e-02,1.21850461e-02,2.57069118e-04,2.37658768e-01,1.56653029e-02,4.87502583e-01
6.30000000e-03,4.75008809e+00,2.33846918e-01,1.56185430e-04,1.58701239e-02,1.21850461e-02,2.82958564e-04,2.37658768e-01,1.64360410e-02,4.87502583e-01
6.60000000e-03,4.97628276e+00,2.33104447e-01,1.56185430e-04,1.65855084e-02,1.21850461e-02,3.10044560e-04,2.37658768e-01,1.72055975e-02,4.87502583e-01
6.90000000e-03,5.20247743e+00,2.32364347e-01,1.56185430e-04,1.72973317e-02,1.21850461e-02,3.38321104e-04,2.37658768e-01,1.79739739e-02,4.87502583e-01
7.20000000e-03,5.42867211e+00,2.31626610e-01,1.56185430e-04,1.80056074e-02,1.21850461e-02,3.67782217e-04,2.37658768e-01,1.87411719e-02,4.87502583e-01
7.50000000e-03,5.65486678e+00,2.30891229e-01,1.56185430e-04,1.87103490e-02,1.21850461e-02,3.98421943e-04,2.37658768e-01,1.95071928e-02,4.87502583e-01
7.80000000e-03,5.88106145e+00,2.30158196e-01,1.56185430e-04,1.94115697e-02,1.21850461e-02,4.30234348e-04,2.37658768e-01,2.02720384e-02,4.87502583e-01
8.10000000e-03,6.10725612e+00,2.29427503e-01,1.56185430e-04,2.01092831e-02,1.21850461e-02,4.63213520e-04,2.37658768e-01,2.10357101e-02,4.87502583e-01
8.40000000e-03,6.33345079e+00,2.28699144e-01,1.56185430e-04,2.08035024e-02,1.21850461e-02,4.97353570e-04,2.37658768e-01,2.17982095e-02,4.87502583e-01
8.70000000e-03,6.55964546e+00,2.27973110e-01,1.56185430e-04,2.14942409e-02,1.21850461e-02,5.32648630e-04,2.37658768e-01,2.25595381e-02,4.87502583e-01
9.00000000e-03,6.78584013e+00,2.27249395e-01,1.56185430e-04,2.21815118e-02,1.21850461e-02,5.69092854e-04,2.37658768e-01,2.33196975e-02,4.87502583e-01
9.30000000e-03,7.01203480e+00,2.26527991e-01,1.56185430e-04,2.28653284e-02,1.21850461e-02,6.06680420e-04,2.37658768e-01,2.40786893e-02,4.87502583e-01
9.60000000e-03,7.23822947e+00,2.25808891e-01,1.56185430e-04,2.35457038e-02,1.21850461e-02,6.45405525e-04,2.37658768e-01,2.48365149e-02,4.87502583e-01
9.90000000e-03,7.46442414e+00,2.25092087e-01,1.56185430e-04,2.42226511e-02,1.21850461e-02,6.85262391e-04,2.37658768e-01,2.55931759e-02,4.87502583e-01
1.02000000e-02,7.69061882e+00,2.24377571e-01,1.56185430e-04,2.48961833e-02,1.21850461e-02,7.26245258e-04,2.37658768e-01,2.63486738e-02,4.87502583e-01
1.05000000e-02,7.91681349e+00,2.23665338e-01,1.56185430e-04,2.55663135e-02,1.21850461e-02,7.68348391e-04,2.37658768e-01,2.71030103e-02,4.87502583e-01
1.08000000e-02,8.14300816e+00,2.22955379e-01,1.56185430e-04,2.62330546e-02,1.21850461e-02,8.11566076e-04,2.37658768e-01,2.78561867e-02,4.87502583e-01
1.11000000e-02,8.36920283e+00,2.22247688e-01,1.56185430e-04,2.68964195e-02,1.21850461e-02,8.55892619e-04,2.37658768e-01,2.86082048e-02,4.87502583e-01
1.14000000e-02,8.59539750e+00,2.21542256e-01,1.56185430e-04,2.75564212e-02,1.21850461e-02,9.01322348e-04,2.37658768e-01,2.93590659e-02,4.87502583e-01
1.17000000e-02,8.82159217e+00,2.20839078e-01,1.56185430e-04,2.82130724e-02,1.21850461e-02,9.47849613e-04,2.37658768e-01,3.01087716e-02,4.87502583e-01
1.20000000e-02,9.04778684e+00,2.20138145e-01,1.56185430e-04,2.88663860e-02,1.21850461e-02,9.95468785e-04,2.37658768e-01,3.08573236e-02,4.87502583e-01
1.23000000e-02,9.27398151e+00,2.19439451e-01,1.56185430e-04,2.95163747e-02,1.21850461e-02,1.04417426e-03,2.37658768e-01,3.16047232e-02,4.87502583e-01
1.26000000e-02,9.50017618e+00,2.18742988e-01,1.56185430e-04,3.01630511e-02,1.21850461e-02,1.09396044e-03,2.37658768e-01,3.23509720e-02,4.87502583e-01
1.29000000e-02,9.72637086e+00,2.18048750e-01,1.56185430e-04,3.08064281e-02,1.21850461e-02,1.14482178e-03,2.37658768e-01,3.30960716e-02,4.87502583e-01
1.32000000e-02,9.95256553e+00,2.17356729e-01,1.56185430e-04,3.14465181e-02,1.21850461e-02,1.19675271e-03,2.37658768e-01,3.38400235e-02,4.87502583e-01
1.35000000e-02,1.01787602e+01,2.16666919e-01,1.56185430e-04,3.20833337e-02,1.21850461e-02,1.24974773e-03,2.37658768e-01,3.45828292e-02,4.87502583e-01
1.38000000e-02,1.04049549e+01,2.15979311e-01,1.56185430e-04,3.27168876e-02,1.21850461e-02,1.30380132e-03,2.37658768e-01,3.53244902e-02,4.87502583e-01
1.41000000e-02,1.06311495e+01,2.15293900e-01,1.56185430e-04,3.33471921e-02,1.21850461e-02,1.35890802e-03,2.37658768e-01,3.60650081e-02,4.87502583e-01
1.44000000e-02,1.08573442e+01,2.14610678e-01,1.56185430e-04,3.39742598e-02,1.21850461e-02,1.41506234e-03,2.37658768e-01,3.68043844e-02,4.87502583e-01
1.47000000e-02,1.10835389e+01,2.13929638e-01,1.56185430e-04,3.45981029e-02,1.21850461e-02,1.47225886e-03,2.37658768e-01,3.75426206e-02,4.87502583e-01
1.50000000e-02,1.13097336e+01,2.13250774e-01,1.56185430e-04,3.52187340e-02,1.21850461e-02,1.53049216e-03,2.37658768e-01,3.82797183e-02,4.87502583e-01
1.53000000e-02,1.15359282e+01,2.12574078e-01,1.56185430e-04,3.58361652e-02,1.21850461e-02,1.58975683e-03,2.37658768e-01,3.90156789e-02,4.87502583e-01
1.56000000e-02,1.17621229e+01,2.11899544e-01,1.56185430e-04,3.64504089e-02,1.21850461e-02,1.65004751e-03,2.37658768e-01,3.97505039e-02,4.87502583e-01
1.59000000e-02,1.19883176e+01,2.11227164e-01,1.56185430e-04,3.70614773e-02,1.21850461e-02,1.71135882e-03,2.37658768e-01,4.04841950e-02,4.87502583e-01
1.62000000e-02,1.22145122e+01,2.10556932e-01,1.56185430e-04,3.76693826e-02,1.21850461e-02,1.77368543e-03,2.37658768e-01,4.12167535e-02,4.87502583e-01
1.65000000e-02,1.24407069e+01,2.09888841e-01,1.56185430e-04,3.82741370e-02,1.21850461e-02,1.83702203e-03,2.37658768e-01,4.19481811e-02,4.87502583e-01
1.68000000e-02,1.26669016e+01,2.09222884e-01,1.56185430e-04,3.88757525e-02,1.21850461e-02,1.90136332e-03,2.37658768e-01,4.26784792e-02,4.87502583e-01
1.71000000e-02,1.28930963e+01,2.08559055e-01,1.56185430e-04,3.94742413e-02,1.21850461e-02,1.96670402e-03,2.37658768e-01,4.34076493e-02,4.87502583e-01
1.74000000e-02,1.31192909e+01,2.07897346e-01,1.56185430e-04,4.00696153e-02,1.21850461e-02,2.03303887e-03,2.37658768e-01,4.41356930e-02,4.87502583e-01
1.77000000e-02,1.33454856e+01,2.07237751e-01,1.56185430e-04,4.06618865e-02,1.21850461e-02,2.10036264e-03,2.37658768e-01,4.48626118e-02,4.87502583e-01
1.80000000e-02,1.35716803e+01,2.06580263e-01,1.56185430e-04,4.12510669e-02,1.21850461e-02,2.16867011e-03,2.37658768e-01,4.55884071e-02,4.87502583e-01
1.83000000e-02,1.37978749e+01,2.05924876e-01,1.56185430e-04,4.18371684e-02,1.21850461e-02,2.23795608e-03,2.37658768e-01,4.63130806e-02,4.87502583e-01
1.86000000e-02,1.40240696e+01,2.05271582e-01,1.56185430e-04,4.24202028e-02,1.21850461e-02,2.30821538e-03,2.37658768e-01,4.70366336e-02,4.87502583e-01
1.89000000e-02,1.42502643e+01,2.04620375e-01,1.56185430e-04,4.30001820e-02,1.21850461e-02,2.37944285e-03,2.37658768e-01,4.77590677e-02,4.87502583e-01
1.92000000e-02,1.44764589e+01,2.03971249e-01,1.56185430e-04,4.35771177e-02,1.21850461e-02,2.45163334e-03,2.37658768e-01,4.84803844e-02,4.87502583e-01
1.95000000e-02,1.47026536e+01,2.03324196e-01,1.56185430e-04,4.41510218e-02,1.21850461e-02,2.52478175e-03,2.37658768e-01,4.92005853e-02,4.87502583e-01
1.98000000e-02,1.49288483e+01,2.02679211e-01,1.56185430e-04,4.47219057e-02,1.21850461e-02,2.59888297e-03,2.37658768e-01,4.99196717e-02,4.87502583e-01
2.01000000e-02,1.51550430e+01,2.02036287e-01,1.56185430e-04,4.52897814e-02,1.21850461e-02,2.67393193e-03,2.37658768e-01,5.06376452e-02,4.87502583e-01
2.04000000e-02,1.53812376e+01,2.01395416e-01,1.56185430e-04,4.58546602e-02,1.21850461e-02,2.74992355e-03,2.37658768e-01,5.13545073e-02,4.87502583e-01
2.07000000e-02,1.56074323e+01,2.00756593e-01,1.56185430e-04,4.64165540e-02,1.21850461e-02,2.82685282e-03,2.37658768e-01,5.20702596e-02,4.87502583e-01
2.10000000e-02,1.58336270e+01,2.00119811e-01,1.56185430e-04,4.69754740e-02,1.21850461e-02,2.90471469e-03,2.37658768e-01,5.27849034e-02,4.87502583e-01
2.13000000e-02,1.60598216e+01,1.99485064e-01,1.56185430e-04,4.75314320e-02,1.21850461e-02,2.98350417e-03,2.37658768e-01,5.34984403e-02,4.87502583e-01
2.16000000e-02,1.62860163e+01,1.98852344e-01,1.56185430e-04,4.80844393e-02,1.21850461e-02,3.06321628e-03,2.37658768e-01,5.42108719e-02,4.87502583e-01
2.19000000e-02,1.65122110e+01,1.98221647e-01,1.56185430e-04,4.86345073e-02,1.21850461e-02,3.14384606e-03,2.37658768e-01,5.49221995e-02,4.87502583e-01
2.22000000e-02,1.67384057e+01,1.97592964e-01,1.56185430e-04,4.91816475e-02,1.21850461e-02,3.22538855e-03,2.37658768e-01,5.56324246e-02,4.87502583e-01
2.25000000e-02,1.69646003e+01,1.96966290e-01,1.56185430e-04,4.97258712e-02,1.21850461e-02,3.30783884e-03,2.37658768e-01,5.63415489e-02,4.87502583e-01
2.28000000e-02,1.71907950e+01,1.96341618e-01,1.56185430e-04,5.02671896e-02,1.21850461e-02,3.39119201e-03,2.37658768e-01,5.70495736e-02,4.87502583e-01
2.31000000e-02,1.74169897e+01,1.95718943e-01,1.56185430e-04,5.08056141e-02,1.21850461e-02,3.47544319e-03,2.37658768e-01,5.77565005e-02,4.87502583e-01
2.34000000e-02,1.76431843e+01,1.95098257e-01,1.56185430e-04,5.13411558e-02,1.21850461e-02,3.56058749e-03,2.37658768e-01,5.84623308e-02,4.87502583e-01
2.37000000e-02,1.78693790e+01,1.94479554e-01,1.56185430e-04,5.18738260e-02,1.21850461e-02,3.64662007e-03,2.37658768e-01,5.91670662e-02,4.87502583e-01
2.40000000e-02,1.80955737e+01,1.93862828e-01,1.56185430e-04,5.24036358e-02,1.21850461e-02,3.73353610e-03,2.37658768e-01,5.98707080e-02,4.87502583e-01
2.43000000e-02,1.83217684e+01,1.93248073e-01,1.56185430e-04,5.29305963e-02,1.21850461e-02,3.82133076e-03,2.37658768e-01,6.05732578e-02,4.87502583e-01
2.46000000e-02,1.85479630e+01,1.92635282e-01,1.56185430e-04,5.34547186e-02,1.21850461e-02,3.90999926e-03,2.37658768e-01,6.12747171e-02,4.87502583e-01
2.49000000e-02,1.87741577e+01,1.92024449e-01,1.56185430e-04,5.39760137e-02,1.21850461e-02,3.99953682e-03,2.37658768e-01,6.19750873e-02,4.87502583e-01
2.52000000e-02,1.90003524e+01,1.91415569e-01,1.56185430e-04,5.44944926e-02,1.21850461e-02,4.08993868e-03,2.37658768e-01,6.26743700e-02,4.87502583e-01
2.55000000e-02,1.92265470e+01,1.90808634e-01,1.56185430e-04,5.50101663e-02,1.21850461e-02,4.18120012e-03,2.37658768e-01,6.33725665e-02,4.87502583e-01
2.58000000e-02,1.94527417e+01,1.90203638e-01,1.56185430e-04,5.55230457e-02,1.21850461e-02,4.27331639e-03,2.37658768e-01,6.40696784e-02,4.87502583e-01
2.61000000e-02,1.96789364e+01,1.89600576e-01,1.56185430e-04,5.60331416e-02,1.21850461e-02,4.36628281e-03,2.37658768e-01,6.47657072e-02,4.87502583e-01
