x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.84788700e-04,0.00000000e+00,1.32241234e-02,0.00000000e+00,2.36591088e-01,0.00000000e+00,4.86406299e-01
3.00000000e-04,2.26194671e-01,2.49939300e-01,1.84788700e-04,6.06960471e-05,1.32241234e-02,3.65595792e-09,2.36591088e-01,6.07033590e-05,4.86406299e-01
6.00000000e-04,4.52389342e-01,2.49878615e-01,1.84788700e-04,1.21369978e-04,1.32241234e-02,1.46223453e-08,2.36591088e-01,1.21399222e-04,4.86406299e-01
9.00000000e-04,6.78584013e-01,2.49817945e-01,1.84788700e-04,1.82021798e-04,1.32241234e-02,3.28965715e-08,2.36591088e-01,1.82087591e-04,4.86406299e-01
1.20000000e-03,9.04778684e-01,2.49757290e-01,1.84788700e-04,2.42651513e-04,1.32241234e-02,5.84760213e-08,2.36591088e-01,2.42768465e-04,4.86406299e-01
1.50000000e-03,1.13097336e+00,2.49696650e-01,1.84788700e-04,3.03259131e-04,1.32241234e-02,9.13578327e-08,2.36591088e-01,3.03441847e-04,4.86406299e-01
1.80000000e-03,1.35716803e+00,2.49636024e-01,1.84788700e-04,3.63844657e-04,1.32241234e-02,1.31539371e-07,2.36591088e-01,3.64107736e-04,4.86406299e-01
2.10000000e-03,1.58336270e+00,2.49575413e-01,1.84788700e-04,4.24408098e-04,1.32241234e-02,1.79017958e-07,2.36591088e-01,4.24766134e-04,4.86406299e-01
2.40000000e-03,1.80955737e+00,2.49514817e-01,1.84788700e-04,4.84949460e-04,1.32241234e-02,2.33790919e-07,2.36591088e-01,4.85417042e-04,4.86406299e-01
2.70000000e-03,2.03575204e+00,2.49454235e-01,1.84788700e-04,5.45468749e-04,1.32241234e-02,2.95855575e-07,2.36591088e-01,5.46060461e-04,4.86406299e-01
3.00000000e-03,2.26194671e+00,2.49393669e-01,1.84788700e-04,6.05965972e-04,1.32241234e-02,3.65209254e-07,2.36591088e-01,6.06696391e-04,4.86406299e-01
3.30000000e-03,2.48814138e+00,2.49333117e-01,1.84788700e-04,6.66441134e-04,1.32241234e-02,4.41849280e-07,2.36591088e-01,6.67324833e-04,4.86406299e-01
3.60000000e-03,2.71433605e+00,2.49272580e-01,1.84788700e-04,7.26894243e-04,1.32241234e-02,5.25772979e-07,2.36591088e-01,7.27945789e-04,4.86406299e-01
3.90000000e-03,2.94053072e+00,2.49212058e-01,1.84788700e-04,7.87325303e-04,1.32241234e-02,6.16977679e-07,2.36591088e-01,7.88559259e-04,4.86406299e-01
4.20000000e-03,3.16672539e+00,2.49151550e-01,1.84788700e-04,8.47734322e-04,1.32241234e-02,7.15460707e-07,2.36591088e-01,8.49165244e-04,4.86406299e-01
4.50000000e-03,3.39292007e+00,2.49091057e-01,1.84788700e-04,9.08121306e-04,1.32241234e-02,8.21219392e-07,2.36591088e-01,9.09763745e-04,4.86406299e-01
4.80000000e-03,3.61911474e+00,2.49030579e-01,1.84788700e-04,9.68486261e-04,1.32241234e-02,9.34251064e-07,2.36591088e-01,9.70354763e-04,4.86406299e-01
5.10000000e-03,3.84530941e+00,2.48970116e-01,1.84788700e-04,1.02882919e-03,1.32241234e-02,1.05455305e-06,2.36591088e-01,1.03093830e-03,4.86406299e-01
5.40000000e-03,4.07150408e+00,2.48909668e-01,1.84788700e-04,1.08915011e-03,1.32241234e-02,1.18212269e-06,2.36591088e-01,1.09151435e-03,4.86406299e-01
5.70000000e-03,4.29769875e+00,2.48849234e-01,1.84788700e-04,1.14944901e-03,1.32241234e-02,1.31695730e-06,2.36591088e-01,1.15208293e-03,4.86406299e-01
6.00000000e-03,4.52389342e+00,2.48788815e-01,1.84788700e-04,1.20972591e-03,1.32241234e-02,1.45905423e-06,2.36591088e-01,1.21264402e-03,4.86406299e-01
6.30000000e-03,4.75008809e+00,2.48728411e-01,1.84788700e-04,1.26998082e-03,1.32241234e-02,1.60841080e-06,2.36591088e-01,1.27319764e-03,4.86406299e-01
6.60000000e-03,4.97628276e+00,2.48668021e-01,1.84788700e-04,1.33021373e-03,1.32241234e-02,1.76502434e-06,2.36591088e-01,1.33374378e-03,4.86406299e-01
6.90000000e-03,5.20247743e+00,2.48607646e-01,1.84788700e-04,1.39042466e-03,1.32241234e-02,1.92889220e-06,2.36591088e-01,1.39428244e-03,4.86406299e-01
7.20000000e-03,5.42867211e+00,2.48547286e-01,1.84788700e-04,1.45061360e-03,1.32241234e-02,2.10001171e-06,2.36591088e-01,1.45481363e-03,4.86406299e-01
7.50000000e-03,5.65486678e+00,2.48486941e-01,1.84788700e-04,1.51078058e-03,1.32241234e-02,2.27838020e-06,2.36591088e-01,1.51533734e-03,4.86406299e-01
