strategy,round,p_correct,model_entropy,param_err_pct,blind_rmse_M
F,1,0.49907723460834114,0.693136480759817,153.91667772100965,0.1841869123653773
F,2,0.7009948686240283,0.43367520533035825,162.4894645497626,0.08608152764374419
F,3,0.999999982438317,2.6638731435023064e-07,155.32636743426838,0.03916869115768377
F,4,0.975,5.7094422110036866e-195,119.3814701249996,0.02831648864652959
F,5,1.0,1.83e-322,115.71930556921602,0.027588998514922303
F,6,1.0,0.0,116.856979138055,0.02780241130907716
F,7,1.0,0.0,116.43610529901557,0.027694364138246202
F,8,1.0,0.0,116.1840218052429,0.027738390102053423
