param,round,median_rel_width_pct,median_rel_error_pct,n_bound_active
Ea1_J,1,137.56752228582408,39.70290108355523,0
Ea1_J,2,5.103855100157666,0.9093641908734129,0
Ea1_J,3,2.8917519964677125,0.48349185665361727,0
Ea1_J,4,1.9413100350369024,0.3949385890296975,0
Ea1_J,5,1.7373612046187366,0.31846007790934383,0
Ea1_J,6,1.5562084017227087,0.2910071266519543,0
Ea1_J,7,1.436113816410102,0.2471779582560396,0
Ea1_J,8,1.2692513454844074,0.2208384690992271,0
Ea2_J,1,136.2750497254694,18.979079621573014,0
Ea2_J,2,117.12078666454613,10.017689734524671,0
Ea2_J,3,5.901058185576117,1.2686944930493882,0
Ea2_J,4,4.080700368191775,0.6435117247855615,0
Ea2_J,5,3.511100833597336,0.6718000576980465,0
Ea2_J,6,3.0835194290298977,0.46077298016157786,0
Ea2_J,7,2.736615632987286,0.4697646646312559,0
Ea2_J,8,2.446244554932623,0.4787833632606764,0
K1_ref,1,849.6960933402034,31.331288651376827,0
K1_ref,2,708.9256769619353,33.44815833928446,0
K1_ref,3,525.0477604777998,28.53031360447918,0
K1_ref,4,400.41420094769626,23.269519120616128,0
K1_ref,5,357.91033401356015,23.997285777627845,0
K1_ref,6,306.62475915834466,29.004284643813396,0
K1_ref,7,291.3273719415686,33.97866508849074,0
K1_ref,8,253.00681653303155,31.374530654677756,0
K2_ref,1,849.6960995642685,120.7181058518591,0
K2_ref,2,90.7438017155239,15.016503435428259,0
K2_ref,3,29.58400263703302,4.684573193834213,0
K2_ref,4,12.391890246723335,2.4586543341864164,0
K2_ref,5,10.346984292945749,2.2839867501920406,0
K2_ref,6,8.68293133500565,1.8590499154086393,0
K2_ref,7,7.777981063518502,1.4525917494053797,0
K2_ref,8,7.321603609520155,1.1995021930338579,0
k1_ref,1,203.0250268898747,43.349051541316825,0
k1_ref,2,16.5456211485805,2.883419300111667,0
k1_ref,3,8.022061276523452,1.2697463301629908,0
k1_ref,4,4.316003197231222,0.9918974201150843,0
k1_ref,5,4.192604090167318,0.6195524684509179,0
k1_ref,6,4.082009022692507,0.6987820474770701,0
k1_ref,7,3.681571527827654,0.67688331052706,0
k1_ref,8,3.1253753306393905,0.5985239345677851,0
k2_ref,1,3877.4075689957554,66.9815697383935,0
k2_ref,2,1261.713688213143,33.077780754701365,0
k2_ref,3,20.50311160533259,3.421466128729811,0
k2_ref,4,10.797570905683157,1.7903943476145656,0
k2_ref,5,10.397021015571967,1.9026095379502062,0
k2_ref,6,9.884431858972608,1.4648603253740955,0
k2_ref,7,8.111117459743017,1.200791076982538,0
k2_ref,8,7.411777021131261,1.1944727497310847,0
