scenario,strategy,n_seeds,n_faulted,median_rounds,param_err_pct_median,param_err_pct_iqr_lo,param_err_pct_iqr_hi,param_err_pct_mean,param_err_pct_bootci_lo,param_err_pct_bootci_hi,blind_rmse_M_median,blind_rmse_M_iqr_lo,blind_rmse_M_iqr_hi,blind_rmse_M_mean,blind_rmse_M_bootci_lo,blind_rmse_M_bootci_hi
S1_ideal,A,40,0,8.0,46.69582413643566,41.702873809352965,53.28927034097797,46.6078007080979,44.32543026165781,49.79742572216371,0.003935760180806462,0.0031624055768203338,0.0054947329204606075,0.004643812314231171,0.0036416681548463205,0.004804781550248273
S1_ideal,B,40,0,8.0,30.006311204549597,15.822357535657627,40.90378487686015,28.074769496362013,17.786295564297582,39.81955649301364,0.0013411721846415437,0.0009426339835155785,0.0025303622705688984,0.0016768325492518767,0.0010988447024869851,0.0019793968941383376
S1_ideal,C,40,0,8.0,15.869190604764093,10.07169768305151,39.57935991749157,20.940016592357097,12.946480614103585,23.973756010596215,0.0020379969853607256,0.0014209172136979895,0.0024228522677931675,0.00205278080304355,0.0017171647570796535,0.002202404413511053
S1_ideal,D,40,0,8.0,10.385644646730896,4.612078105332573,19.229925020985895,14.018165822041663,6.013253185014234,16.543624681046374,0.0007434943357038279,0.0005970310028690429,0.0009479490635714543,0.0007803378793925551,0.0006712014859035695,0.0008465379401873272
S1_ideal,E,40,0,8.0,7.08515378238369,3.7954704799711525,12.278195289874011,10.653702221044076,5.587855147559273,9.841114207230795,0.0006428152326797794,0.000558478962744154,0.000733538412784156,0.0006227605222661403,0.0005778073940880688,0.0007153624113010037
S1_ideal,F,40,0,8.0,5.772003846862351,3.7038736703769173,9.30170357946894,6.478131831911632,4.05212515957013,7.969860213883429,0.0006312897263061963,0.0004928800932688844,0.0008033715861885877,0.0006780100616227854,0.0005809645822906727,0.0007711422866526404
S2_nmr,B,40,0,8.0,49.95296667857785,32.438323022342686,56.48054065270358,44.974146773067524,46.53101344238004,53.123439992310665,0.008962899741128004,0.006472589478135558,0.010918894759299955,0.008695954880523618,0.007976839015096528,0.00980322295853048
S2_nmr,D,40,0,8.0,41.50213350259049,16.560225694061316,42.6025239148408,32.52988304749971,36.82202275356033,42.350976687432365,0.0030847212244662276,0.002673624802391319,0.0041458773382927515,0.003436193213193409,0.002801730679056944,0.003777402826425095
S2_nmr,F,40,0,8.0,16.71743747194016,10.397861556962173,26.230411488070164,17.893193929032737,13.46574658308224,23.70871530994787,0.0009650437337207397,0.0007424234138246416,0.001293455656424113,0.0010566700884517587,0.0008070599892955393,0.0011893996216780834
S3_transport,D,40,0,8.0,36.753165539412066,31.878096378398396,45.2753682570012,37.72426004813736,33.85217376980009,40.3516896969855,0.01073961607693997,0.009608796031176143,0.015576376427112147,0.011773403149578351,0.009937910844025321,0.011845689266458091
S3_transport,F,40,0,8.0,10.611172864502073,5.692114327735087,18.82653340594929,12.650529159350699,8.800726209935595,16.211143673509866,0.001262245364678229,0.0010735547112393756,0.0015775526691231736,0.0013584766197024373,0.001184542369501195,0.0014569718172320655
S3_transport,F-uncorr,40,0,8.0,48.33883263121512,33.46465199826457,63.443531654158825,47.06760628718058,42.625936645309366,55.495559657026405,0.01270266362512006,0.01146611089542484,0.01502511119451389,0.013142243036110371,0.012119090321775286,0.01321867971883026
S3ab_delay,D,40,0,8.0,41.87414130701889,32.65378575539635,48.11959227029203,39.745041629460616,37.274888863011654,45.881181896549975,0.01307547519471822,0.010999439330661833,0.01678075166881965,0.013572536772085966,0.012087213341943848,0.01483257079126345
S3ab_delay,F,40,0,8.0,19.041628092023423,10.781727202832485,25.578487850111305,18.08724812776209,13.259627196013712,24.394629396519562,0.0009608665003173352,0.0007222912456257033,0.0014077243297701452,0.001062282749929577,0.0008455327601113034,0.00120369030458013
S3ab_rtd,D,40,0,8.0,36.810037371415206,31.535962826931563,44.01169791707541,36.806690624859456,33.42174087829811,40.75701197026098,0.011908166687394315,0.01081472114779269,0.015132501779198334,0.012737213633152094,0.011005810224969118,0.012976438974193406
S3ab_rtd,F,40,0,8.0,22.007141667775855,12.835621673125967,26.270621764126428,19.45189845716835,16.014063501089694,25.52967704768068,0.001061175865959712,0.0008192387096353452,0.0014333233308955193,0.001102438340142797,0.0008705210428313014,0.0012582510780773748
S4a_ambiguity,D,40,0,10.0,40.65584260345033,20.166066570467777,42.04097817054005,32.4743965810004,36.12642131225154,41.6495530585309,0.0029760189793570234,0.0024808313641252167,0.003907866522590093,0.003255669229794279,0.0026909226707551143,0.003619495864208632
S4a_ambiguity,F,40,0,10.0,17.235216826625432,10.539017474028695,28.127826031854664,19.26071960222173,14.125029100840303,24.516847781068954,0.000931016101610694,0.0007869155181753492,0.0013271270972334429,0.001055691435087668,0.0008751757730729717,0.0010960515803617949
S4b_identifiable,D,40,0,8.0,41.50213350259049,16.560225694061316,42.6025239148408,32.52988304749971,36.82202275356033,42.350976687432365,0.0030847212244662276,0.002673624802391319,0.0041458773382927515,0.003436193213193409,0.002801730679056944,0.003777402826425095
S4b_identifiable,F,40,0,8.0,19.76773771524224,8.789459208386125,26.51129860197894,18.131280259586564,11.959493025087653,24.25026124606935,0.0009291500111761276,0.0008003642254646168,0.0012095805074064567,0.0010080891245228432,0.0008493821815941233,0.0010791835326678149
S4c_out_of_domain,F,40,0,8.0,116.85405846642195,106.59144920499423,124.88942991967708,116.1840218052429,111.86229479098948,120.39461991893899,0.02639541380051636,0.024712963163278794,0.02986028136488398,0.027738390102053423,0.025125653597984354,0.028035539191331567
S5_inadequacy,D,40,0,8.0,67.8493336918558,66.47772711919733,75.49804820495862,70.48101506531309,66.80416559732365,74.62825423149764,0.023957503132637496,0.023283103174645957,0.025369767821776825,0.02433400546031216,0.02343968401892068,0.0251710925191508
S5_inadequacy,F,40,0,8.0,36.11409365330776,32.932950392200354,44.71956783956926,39.136938882156855,33.59410177777179,41.524199226102894,0.04815968566127468,0.03363752925699356,0.05684105443651251,0.04664641848316602,0.039839843581029016,0.0556814311561771
S5_inadequacy,F-noGovernor,40,0,8.0,38.38361807232109,27.76208082879517,43.98598548465674,37.35950130600271,35.49104185186684,43.221987692536516,0.0513733945665979,0.043245328486345595,0.05959948307100599,0.05049507323868474,0.047280715807341486,0.05642290093124534
S6_resources,D,40,0,8.0,41.50213350259049,16.560225694061316,42.6025239148408,32.52988304749971,36.82202275356033,42.350976687432365,0.0030847212244662276,0.002673624802391319,0.0041458773382927515,0.003436193213193409,0.002801730679056944,0.003777402826425095
S6_resources,F,40,0,8.0,16.71743747194016,10.397861556962173,26.230411488070164,17.893193929032737,13.46574658308224,23.70871530994787,0.0009650437337207397,0.0007424234138246416,0.001293455656424113,0.0010566700884517587,0.0008070599892955393,0.0011893996216780834
S6_resources,F-res-0.5x,40,0,8.0,23.682706450007807,14.309370002287302,26.84827911825384,21.381117681914905,17.146446304974948,25.623197109077612,0.0014010723194446684,0.0008301566815981899,0.0019720338486318707,0.00152159750684066,0.0011420281809146554,0.001791299265375061
S6_resources,F-res-1x,40,0,8.0,21.798541259755645,14.20921382620895,28.745638471155985,21.317428868904017,18.23389398198735,27.374797334841126,0.0016644924818680715,0.0012615843964782056,0.0021885769817907123,0.0017713969181303538,0.0015021475146708536,0.0020181120718360595
S6_resources,F-res-2x,40,0,8.0,23.12483385154597,13.169180068058795,30.929471943737575,24.355219617811237,15.091771722059322,26.736429007632168,0.0035650678845233494,0.002333391907310648,0.014872713968791033,0.00975877287945578,0.0027405805001591965,0.004910054022972423
S6_resources,F-res-4x,40,0,8.0,31.721864737021487,27.957225895831073,45.62271521801679,38.60009566247759,29.449607418852928,34.58754140333507,0.024604200301225416,0.019714572114880275,0.03236277222717859,0.027552560232638478,0.02082383230309276,0.02903528376612877
S7_spatial_modes,F-zadaptive,40,2,8.0,20.445871880989042,11.280805597585026,25.338145385324506,18.896672843896148,14.616873720245849,24.49965718786944,0.0010499318278758846,0.000785787442143533,0.001450205004806845,0.0012243041587388565,0.0009005321030803872,0.0012262531532727656
S7_spatial_modes,F-zbatch,40,0,8.0,16.71743747194016,10.397861556962173,26.230411488070164,17.893193929032737,13.46574658308224,23.70871530994787,0.0009650437337207397,0.0007424234138246416,0.001293455656424113,0.0010566700884517587,0.0008070599892955393,0.0011893996216780834
S7_spatial_modes,F-zfixed,40,0,8.0,21.095221842103197,13.562108386329186,28.289853681436547,20.506054875316128,14.856967649207164,24.959366690610786,0.0010892804433062062,0.0008949990699288596,0.0013567314735184889,0.0011563986738485042,0.0009439975994847819,0.001175076396964681
