round,naive_ci_pct,true_err_pct,gov_chi2_dof,state
1,10000.0,181.00166327040944,0.6547861977898206,NORMAL_LEARNING
2,164.6460291087913,163.46847332977163,0.904574374280848,NORMAL_LEARNING
3,10000.0,113.04475377137719,1.0572197857811667,NORMAL_LEARNING
4,11.706183859519514,68.88675855425863,8.879456339718272,MODEL_INADEQUATE
5,12.152226493607433,47.640186107518744,7.680358160553172,MODEL_INADEQUATE
6,10000.0,45.07032976733798,7.039388143763666,MODEL_INADEQUATE
7,10000.0,70.33263085739567,20.75084998998598,MODEL_INADEQUATE
8,10000.0,67.11430336592895,22.511706865539388,MODEL_INADEQUATE
