x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.24252389e-04,0.00000000e+00,1.08983508e-02,0.00000000e+00,2.38977397e-01,0.00000000e+00,4.88853144e-01
3.00000000e-04,2.26194671e-01,2.47043031e-01,1.24252389e-04,2.94728432e-03,1.08983508e-02,9.68475586e-06,2.38977397e-01,2.96665383e-03,4.88853144e-01
6.00000000e-04,4.52389342e-01,2.44121209e-01,1.24252389e-04,5.84029131e-03,1.08983508e-02,3.84995719e-05,2.38977397e-01,5.91729046e-03,4.88853144e-01
9.00000000e-04,6.78584013e-01,2.41234119e-01,1.24252389e-04,8.67979239e-03,1.08983508e-02,8.60890556e-05,2.38977397e-01,8.85197050e-03,4.88853144e-01
1.20000000e-03,9.04778684e-01,2.38381348e-01,1.24252389e-04,1.14665491e-02,1.08983508e-02,1.52102821e-04,2.38977397e-01,1.17707547e-02,4.88853144e-01
1.50000000e-03,1.13097336e+00,2.35562491e-01,1.24252389e-04,1.42013131e-02,1.08983508e-02,2.36195418e-04,2.38977397e-01,1.46737040e-02,4.88853144e-01
1.80000000e-03,1.35716803e+00,2.32777147e-01,1.24252389e-04,1.68848268e-02,1.08983508e-02,3.38026268e-04,2.38977397e-01,1.75608793e-02,4.88853144e-01
2.10000000e-03,1.58336270e+00,2.30024918e-01,1.24252389e-04,1.95178226e-02,1.08983508e-02,4.57259616e-04,2.38977397e-01,2.04323418e-02,4.88853144e-01
2.40000000e-03,1.80955737e+00,2.27305412e-01,1.24252389e-04,2.21010239e-02,1.08983508e-02,5.93564459e-04,2.38977397e-01,2.32881528e-02,4.88853144e-01
2.70000000e-03,2.03575204e+00,2.24618241e-01,1.24252389e-04,2.46351446e-02,1.08983508e-02,7.46614489e-04,2.38977397e-01,2.61283735e-02,4.88853144e-01
3.00000000e-03,2.26194671e+00,2.21963023e-01,1.24252389e-04,2.71208895e-02,1.08983508e-02,9.16088036e-04,2.38977397e-01,2.89530655e-02,4.88853144e-01
3.30000000e-03,2.48814138e+00,2.19339378e-01,1.24252389e-04,2.95589543e-02,1.08983508e-02,1.10166801e-03,2.38977397e-01,3.17622903e-02,4.88853144e-01
3.60000000e-03,2.71433605e+00,2.16746932e-01,1.24252389e-04,3.19500258e-02,1.08983508e-02,1.30304183e-03,2.38977397e-01,3.45561095e-02,4.88853144e-01
3.90000000e-03,2.94053072e+00,2.14185317e-01,1.24252389e-04,3.42947820e-02,1.08983508e-02,1.51990139e-03,2.38977397e-01,3.73345848e-02,4.88853144e-01
4.20000000e-03,3.16672539e+00,2.11654165e-01,1.24252389e-04,3.65938920e-02,1.08983508e-02,1.75194299e-03,2.38977397e-01,4.00977780e-02,4.88853144e-01
4.50000000e-03,3.39292007e+00,2.09153116e-01,1.24252389e-04,3.88480164e-02,1.08983508e-02,1.99886729e-03,2.38977397e-01,4.28457510e-02,4.88853144e-01
4.80000000e-03,3.61911474e+00,2.06681814e-01,1.24252389e-04,4.10578072e-02,1.08983508e-02,2.26037922e-03,2.38977397e-01,4.55785656e-02,4.88853144e-01
5.10000000e-03,3.84530941e+00,2.04239904e-01,1.24252389e-04,4.32239080e-02,1.08983508e-02,2.53618798e-03,2.38977397e-01,4.82962839e-02,4.88853144e-01
5.40000000e-03,4.07150408e+00,2.01827039e-01,1.24252389e-04,4.53469540e-02,1.08983508e-02,2.82600693e-03,2.38977397e-01,5.09989679e-02,4.88853144e-01
5.70000000e-03,4.29769875e+00,1.99442874e-01,1.24252389e-04,4.74275724e-02,1.08983508e-02,3.12955361e-03,2.38977397e-01,5.36866796e-02,4.88853144e-01
6.00000000e-03,4.52389342e+00,1.97087068e-01,1.24252389e-04,4.94663820e-02,1.08983508e-02,3.44654959e-03,2.38977397e-01,5.63594811e-02,4.88853144e-01
6.30000000e-03,4.75008809e+00,1.94759286e-01,1.24252389e-04,5.14639937e-02,1.08983508e-02,3.77672050e-03,2.38977397e-01,5.90174347e-02,4.88853144e-01
6.60000000e-03,4.97628276e+00,1.92459194e-01,1.24252389e-04,5.34210104e-02,1.08983508e-02,4.11979595e-03,2.38977397e-01,6.16606023e-02,4.88853144e-01
6.90000000e-03,5.20247743e+00,1.90186463e-01,1.24252389e-04,5.53380274e-02,1.08983508e-02,4.47550947e-03,2.38977397e-01,6.42890464e-02,4.88853144e-01
7.20000000e-03,5.42867211e+00,1.87940770e-01,1.24252389e-04,5.72156320e-02,1.08983508e-02,4.84359848e-03,2.38977397e-01,6.69028290e-02,4.88853144e-01
7.50000000e-03,5.65486678e+00,1.85721792e-01,1.24252389e-04,5.90544039e-02,1.08983508e-02,5.22380421e-03,2.38977397e-01,6.95020124e-02,4.88853144e-01
7.80000000e-03,5.88106145e+00,1.83529213e-01,1.24252389e-04,6.08549154e-02,1.08983508e-02,5.61587169e-03,2.38977397e-01,7.20866588e-02,4.88853144e-01
8.10000000e-03,6.10725612e+00,1.81362719e-01,1.24252389e-04,6.26177312e-02,1.08983508e-02,6.01954968e-03,2.38977397e-01,7.46568305e-02,4.88853144e-01
8.40000000e-03,6.33345079e+00,1.79222001e-01,1.24252389e-04,6.43434085e-02,1.08983508e-02,6.43459060e-03,2.38977397e-01,7.72125897e-02,4.88853144e-01
8.70000000e-03,6.55964546e+00,1.77106752e-01,1.24252389e-04,6.60324976e-02,1.08983508e-02,6.86075054e-03,2.38977397e-01,7.97539987e-02,4.88853144e-01
9.00000000e-03,6.78584013e+00,1.75016670e-01,1.24252389e-04,6.76855413e-02,1.08983508e-02,7.29778916e-03,2.38977397e-01,8.22811196e-02,4.88853144e-01
9.30000000e-03,7.01203480e+00,1.72951455e-01,1.24252389e-04,6.93030754e-02,1.08983508e-02,7.74546967e-03,2.38977397e-01,8.47940148e-02,4.88853144e-01
9.60000000e-03,7.23822947e+00,1.70910813e-01,1.24252389e-04,7.08856287e-02,1.08983508e-02,8.20355879e-03,2.38977397e-01,8.72927463e-02,4.88853144e-01
9.90000000e-03,7.46442414e+00,1.68894450e-01,1.24252389e-04,7.24337230e-02,1.08983508e-02,8.67182666e-03,2.38977397e-01,8.97773763e-02,4.88853144e-01
1.02000000e-02,7.69061882e+00,1.66902080e-01,1.24252389e-04,7.39478733e-02,1.08983508e-02,9.15004687e-03,2.38977397e-01,9.22479670e-02,4.88853144e-01
1.05000000e-02,7.91681349e+00,1.64933416e-01,1.24252389e-04,7.54285878e-02,1.08983508e-02,9.63799636e-03,2.38977397e-01,9.47045805e-02,4.88853144e-01
