x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-04,2.26194671e-01,1.18278763e-02,1.17891373e-02,3.87390234e-05
6.00000000e-04,4.52389342e-01,2.35151635e-02,2.33611652e-02,1.53998288e-04
9.00000000e-04,6.78584013e-01,3.50635258e-02,3.47191695e-02,3.44356222e-04
1.20000000e-03,9.04778684e-01,4.64746075e-02,4.58661963e-02,6.08411284e-04
1.50000000e-03,1.13097336e+00,5.77500342e-02,5.68052525e-02,9.44781670e-04
1.80000000e-03,1.35716803e+00,6.88914121e-02,6.75393070e-02,1.35210507e-03
2.10000000e-03,1.58336270e+00,7.99003288e-02,7.80712903e-02,1.82903846e-03
2.40000000e-03,1.80955737e+00,9.07783533e-02,8.84040954e-02,2.37425784e-03
2.70000000e-03,2.03575204e+00,1.01527036e-01,9.85405782e-02,2.98645796e-03
3.00000000e-03,2.26194671e+00,1.12147910e-01,1.08483558e-01,3.66435214e-03
3.30000000e-03,2.48814138e+00,1.22642489e-01,1.18235817e-01,4.40667202e-03
3.60000000e-03,2.71433605e+00,1.33012271e-01,1.27800103e-01,5.21216731e-03
3.90000000e-03,2.94053072e+00,1.43258734e-01,1.37179128e-01,6.07960556e-03
4.20000000e-03,3.16672539e+00,1.53383340e-01,1.46375568e-01,7.00777198e-03
4.50000000e-03,3.39292007e+00,1.63387535e-01,1.55392066e-01,7.99546916e-03
4.80000000e-03,3.61911474e+00,1.73272746e-01,1.64231229e-01,9.04151688e-03
5.10000000e-03,3.84530941e+00,1.83040384e-01,1.72895632e-01,1.01447519e-02
5.40000000e-03,4.07150408e+00,1.92691844e-01,1.81387816e-01,1.13040277e-02
5.70000000e-03,4.29769875e+00,2.02228504e-01,1.89710290e-01,1.25182144e-02
6.00000000e-03,4.52389342e+00,2.11651726e-01,1.97865528e-01,1.37861983e-02
6.30000000e-03,4.75008809e+00,2.20962857e-01,2.05855975e-01,1.51068820e-02
6.60000000e-03,4.97628276e+00,2.30163226e-01,2.13684042e-01,1.64791838e-02
6.90000000e-03,5.20247743e+00,2.39254148e-01,2.21352110e-01,1.79020379e-02
7.20000000e-03,5.42867211e+00,2.48236922e-01,2.28862528e-01,1.93743939e-02
7.50000000e-03,5.65486678e+00,2.57112833e-01,2.36217616e-01,2.08952168e-02
7.80000000e-03,5.88106145e+00,2.65883148e-01,2.43419662e-01,2.24634868e-02
8.10000000e-03,6.10725612e+00,2.74549123e-01,2.50470925e-01,2.40781987e-02
8.40000000e-03,6.33345079e+00,2.83111997e-01,2.57373634e-01,2.57383624e-02
8.70000000e-03,6.55964546e+00,2.91572993e-01,2.64129990e-01,2.74430022e-02
9.00000000e-03,6.78584013e+00,2.99933322e-01,2.70742165e-01,2.91911566e-02
9.30000000e-03,7.01203480e+00,3.08194180e-01,2.77212302e-01,3.09818787e-02
9.60000000e-03,7.23822947e+00,3.16356750e-01,2.83542515e-01,3.28142351e-02
9.90000000e-03,7.46442414e+00,3.24422199e-01,2.89734892e-01,3.46873067e-02
1.02000000e-02,7.69061882e+00,3.32391681e-01,2.95791493e-01,3.66001875e-02
1.05000000e-02,7.91681349e+00,3.40266337e-01,3.01714351e-01,3.85519854e-02
1.08000000e-02,8.14300816e+00,3.48047294e-01,3.07505472e-01,4.05418215e-02
1.11000000e-02,8.36920283e+00,3.55735666e-01,3.13166836e-01,4.25688298e-02
1.14000000e-02,8.59539750e+00,3.63332555e-01,3.18700397e-01,4.46321575e-02
1.17000000e-02,8.82159217e+00,3.70839047e-01,3.24108083e-01,4.67309645e-02
1.20000000e-02,9.04778684e+00,3.78256219e-01,3.29391796e-01,4.88644232e-02
1.23000000e-02,9.27398151e+00,3.85585132e-01,3.34553413e-01,5.10317185e-02
1.26000000e-02,9.50017618e+00,3.92826836e-01,3.39594788e-01,5.32320478e-02
1.29000000e-02,9.72637086e+00,3.99982368e-01,3.44517748e-01,5.54646203e-02
1.32000000e-02,9.95256553e+00,4.07052755e-01,3.49324098e-01,5.77286574e-02
1.35000000e-02,1.01787602e+01,4.14039009e-01,3.54015616e-01,6.00233922e-02
1.38000000e-02,1.04049549e+01,4.20942130e-01,3.58594061e-01,6.23480695e-02
1.41000000e-02,1.06311495e+01,4.27763109e-01,3.63061164e-01,6.47019456e-02
1.44000000e-02,1.08573442e+01,4.34502924e-01,3.67418636e-01,6.70842883e-02
1.47000000e-02,1.10835389e+01,4.41162540e-01,3.71668163e-01,6.94943762e-02
1.50000000e-02,1.13097336e+01,4.47742911e-01,3.75811412e-01,7.19314994e-02
1.53000000e-02,1.15359282e+01,4.54244982e-01,3.79850024e-01,7.43949588e-02
1.56000000e-02,1.17621229e+01,4.60669685e-01,3.83785619e-01,7.68840659e-02
1.59000000e-02,1.19883176e+01,4.67017941e-01,3.87619798e-01,7.93981430e-02
1.62000000e-02,1.22145122e+01,4.73290660e-01,3.91354137e-01,8.19365228e-02
1.65000000e-02,1.24407069e+01,4.79488742e-01,3.94990194e-01,8.44985485e-02
1.68000000e-02,1.26669016e+01,4.85613077e-01,3.98529503e-01,8.70835733e-02
1.71000000e-02,1.28930963e+01,4.91664541e-01,4.01973580e-01,8.96909607e-02
1.74000000e-02,1.31192909e+01,4.97644004e-01,4.05323920e-01,9.23200840e-02
1.77000000e-02,1.33454856e+01,5.03552324e-01,4.08581997e-01,9.49703263e-02
1.80000000e-02,1.35716803e+01,5.09390347e-01,4.11749266e-01,9.76410805e-02
1.83000000e-02,1.37978749e+01,5.15158912e-01,4.14827163e-01,1.00331749e-01
1.86000000e-02,1.40240696e+01,5.20858846e-01,4.17817102e-01,1.03041744e-01
1.89000000e-02,1.42502643e+01,5.26490967e-01,4.20720482e-01,1.05770486e-01
1.92000000e-02,1.44764589e+01,5.32056084e-01,4.23538679e-01,1.08517405e-01
1.95000000e-02,1.47026536e+01,5.37554995e-01,4.26273053e-01,1.11281942e-01
1.98000000e-02,1.49288483e+01,5.42988489e-01,4.28924945e-01,1.14063544e-01
2.01000000e-02,1.51550430e+01,5.48357345e-01,4.31495677e-01,1.16861668e-01
2.04000000e-02,1.53812376e+01,5.53662336e-01,4.33986555e-01,1.19675781e-01
2.07000000e-02,1.56074323e+01,5.58904222e-01,4.36398866e-01,1.22505356e-01
2.10000000e-02,1.58336270e+01,5.64083755e-01,4.38733878e-01,1.25349877e-01
2.13000000e-02,1.60598216e+01,5.69201679e-01,4.40992844e-01,1.28208835e-01
2.16000000e-02,1.62860163e+01,5.74258729e-01,4.43177000e-01,1.31081729e-01
2.19000000e-02,1.65122110e+01,5.79255630e-01,4.45287563e-01,1.33968067e-01
2.22000000e-02,1.67384057e+01,5.84193101e-01,4.47325736e-01,1.36867365e-01
2.25000000e-02,1.69646003e+01,5.89071849e-01,4.49292703e-01,1.39779147e-01
2.28000000e-02,1.71907950e+01,5.93892576e-01,4.51189634e-01,1.42702942e-01
2.31000000e-02,1.74169897e+01,5.98655974e-01,4.53017682e-01,1.45638292e-01
2.34000000e-02,1.76431843e+01,6.03362725e-01,4.54777984e-01,1.48584742e-01
2.37000000e-02,1.78693790e+01,6.08013507e-01,4.56471661e-01,1.51541846e-01
2.40000000e-02,1.80955737e+01,6.12608987e-01,4.58099820e-01,1.54509166e-01
2.43000000e-02,1.83217684e+01,6.17149824e-01,4.59663552e-01,1.57486272e-01
2.46000000e-02,1.85479630e+01,6.21636672e-01,4.61163933e-01,1.60472738e-01
2.49000000e-02,1.87741577e+01,6.26070173e-01,4.62602024e-01,1.63468149e-01
2.52000000e-02,1.90003524e+01,6.30450965e-01,4.63978871e-01,1.66472094e-01
2.55000000e-02,1.92265470e+01,6.34779677e-01,4.65295507e-01,1.69484170e-01
2.58000000e-02,1.94527417e+01,6.39056930e-01,4.66552948e-01,1.72503982e-01
2.61000000e-02,1.96789364e+01,6.43283338e-01,4.67752199e-01,1.75531139e-01
2.64000000e-02,1.99051311e+01,6.47459508e-01,4.68894249e-01,1.78565259e-01
2.67000000e-02,2.01313257e+01,6.51586041e-01,4.69980075e-01,1.81605966e-01
2.70000000e-02,2.03575204e+01,6.55663528e-01,4.71010638e-01,1.84652890e-01
2.73000000e-02,2.05837151e+01,6.59692555e-01,4.71986888e-01,1.87705667e-01
2.76000000e-02,2.08099097e+01,6.63673700e-01,4.72909759e-01,1.90763940e-01
2.79000000e-02,2.10361044e+01,6.67607535e-01,4.73780176e-01,1.93827359e-01
2.82000000e-02,2.12622991e+01,6.71494625e-01,4.74599047e-01,1.96895578e-01
2.85000000e-02,2.14884938e+01,6.75335529e-01,4.75367271e-01,1.99968258e-01
2.88000000e-02,2.17146884e+01,6.79130796e-01,4.76085730e-01,2.03045067e-01
2.91000000e-02,2.19408831e+01,6.82880973e-01,4.76755297e-01,2.06125676e-01
2.94000000e-02,2.21670778e+01,6.86586598e-01,4.77376833e-01,2.09209766e-01
2.97000000e-02,2.23932724e+01,6.90248203e-01,4.77951184e-01,2.12297019e-01
3.00000000e-02,2.26194671e+01,6.93866313e-01,4.78479186e-01,2.15387127e-01
3.03000000e-02,2.28456618e+01,6.97441448e-01,4.78961664e-01,2.18479784e-01
3.06000000e-02,2.30718564e+01,7.00974121e-01,4.79399430e-01,2.21574691e-01
3.09000000e-02,2.32980511e+01,7.04464839e-01,4.79793285e-01,2.24671554e-01
3.12000000e-02,2.35242458e+01,7.07914104e-01,4.80144018e-01,2.27770086e-01
3.15000000e-02,2.37504405e+01,7.11322410e-01,4.80452407e-01,2.30870003e-01
3.18000000e-02,2.39766351e+01,7.14690246e-01,4.80719220e-01,2.33971026e-01
3.21000000e-02,2.42028298e+01,7.18018096e-01,4.80945214e-01,2.37072883e-01
3.24000000e-02,2.44290245e+01,7.21306438e-01,4.81131133e-01,2.40175305e-01
3.27000000e-02,2.46552191e+01,7.24555743e-01,4.81277713e-01,2.43278031e-01
3.30000000e-02,2.48814138e+01,7.27766478e-01,4.81385678e-01,2.46380800e-01
3.33000000e-02,2.51076085e+01,7.30939104e-01,4.81455743e-01,2.49483361e-01
3.36000000e-02,2.53338032e+01,7.34074075e-01,4.81488611e-01,2.52585464e-01
3.39000000e-02,2.55599978e+01,7.37171841e-01,4.81484976e-01,2.55686865e-01
3.42000000e-02,2.57861925e+01,7.40232848e-01,4.81445523e-01,2.58787325e-01
