x_m,tau_s,C_EGDA_mol_L,C_EGMA_mol_L,C_EG_mol_L,C_AcOH_mol_L,C_H2O_mol_L,C_OH_mol_L,X_EGDA,Y_EGMA,Y_EG
1.60000000e-02,1.20637158e+01,2.11003515e-01,3.72644633e-02,1.73202181e-03,4.07285069e-02,5.11613253e+01,0.00000000e+00,1.55985940e-01,1.49057853e-01,6.92808724e-03
1.70000000e-02,1.28176980e+01,2.08780095e-01,3.92750917e-02,1.94481307e-03,4.31647178e-02,5.11588891e+01,0.00000000e+00,1.64879619e-01,1.57100367e-01,7.77925227e-03
1.80000000e-02,1.35716803e+01,2.06580263e-01,4.12510669e-02,2.16867011e-03,4.55884071e-02,5.11564654e+01,0.00000000e+00,1.73678948e-01,1.65004268e-01,8.67468045e-03
1.90000000e-02,1.43256625e+01,2.04403769e-01,4.31928315e-02,2.40339960e-03,4.79996307e-02,5.11540542e+01,0.00000000e+00,1.82384924e-01,1.72771326e-01,9.61359839e-03
2.00000000e-02,1.50796447e+01,2.02250366e-01,4.51008230e-02,2.64881062e-03,5.03984443e-02,5.11516554e+01,0.00000000e+00,1.90998535e-01,1.80403292e-01,1.05952425e-02
2.10000000e-02,1.58336270e+01,2.00119811e-01,4.69754740e-02,2.90471469e-03,5.27849034e-02,5.11492689e+01,0.00000000e+00,1.99520755e-01,1.87901896e-01,1.16188588e-02
2.20000000e-02,1.65876092e+01,1.98011862e-01,4.88172122e-02,3.17092572e-03,5.51590636e-02,5.11468948e+01,0.00000000e+00,2.07952552e-01,1.95268849e-01,1.26837029e-02
2.30000000e-02,1.73415914e+01,1.95926280e-01,5.06264601e-02,3.44725999e-03,5.75209801e-02,5.11445329e+01,0.00000000e+00,2.16294880e-01,2.02505840e-01,1.37890399e-02
2.40000000e-02,1.80955737e+01,1.93862828e-01,5.24036358e-02,3.73353610e-03,5.98707080e-02,5.11421831e+01,0.00000000e+00,2.24548688e-01,2.09614543e-01,1.49341444e-02
2.50000000e-02,1.88495559e+01,1.91821273e-01,5.41491524e-02,4.02957497e-03,6.22083023e-02,5.11398455e+01,0.00000000e+00,2.32714909e-01,2.16596610e-01,1.61182999e-02
2.60000000e-02,1.96035382e+01,1.89801382e-01,5.58634182e-02,4.33519983e-03,6.45338179e-02,5.11375200e+01,0.00000000e+00,2.40794472e-01,2.23453673e-01,1.73407993e-02
2.70000000e-02,2.03575204e+01,1.87802927e-01,5.75468370e-02,4.65023614e-03,6.68473093e-02,5.11352065e+01,0.00000000e+00,2.48788292e-01,2.30187348e-01,1.86009446e-02
2.80000000e-02,2.11115026e+01,1.85825681e-01,5.91998078e-02,4.97451161e-03,6.91488310e-02,5.11329050e+01,0.00000000e+00,2.56697278e-01,2.36799231e-01,1.98980464e-02
2.90000000e-02,2.18654849e+01,1.83869419e-01,6.08227252e-02,5.30785615e-03,7.14384375e-02,5.11306154e+01,0.00000000e+00,2.64522325e-01,2.43290901e-01,2.12314246e-02
3.00000000e-02,2.26194671e+01,1.81933919e-01,6.24159790e-02,5.65010188e-03,7.37161828e-02,5.11283377e+01,0.00000000e+00,2.72264324e-01,2.49663916e-01,2.26004075e-02
3.10000000e-02,2.33734493e+01,1.80018962e-01,6.39799549e-02,6.00108305e-03,7.59821210e-02,5.11260717e+01,0.00000000e+00,2.79924152e-01,2.55919820e-01,2.40043322e-02
3.20000000e-02,2.41274316e+01,1.78124330e-01,6.55150338e-02,6.36063606e-03,7.82363059e-02,5.11238175e+01,0.00000000e+00,2.87502679e-01,2.62060135e-01,2.54425443e-02
3.30000000e-02,2.48814138e+01,1.76249808e-01,6.70215924e-02,6.72859944e-03,8.04787913e-02,5.11215751e+01,0.00000000e+00,2.95000767e-01,2.68086369e-01,2.69143978e-02
3.40000000e-02,2.56353961e+01,1.74395183e-01,6.85000030e-02,7.10481379e-03,8.27096306e-02,5.11193442e+01,0.00000000e+00,3.02419267e-01,2.74000012e-01,2.84192552e-02
3.50000000e-02,2.63893783e+01,1.72560245e-01,6.99506337e-02,7.48912177e-03,8.49288772e-02,5.11171250e+01,0.00000000e+00,3.09759022e-01,2.79802535e-01,2.99564871e-02
3.60000000e-02,2.71433605e+01,1.70744784e-01,7.13738482e-02,7.88136810e-03,8.71365844e-02,5.11149173e+01,0.00000000e+00,3.17020865e-01,2.85495393e-01,3.15254724e-02
3.70000000e-02,2.78973428e+01,1.68948594e-01,7.27700061e-02,8.28139951e-03,8.93328051e-02,5.11127210e+01,0.00000000e+00,3.24205622e-01,2.91080024e-01,3.31255980e-02
3.80000000e-02,2.86513250e+01,1.67171472e-01,7.41394629e-02,8.68906472e-03,9.15175923e-02,5.11105363e+01,0.00000000e+00,3.31314110e-01,2.96557851e-01,3.47562589e-02
3.90000000e-02,2.94053072e+01,1.65413216e-01,7.54825698e-02,9.10421443e-03,9.36909986e-02,5.11083628e+01,0.00000000e+00,3.38347137e-01,3.01930279e-01,3.64168577e-02
4.00000000e-02,3.01592895e+01,1.63673625e-01,7.67996740e-02,9.52670130e-03,9.58530766e-02,5.11062008e+01,0.00000000e+00,3.45305501e-01,3.07198696e-01,3.81068052e-02
4.10000000e-02,3.09132717e+01,1.61952501e-01,7.80911189e-02,9.95637990e-03,9.80038787e-02,5.11040500e+01,0.00000000e+00,3.52189995e-01,3.12364476e-01,3.98255196e-02
4.20000000e-02,3.16672539e+01,1.60249650e-01,7.93572436e-02,1.03931067e-02,1.00143457e-01,5.11019104e+01,0.00000000e+00,3.59001401e-01,3.17428975e-01,4.15724269e-02
4.30000000e-02,3.24212362e+01,1.58564876e-01,8.05983835e-02,1.08367401e-02,1.02271864e-01,5.10997820e+01,0.00000000e+00,3.65740495e-01,3.22393534e-01,4.33469606e-02
4.40000000e-02,3.31752184e+01,1.56897990e-01,8.18148699e-02,1.12871404e-02,1.04389151e-01,5.10976647e+01,0.00000000e+00,3.72408041e-01,3.27259480e-01,4.51485616e-02
4.50000000e-02,3.39292007e+01,1.55248800e-01,8.30070305e-02,1.17441695e-02,1.06495370e-01,5.10955585e+01,0.00000000e+00,3.79004800e-01,3.32028122e-01,4.69766782e-02
4.60000000e-02,3.46831829e+01,1.53617120e-01,8.41751888e-02,1.22076915e-02,1.08590572e-01,5.10934633e+01,0.00000000e+00,3.85531521e-01,3.36700755e-01,4.88307661e-02
4.70000000e-02,3.54371651e+01,1.52002763e-01,8.53196650e-02,1.26775720e-02,1.10674809e-01,5.10913790e+01,0.00000000e+00,3.91988948e-01,3.41278660e-01,5.07102880e-02
4.80000000e-02,3.61911474e+01,1.50405546e-01,8.64407752e-02,1.31536785e-02,1.12748132e-01,5.10893057e+01,0.00000000e+00,3.98377815e-01,3.45763101e-01,5.26147139e-02
4.90000000e-02,3.69451296e+01,1.48825288e-01,8.75388321e-02,1.36358802e-02,1.14810592e-01,5.10872433e+01,0.00000000e+00,4.04698849e-01,3.50155328e-01,5.45435208e-02
5.00000000e-02,3.76991118e+01,1.47261807e-01,8.86141445e-02,1.41240481e-02,1.16862241e-01,5.10851916e+01,0.00000000e+00,4.10952770e-01,3.54456578e-01,5.64961925e-02
5.10000000e-02,3.84530941e+01,1.45714927e-01,8.96670177e-02,1.46180550e-02,1.18903128e-01,5.10831507e+01,0.00000000e+00,4.17140291e-01,3.58668071e-01,5.84722199e-02
5.20000000e-02,3.92070763e+01,1.44184471e-01,9.06977534e-02,1.51177752e-02,1.20933304e-01,5.10811205e+01,0.00000000e+00,4.23262114e-01,3.62791014e-01,6.04711006e-02
5.30000000e-02,3.99610586e+01,1.42670265e-01,9.17066499e-02,1.56230847e-02,1.22952819e-01,5.10791010e+01,0.00000000e+00,4.29318938e-01,3.66826599e-01,6.24923389e-02
5.40000000e-02,4.07150408e+01,1.41172137e-01,9.26940018e-02,1.61338615e-02,1.24961725e-01,5.10770921e+01,0.00000000e+00,4.35311453e-01,3.70776007e-01,6.45354458e-02
5.50000000e-02,4.14690230e+01,1.39689915e-01,9.36601003e-02,1.66499847e-02,1.26960070e-01,5.10750938e+01,0.00000000e+00,4.41240340e-01,3.74640401e-01,6.65999389e-02
5.60000000e-02,4.22230053e+01,1.38223431e-01,9.46052334e-02,1.71713355e-02,1.28947905e-01,5.10731059e+01,0.00000000e+00,4.47106276e-01,3.78420934e-01,6.86853421e-02
5.70000000e-02,4.29769875e+01,1.36772518e-01,9.55296855e-02,1.76977965e-02,1.30925279e-01,5.10711286e+01,0.00000000e+00,4.52909928e-01,3.82118742e-01,7.07911860e-02
5.80000000e-02,4.37309697e+01,1.35337011e-01,9.64337377e-02,1.82292518e-02,1.32892241e-01,5.10691616e+01,0.00000000e+00,4.58651958e-01,3.85734951e-01,7.29170073e-02
5.90000000e-02,4.44849520e+01,1.33916745e-01,9.73176677e-02,1.87655873e-02,1.34848842e-01,5.10672050e+01,0.00000000e+00,4.64333020e-01,3.89270671e-01,7.50623491e-02
6.00000000e-02,4.52389342e+01,1.32511560e-01,9.81817501e-02,1.93066902e-02,1.36795130e-01,5.10652587e+01,0.00000000e+00,4.69953761e-01,3.92727000e-01,7.72267606e-02
6.10000000e-02,4.59929164e+01,1.31121294e-01,9.90262562e-02,1.98524493e-02,1.38731155e-01,5.10633227e+01,0.00000000e+00,4.75514822e-01,3.96105025e-01,7.94097973e-02
6.20000000e-02,4.67468987e+01,1.29745791e-01,9.98514541e-02,2.04027552e-02,1.40656964e-01,5.10613969e+01,0.00000000e+00,4.81016837e-01,3.99405816e-01,8.16110207e-02
6.30000000e-02,4.75008809e+01,1.28384892e-01,1.00657609e-01,2.09574995e-02,1.42572608e-01,5.10594812e+01,0.00000000e+00,4.86460433e-01,4.02630435e-01,8.38299980e-02
6.40000000e-02,4.82548632e+01,1.27038442e-01,1.01444982e-01,2.15165757e-02,1.44478133e-01,5.10575757e+01,0.00000000e+00,4.91846230e-01,4.05779928e-01,8.60663028e-02
6.50000000e-02,4.90088454e+01,1.25706289e-01,1.02213832e-01,2.20798785e-02,1.46373589e-01,5.10556803e+01,0.00000000e+00,4.97174843e-01,4.08855329e-01,8.83195142e-02
6.60000000e-02,4.97628276e+01,1.24388280e-01,1.02964416e-01,2.26473043e-02,1.48259024e-01,5.10537948e+01,0.00000000e+00,5.02446879e-01,4.11857662e-01,9.05892171e-02
6.70000000e-02,5.05168099e+01,1.23084265e-01,1.03696984e-01,2.32187506e-02,1.50134485e-01,5.10519194e+01,0.00000000e+00,5.07662939e-01,4.14787937e-01,9.28750024e-02
6.80000000e-02,5.12707921e+01,1.21794095e-01,1.04411788e-01,2.37941165e-02,1.52000021e-01,5.10500538e+01,0.00000000e+00,5.12823619e-01,4.17647152e-01,9.51764662e-02
6.90000000e-02,5.20247743e+01,1.20517624e-01,1.05109074e-01,2.43733026e-02,1.53855679e-01,5.10481982e+01,0.00000000e+00,5.17929505e-01,4.20436295e-01,9.74932105e-02
7.00000000e-02,5.27787566e+01,1.19254705e-01,1.05789085e-01,2.49562107e-02,1.55701506e-01,5.10463523e+01,0.00000000e+00,5.22981182e-01,4.23156339e-01,9.98248428e-02
7.10000000e-02,5.35327388e+01,1.18005194e-01,1.06452062e-01,2.55427440e-02,1.57537550e-01,5.10445163e+01,0.00000000e+00,5.27979225e-01,4.25808249e-01,1.02170976e-01
7.20000000e-02,5.42867211e+01,1.16768949e-01,1.07098244e-01,2.61328070e-02,1.59363858e-01,5.10426900e+01,0.00000000e+00,5.32924204e-01,4.28392975e-01,1.04531228e-01
7.30000000e-02,5.50407033e+01,1.15545829e-01,1.07727865e-01,2.67263058e-02,1.61180476e-01,5.10408734e+01,0.00000000e+00,5.37816683e-01,4.30911460e-01,1.06905223e-01
7.40000000e-02,5.57946855e+01,1.14335695e-01,1.08341158e-01,2.73231474e-02,1.62987452e-01,5.10390664e+01,0.00000000e+00,5.42657221e-01,4.33364631e-01,1.09292589e-01
7.50000000e-02,5.65486678e+01,1.13138408e-01,1.08938352e-01,2.79232403e-02,1.64784833e-01,5.10372690e+01,0.00000000e+00,5.47446369e-01,4.35753408e-01,1.11692961e-01
7.60000000e-02,5.73026500e+01,1.11953831e-01,1.09519674e-01,2.85264945e-02,1.66572663e-01,5.10354812e+01,0.00000000e+00,5.52184675e-01,4.38078697e-01,1.14105978e-01
7.70000000e-02,5.80566322e+01,1.10781830e-01,1.10085349e-01,2.91328210e-02,1.68350990e-01,5.10337029e+01,0.00000000e+00,5.56872678e-01,4.40341394e-01,1.16531284e-01
7.80000000e-02,5.88106145e+01,1.09622271e-01,1.10635597e-01,2.97421320e-02,1.70119861e-01,5.10319340e+01,0.00000000e+00,5.61510914e-01,4.42542387e-01,1.18968528e-01
7.90000000e-02,5.95645967e+01,1.08475022e-01,1.11170637e-01,3.03543411e-02,1.71879319e-01,5.10301745e+01,0.00000000e+00,5.66099913e-01,4.44682548e-01,1.21417364e-01
8.00000000e-02,6.03185789e+01,1.07339951e-01,1.11690686e-01,3.09693632e-02,1.73629412e-01,5.10284244e+01,0.00000000e+00,5.70640197e-01,4.46762744e-01,1.23877453e-01
8.10000000e-02,6.10725612e+01,1.06216929e-01,1.12195957e-01,3.15871141e-02,1.75370185e-01,5.10266837e+01,0.00000000e+00,5.75132285e-01,4.48783829e-01,1.26348457e-01
8.20000000e-02,6.18265434e+01,1.05105827e-01,1.12686661e-01,3.22075112e-02,1.77101684e-01,5.10249522e+01,0.00000000e+00,5.79576690e-01,4.50746646e-01,1.28830045e-01
8.30000000e-02,6.25805257e+01,1.04006520e-01,1.13163007e-01,3.28304727e-02,1.78823953e-01,5.10232299e+01,0.00000000e+00,5.83973919e-01,4.52652028e-01,1.31321891e-01
8.40000000e-02,6.33345079e+01,1.02918881e-01,1.13625200e-01,3.34559183e-02,1.80537037e-01,5.10215168e+01,0.00000000e+00,5.88324474e-01,4.54500801e-01,1.33823673e-01
8.50000000e-02,6.40884901e+01,1.01842787e-01,1.14073444e-01,3.40837686e-02,1.82240982e-01,5.10198129e+01,0.00000000e+00,5.92628852e-01,4.56293778e-01,1.36335074e-01
8.60000000e-02,6.48424724e+01,1.00778114e-01,1.14507941e-01,3.47139454e-02,1.83935831e-01,5.10181180e+01,0.00000000e+00,5.96887544e-01,4.58031762e-01,1.38855781e-01
8.70000000e-02,6.55964546e+01,9.97247412e-02,1.14928887e-01,3.53463717e-02,1.85621630e-01,5.10164322e+01,0.00000000e+00,6.01101035e-01,4.59715549e-01,1.41385487e-01
8.80000000e-02,6.63504368e+01,9.86825479e-02,1.15336481e-01,3.59809715e-02,1.87298424e-01,5.10147554e+01,0.00000000e+00,6.05269808e-01,4.61345922e-01,1.43923886e-01
8.90000000e-02,6.71044191e+01,9.76514154e-02,1.15730914e-01,3.66176702e-02,1.88966255e-01,5.10130876e+01,0.00000000e+00,6.09394338e-01,4.62923658e-01,1.46470681e-01
9.00000000e-02,6.78584013e+01,9.66312259e-02,1.16112380e-01,3.72563938e-02,1.90625168e-01,5.10114287e+01,0.00000000e+00,6.13475097e-01,4.64449521e-01,1.49025575e-01
9.10000000e-02,6.86123836e+01,9.56218628e-02,1.16481067e-01,3.78970698e-02,1.92275207e-01,5.10097786e+01,0.00000000e+00,6.17512549e-01,4.65924269e-01,1.51588279e-01
9.20000000e-02,6.93663658e+01,9.46232110e-02,1.16837162e-01,3.85396266e-02,1.93916416e-01,5.10081374e+01,0.00000000e+00,6.21507156e-01,4.67348649e-01,1.54158506e-01
9.30000000e-02,7.01203480e+01,9.36351565e-02,1.17180850e-01,3.91839935e-02,1.95548837e-01,5.10065050e+01,0.00000000e+00,6.25459374e-01,4.68723400e-01,1.56735974e-01
9.40000000e-02,7.08743303e+01,9.26575863e-02,1.17512313e-01,3.98301012e-02,1.97172515e-01,5.10048813e+01,0.00000000e+00,6.29369655e-01,4.70049250e-01,1.59320405e-01
9.50000000e-02,7.16283125e+01,9.16903889e-02,1.17831730e-01,4.04778810e-02,1.98787492e-01,5.10032664e+01,0.00000000e+00,6.33238445e-01,4.71326921e-01,1.61911524e-01
9.60000000e-02,7.23822947e+01,9.07334538e-02,1.18139281e-01,4.11272655e-02,2.00393812e-01,5.10016600e+01,0.00000000e+00,6.37066185e-01,4.72557123e-01,1.64509062e-01
9.70000000e-02,7.31362770e+01,8.97866717e-02,1.18435140e-01,4.17781882e-02,2.01991516e-01,5.10000623e+01,0.00000000e+00,6.40853313e-01,4.73740561e-01,1.67112753e-01
9.80000000e-02,7.38902592e+01,8.88499346e-02,1.18719482e-01,4.24305836e-02,2.03580649e-01,5.09984732e+01,0.00000000e+00,6.44600262e-01,4.74877927e-01,1.69722334e-01
9.90000000e-02,7.46442414e+01,8.79231354e-02,1.18992477e-01,4.30843872e-02,2.05161252e-01,5.09968926e+01,0.00000000e+00,6.48307459e-01,4.75969910e-01,1.72337549e-01
1.00000000e-01,7.53982237e+01,8.70061683e-02,1.19254296e-01,4.37395354e-02,2.06733367e-01,5.09953205e+01,0.00000000e+00,6.51975327e-01,4.77017185e-01,1.74958142e-01
1.01000000e-01,7.61522059e+01,8.60989286e-02,1.19505106e-01,4.43959657e-02,2.08297037e-01,5.09937568e+01,0.00000000e+00,6.55604286e-01,4.78020423e-01,1.77583863e-01
1.02000000e-01,7.69061882e+01,8.52013126e-02,1.19745071e-01,4.50536163e-02,2.09852304e-01,5.09922015e+01,0.00000000e+00,6.59194750e-01,4.78980284e-01,1.80214465e-01
1.03000000e-01,7.76601704e+01,8.43132180e-02,1.19974356e-01,4.57124265e-02,2.11399209e-01,5.09906546e+01,0.00000000e+00,6.62747128e-01,4.79897422e-01,1.82849706e-01
1.04000000e-01,7.84141526e+01,8.34345431e-02,1.20193120e-01,4.63723365e-02,2.12937793e-01,5.09891161e+01,0.00000000e+00,6.66261828e-01,4.80772481e-01,1.85489346e-01
1.05000000e-01,7.91681349e+01,8.25651878e-02,1.20401525e-01,4.70332874e-02,2.14468100e-01,5.09875857e+01,0.00000000e+00,6.69739249e-01,4.81606099e-01,1.88133150e-01
1.06000000e-01,7.99221171e+01,8.17050526e-02,1.20599726e-01,4.76952212e-02,2.15990169e-01,5.09860637e+01,0.00000000e+00,6.73179789e-01,4.82398905e-01,1.90780885e-01
1.07000000e-01,8.06760993e+01,8.08540395e-02,1.20787880e-01,4.83580807e-02,2.17504041e-01,5.09845498e+01,0.00000000e+00,6.76583842e-01,4.83151519e-01,1.93432323e-01
1.08000000e-01,8.14300816e+01,8.00120511e-02,1.20966139e-01,4.90218096e-02,2.19009758e-01,5.09830441e+01,0.00000000e+00,6.79951796e-01,4.83864557e-01,1.96087238e-01
1.09000000e-01,8.21840638e+01,7.91789913e-02,1.21134656e-01,4.96863526e-02,2.20507361e-01,5.09815465e+01,0.00000000e+00,6.83284035e-01,4.84538624e-01,1.98745410e-01
1.10000000e-01,8.29380461e+01,7.83547651e-02,1.21293580e-01,5.03516551e-02,2.21996890e-01,5.09800570e+01,0.00000000e+00,6.86580940e-01,4.85174319e-01,2.01406620e-01
1.11000000e-01,8.36920283e+01,7.75392782e-02,1.21443058e-01,5.10176634e-02,2.23478385e-01,5.09785755e+01,0.00000000e+00,6.89842887e-01,4.85772234e-01,2.04070654e-01
1.12000000e-01,8.44460105e+01,7.67324375e-02,1.21583238e-01,5.16843247e-02,2.24951887e-01,5.09771020e+01,0.00000000e+00,6.93070250e-01,4.86332951e-01,2.06737299e-01
1.13000000e-01,8.51999928e+01,7.59341509e-02,1.21714262e-01,5.23515868e-02,2.26417436e-01,5.09756364e+01,0.00000000e+00,6.96263396e-01,4.86857049e-01,2.09406347e-01
1.14000000e-01,8.59539750e+01,7.51443272e-02,1.21836274e-01,5.30193986e-02,2.27875071e-01,5.09741788e+01,0.00000000e+00,6.99422691e-01,4.87345097e-01,2.12077594e-01
1.15000000e-01,8.67079572e+01,7.43628763e-02,1.21949414e-01,5.36877096e-02,2.29324833e-01,5.09727290e+01,0.00000000e+00,7.02548495e-01,4.87797657e-01,2.14750838e-01
1.16000000e-01,8.74619395e+01,7.35897088e-02,1.22053821e-01,5.43564701e-02,2.30766761e-01,5.09712871e+01,0.00000000e+00,7.05641165e-01,4.88215284e-01,2.17425880e-01
1.17000000e-01,8.82159217e+01,7.28247366e-02,1.22149632e-01,5.50256313e-02,2.32200895e-01,5.09698529e+01,0.00000000e+00,7.08701054e-01,4.88598528e-01,2.20102525e-01
1.18000000e-01,8.89699039e+01,7.20678722e-02,1.22236983e-01,5.56951452e-02,2.33627273e-01,5.09684266e+01,0.00000000e+00,7.11728511e-01,4.88947931e-01,2.22780581e-01
1.19000000e-01,8.97238862e+01,7.13190292e-02,1.22316006e-01,5.63649643e-02,2.35045935e-01,5.09670079e+01,0.00000000e+00,7.14723883e-01,4.89264026e-01,2.25459857e-01
1.20000000e-01,9.04778684e+01,7.05781222e-02,1.22386836e-01,5.70350421e-02,2.36456920e-01,5.09655969e+01,0.00000000e+00,7.17687511e-01,4.89547343e-01,2.28140168e-01
1.21000000e-01,9.12318507e+01,6.98450665e-02,1.22449601e-01,5.77053328e-02,2.37860266e-01,5.09641936e+01,0.00000000e+00,7.20619734e-01,4.89798403e-01,2.30821331e-01
1.22000000e-01,9.19858329e+01,6.91197784e-02,1.22504430e-01,5.83757912e-02,2.39256013e-01,5.09627978e+01,0.00000000e+00,7.23520887e-01,4.90017722e-01,2.33503165e-01
1.23000000e-01,9.27398151e+01,6.84021751e-02,1.22551452e-01,5.90463731e-02,2.40644198e-01,5.09614096e+01,0.00000000e+00,7.26391300e-01,4.90205807e-01,2.36185492e-01
1.24000000e-01,9.34937974e+01,6.76921747e-02,1.22590791e-01,5.97170347e-02,2.42024860e-01,5.09600290e+01,0.00000000e+00,7.29231301e-01,4.90363162e-01,2.38868139e-01
1.25000000e-01,9.42477796e+01,6.69896962e-02,1.22622571e-01,6.03877330e-02,2.43398037e-01,5.09586558e+01,0.00000000e+00,7.32041215e-01,4.90490283e-01,2.41550932e-01
1.26000000e-01,9.50017618e+01,6.62946593e-02,1.22646915e-01,6.10584259e-02,2.44763767e-01,5.09572901e+01,0.00000000e+00,7.34821363e-01,4.90587659e-01,2.44233704e-01
1.27000000e-01,9.57557441e+01,6.56069847e-02,1.22663943e-01,6.17290718e-02,2.46122087e-01,5.09559318e+01,0.00000000e+00,7.37572061e-01,4.90655774e-01,2.46916287e-01
1.28000000e-01,9.65097263e+01,6.49265939e-02,1.22673776e-01,6.23996298e-02,2.47473036e-01,5.09545808e+01,0.00000000e+00,7.40293624e-01,4.90695105e-01,2.49598519e-01
1.29000000e-01,9.72637086e+01,6.42534092e-02,1.22676531e-01,6.30700597e-02,2.48816650e-01,5.09532372e+01,0.00000000e+00,7.42986363e-01,4.90706124e-01,2.52280239e-01
1.30000000e-01,9.80176908e+01,6.35873539e-02,1.22672324e-01,6.37403220e-02,2.50152968e-01,5.09519009e+01,0.00000000e+00,7.45650585e-01,4.90689297e-01,2.54961288e-01
1.31000000e-01,9.87716730e+01,6.29283518e-02,1.22661271e-01,6.44103777e-02,2.51482026e-01,5.09505718e+01,0.00000000e+00,7.48286593e-01,4.90645082e-01,2.57641511e-01
1.32000000e-01,9.95256553e+01,6.22763278e-02,1.22643484e-01,6.50801887e-02,2.52803861e-01,5.09492500e+01,0.00000000e+00,7.50894689e-01,4.90573934e-01,2.60320755e-01
1.33000000e-01,1.00279638e+02,6.16312074e-02,1.22619075e-01,6.57497173e-02,2.54118510e-01,5.09479353e+01,0.00000000e+00,7.53475170e-01,4.90476301e-01,2.62998869e-01
1.34000000e-01,1.01033620e+02,6.09929171e-02,1.22588156e-01,6.64189266e-02,2.55426009e-01,5.09466278e+01,0.00000000e+00,7.56028332e-01,4.90352625e-01,2.65675706e-01
1.35000000e-01,1.01787602e+02,6.03613840e-02,1.22550836e-01,6.70877802e-02,2.56726396e-01,5.09453274e+01,0.00000000e+00,7.58554464e-01,4.90203343e-01,2.68351121e-01
1.36000000e-01,1.02541584e+02,5.97365360e-02,1.22507222e-01,6.77562424e-02,2.58019706e-01,5.09440341e+01,0.00000000e+00,7.61053856e-01,4.90028886e-01,2.71024970e-01
1.37000000e-01,1.03295566e+02,5.91183019e-02,1.22457420e-01,6.84242782e-02,2.59305976e-01,5.09427479e+01,0.00000000e+00,7.63526792e-01,4.89829680e-01,2.73697113e-01
1.38000000e-01,1.04049549e+02,5.85066111e-02,1.22401536e-01,6.90918529e-02,2.60585242e-01,5.09414686e+01,0.00000000e+00,7.65973556e-01,4.89606144e-01,2.76367412e-01
