x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-03,7.53982237e-01,1.05477715e-02,1.05184225e-02,2.93489338e-05
2.00000000e-03,1.50796447e+00,2.09837375e-02,2.08669781e-02,1.16759371e-04
3.00000000e-03,2.26194671e+00,3.13090765e-02,3.10477909e-02,2.61285595e-04
4.00000000e-03,3.01592895e+00,4.15249550e-02,4.10629615e-02,4.61993586e-04
5.00000000e-03,3.76991118e+00,5.16325271e-02,5.09145662e-02,7.17960893e-04
6.00000000e-03,4.52389342e+00,6.16329351e-02,6.06046586e-02,1.02827647e-03
7.00000000e-03,5.27787566e+00,7.15273092e-02,7.01352686e-02,1.39204060e-03
8.00000000e-03,6.03185789e+00,8.13167681e-02,7.95084033e-02,1.80836474e-03
9.00000000e-03,6.78584013e+00,9.10024187e-02,8.87260473e-02,2.27637142e-03
1.00000000e-02,7.53982237e+00,1.00585357e-01,9.77901625e-02,2.79519408e-03
1.10000000e-02,8.29380461e+00,1.10066666e-01,1.06702689e-01,3.36397699e-03
1.20000000e-02,9.04778684e+00,1.19447419e-01,1.15465544e-01,3.98187514e-03
1.30000000e-02,9.80176908e+00,1.28728678e-01,1.24080624e-01,4.64805407e-03
1.40000000e-02,1.05557513e+01,1.37911493e-01,1.32549804e-01,5.36168978e-03
1.50000000e-02,1.13097336e+01,1.46996904e-01,1.40874936e-01,6.12196864e-03
1.60000000e-02,1.20637158e+01,1.55985940e-01,1.49057853e-01,6.92808724e-03
1.70000000e-02,1.28176980e+01,1.64879619e-01,1.57100367e-01,7.77925227e-03
1.80000000e-02,1.35716803e+01,1.73678948e-01,1.65004268e-01,8.67468045e-03
1.90000000e-02,1.43256625e+01,1.82384924e-01,1.72771326e-01,9.61359839e-03
2.00000000e-02,1.50796447e+01,1.90998535e-01,1.80403292e-01,1.05952425e-02
2.10000000e-02,1.58336270e+01,1.99520755e-01,1.87901896e-01,1.16188588e-02
2.20000000e-02,1.65876092e+01,2.07952552e-01,1.95268849e-01,1.26837029e-02
2.30000000e-02,1.73415914e+01,2.16294880e-01,2.02505840e-01,1.37890399e-02
2.40000000e-02,1.80955737e+01,2.24548688e-01,2.09614543e-01,1.49341444e-02
2.50000000e-02,1.88495559e+01,2.32714909e-01,2.16596610e-01,1.61182999e-02
2.60000000e-02,1.96035382e+01,2.40794472e-01,2.23453673e-01,1.73407993e-02
2.70000000e-02,2.03575204e+01,2.48788292e-01,2.30187348e-01,1.86009446e-02
2.80000000e-02,2.11115026e+01,2.56697278e-01,2.36799231e-01,1.98980464e-02
2.90000000e-02,2.18654849e+01,2.64522325e-01,2.43290901e-01,2.12314246e-02
3.00000000e-02,2.26194671e+01,2.72264324e-01,2.49663916e-01,2.26004075e-02
3.10000000e-02,2.33734493e+01,2.79924152e-01,2.55919820e-01,2.40043322e-02
3.20000000e-02,2.41274316e+01,2.87502679e-01,2.62060135e-01,2.54425443e-02
3.30000000e-02,2.48814138e+01,2.95000767e-01,2.68086369e-01,2.69143978e-02
3.40000000e-02,2.56353961e+01,3.02419267e-01,2.74000012e-01,2.84192552e-02
3.50000000e-02,2.63893783e+01,3.09759022e-01,2.79802535e-01,2.99564871e-02
