C_EGDA_M,C_cat_M,Q_total_mL_min,T_C,blind_rmse_M,cum_acid_mol,cum_capillary_travel_m,cum_egda_mol,cum_energy_kJ,cum_nmr_acquisitions,cum_reactor_conditions,cum_spatial_samples,cum_time_s,cum_waste_mL,design_mode,is_reference,n_positions,param_err_pct,reference_acid_mol,reference_blind_rmse_M,reference_capillary_travel_m,reference_egda_mol,reference_energy_kJ,reference_nmr_acquisitions,reference_param_err_pct,reference_reactor_conditions,reference_spatial_samples,reference_strategy,reference_time_s,reference_waste_mL,round,scenario,seed,strategy,z_over_L_list,z_over_L_max,z_over_L_min
2.0,2.0,0.5,60.0,0.0011594949711866674,0.6194580597606685,3.469199999999999,0.63074605153713,427.17675843396717,45.0,4.0,40.0,17140.086135047797,687.0720350900522,eig,0,9,13.547546035847425,0.04978018139156081,0.0513862944426945,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,189.77850054769445,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,4,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755,0.9755000000000001,0.7795000000000001
2.0,1.0,0.5,160.0,0.0009838685595955005,0.6481030016469248,5.630100000000001,0.6880359353096435,509.50543984679643,57.0,5.0,50.0,24014.872187749363,753.3619188625652,eig,0,10,6.5879979205540895,0.06286361959659387,0.049334473866007734,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,187.76263051383322,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,4,F,0.0690;0.0935;0.1180;0.1915;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.069
2.0,2.0,2.0,160.0,0.0010226869238342633,0.7203824687527717,6.629700000000003,0.7603154024154903,550.2927431346259,68.0,6.0,60.0,26183.25620092474,833.8913859684118,eig,0,10,10.584014008989495,0.07594705780162693,0.021661526992952734,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,101.85442458872683,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,4,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.4120;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,0.5,60.0,0.001160037778150778,0.7705061025252853,7.070700000000005,0.810439036188004,607.6258307555444,80.0,7.0,70.0,32198.092253626313,893.0150197409247,eig,0,10,11.097946621566868,0.08903049600665999,0.013364265463220136,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,76.25011181305685,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,4,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,2.0,0.5,120.0,0.0011256507615927738,0.8147293196311322,8.055600000000004,0.8546622532938508,655.1868702682759,90.0,8.0,80.0,37504.87830632788,944.738236846771,eig,0,10,9.305069940726973,0.10211393421169306,0.011471222314842105,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,56.73645661827527,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,4,F,0.1180;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
1.0,0.5,1.0,40.0,0.08701863621943966,0.012979866776461627,1.176,0.025959733552923255,3.255350587536576,13.0,1.0,10.0,3115.1680263507897,61.6694671058465,seed,0,8,52.779877207307635,0.01052986677646163,0.16975564063946616,0.54,0.02105973355292326,2.6408905875365756,10.0,513.979805387641,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,5,F,0.2405;0.2650;0.6080;0.6325;0.6570;0.9510;0.9755;1.0000,1.0,0.24050000000000002
2.0,1.0,2.0,160.0,0.010613298737748248,0.10755210032938489,3.3074999999999997,0.21510420065876978,169.98957337536575,30.0,2.0,20.0,8789.502039526189,263.5639342116931,eig,0,5,39.97261860192791,0.02361330498149469,0.06722709409342945,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,400.5215241620858,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,5,F,0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.902
2.0,2.0,0.5,100.0,0.0018016072173932612,0.15938406743523156,5.218500000000001,0.26693616776461615,216.2388950630487,45.0,3.0,30.0,15009.338092227774,326.64590131753937,diagnostic,0,8,16.116778494938842,0.03669674318652775,0.03715539355318015,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,226.47135005829048,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,5,F,0.2160;0.2405;0.2650;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.216
2.0,2.0,2.0,160.0,0.001384369653818191,0.2962835345410781,7.335300000000003,0.4038356348704627,323.4912643508781,58.0,4.0,40.0,19116.32210540316,473.2953684233859,diagnostic,0,9,14.210010980082766,0.04978018139156081,0.0545997225669671,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,278.0192378070027,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,5,F,0.1180;0.1425;0.1670;0.1915;0.3875;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
1.0,0.5,1.0,40.0,0.09250075239770844,0.011678616776461627,0.9114,0.023357233552923254,2.9289970875365756,11.0,1.0,10.0,2802.86802635079,54.96446710584651,seed,0,10,70.82011144414153,0.01052986677646163,0.14436208624403576,0.54,0.02105973355292326,2.6408905875365756,10.0,354.40630089326027,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,6,F,0.2405;0.2650;0.6080;0.6325;0.6570;0.6815;0.7305;0.9510;0.9755;1.0000,1.0,0.24050000000000002
2.0,2.0,8.0,160.0,0.014598510057329088,0.6629180838823081,2.6606999999999994,0.6745967006587696,430.42342837536563,27.0,2.0,20.0,7687.164029644641,718.2039342116932,eig,0,8,26.225214870184253,0.02361330498149469,0.08066663303627393,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,152.79652830233533,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,6,F,0.0690;0.0935;0.1180;0.3385;0.3875;0.9020;0.9510;0.9755,0.9755000000000001,0.069
2.0,2.0,0.5,120.0,0.0014655493441331337,0.7104067176548218,4.6892999999999985,0.7220853344312833,469.2811648464305,40.0,3.0,30.0,13385.800082346224,775.4425679842061,eig,0,10,8.38489812574046,0.03669674318652775,0.040838149950812364,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,129.01595549238368,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,6,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,0.5,60.0,0.0013604011411560114,0.7546136847606687,5.1303,0.7662923015371302,505.7486441340157,53.0,4.0,40.0,18690.63613504779,829.3995350900524,eig,0,8,7.996633029721623,0.04978018139156081,0.05210068659456539,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,164.957145049702,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,6,F,0.7795;0.8040;0.8285;0.8775;0.9020;0.9265;0.9510;0.9755,0.9755000000000001,0.7795000000000001
2.0,0.5,0.5,160.0,0.001298147988803801,0.7689208432037968,7.276500000000004,0.8235209353096439,588.0427621718443,65.0,5.0,50.0,25558.07218774936,895.6281688625654,eig,0,9,7.1561212666160445,0.06286361959659387,0.017763552144508424,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,106.06205432854905,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,6,F,0.0935;0.1425;0.1670;0.1915;0.2160;0.9265;0.9510;0.9755;1.0000,1.0,0.0935
2.0,2.0,2.0,160.0,0.0012281499194169965,0.871575310309644,9.378600000000002,0.926175402415491,645.9706779596738,80.0,6.0,60.0,28637.70620092474,1009.5326359684121,eig,0,7,6.99725236677613,0.07594705780162693,0.022465742319857644,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,172.9027190627861,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,6,F,0.0935;0.1180;0.1425;0.2160;0.9265;0.9755;1.0000,1.0,0.0935
2.0,2.0,0.5,80.0,0.0012906388227685206,0.9235556107488242,10.525199999999996,0.9781557028546712,697.9209490306414,95.0,7.0,70.0,34875.3422536263,1072.7629364075915,eig,0,9,7.48047886444918,0.08903049600665999,0.011416682213312967,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,35.88871459681702,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,6,F,0.5100;0.5345;0.5590;0.5835;0.6325;0.6570;0.9510;0.9755;1.0000,1.0,0.51
2.0,2.0,0.5,60.0,0.00130464487817498,0.9628409111880044,11.024999999999991,1.0174410032938501,713.6683884848933,110.0,8.0,80.0,39589.57830632788,1123.2982368467708,eig,0,8,7.45287228262137,0.10211393421169306,0.010185615154191236,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,35.030981534252234,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,6,F,0.7795;0.8040;0.8285;0.8775;0.9020;0.9510;0.9755;1.0000,1.0,0.7795000000000001
1.0,0.5,1.0,40.0,0.0985695408211775,0.009956116776461625,0.2646,0.01991223355292325,2.4969940875365757,10.0,1.0,10.0,2389.46802635079,47.324467105846516,seed,0,10,103.00346330151231,0.01052986677646163,0.13866141080190678,0.54,0.02105973355292326,2.6408905875365756,10.0,153.46411239523624,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,7,F,0.5590;0.5835;0.6080;0.6325;0.6570;0.6815;0.9265;0.9510;0.9755;1.0000,1.0,0.5589999999999999
2.0,1.0,2.0,160.0,0.019217548227609953,0.10299835032938488,2.5725,0.20599670065876977,167.50445887536574,25.0,2.0,20.0,7972.002039526188,244.65893421169307,eig,0,8,82.82175047634124,0.02361330498149469,0.0543605626163985,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,168.25186349465545,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,7,F,0.0445;0.1915;0.2160;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.044500000000000005
2.0,2.0,0.5,40.0,0.003940362993507482,0.1558428174352315,2.8664999999999994,0.2588411677646162,230.81780696290232,37.0,3.0,30.0,14313.338092227772,306.5034013175393,eig,0,10,20.20969065977496,0.03669674318652775,0.045931090633156826,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,157.86229180593483,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,7,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,2.0,0.5,120.0,0.0030142840075991855,0.2109318678744115,4.939199999999999,0.31393021820379585,292.6936688923005,51.0,4.0,40.0,20924.024144929343,372.0924517567189,eig,0,9,14.924914804875012,0.04978018139156081,0.05423582268961139,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,168.35241562572918,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,7,F,0.0935;0.1180;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.0935
2.0,2.0,0.5,60.0,0.0023427875222209347,0.2540825849802581,5.306700000000001,0.35708093530964224,329.0066188048857,63.0,5.0,50.0,26102.110197630907,424.24316886256514,eig,0,8,13.275721121813412,0.06286361959659387,0.04297863541479081,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,134.89799139795218,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,7,F,0.7795;0.8040;0.8285;0.8775;0.9020;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,0.1,0.5,160.0,0.002827593154956269,0.2565420791688839,5.703600000000004,0.40627081908215523,406.7644702177149,74.0,6.0,60.0,32004.896250332476,481.68305263507807,eig,0,10,12.414071946128935,0.07594705780162693,0.021688442726847043,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,85.45322141048572,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,7,F,0.4855;0.5100;0.5345;0.5590;0.5835;0.6080;0.6325;0.6570;0.6815;0.7060,0.706,0.48550000000000004
2.0,2.0,0.5,60.0,0.002585465382950094,0.3074157129413969,6.144600000000006,0.45714445285466826,464.20728283863343,87.0,7.0,70.0,38109.73230303405,542.306686407591,eig,0,9,11.982853869795363,0.08903049600665999,0.012908439830165918,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,62.817916562554444,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,7,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755,0.9755000000000001,0.7795000000000001
2.0,2.0,0.5,120.0,0.00255614982906633,0.3541801800472433,7.379400000000007,0.5039089199605148,512.7774527263649,99.0,8.0,80.0,43721.46835573562,598.0711535134374,eig,0,10,12.0168772980632,0.10211393421169306,0.008819662600506237,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,50.944376696722514,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,7,F,0.1180;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
1.0,0.5,1.0,40.0,0.09592377983455519,0.011096741776461624,0.6321,0.02219348355292325,2.783062837536576,11.0,1.0,10.0,2663.21802635079,52.63696710584651,seed,0,10,55.84451460965898,0.01052986677646163,0.12918782159822295,0.54,0.02105973355292326,2.6408905875365756,10.0,469.77679708512943,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,8,F,0.2405;0.2650;0.6080;0.6325;0.6570;0.7060;0.7305;0.9510;0.9755;1.0000,1.0,0.24050000000000002
2.0,2.0,8.0,160.0,0.006064934292170233,0.654996208882308,2.631299999999999,0.6660929506587696,426.1355321253657,25.0,2.0,20.0,7492.464029644641,707.0364342116933,eig,0,9,25.327866542530366,0.02361330498149469,0.050730790045218556,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,229.77860278752544,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,8,F,0.1180;0.1425;0.1670;0.1915;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,0.5,100.0,0.0005208166884375685,0.7006581759881549,3.601499999999999,0.7117549177646165,470.45055881304864,37.0,3.0,30.0,12971.900082346227,761.6984013175396,diagnostic,0,9,6.594670238262124,0.03669674318652775,0.02512680944447768,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,52.71907426217268,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,8,F,0.2160;0.2405;0.2650;0.2895;0.3140;0.9020;0.9265;0.9510;1.0000,1.0,0.216
2.0,1.0,0.5,80.0,0.00038182620928791554,0.7179358262077445,3.866099999999998,0.7463102182037967,488.39482238401627,47.0,4.0,40.0,17118.536135047798,803.7537017567192,diagnostic,0,10,8.527934008397931,0.04978018139156081,0.0423027399886854,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,98.94765202340187,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,8,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,0.5,0.5,160.0,0.0005060102594534094,0.7305790263175393,5.3949,0.796883018642977,556.9330536718451,58.0,5.0,50.0,23187.272187749368,862.5765021958989,diagnostic,0,10,9.633170157109138,0.06286361959659387,0.01849663082691745,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,149.34833177059073,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,8,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,2.0,160.0,0.0005502757661853349,0.8176784934233863,6.9237,0.8839824857488239,606.0832829596745,71.0,6.0,60.0,25800.25620092475,959.4259693017456,diagnostic,0,10,13.998045801832127,0.07594705780162693,0.016581447098724906,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,105.30109044484557,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,8,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,0.5,60.0,0.0005431629108862041,0.8655671271958999,7.188300000000002,0.9318711195213375,663.089390080593,81.0,7.0,70.0,31546.89225362632,1014.8146030742585,diagnostic,0,10,13.814378386740644,0.08903049600665999,0.01737544713162313,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,118.07459800229995,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,8,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,2.0,0.5,120.0,0.0004542732389038683,0.9084728443017469,7.497000000000003,0.9747768366271845,710.1272503433245,93.0,8.0,80.0,36695.57830632789,1066.7203201801046,diagnostic,0,9,8.737193279716848,0.10211393421169306,0.0038407487021089423,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,17.003957608826404,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,8,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9755;1.0000,1.0,0.7795000000000001
1.0,0.5,1.0,40.0,0.10123733281896208,0.010354241776461626,0.45569999999999994,0.020708483552923252,2.5968438375365754,10.0,1.0,10.0,2485.01802635079,48.91696710584651,seed,0,10,77.06062878635886,0.01052986677646163,0.11096742163088862,0.54,0.02105973355292326,2.6408905875365756,10.0,375.97586190474306,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,9,F,0.2405;0.2650;0.6080;0.6325;0.6570;0.6815;0.7305;0.9510;0.9755;1.0000,1.0,0.24050000000000002
2.0,2.0,8.0,160.0,0.011401209482428945,0.650333708882308,2.3960999999999992,0.6606879506587696,423.73725712536566,24.0,2.0,20.0,7284.864029644641,699.3964342116932,eig,0,10,58.06081957207998,0.02361330498149469,0.0545147549567288,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,220.2470013667807,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,9,F,0.0690;0.0935;0.1180;0.1425;0.3140;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.069
2.0,2.0,0.5,100.0,0.001312188567491468,0.697235675988155,3.4838999999999984,0.7075899177646165,468.44102381304856,37.0,3.0,30.0,12913.100082346225,756.0484013175394,diagnostic,0,8,8.949894039162798,0.03669674318652775,0.0681840832716246,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,205.28153934194103,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,9,F,0.1670;0.1915;0.2160;0.2405;0.2650;0.9265;0.9755;1.0000,1.0,0.167
2.0,2.0,0.5,60.0,0.0009470343431121957,0.7389818097606686,3.9542999999999977,0.7493360515371302,494.5484831839671,51.0,4.0,40.0,17922.636135047796,808.2945350900522,diagnostic,0,9,6.758855942034381,0.04978018139156081,0.03802826674922521,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,97.27314467783508,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,9,F,0.7795;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,1.0,0.5,160.0,0.0008778183259425587,0.7695323766469249,6.129899999999999,0.8104371853096439,579.0278529717956,68.0,5.0,50.0,25254.772187749357,882.145668862565,diagnostic,0,7,6.11853640811868,0.06286361959659387,0.041485502136873235,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,113.34083543047927,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,9,F,0.0690;0.0935;0.8530;0.8775;0.9020;0.9265;1.0000,1.0,0.069
2.0,2.0,2.0,160.0,0.0008666137006739958,0.8609818437527719,8.099700000000002,0.9018866524154909,630.6327872596249,80.0,6.0,60.0,27998.256200924738,982.5951359684117,diagnostic,0,9,3.5325682738525543,0.07594705780162693,0.01984592344702476,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,122.73354529021856,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,9,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
2.0,2.0,0.5,140.0,0.0008149009295668035,0.907065894191952,10.2312,0.9479707028546711,662.785390305739,95.0,7.0,70.0,33528.3422536263,1039.9291864075915,diagnostic,0,7,3.9118768257042413,0.08903049600665999,0.0068449770568278405,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,22.06833644241353,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,9,F,0.0690;0.0935;0.8530;0.9020;0.9510;0.9755;1.0000,1.0,0.069
2.0,2.0,0.5,80.0,0.0006607969531817519,0.953676611297799,11.069099999999997,0.9945814199605181,703.5011941683734,109.0,8.0,80.0,39121.628306327875,1097.0399035134378,diagnostic,0,9,4.772869697287008,0.10211393421169306,0.008047316350782001,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,49.150416579069315,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,9,F,0.5835;0.6080;0.6325;0.6570;0.6815;0.7060;0.7550;0.7795;1.0000,1.0,0.5835
1.0,0.5,1.0,40.0,0.0888675455795508,0.011931116776461624,0.8526,0.02386223355292325,2.9923240875365757,12.0,1.0,10.0,2863.4680263507903,56.72446710584651,seed,0,9,45.921153511250765,0.01052986677646163,0.20329144603840682,0.54,0.02105973355292326,2.6408905875365756,10.0,382.14705920131263,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,10,F,0.2405;0.2650;0.6080;0.6325;0.7060;0.7305;0.9510;0.9755;1.0000,1.0,0.24050000000000002
2.0,2.0,8.0,160.0,0.010402916348309471,0.678850583882308,2.8370999999999995,0.6907817006587695,439.3349793753657,28.0,2.0,20.0,7865.364029644643,735.6439342116932,eig,0,6,28.79776249822765,0.02361330498149469,0.05864322536755769,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,237.84791473874773,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,10,F,0.1915;0.2160;0.9020;0.9265;0.9510;0.9755,0.9755000000000001,0.19149999999999998
2.0,2.0,0.5,100.0,0.0009578994072074612,0.7295800509881549,4.4834999999999985,0.7415111677646165,485.23866731304867,43.0,3.0,30.0,13952.900082346227,797.6234013175394,eig,0,8,15.0595617242399,0.03669674318652775,0.04798747300337728,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,198.17123200372936,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,10,F,0.2895;0.3140;0.3385;0.3875;0.7060;0.9265;0.9755;1.0000,1.0,0.2895
1.0,2.0,0.5,60.0,0.0007386626634125009,0.7673461847606685,4.7187,0.7603942346508727,510.7638526839672,53.0,4.0,40.0,18484.836135047794,842.8895350900524,eig,0,10,12.668773049652371,0.04978018139156081,0.050244476113615,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,185.85994882311095,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,10,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,1.0,0.5,160.0,0.000891711722921598,0.7972692516469249,6.953100000000003,0.8202403684233863,594.5350259717958,68.0,5.0,50.0,25666.372187749363,913.9856688625651,eig,0,5,14.787480246189965,0.06286361959659387,0.04626621042227628,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,173.4384482365734,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,10,F,0.0935;0.1180;0.1425;0.9265;0.9755,0.9755000000000001,0.0935
2.0,2.0,0.5,140.0,0.0008977771674134248,0.8422820520861048,9.1875,0.8652531688625663,626.1726791429099,81.0,6.0,60.0,31067.908240450928,968.7484693017448,eig,0,8,14.917353390900413,0.07594705780162693,0.03373717172724593,5.939999999999998,0.15189411560325386,118.15597298503008,60.0,123.8909762864413,6.0,60.0,B,18227.293872390455,348.7882312065076,6,S2_nmr,10,F,0.0935;0.8285;0.8530;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.0935
2.0,0.5,0.5,160.0,0.0007870853762351148,0.8535390021958996,11.245499999999996,0.9102809693017466,661.5818669307387,95.0,7.0,70.0,36471.24429315249,1024.2762697409244,eig,0,8,17.46966151313316,0.08903049600665999,0.013549310706378825,7.019999999999996,0.17806099201331999,152.5092510707766,70.0,53.299455616141934,7.0,70.0,B,21367.319041598388,408.62198402663984,7,S2_nmr,10,F,0.1180;0.1425;0.1915;0.2160;0.2405;0.2650;0.9510;0.9755,0.9755000000000001,0.11800000000000001
2.0,2.0,0.5,60.0,0.0007713744661529827,0.9062188859684134,11.759999999999993,0.9629608530742604,719.2889339266571,110.0,8.0,80.0,42792.83034585406,1088.2061535134371,eig,0,8,17.32524143704215,0.10211393421169306,0.011274542931999705,8.099999999999994,0.2042278684233861,190.61261635860583,80.0,36.46255835435967,8.0,80.0,B,24507.34421080632,468.4557368467721,8,S2_nmr,10,F,0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9755;1.0000,1.0,0.804
1.0,0.5,1.0,40.0,0.10169983962145449,0.009956116776461625,0.2646,0.01991223355292325,2.4969940875365757,10.0,1.0,10.0,2389.46802635079,47.324467105846516,seed,0,10,86.7572649513114,0.01052986677646163,0.14271409792474332,0.54,0.02105973355292326,2.6408905875365756,10.0,281.7581536830664,1.0,10.0,B,2527.1680263507906,49.61946710584651,1,S2_nmr,11,F,0.5590;0.5835;0.6080;0.6325;0.6570;0.6815;0.9265;0.9510;0.9755;1.0000,1.0,0.5589999999999999
2.0,2.0,8.0,160.0,0.01448839189868444,0.563955583882308,1.4553,0.5739117006587697,375.11889337536564,21.0,2.0,20.0,6544.464029644641,609.5739342116931,eig,0,10,74.2554626335576,0.02361330498149469,0.05109479021881225,1.6200000000000006,0.04722660996298938,18.24373266287005,20.0,194.29839599206935,2.0,20.0,B,5667.193195558724,109.45321992597873,2,S2_nmr,11,F,0.0445;0.0690;0.0935;0.2895;0.3140;0.3385;0.9265;0.9510;0.9755;1.0000,1.0,0.044500000000000005
2.0,2.0,0.5,100.0,0.0014604489819238778,0.6124350509881548,3.1016999999999997,0.6223911677646164,420.31720631304864,33.0,3.0,30.0,12362.000082346225,667.0534013175394,diagnostic,0,10,25.23942739810332,0.03669674318652775,0.05075737796716886,2.700000000000001,0.0733934863730555,37.59666194028614,30.0,180.1614988846143,3.0,30.0,B,8807.218364766657,169.28697274611096,3,S2_nmr,11,F,0.1670;0.1915;0.2160;0.2405;0.5345;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.167
2.0,1.0,0.5,80.0,0.0007333433670272323,0.6313277012077443,3.601499999999999,0.6601764682037966,439.00404688401625,46.0,4.0,40.0,16896.236135047806,714.588701756719,diagnostic,0,10,16.956648502581338,0.04978018139156081,0.055335797700529286,3.7800000000000016,0.09956036278312162,60.699678419784824,40.0,172.18617075166281,4.0,40.0,B,11947.24353397459,229.12072556624318,4,S2_nmr,11,F,0.7795;0.8040;0.8285;0.8530;0.8775;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.7795000000000001
2.0,0.5,0.5,160.0,0.0005980811487270592,0.6450999638175392,5.674200000000002,0.7152655186429768,510.0907980468455,60.0,5.0,50.0,23506.92218774937,780.1777521958985,diagnostic,0,10,26.50711377523858,0.06286361959659387,0.042986860819979995,4.859999999999999,0.12572723919318773,87.55278210136616,50.0,134.00019582744264,5.0,50.0,B,15087.268703182523,288.9544783863754,5,S2_nmr,11,F,0.1180;0.1425;0.1670;0.1915;0.2160;0.9020;0.9265;0.9510;0.9755;1.0000,1.0,0.11800000000000001
