frac_reached,metric,n_paired,n_reached,n_reference_reached,n_seeds,p_cheaper_egda_mol,p_cheaper_energy_kJ,p_cheaper_nmr_acquisitions,p_cheaper_time_s,ratio_acid_mol_ci_hi,ratio_acid_mol_ci_lo,ratio_acid_mol_median,ratio_acid_mol_q25,ratio_acid_mol_q75,ratio_capillary_travel_m_ci_hi,ratio_capillary_travel_m_ci_lo,ratio_capillary_travel_m_median,ratio_capillary_travel_m_q25,ratio_capillary_travel_m_q75,ratio_egda_mol_ci_hi,ratio_egda_mol_ci_lo,ratio_egda_mol_median,ratio_egda_mol_q25,ratio_egda_mol_q75,ratio_energy_kJ_ci_hi,ratio_energy_kJ_ci_lo,ratio_energy_kJ_median,ratio_energy_kJ_q25,ratio_energy_kJ_q75,ratio_nmr_acquisitions_ci_hi,ratio_nmr_acquisitions_ci_lo,ratio_nmr_acquisitions_median,ratio_nmr_acquisitions_q25,ratio_nmr_acquisitions_q75,ratio_reactor_conditions_ci_hi,ratio_reactor_conditions_ci_lo,ratio_reactor_conditions_median,ratio_reactor_conditions_q25,ratio_reactor_conditions_q75,ratio_spatial_samples_ci_hi,ratio_spatial_samples_ci_lo,ratio_spatial_samples_median,ratio_spatial_samples_q25,ratio_spatial_samples_q75,ratio_time_s_ci_hi,ratio_time_s_ci_lo,ratio_time_s_median,ratio_time_s_q25,ratio_time_s_q75,ratio_waste_mL_ci_hi,ratio_waste_mL_ci_lo,ratio_waste_mL_median,ratio_waste_mL_q25,ratio_waste_mL_q75,reference_strategy,scenario,strategy,target
1.0,blind_rmse_M,40,40,40,40,0.425,0.425,0.175,0.325,2.12707591660914,0.6705276987497011,1.1707126452225203,0.52293738681451,2.525120737606715,1.1542222222222216,0.9799319444444436,1.0589444444444436,0.926916666666666,1.3121111111111103,1.3080328646823913,0.4536848215567728,1.1146637301759936,0.40483411911362815,2.239261945455208,1.4165091883747691,0.6413187413670692,1.2000558401946364,0.5309765246891687,1.9707644764411447,1.2166666666666668,1.1,1.1333333333333333,1.0666666666666667,1.2666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1476191202313797,1.0296618666381436,1.0947231220665345,0.8624735682190727,1.1768822388729119,1.2691922777674756,0.5227595720048721,1.1253402506022119,0.4562421024117138,1.964295184315895,D,S4a_ambiguity,F,0.01
0.325,param_err_pct,7,13,9,40,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,2.098162927875851,0.509956895368123,1.4913419727285853,0.6129500529228068,2.036854224012881,1.1316666666666666,0.41313725490196074,0.8686363636363641,0.4388649237472766,1.0199494949494952,1.3333132674360786,0.5348680603661181,0.9865490200934124,0.7196615634324735,1.2335873058881028,1.1059956155834674,0.670468568208635,0.9338247128019406,0.7508348186651648,1.0963806278761905,1.1166666666666667,0.4666666666666667,0.9166666666666666,0.6395833333333334,1.0458333333333334,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.5347222222222222,0.7916666666666667,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.5347222222222222,0.7916666666666667,0.8758972923868877,0.4534526302421488,0.7373861647498767,0.5513568419297284,0.8507731735696531,1.2294579200128108,0.5998469918185253,1.009909089757164,0.749650827932645,1.1778243364772494,D,S4a_ambiguity,F,5.0
0.575,param_err_pct,14,23,18,40,0.6428571428571429,0.5,0.5714285714285714,0.6428571428571429,1.7914973800997138,0.2708714608712867,1.0186115593264855,0.2612953867911123,1.8460845709822062,1.1783333333333328,0.5988888888888888,0.9197222222222221,0.604182098765432,1.1783333333333328,1.0690673258219783,0.5854485882206661,0.897155017991581,0.5351847432820644,1.1014643350810527,1.270824152189926,0.6747660683742521,1.0013798520380912,0.6908851536446635,1.2683445204225647,1.2666666666666666,0.68,0.95,0.7100000000000001,1.25625,1.0,0.6,0.75,0.6,1.0,1.0,0.6,0.75,0.6,1.0,1.134156138822664,0.5818442140205844,0.8397281462419635,0.6084776023391675,1.1135076360078648,1.126190752941688,0.5215144789689654,0.9891513509677834,0.581307591929615,1.1021246163077676,D,S4a_ambiguity,F,10.0
0.825,param_err_pct,28,33,31,40,0.6071428571428571,0.6785714285714286,0.5357142857142857,0.6071428571428571,1.7905080500793273,0.5057284155811574,0.8869416587547666,0.3910207713822537,2.2379998295001013,1.0499999999999992,0.6506111111111109,0.8392222222222216,0.5810648148148145,1.1767424242424247,1.1459624069858503,0.638107706045687,0.8235571493221452,0.48285360058846716,1.441125404202277,1.0923170853295634,0.7200035885521692,0.9226093872353744,0.6583321358726639,1.3887135522106917,1.1541666666666668,0.7583333333333333,0.9145833333333333,0.68,1.2333333333333334,1.0,0.6,0.775,0.575,1.0,1.0,0.6,0.775,0.575,1.0,1.1040506182553895,0.5691603766326715,0.8664608977953141,0.49424082429943894,1.1768822388729119,1.1383806164187265,0.6898011754592065,0.8265776007737069,0.5336116793407195,1.3578842566169376,D,S4a_ambiguity,F,20.0
0.875,param_err_pct,32,35,33,40,0.4375,0.40625,0.5625,0.65625,1.6657050323126525,0.6100206111110351,1.0848652875169522,0.3798083105361038,2.1571669552664354,0.9418888888888882,0.7128333333333329,0.8392222222222216,0.6949444444444439,1.0085833333333327,1.3122639925317805,0.6889268355273026,1.0602329764258964,0.4357104050375107,1.5598644054157402,1.2205002569931533,0.8185611147629095,1.100485002054162,0.5958289127913861,1.3887135522106917,1.0666666666666667,0.8083333333333333,0.8875,0.7666666666666667,1.15,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0160030325789622,0.6687283674408706,0.7755562273874324,0.6364309472687542,1.076352540966206,1.2873496768236568,0.7220173489305437,1.0663047254800515,0.4837739132745147,1.4624199456268043,D,S4a_ambiguity,F,30.0
1.0,param_err_pct,40,40,40,40,0.525,0.5,0.625,0.775,1.518849662638281,0.31097608938309884,0.7490382003353603,0.16607662816037005,2.125449057392948,0.988166666666666,0.7213888888888886,0.9092222222222215,0.5893611111111108,1.0575833333333327,1.1603014056370418,0.35279134065532997,0.9085215108578855,0.32734647294684016,2.1044475586823963,1.3196868513035858,0.46098270895307325,0.9938045141639591,0.4040991926909683,1.7368963692450525,1.0666666666666667,0.7833333333333334,0.8666666666666667,0.7625000000000001,1.1083333333333334,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8550826485288514,0.6365111060757729,0.7082861037564931,0.6000203053272305,0.9368330461812514,1.1547785651884395,0.3951017386105588,0.9174107586516083,0.3625590420288095,1.8730859536013185,D,S4a_ambiguity,F,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S4b_identifiable,D,0.001
0.275,blind_rmse_M,11,11,11,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,0.002
0.925,blind_rmse_M,37,37,37,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,0.005
1.0,blind_rmse_M,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,0.01
0.2,param_err_pct,8,8,8,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,5.0
0.425,param_err_pct,17,17,17,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,10.0
0.7,param_err_pct,28,28,28,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,20.0
0.8,param_err_pct,32,32,32,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,30.0
1.0,param_err_pct,40,40,40,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S4b_identifiable,D,50.0
0.625,blind_rmse_M,0,25,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S4b_identifiable,F,0.001
0.9,blind_rmse_M,10,36,11,40,0.6,0.5,0.3,0.4,1.2145822063596228,0.2443471847599778,0.5822374595012623,0.34748226520210823,1.2102045546858142,0.9216666666666661,0.6572222222222216,0.7913888888888883,0.6766666666666661,0.8954166666666661,1.5400044737037426,0.4005753620062079,0.7574932787972113,0.4095338504299264,1.4486109176415443,1.703338495214267,0.5488151330898267,0.8641523559978306,0.5882460698679577,1.3666040191713387,1.225,0.895,1.1625,1.01125,1.21875,1.0,0.75,1.0,0.8125,1.0,1.0,0.75,1.0,0.8125,1.0,1.227575604076932,0.712567587109419,1.0423624082837686,0.7679314896088119,1.1354077324659906,1.659583789195037,0.45623017050556236,0.7798535085825757,0.4641007379219498,1.346540482982368,D,S4b_identifiable,F,0.002
0.95,blind_rmse_M,35,38,37,40,0.37142857142857144,0.3142857142857143,0.2571428571428571,0.4857142857142857,1.8553503767236095,0.5782698664241724,1.19269254778611,0.43729112917912705,2.0071462925415595,0.990888888888888,0.7349999999999994,0.9022222222222216,0.6781790123456788,1.0262777777777772,1.7983773716979587,0.9560063973663222,1.1307617672964951,0.7974362735788616,2.049479965261936,1.3987392593341235,1.0130610973844805,1.2821312582679671,0.7673750257133362,1.5678364470486557,1.2,1.05,1.1,0.9791666666666667,1.2333333333333334,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.104240045713247,0.8278194733249303,1.028778668595414,0.8011462528918797,1.1381995501380748,1.5224947522558965,0.9947817950779275,1.1517477293753509,0.7934493670856084,1.8001026533427622,D,S4b_identifiable,F,0.005
0.95,blind_rmse_M,38,38,40,40,0.2894736842105263,0.2631578947368421,0.05263157894736842,0.21052631578947367,1.8446944545618358,0.7313079036345573,1.2456535709692398,0.43296728194264744,2.2277496057220247,1.0262777777777772,0.9037777777777769,0.963666666666666,0.8234722222222216,1.0970555555555548,1.8871764713085795,1.0587533518816106,1.2163542112122703,0.8068803943985418,2.402213024239787,1.50215688582958,1.0876188260413326,1.3535378618422094,1.0048004334729062,2.174857881645543,1.2833333333333332,1.1333333333333333,1.2,1.1,1.425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2114354388882993,1.054854957764496,1.1196101041584587,1.0288047075519753,1.3449227421629795,1.7331253633263732,1.070550192217896,1.2116522962257361,0.826738267296576,2.177374634783073,D,S4b_identifiable,F,0.01
0.325,param_err_pct,3,13,8,40,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.7970488409747805,0.19948233682434988,1.225864834138533,0.7126735854814414,1.5114568375566568,1.0913636363636368,0.8389393939393949,0.9600370370370382,0.8994882154882166,1.0257003367003374,2.3247651219523693,0.3870490364937895,1.0581685679353843,0.7226088022145869,1.6914668449438768,1.8197818173780855,0.45343945442133005,0.9703387524482443,0.7118891034347872,1.395060284913165,1.2666666666666666,0.95,0.9875,0.96875,1.1270833333333332,0.8333333333333334,0.6666666666666666,0.75,0.7083333333333333,0.7916666666666667,1.0,0.6666666666666666,0.75,0.7083333333333333,0.875,0.9592150483432491,0.7518237809018543,0.7832019327421839,0.7675128568220191,0.8712084905427164,2.1204909585658105,0.4335502873747725,1.0510616972309168,0.7423059923028447,1.5857763278983636,D,S4b_identifiable,F,5.0
0.65,param_err_pct,13,26,17,40,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.6153846153846154,1.4442789675872503,0.21211946873459767,0.5944507837352706,0.21211946873459767,1.4442789675872503,1.0828395061728395,0.5402564102564105,0.7017283950617283,0.5402564102564105,1.0828395061728395,2.0180241304807884,0.4369712657673374,0.7782671794840385,0.4369712657673374,2.0180241304807884,1.3405151845151662,0.611773942010056,0.9343473468200717,0.611773942010056,1.3405151845151662,1.26,0.7,0.925,0.7,1.26,1.0,0.6,0.75,0.6,1.0,1.0,0.6,0.75,0.6,1.0,1.0732035556169137,0.595110080017727,0.8279232350164059,0.595110080017727,1.0732035556169137,1.8015032245670837,0.48554504275920213,0.8583095733909857,0.48554504275920213,1.8015032245670837,D,S4b_identifiable,F,10.0
0.8,param_err_pct,24,32,28,40,0.5,0.5,0.5416666666666666,0.625,1.7492958469370328,0.21211946873459767,0.541628450848324,0.20998135377777638,1.9505178685995945,0.9473333333333326,0.5402564102564105,0.8248333333333329,0.4765833333333329,0.9623055555555544,1.8144438260553146,0.4730576494331953,1.0085942325700936,0.39248852313555027,2.171406903891232,1.3724382212562192,0.6840781083002174,0.9699137302818404,0.5823977966497313,1.6992228421275857,1.2333333333333334,0.7333333333333333,0.8875,0.7,1.2583333333333333,1.0,0.625,0.75,0.6,1.0,1.0,0.625,0.75,0.6,1.0,1.1088171789438164,0.6082117098325451,0.7796749940953693,0.5965687402792798,1.2127494117844482,1.6658315848778293,0.5288883411126875,1.0097637619151687,0.4456774629777585,1.9325039808067448,D,S4b_identifiable,F,20.0
0.825,param_err_pct,29,33,32,40,0.4482758620689655,0.4482758620689655,0.4827586206896552,0.5862068965517241,1.2860994407293804,0.20581822760304017,0.582233264256536,0.0633068366735432,2.0225691270208066,0.9908888888888883,0.442979797979798,0.7731111111111104,0.40288888888888863,1.0033333333333327,1.4886504730797092,0.4587327576551123,1.0438741828324731,0.29817497571244644,2.0131104159175153,1.298870517182205,0.6373843449314888,1.0416720740401155,0.43020908332332036,1.3724382212562192,1.2,0.7333333333333333,1.0666666666666667,0.625,1.2333333333333334,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.1088171789438164,0.5824712045078463,0.8173420220469472,0.4807006231417582,1.1316615387408395,1.3789874133041375,0.5095053095607603,1.046943404863445,0.33861466711971866,1.7688243771474437,D,S4b_identifiable,F,30.0
0.975,param_err_pct,39,39,40,40,0.5641025641025641,0.5641025641025641,0.6153846153846154,0.7692307692307693,1.1487327426589309,0.12484669716835811,0.480738364722216,0.06043066017302678,1.6387375865566196,0.8819999999999993,0.4192222222222221,0.653333333333333,0.2753333333333332,0.9908888888888882,1.1045378184450518,0.36766129309123247,0.9946167162695051,0.09495545508926323,1.8665324592924097,1.133999332393235,0.46098270895307325,0.9624476276104357,0.016216586199419052,1.3855887402951712,1.0666666666666667,0.625,0.8333333333333334,0.4,1.1,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.8550485266432593,0.4890483541684504,0.6163581520465642,0.2655849588123686,0.95647970372405,1.0780232587516287,0.41215400380142125,0.9838239995740985,0.19119360353193227,1.6469647784682442,D,S4b_identifiable,F,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,0.001
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,0.002
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,0.005
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,0.01
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,5.0
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,F,S4c_out_of_domain,F,10.0
0.05,param_err_pct,2,2,2,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,F,S4c_out_of_domain,F,20.0
0.2,param_err_pct,8,8,8,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,F,S4c_out_of_domain,F,30.0
0.45,param_err_pct,18,18,18,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,F,S4c_out_of_domain,F,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,0.001
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,0.002
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,0.005
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,0.01
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,5.0
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,10.0
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,20.0
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,D,30.0
0.475,param_err_pct,19,19,19,40,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,S5_inadequacy,D,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,0.001
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,0.002
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,0.005
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,0.01
0.0,param_err_pct,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,5.0
0.1,param_err_pct,0,4,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,10.0
0.3,param_err_pct,0,12,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,20.0
0.55,param_err_pct,0,22,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S5_inadequacy,F,30.0
