species,true_M,estimated_M,sigma_M
EGMA,0.18859899844217673,0.18243598635040656,0.011286479680861184
EGMA,0.12170440408038849,0.11130208939853868,0.007354964352918329
EGMA,0.19795619292671385,0.19068171662675118,0.01048285018250683
EGMA,0.23700398121663113,0.24353134299738627,0.01359918932028309
EGMA,0.20632977338593597,0.1742552406760427,0.02783771286392933
EGMA,0.04490975847846871,0.04104396478286399,0.004992569306312846
EGMA,0.07983864553626659,0.06954010755469117,0.027373872613670008
EGMA,0.2834356003704285,0.2914509458795681,0.02773562499016592
EGMA,0.2900471877838729,0.2883890486896037,0.014028645832635937
EGMA,0.2774877964839855,0.29203109283720524,0.023409150311031846
EGMA,0.10488624161787909,0.07705462549428808,0.02393380114886154
EGMA,0.25135850287751005,0.2590832253700931,0.015294937238407172
EGMA,0.05660325907813892,0.036289813809292644,0.014782663340154862
EGMA,0.13163573204992512,0.13412165144054128,0.009885462375433302
EGMA,0.1497584506217909,0.13715259508805722,0.03064453353928849
EGMA,0.2327784858861823,0.2518862675483888,0.01446385189781424
EGMA,0.25757841715379065,0.24081940941855376,0.021452400736186934
EGMA,0.07548340913670358,0.0769355551100681,0.005497335898380616
EGMA,0.03562813354210986,0.024558993896547456,0.00859605488843692
EGMA,0.25097764049735705,0.2474562107150629,0.028369091718671448
EGMA,0.06006658996702438,0.03441009809403835,0.030530682047482282
EGMA,0.20102289730300857,0.20879517182896593,0.015413243290061093
EGMA,0.04196644459021406,0.03158075499782021,0.0062091144522788575
EGMA,0.27936838963897215,0.25699636733685244,0.02885073098147728
EGMA,0.21011255111372582,0.19351432580109243,0.015581806240620255
EGMA,0.0581972637185444,0.03402120466098701,0.012931929756260816
EGMA,0.2898316977539221,0.2823027579227366,0.014006231089728914
EGMA,0.2028858783342686,0.18821057792504858,0.02311280955097534
EGMA,0.11167966595381784,0.1044323503899623,0.01882860182963105
EGMA,0.10536285234125654,0.0973134535832633,0.013234507448356702
EGMA,0.2227390715572274,0.22159361845086356,0.020532261402307576
EGMA,0.24481774966297626,0.23128515468553051,0.017029699986947144
EGMA,0.12109091362319198,0.1140387706414119,0.023344427471928268
EGMA,0.22750382785272755,0.2150435366205727,0.026657190318114046
EGMA,0.07701553755205232,0.07417832702039033,0.010682788124472108
EGMA,0.05252419211777476,0.04568442205695393,0.014264287559456105
EGMA,0.006362319101417768,0.0,0.029884179712253323
EGMA,0.2299263466640017,0.23130569983438393,0.010673254723886284
EGMA,0.2593818201496421,0.26156327383652156,0.015737669275241752
EGMA,0.27274891093923986,0.23247675388255123,0.028909344027542565
EGMA,0.05950698840141123,0.05597815326094265,0.004413674776835291
EGMA,0.2659522453317091,0.23497001076570606,0.02548738535255017
EGMA,0.22846881611444958,0.22989272641384753,0.02036386409825819
EGMA,0.2353745487108116,0.2117052151064211,0.01906154848657502
EGMA,0.14687218506827063,0.14751468288961891,0.023090070755692412
EGMA,0.2106461636635286,0.20779529271238856,0.012400242828160626
EGMA,0.2722156414283407,0.283941275427642,0.012744120479302089
EGMA,0.07938813354633756,0.06533409148044862,0.007588827036450867
EGMA,0.11988844187048264,0.09956853478404772,0.02076166610141862
EGMA,0.18490491848848448,0.1844226237290037,0.015274403982494078
EGMA,0.20263181574008088,0.18745147910873386,0.03169362953647688
EGMA,0.15646511076328307,0.1276178547993311,0.011035335937390015
EGMA,0.014229548992448859,0.0,0.023448994203214456
EGMA,0.24109215993315303,0.2548913425604061,0.012111329988628093
EGMA,0.26823088056944044,0.27581162116424246,0.02655152561013128
EGMA,0.2537946231590872,0.24934596876549295,0.018903913124026745
EGMA,0.10513895143306819,0.10363487932394057,0.006818402056362822
EGMA,0.11905484442779166,0.09717528919349523,0.02771995510622604
EGMA,0.1127489543012119,0.09702250707490419,0.023358523709774034
EGMA,0.1803390950850886,0.16219609494996462,0.017520458914488047
EGMA,0.04379344763715137,0.03670185592213244,0.006886180964717768
EGMA,0.28143253772379373,0.261021309610074,0.027834676643231637
EGMA,0.2717732251335928,0.2615431945731224,0.02497349620408104
EGMA,0.2460409363188653,0.245423559161932,0.027072674454022158
EGMA,0.22000937384213565,0.24001920651728262,0.017647625742233747
EGMA,0.23611625565182484,0.2517913610560892,0.010279797572220853
EGMA,0.10475086581200645,0.09831869604910612,0.007040286851963497
EGMA,0.2849690561059753,0.2910639404802945,0.014193362012320467
EGMA,0.061305311862378364,0.06128116387890731,0.006607475332267296
EGMA,0.05491092330187577,0.011620071849851378,0.028894510829634228
EGMA,0.23781655191296913,0.22603392725227184,0.019830380850419854
EGMA,0.069713760841674,0.06496230490476389,0.019826017656806024
EGMA,0.14593336536586968,0.1406673068110388,0.02090504457512295
EGMA,0.17070959611493852,0.17899165194070152,0.008839228958843726
EGMA,0.2951905893479871,0.3109786564565689,0.015466115950367856
EGMA,0.035710289577901254,0.02666363695717394,0.01079111263648008
EGMA,0.16351786390366704,0.1579800976652952,0.01640464208817344
EGMA,0.1475991828753954,0.1339679958899486,0.013012347378910355
EGMA,0.15716887555507772,0.1578560940734358,0.011075952660176896
EGMA,0.17392373636602518,0.18819138509467778,0.009596841815249743
EGMA,0.020323852780453865,0.009410257702308389,0.00536310371646693
EGMA,0.03410035220053248,0.04042531466486664,0.009780674483229992
EGMA,0.13328551472781394,0.11129015343237583,0.013642241456304648
EGMA,0.21520558531035425,0.19542156989416348,0.030837315294430574
EGMA,0.19420704011228354,0.19890765085831236,0.009403565126643322
EGMA,0.05184486669065379,0.050746524400329826,0.0043513409215018865
EGMA,0.05329604441210512,0.02693036008178953,0.01652702530689462
EGMA,0.22584707067863052,0.19313722012293733,0.015587101432123237
EGMA,0.29118762515295643,0.2745135774952672,0.0190922541835976
EGMA,0.036148311054786594,0.0027913744784686762,0.020719621337565122
EGMA,0.15383772039044274,0.15263429012685834,0.017614905865225558
EGMA,0.289452005076584,0.24339891290903204,0.03118458660670607
EGMA,5.853539503555271e-05,0.0,0.0067224601255513276
EGMA,0.006770623820119448,0.0,0.029847981842510585
EGMA,0.07293106229731768,0.05031074594015687,0.021098623620935352
EGMA,0.23493656199550755,0.24034271173308377,0.011476089503288205
EGMA,0.19590623456786097,0.14879243822131924,0.021039956539518206
EGMA,0.2498641459864489,0.24301633154276966,0.0264849369606132
EGMA,0.026672932035870088,0.014412220072560678,0.0199143402885917
EGMA,0.10508884280189235,0.08626609180696054,0.008497835510537637
