completed,faulted,last_valid_blind_rmse_M,last_valid_param_err_pct,nmr_acquisitions,nmr_reacquisitions,qc_rejected,rounds_completed,rounds_planned,runtime_s,scenario,seed,stop_reason,strategy
1,0,0.0008341885084235838,4.38743136807751,93.0,13.0,4.0,8,8,131.87955784797668,S3ab_rtd,12,budget exhausted,F
1,0,0.0007370509772462382,3.5353427298929985,95.0,15.0,7.0,8,8,122.28742504119873,S3ab_rtd,13,budget exhausted,F
1,0,0.0007847142667681413,4.077437796236394,104.0,24.0,5.0,8,8,128.35255694389343,S3ab_rtd,14,budget exhausted,F
0,1,0.0011191480039672325,1.4186787305717985,89.0,29.0,21.0,5,8,88.33158779144287,S3ab_rtd,15,MEASUREMENT_FAULT: QC rejected 8 positions in round 6; campaign paused,F
1,0,0.001603886822826713,2.453632366559777,97.0,17.0,3.0,8,8,121.80824494361877,S3ab_rtd,16,budget exhausted,F
1,0,0.0011581320270985785,38.912684201021655,93.0,13.0,4.0,8,8,123.20493865013123,S3ab_rtd,17,budget exhausted,F
1,0,0.0016779769385591506,20.42404633474422,91.0,11.0,3.0,8,8,127.09497690200806,S3ab_rtd,18,budget exhausted,F
1,0,0.0004911935816640172,15.101616475829038,111.0,31.0,14.0,8,8,125.77489614486694,S3ab_rtd,19,budget exhausted,F
1,0,0.0008566450530817537,2.4975142780184534,98.0,18.0,4.0,8,8,121.15015506744385,S3ab_rtd,20,budget exhausted,F
1,0,0.0004037247825168807,38.7880344291041,101.0,21.0,7.0,8,8,121.05824494361877,S3ab_rtd,21,budget exhausted,F
1,0,0.0008039013993888153,38.4317574439319,99.0,19.0,6.0,8,8,126.27928805351257,S3ab_rtd,22,budget exhausted,F
1,0,0.0007693849138632051,15.722807066170464,93.0,13.0,6.0,8,8,126.00811195373535,S3ab_rtd,23,budget exhausted,F
1,0,0.0008391695529492162,7.037648760222992,93.0,13.0,3.0,8,8,124.27048778533936,S3ab_rtd,24,budget exhausted,F
1,0,0.0009150697450279818,10.697464051639693,102.0,22.0,12.0,8,8,122.31449103355408,S3ab_rtd,25,budget exhausted,F
1,0,0.0007557229532890766,5.128576541190788,104.0,24.0,11.0,8,8,123.07605814933777,S3ab_rtd,26,budget exhausted,F
1,0,0.0012792889452212049,3.7048916966972545,97.0,17.0,1.0,8,8,130.2908809185028,S3ab_rtd,27,budget exhausted,F
1,0,0.0007980945866019817,1.0625623656543626,91.0,11.0,5.0,8,8,125.39926195144653,S3ab_rtd,28,budget exhausted,F
0,1,0.0007200651565668814,9.690940721517215,95.0,25.0,16.0,6,8,106.13757371902466,S3ab_rtd,29,MEASUREMENT_FAULT: QC rejected 6 positions in round 7; campaign paused,F
1,0,0.0006383754009933622,12.023899694849138,89.0,9.0,1.0,8,8,121.37013792991638,S3ab_rtd,30,budget exhausted,F
1,0,0.0004226958741645567,9.018795100009669,88.0,8.0,0.0,8,8,122.7067198753357,S3ab_rtd,31,budget exhausted,F
1,0,0.0011415338365340464,11.313939129224826,97.0,17.0,4.0,8,8,121.53321599960327,S3ab_rtd,32,budget exhausted,F
1,0,0.0008025470813252488,12.719620801844144,94.0,14.0,2.0,8,8,128.1050260066986,S3ab_rtd,33,budget exhausted,F
1,0,0.0009478910843354852,8.223946026220407,101.0,21.0,7.0,8,8,108.59693908691406,S3ab_rtd,34,budget exhausted,F
1,0,0.0018096687939830852,7.484016045575914,105.0,25.0,13.0,8,8,102.74890422821045,S3ab_rtd,35,budget exhausted,F
1,0,0.0005554083945316177,8.43592059814986,98.0,18.0,4.0,8,8,97.1956160068512,S3ab_rtd,36,budget exhausted,F
1,0,0.000316592246023046,0.8718237306970078,87.0,7.0,1.0,8,8,101.09692192077637,S3ab_rtd,37,budget exhausted,F
1,0,0.0008999055039030339,7.860177538026014,111.0,31.0,14.0,8,8,99.18082618713379,S3ab_rtd,38,budget exhausted,F
1,0,0.0006606660043284156,38.57027171154381,91.0,11.0,2.0,8,8,93.78143405914307,S3ab_rtd,39,budget exhausted,F
1,0,0.0014017981359432884,36.25720789056377,105.0,25.0,10.0,8,8,97.57457518577576,S3ab_rtd,40,budget exhausted,F
1,0,0.002917851572297143,16.9081200255609,100.0,0.0,0.0,10,10,42.628268003463745,S4a_ambiguity,1,budget exhausted,D
1,0,0.000947252187074579,24.205154778728357,100.0,0.0,0.0,10,10,41.05033612251282,S4a_ambiguity,2,budget exhausted,D
1,0,0.0018420468745588914,40.049176472609396,100.0,0.0,0.0,10,10,39.35930109024048,S4a_ambiguity,3,budget exhausted,D
1,0,0.004753667557658927,17.686364321862346,100.0,0.0,0.0,10,10,42.82955884933472,S4a_ambiguity,4,budget exhausted,D
1,0,0.0016578046189668328,11.04822712421143,100.0,0.0,0.0,10,10,42.47703289985657,S4a_ambiguity,5,budget exhausted,D
1,0,0.0050010696800087745,12.42821299793988,100.0,0.0,0.0,10,10,41.5403778553009,S4a_ambiguity,6,budget exhausted,D
1,0,0.0043700039935020045,13.075557308102681,100.0,0.0,0.0,10,10,41.900612115859985,S4a_ambiguity,7,budget exhausted,D
1,0,0.0011076627128882937,13.323143837510386,100.0,0.0,0.0,10,10,40.69281983375549,S4a_ambiguity,8,budget exhausted,D
1,0,0.00304219183732779,6.077488859419367,100.0,0.0,0.0,10,10,53.91209816932678,S4a_ambiguity,9,budget exhausted,D
1,0,0.004556818048826771,14.265062831550246,100.0,0.0,0.0,10,10,42.69465899467468,S4a_ambiguity,10,budget exhausted,D
1,0,0.0031748892970685856,40.46184903194625,100.0,0.0,0.0,10,10,40.558676958084106,S4a_ambiguity,11,budget exhausted,D
1,0,0.0012215517130371768,7.537916273743628,100.0,0.0,0.0,10,10,34.00599718093872,S4a_ambiguity,12,budget exhausted,D
1,0,0.001859353335347404,17.722286150816746,100.0,0.0,0.0,10,10,34.35019493103027,S4a_ambiguity,13,budget exhausted,D
1,0,0.004527345251925765,3.6261984882361986,100.0,0.0,0.0,10,10,34.8448851108551,S4a_ambiguity,14,budget exhausted,D
1,0,0.0041653637273988756,7.173621532032537,100.0,0.0,0.0,10,10,35.226479053497314,S4a_ambiguity,15,budget exhausted,D
1,0,0.005008339145027796,7.855768920064299,100.0,0.0,0.0,10,10,35.74506711959839,S4a_ambiguity,16,budget exhausted,D
1,0,0.0016680485580878332,40.35107700689189,100.0,0.0,0.0,10,10,33.36467218399048,S4a_ambiguity,17,budget exhausted,D
1,0,0.004048950025557692,27.514980252431798,100.0,0.0,0.0,10,10,37.98920130729675,S4a_ambiguity,18,budget exhausted,D
1,0,0.002414611827746332,22.817559274974244,100.0,0.0,0.0,10,10,34.35653471946716,S4a_ambiguity,19,budget exhausted,D
1,0,0.0028961752361926552,5.825744346290307,100.0,0.0,0.0,10,10,34.19663619995117,S4a_ambiguity,20,budget exhausted,D
1,0,0.001648619832915762,13.607442071998822,100.0,0.0,0.0,10,10,34.70302391052246,S4a_ambiguity,21,budget exhausted,D
1,0,0.002097845413056832,39.323123405550355,100.0,0.0,0.0,10,10,34.40374183654785,S4a_ambiguity,22,budget exhausted,D
1,0,0.004651797090379883,37.58199661794788,100.0,0.0,0.0,10,10,34.88260889053345,S4a_ambiguity,23,budget exhausted,D
1,0,0.00459203152134103,12.035644045355397,100.0,0.0,0.0,10,10,40.06755304336548,S4a_ambiguity,24,budget exhausted,D
1,0,0.004162321511143889,17.250964715888117,100.0,0.0,0.0,10,10,33.39100790023804,S4a_ambiguity,25,budget exhausted,D
1,0,0.0035378936177841527,10.22152867327697,100.0,0.0,0.0,10,10,35.94672417640686,S4a_ambiguity,26,budget exhausted,D
1,0,0.004370758104087403,5.143117680465026,100.0,0.0,0.0,10,10,35.74030518531799,S4a_ambiguity,27,budget exhausted,D
1,0,0.0031417566319525713,24.423721135205035,100.0,0.0,0.0,10,10,34.85242009162903,S4a_ambiguity,28,budget exhausted,D
1,0,0.00546110350404392,42.663667318924034,100.0,0.0,0.0,10,10,35.304163217544556,S4a_ambiguity,29,budget exhausted,D
1,0,0.003197682122208719,19.489688608854184,100.0,0.0,0.0,10,10,35.81478714942932,S4a_ambiguity,30,budget exhausted,D
