strategy,nmr_acquisitions,param_err_pct,max_rel_ci_pct,p_correct,blind_rmse_M
D,10.0,342.2617467902636,10000.0,nan,0.1491110913526837
D,20.0,208.42523857263942,9793.887758001278,nan,0.03661332952801703
D,30.0,38.64368805938005,4925.567065682175,nan,0.006719592827922059
D,40.0,23.777988595091458,3814.068963557695,nan,0.00444557638762523
D,50.0,22.45270554940537,2831.503875186535,nan,0.004087499823564359
D,60.0,21.249162789688736,2325.492508586198,nan,0.004007337523079088
D,70.0,20.96108237388116,2797.3270700418584,nan,0.0039011365929017363
D,80.0,18.112345573346587,1548.9015744605288,nan,0.003785349056931017
F,10.75,72.19795843090579,1663.678202752418,nan,0.09703911556854776
F,23.85,89.1865744681658,721.09943357147,nan,0.01968795963582083
F,36.15,14.805289666033469,136.9816711022251,nan,0.0024616534744263422
F,47.85,11.3900820455802,74.95741284916804,nan,0.001722226716816297
F,60.775,10.464986975662082,52.789041858956395,nan,0.0013712111620760013
F,73.57894736842105,9.399011922669647,43.749214672656706,nan,0.0013179734341395668
F,85.86842105263158,9.960687176657826,40.286488047115064,nan,0.001251229387622848
F,98.94736842105263,10.270477825528463,35.87921412493671,nan,0.0011370442462036291
F-uncorr,10.725,73.98351956245754,1524.945763431147,nan,0.09663939383649554
F-uncorr,23.65,48.94762881424169,807.4367888211378,nan,0.014455258209375332
F-uncorr,35.975,15.073858696794412,168.22103482101537,nan,0.0019453830483281303
F-uncorr,47.85,10.865579460751622,66.10003968442615,nan,0.0014146036257000048
F-uncorr,60.38461538461539,10.852202675629062,50.32461201133826,nan,0.001214555331126683
F-uncorr,72.73684210526316,10.285469875241057,42.26628001500238,nan,0.0011294206203886156
F-uncorr,85.26315789473684,10.215589206733176,39.398099469569416,nan,0.0010414416723746477
F-uncorr,98.55263157894737,10.140692284233245,30.21576066768076,nan,0.0010041394830361875
