strategy,round,p_correct,model_entropy,param_err_pct,blind_rmse_M
F,1,0.49908104520900237,0.6931364476745483,155.13385631867845,0.18410377609718637
F,2,0.7331141970812771,0.38603277930905544,131.20364022425647,0.08090127122584201
F,3,0.9231472158597146,0.009217475482187444,135.70849676003922,0.038435541922332464
F,4,0.9999999999976126,5.760344579355448e-11,145.8583753296573,0.035764414416778356
F,5,0.9473684210526315,0.0,152.09673761251167,0.03623898318504074
F,6,1.0,0.0,150.00366843392007,0.03608296884663966
F,7,1.0,0.0,150.01188555440547,0.036090664463030796
F,8,1.0,0.0,150.36200052216262,0.036128760559734366
