scenario_id,catalyst,geometry,is_pareto_optimal,Y_EGMA,S_EGMA,STY_EGMA_mol_Lreactor_h,temp_C,C_catalyst_feed_M,tau_s,Y_EG,C_EGDA_feed_M,Q_total_mL_min
d2ec4bcaec1e5c1e,H2SO4,A,True,0.00162976893435,0.999621541967,0.0129692890972,40,0.2,22.6194671058,6.17032665341e-07,0.1,2
a169b10829b1f2ab,H2SO4,A,True,0.000815371501757,0.999810774486,0.0129770405,40,0.2,11.3097335529,1.54318292722e-07,0.1,4
ba7baee9b004ae7e,H2SO4,A,True,0.000543689273506,0.999873849267,0.0129796253195,40,0.2,7.53982236862,6.85954538666e-08,0.1,6
87bcd574df0e84ed,H2SO4,A,True,0.000407807563885,0.999905386803,0.0129809179282,40,0.2,5.65486677646,3.85876283101e-08,0.1,8
5e537a27e8057a48,H2SO4,A,True,0.000326265545008,0.999924309372,0.0129816936016,40,0.2,4.52389342117,2.46971134784e-08,0.1,10
33acc726400b818d,H2SO4,A,True,0.00161805337206,0.999624262198,0.0257521192022,40,0.2,22.6194671058,6.0819233867e-07,0.2,2
90faa23abf11e4f3,H2SO4,A,True,0.000809507041367,0.999812136242,0.0257674094086,40,0.2,11.3097335529,1.52105610279e-07,0.2,4
c40292bd60eaf45f,H2SO4,A,True,0.000539778146548,0.999874757106,0.0257725080804,40,0.2,7.53982236862,6.7611845235e-08,0.2,6
e8bb122826f070ae,H2SO4,A,True,0.00040487366101,0.999906067681,0.0257750577903,40,0.2,5.65486677646,3.80342947978e-08,0.2,8
638197d7f31023d4,H2SO4,A,True,0.000323918154997,0.999924854073,0.0257765877627,40,0.2,4.52389342117,2.43429595697e-08,0.2,10
8d28f3f6562219d0,H2SO4,A,True,0.00160633763348,0.999626984435,0.0383484861929,40,0.2,22.6194671058,5.99412530107e-07,0.3,2
c2ac8972a3866e17,H2SO4,A,True,0.000803642534782,0.999813497981,0.0383711044977,40,0.2,11.3097335529,1.49908913458e-07,0.3,4
771cc543d7c70525,H2SO4,A,True,0.000535866999061,0.999875664942,0.0383786468027,40,0.2,7.53982236862,6.66353399791e-08,0.3,6
218a5f4305755190,H2SO4,A,True,0.000401939746586,0.999906748556,0.0383824185043,40,0.2,5.65486677646,3.74849570881e-08,0.3,8
e19b62450da54e3b,H2SO4,A,True,0.000321570757594,0.999925398773,0.0383846816876,40,0.2,4.52389342117,2.39913631159e-08,0.3,10
e49fb52fa0b7dbcb,H2SO4,A,True,0.00159462172066,0.999629709251,0.0507583858199,40,0.2,22.6194671058,5.90692399473e-07,0.4,2
0f434de2986e0ff6,H2SO4,A,True,0.000797777980915,0.99981485915,0.0507881236027,40,0.2,11.3097335529,1.47728643709e-07,0.4,4
05163a0b5bf32fab,H2SO4,A,True,0.000531955831046,0.999876572773,0.0507980399106,40,0.2,7.53982236862,6.56659379122e-08,0.4,6
8282239f16e475da,H2SO4,A,True,0.000399005820615,0.999907429431,0.050802998924,40,0.2,5.65486677646,3.69396151459e-08,0.4,8
e55df20476f7fefc,H2SO4,A,True,0.0003192233528,0.999925943472,0.0508059745803,40,0.2,4.52389342117,2.36423241084e-08,0.4,10
8e4497756d16906c,H2SO4,A,True,0.00158290561877,0.999632432906,0.0629818134677,40,0.2,22.6194671058,5.82037956591e-07,0.5,2
