scenario_id,catalyst,geometry,temp_C,C_EGDA_feed_M,C_catalyst_feed_M,Q_total_mL_min,tau_s,C_EGMA_peak_M,Y_EGMA_peak,x_peak_m,tau_peak_s,x_peak_over_L,tau_peak_over_tau_out,peak_is_interior,peak_is_at_outlet,remaining_length_after_peak_m,remaining_time_after_peak_s,EGMA_increasing_at_outlet,peak95_start_x_m,peak95_end_x_m,peak95_width_m,peak95_width_over_L,peak95_start_tau_s,peak95_end_tau_s,peak95_width_s
7a3951c0d10cc90e,H2SO4,A,80,0.3,0.2,6,7.53982236862,0.000842159628,0.00561439752,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
a4ca871a64401cc9,H2SO4,A,80,0.3,0.2,8,5.65486677646,0.00063229162,0.00421527747,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
af7b712fdfe194e3,H2SO4,A,80,0.3,0.2,10,4.52389342117,0.000506156092,0.00337437395,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
2224a23424d42d4e,H2SO4,A,80,0.4,0.2,2,22.6194671058,0.00331600798,0.0165800399,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
c790457ff6ed953a,H2SO4,A,80,0.4,0.2,4,11.3097335529,0.0016685412,0.00834270602,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
a8088975e82b2eea,H2SO4,A,80,0.4,0.2,6,7.53982236862,0.00111471267,0.00557356333,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
1fcd561ed4e2f51b,H2SO4,A,80,0.4,0.2,8,5.65486677646,0.000836917895,0.00418458948,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
0d19c4b489a3fa8f,H2SO4,A,80,0.4,0.2,10,4.52389342117,0.000669958718,0.00334979359,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
b4aefe8be5ef0079,H2SO4,A,80,0.5,0.2,2,22.6194671058,0.00411487428,0.0164594971,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
dee30fb52d266bb7,H2SO4,A,80,0.5,0.2,4,11.3097335529,0.00207042457,0.00828169828,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
3d9e9ae284906e56,H2SO4,A,80,0.5,0.2,6,7.53982236862,0.0013831817,0.00553272681,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
1c923cbebbab3726,H2SO4,A,80,0.5,0.2,8,5.65486677646,0.00103847504,0.00415390017,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
d6c5f053d663adac,H2SO4,A,80,0.5,0.2,10,4.52389342117,0.000831303098,0.00332521239,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
296069a25a514bb3,H2SO4,A,80,0.1,0.3,2,22.6194671058,0.00124997647,0.0249995293,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
e6aa68ea29a03a94,H2SO4,A,80,0.1,0.3,4,11.3097335529,0.000631014314,0.0126202863,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
0da4df8e52e5856a,H2SO4,A,80,0.1,0.3,6,7.53982236862,0.000422024237,0.00844048474,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
2307dc506a58b2ce,H2SO4,A,80,0.1,0.3,8,5.65486677646,0.000317024946,0.00634049892,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
73cc52a8d4e649a8,H2SO4,A,80,0.1,0.3,10,4.52389342117,0.000253863528,0.00507727057,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
7ad2c7beabd59445,H2SO4,A,80,0.2,0.3,2,22.6194671058,0.00248219121,0.0248219121,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
d60586b131bb079f,H2SO4,A,80,0.2,0.3,4,11.3097335529,0.00125298242,0.0125298242,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
504434ff8e6277fe,H2SO4,A,80,0.2,0.3,6,7.53982236862,0.000837980559,0.00837980559,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
672bfc524b1bd5aa,H2SO4,A,80,0.2,0.3,8,5.65486677646,0.000629484989,0.00629484989,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
e8921f93353f2bc5,H2SO4,A,80,0.2,0.3,10,4.52389342117,0.000504068417,0.00504068417,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
0db86e44941f2876,H2SO4,A,80,0.3,0.3,2,22.6194671058,0.0036966374,0.0246442494,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
0e6c459270a6a12b,H2SO4,A,80,0.3,0.3,4,11.3097335529,0.00186590257,0.0124393505,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
2e0a75128185b9fe,H2SO4,A,80,0.3,0.3,6,7.53982236862,0.00124786819,0.00831912128,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
3238e164bb85556e,H2SO4,A,80,0.3,0.3,8,5.65486677646,0.000937379694,0.00624919796,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
3cc4ee882bea3c48,H2SO4,A,80,0.3,0.3,10,4.52389342117,0.000750614387,0.00500409591,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
7c3fe9af0de6e6d2,H2SO4,A,80,0.4,0.3,2,22.6194671058,0.00489330819,0.0244665409,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
bd37b8cb4ca39cfe,H2SO4,A,80,0.4,0.3,4,11.3097335529,0.00246977305,0.0123488652,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
7d24fbd8080fd761,H2SO4,A,80,0.4,0.3,6,7.53982236862,0.00165168636,0.00825843181,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
1c42a436070742f2,H2SO4,A,80,0.4,0.3,8,5.65486677646,0.00124070862,0.00620354311,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
f8c291f57202ec79,H2SO4,A,80,0.4,0.3,10,4.52389342117,0.000993501158,0.00496750579,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
ca0a7ebba2e54eec,H2SO4,A,80,0.5,0.3,2,22.6194671058,0.00607219673,0.0242887869,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
63e5213061b124d0,H2SO4,A,80,0.5,0.3,4,11.3097335529,0.00306459211,0.0122583684,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
fe2d713dcba57046,H2SO4,A,80,0.5,0.3,6,7.53982236862,0.00204943429,0.00819773717,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
317e462016ed69d9,H2SO4,A,80,0.5,0.3,8,5.65486677646,0.00153947134,0.00615788535,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
34bb550aa7d31e30,H2SO4,A,80,0.5,0.3,10,4.52389342117,0.00123272845,0.0049309138,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
8c6e4e123eb555ac,H2SO4,A,80,0.1,0.4,2,22.6194671058,0.00164386723,0.0328773445,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
edb1ded72b919e4e,H2SO4,A,80,0.1,0.4,4,11.3097335529,0.000832435369,0.0166487074,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
ff62c384ee3049b4,H2SO4,A,80,0.1,0.4,6,7.53982236862,0.000557311174,0.0111462235,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
b3d09103cdc64548,H2SO4,A,80,0.1,0.4,8,5.65486677646,0.000418869136,0.00837738272,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
cbec6b792afb5156,H2SO4,A,80,0.1,0.4,10,4.52389342117,0.000335521218,0.00671042436,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
ab3893262cc6ecd9,H2SO4,A,80,0.2,0.4,2,22.6194671058,0.00326439662,0.0326439662,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
1c947e8cb33bf5e8,H2SO4,A,80,0.2,0.4,4,11.3097335529,0.00165291293,0.0165291293,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
6693b7a547d74248,H2SO4,A,80,0.2,0.4,6,7.53982236862,0.00110658544,0.0110658544,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
9fa438ea91d41727,H2SO4,A,80,0.2,0.4,8,5.65486677646,0.000831686083,0.00831686083,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
3e674e5fab1c6799,H2SO4,A,80,0.2,0.4,10,4.52389342117,0.00066618889,0.0066618889,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
2764e08c6baeab09,H2SO4,A,80,0.3,0.4,2,22.6194671058,0.00486157619,0.0324105079,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
b26e03dab55edd3e,H2SO4,A,80,0.3,0.4,4,11.3097335529,0.00246142963,0.0164095309,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
1dd881046e1cda19,H2SO4,A,80,0.3,0.4,6,7.53982236862,0.00164782143,0.0109854762,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
5edf34e18483d28a,H2SO4,A,80,0.3,0.4,8,5.65486677646,0.00123845007,0.0082563338,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
00a46a3daca85b64,H2SO4,A,80,0.3,0.4,10,4.52389342117,0.000992002523,0.00661335015,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
110935124470af28,H2SO4,A,80,0.4,0.4,2,22.6194671058,0.00643539396,0.0321769698,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
03b258605772ccd1,H2SO4,A,80,0.4,0.4,4,11.3097335529,0.00325798242,0.0162899121,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
00040864bc15f82a,H2SO4,A,80,0.4,0.4,6,7.53982236862,0.00218101778,0.0109050889,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
9a0b07edb794ea18,H2SO4,A,80,0.4,0.4,8,5.65486677646,0.00163916033,0.00819580164,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
dd50633b17df39ab,H2SO4,A,80,0.4,0.4,10,4.52389342117,0.00131296162,0.00656480811,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
3a588a5b40fb0845,H2SO4,A,80,0.5,0.4,2,22.6194671058,0.00798583793,0.0319433517,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
7338370982900a62,H2SO4,A,80,0.5,0.4,4,11.3097335529,0.00404256823,0.0161702729,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
c54e7cd672e0448d,H2SO4,A,80,0.5,0.4,6,7.53982236862,0.00270617313,0.0108246925,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
3b932a1f256c0151,H2SO4,A,80,0.5,0.4,8,5.65486677646,0.00203381608,0.00813526433,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
efa7f56df462f8ad,H2SO4,A,80,0.5,0.4,10,4.52389342117,0.00162906569,0.00651626277,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
62463130cdbb1595,H2SO4,A,80,0.1,0.5,2,22.6194671058,0.00202898699,0.0405797398,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
4bfbb6423a66aeca,H2SO4,A,80,0.1,0.5,4,11.3097335529,0.00103061297,0.0206122593,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
f11fdc97357f67d6,H2SO4,A,80,0.1,0.5,6,7.53982236862,0.000690696595,0.0138139319,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
9357f1090f3f8bf3,H2SO4,A,80,0.1,0.5,8,5.65486677646,0.000519385984,0.0103877197,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
a3dc1acce660f65d,H2SO4,A,80,0.1,0.5,10,4.52389342117,0.000416164713,0.00832329425,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
7c48bdff72587bc5,H2SO4,A,80,0.2,0.5,2,22.6194671058,0.00402919297,0.0402919297,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
98659b6489049ad8,H2SO4,A,80,0.2,0.5,4,11.3097335529,0.00204639086,0.0204639086,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
a62b9d24166c9174,H2SO4,A,80,0.2,0.5,6,7.53982236862,0.00137140274,0.0137140274,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
9240a7e4a22dc180,H2SO4,A,80,0.2,0.5,8,5.65486677646,0.00103124125,0.0103124125,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
8e05b039d818c1de,H2SO4,A,80,0.2,0.5,10,4.52389342117,0.000826286614,0.00826286614,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
cc8eeb4549f25521,H2SO4,A,80,0.3,0.5,2,22.6194671058,0.00600059945,0.0400039963,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
b20070089983ab6c,H2SO4,A,80,0.3,0.5,4,11.3097335529,0.00304732894,0.0203155263,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
e52b68faaf068a10,H2SO4,A,80,0.3,0.5,6,7.53982236862,0.00204211632,0.0136141088,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
d757593b8c15581a,H2SO4,A,80,0.3,0.5,8,5.65486677646,0.00153556461,0.0102370974,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
92dae26c6c4b97c6,H2SO4,A,80,0.3,0.5,10,4.52389342117,0.00123036494,0.00820243291,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
bb38b5547527ebb4,H2SO4,A,80,0.4,0.5,2,22.6194671058,0.00794318793,0.0397159397,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
5367e8ef8a0154a4,H2SO4,A,80,0.4,0.5,4,11.3097335529,0.00403342248,0.0201671124,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
d9a68321330fd337,H2SO4,A,80,0.4,0.5,6,7.53982236862,0.00270283521,0.0135141761,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
1319516949e0b5e9,H2SO4,A,80,0.4,0.5,8,5.65486677646,0.00203235486,0.0101617743,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
54ee5caa02333f44,H2SO4,A,80,0.4,0.5,10,4.52389342117,0.00162839891,0.00814199455,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
0ff9a162b2100e07,H2SO4,A,80,0.5,0.5,2,22.6194671058,0.00985693991,0.0394277596,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
70ac4f1461f02d07,H2SO4,A,80,0.5,0.5,4,11.3097335529,0.00500466675,0.020018667,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
08639f90a2109584,H2SO4,A,80,0.5,0.5,6,7.53982236862,0.00335355729,0.0134142292,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
9b4386db192cd750,H2SO4,A,80,0.5,0.5,8,5.65486677646,0.00252161081,0.0100864432,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
a4f7e3f18d563e13,H2SO4,A,80,0.5,0.5,10,4.52389342117,0.00202038777,0.00808155107,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
530251d5c6dd319e,H2SO4,A,100,0.1,0.1,2,22.6194671058,0.00115542398,0.0231084796,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
288ffd59bad23d8a,H2SO4,A,100,0.1,0.1,4,11.3097335529,0.000582917402,0.011658348,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
1b438747f4d554f1,H2SO4,A,100,0.1,0.1,6,7.53982236862,0.00038977552,0.00779551041,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
1692fb44abf08b50,H2SO4,A,100,0.1,0.1,8,5.65486677646,0.000292769122,0.00585538244,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
035ff886d05ed3b6,H2SO4,A,100,0.1,0.1,10,4.52389342117,0.000234425548,0.00468851096,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
a866f91d679e644d,H2SO4,A,100,0.2,0.1,2,22.6194671058,0.00229456915,0.0229456915,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
a9d57ea0280a1d8b,H2SO4,A,100,0.2,0.1,4,11.3097335529,0.00115755377,0.0115755377,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
442b5d6c55a8b2b5,H2SO4,A,100,0.2,0.1,6,7.53982236862,0.00077399859,0.0077399859,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
a2f26ee68f1dd1ba,H2SO4,A,100,0.2,0.1,8,5.65486677646,0.000581361954,0.00581361954,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
ef13bfd83f8d6e36,H2SO4,A,100,0.2,0.1,10,4.52389342117,0.000465504318,0.00465504318,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
d4e4df32d40b7762,H2SO4,A,100,0.3,0.1,2,22.6194671058,0.00341742969,0.0227828646,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
ffad6c0000006cb8,H2SO4,A,100,0.3,0.1,4,11.3097335529,0.00172390763,0.0114927175,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
912894004c3aca7e,H2SO4,A,100,0.3,0.1,6,7.53982236862,0.00115266855,0.00768445701,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
8416873babb84349,H2SO4,A,100,0.3,0.1,8,5.65486677646,0.000865778128,0.00577185419,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
35a358995f7b3f47,H2SO4,A,100,0.3,0.1,10,4.52389342117,0.000693236073,0.00462157382,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
f9abb9295e2b586e,H2SO4,A,100,0.4,0.1,2,22.6194671058,0.00452399979,0.0226199989,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
ea23fd312641b7e3,H2SO4,A,100,0.4,0.1,4,11.3097335529,0.00228197751,0.0114098875,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
1d30fa2e5a0dabbb,H2SO4,A,100,0.4,0.1,6,7.53982236862,0.00152578475,0.00762892375,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
26e22ebdc1bfd13f,H2SO4,A,100,0.4,0.1,8,5.65486677646,0.00114601727,0.00573008636,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
c1e61b6e0eac3e19,H2SO4,A,100,0.4,0.1,10,4.52389342117,0.000917620576,0.00458810288,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
4f4d8adf7fb18f71,H2SO4,A,100,0.5,0.1,2,22.6194671058,0.00561427364,0.0224570945,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
a1226af252146a4a,H2SO4,A,100,0.5,0.1,4,11.3097335529,0.00283176193,0.0113270477,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
50a4f1afcf242419,H2SO4,A,100,0.5,0.1,6,7.53982236862,0.00189334652,0.0075733861,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
d03d4c4f9212adae,H2SO4,A,100,0.5,0.1,8,5.65486677646,0.00142207902,0.00568831607,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
e43bfad7e9ac02b6,H2SO4,A,100,0.5,0.1,10,4.52389342117,0.00113865759,0.00455463035,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
b14815ca9022d070,H2SO4,A,100,0.1,0.2,2,22.6194671058,0.00224217926,0.0448435852,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
f8606af00f433f61,H2SO4,A,100,0.1,0.2,4,11.3097335529,0.00114111691,0.0228223383,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
e5b0ab1f5442b782,H2SO4,A,100,0.1,0.2,6,7.53982236862,0.000765249643,0.0153049929,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
a159f51d09fff10b,H2SO4,A,100,0.1,0.2,8,5.65486677646,0.000575634361,0.0115126872,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
5b97f9c5c755fa99,H2SO4,A,100,0.1,0.2,10,4.52389342117,0.000461324099,0.00922648198,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
f1d748b8967b52d5,H2SO4,A,100,0.2,0.2,2,22.6194671058,0.00445313,0.0445313,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
340f8f1ec64c8c58,H2SO4,A,100,0.2,0.2,4,11.3097335529,0.00226607554,0.0226607554,0.06,11.3097336,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,10.7442469,11.3097336,0.5654867
14162d688ae64b89,H2SO4,A,100,0.2,0.2,6,7.53982236862,0.00151960401,0.0151960401,0.06,7.53982237,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,7.16283125,7.53982237,0.37699112
92b7558776c37660,H2SO4,A,100,0.2,0.2,8,5.65486677646,0.0011430508,0.011430508,0.06,5.65486678,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,5.37212344,5.65486678,0.28274334
7c1fe2bf9d0eacb1,H2SO4,A,100,0.2,0.2,10,4.52389342117,0.000916051474,0.00916051474,0.06,4.52389342,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,4.29769875,4.52389342,0.22619467
4cf814ae8e9b52d7,H2SO4,A,100,0.3,0.2,2,22.6194671058,0.00663282994,0.0442188663,0.06,22.6194671,1,1,False,True,0,0,True,0.057,0.06,0.003,0.05,21.4884938,22.6194671,1.1309733
