scenario_id,relative_path,run_config_path,profiles_path,catalyst,geometry,temp_C,Q1_mL_min,Q2_mL_min,C_EGDA_feed_M,C_catalyst_feed_M,density1_g_L,density2_g_L,length_m,diameter_m,h_plus_model,n_eff_protons,ka2_model,activity_model,reversible,K1_ref,K2_ref,dH1_J_mol,dH2_J_mol,T_C,tau_s,X_EGDA,Y_EGMA,Y_EG,S_EGMA,kappa1_1_s,kappa2_1_s,C_EGDA_out_M,C_EGMA_out_M,C_EG_out_M,C_AcOH_out_M,verification_error,invariant_drift,K1,K2,X_eq,Y_EGMA_eq,C_OH_out_M,OH_consumed_frac,NaOH_per_acetate_group
a124070d14bebcaf,H2SO4/CPR_dimensions/s622__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s622__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s622__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q3+3\profiles.csv,H2SO4,A,100,3,3,0.5,0.5,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,100,7.53982236862,0.036187347393,0.0358374367403,0.000349910652684,0.99033058022,0.00501727670465,0.0026333440724,0.240953163152,0.00895935918507,8.74776631711e-05,0.00913431451141,1.09738537701e-11,1.13686837722e-13,0.749947725337,0.187486931334,0.999434467793,0.0464307777181,,,
3926b5b397b1f2ff,H2SO4/CPR_dimensions/s623__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s623__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s623__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q4+4\profiles.csv,H2SO4,A,100,4,4,0.5,0.5,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,100,5.65486677646,0.0272657696335,0.0270680145207,0.000197755112819,0.992747128892,0.00501727670465,0.0026333440724,0.243183557592,0.00676700363017,4.94387782046e-05,0.00686588118658,4.11859587233e-12,1.13686837722e-13,0.749947725337,0.187486931334,0.999434467793,0.0464307777181,,,
4be7c71f4409b0d8,H2SO4/CPR_dimensions/s624__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q5+5,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s624__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q5+5\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s624__cat-H2SO4_rev_T100C_L60mm_ID4mm_EGDA0.5M_cat0.5M_Q5+5\profiles.csv,H2SO4,A,100,5,5,0.5,0.5,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,100,4.52389342117,0.0218730353639,0.0217461132881,0.000126922075826,0.994197326813,0.00501727670465,0.0026333440724,0.244531741159,0.00543652832202,3.17305189564e-05,0.00549998935993,4.22249203918e-12,1.13686837722e-13,0.749947725337,0.187486931334,0.999434467793,0.0464307777181,,,
3674008644952745,H2SO4/CPR_dimensions/s625__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q1+1,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s625__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q1+1\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s625__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q1+1\profiles.csv,H2SO4,A,120,1,1,0.1,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,22.6194671058,0.0558824674312,0.0550118100943,0.000870657336935,0.984419847996,0.00248417393347,0.00134729739464,0.0472058766284,0.00275059050471,4.35328668468e-05,0.00283765623841,6.01479456519e-11,5.68434188608e-13,0.814021320482,0.20350533012,0.999981437423,0.00857973658792,,,
241bdfba2506bd8d,H2SO4/CPR_dimensions/s626__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q2+2,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s626__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q2+2\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s626__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q2+2\profiles.csv,H2SO4,A,120,2,2,0.1,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,11.3097335529,0.0283432685108,0.0281223682827,0.000220900228085,0.992206254265,0.00248417393347,0.00134729739464,0.0485828365745,0.00140611841413,1.10450114042e-05,0.00142820843694,2.12649368329e-11,2.84217094304e-13,0.814021320482,0.20350533012,0.999981437423,0.00857973658792,,,
f77f1f7072430fd0,H2SO4/CPR_dimensions/s627__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s627__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s627__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q3+3\profiles.csv,H2SO4,A,120,3,3,0.1,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,7.53982236862,0.0189859978994,0.0188873351549,9.86627444306e-05,0.994803394325,0.00248417393347,0.00134729739464,0.049050700105,0.000944366757747,4.93313722153e-06,0.00095423303219,2.13862276141e-11,5.68434188608e-13,0.814021320482,0.20350533012,0.999981437423,0.00857973658792,,,
d3f93b33284f3e8d,H2SO4/CPR_dimensions/s628__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s628__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s628__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q4+4\profiles.csv,H2SO4,A,120,4,4,0.1,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,5.65486677646,0.014273593189,0.0142179584459,5.56347431383e-05,0.996102260839,0.00248417393347,0.00134729739464,0.0492863203405,0.000710897922293,2.78173715692e-06,0.000716461396607,2.14592703145e-11,4.26325641456e-13,0.814021320482,0.20350533012,0.999981437423,0.00857973658792,,,
a9ff13e8450466ab,H2SO4/CPR_dimensions/s629__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q5+5,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s629__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q5+5\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s629__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.1M_cat0.1M_Q5+5\profiles.csv,H2SO4,A,120,5,5,0.1,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,4.52389342117,0.0114352818642,0.0113996229219,3.56589423416e-05,0.996881673511,0.00248417393347,0.00134729739464,0.0494282359068,0.000569981146093,1.78294711708e-06,0.000573547040327,2.14907124485e-11,4.26325641456e-13,0.814021320482,0.20350533012,0.999981437423,0.00857973658792,,,
3d086a11e9820f39,H2SO4/CPR_dimensions/s62__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s62__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s62__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q3+3\profiles.csv,H2SO4,A,25,3,3,0.3,0.3,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,25,7.53982236862,0.000277174328483,0.000277157182959,1.71455244149e-08,0.99993814173,3.68064835307e-05,1.64262900253e-05,0.149958423851,4.15735774438e-05,2.57182866223e-09,4.15787211012e-05,2.77212425468e-13,1.42108547152e-13,0.5,0.125,0.999562348612,0.0409649356697,,,
98f59b9410b0585f,H2SO4/CPR_dimensions/s630__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q1+1,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s630__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q1+1\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s630__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q1+1\profiles.csv,H2SO4,A,120,1,1,0.2,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,22.6194671058,0.0554921502912,0.0546337828614,0.000858367429842,0.98453173241,0.00248417393347,0.00134729739464,0.0944507849709,0.00546337828614,8.58367429842e-05,0.00563505177211,4.94983654759e-11,2.84217094304e-13,0.814021320482,0.20350533012,0.999925707743,0.0170900066754,,,
9678ab0dd35485d7,H2SO4/CPR_dimensions/s631__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q2+2,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s631__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q2+2\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s631__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q2+2\profiles.csv,H2SO4,A,120,2,2,0.2,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,11.3097335529,0.0281428074605,0.0279250425391,0.000217764921397,0.992262146493,0.00248417393347,0.00134729739464,0.097185719254,0.00279250425391,2.17764921397e-05,0.00283605723819,1.06720609726e-11,2.84217094304e-13,0.814021320482,0.20350533012,0.999925707743,0.0170900066754,,,
829339e89e04716a,H2SO4/CPR_dimensions/s632__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s632__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s632__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q3+3\profiles.csv,H2SO4,A,120,3,3,0.2,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,7.53982236862,0.018851155742,0.0187538959245,9.72598175259e-05,0.994840644316,0.00248417393347,0.00134729739464,0.0981148844258,0.00187538959245,9.72598175259e-06,0.00189484155596,1.07151063738e-11,2.13162820728e-13,0.814021320482,0.20350533012,0.999925707743,0.0170900066754,,,
caca153d7c00758a,H2SO4/CPR_dimensions/s633__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s633__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s633__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q4+4\profiles.csv,H2SO4,A,120,4,4,0.2,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,5.65486677646,0.014172007721,0.0141171647994,5.48429215199e-05,0.996130193929,0.00248417393347,0.00134729739464,0.0985827992279,0.00141171647994,5.48429215199e-06,0.00142268506425,1.07025472469e-11,2.84217094304e-13,0.814021320482,0.20350533012,0.999925707743,0.0170900066754,,,
41c163e932b08445,H2SO4/CPR_dimensions/s634__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q5+5,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s634__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q5+5\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s634__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.2M_cat0.1M_Q5+5\profiles.csv,H2SO4,A,120,5,5,0.2,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,4.52389342117,0.0113537947902,0.0113186436433,3.51511468453e-05,0.996904017776,0.00248417393347,0.00134729739464,0.098864620521,0.00113186436433,3.51511468453e-06,0.0011388945937,1.07065102769e-11,2.84217094304e-13,0.814021320482,0.20350533012,0.999925707743,0.0170900066754,,,
67606e60fea56d5d,H2SO4/CPR_dimensions/s635__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q1+1,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s635__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q1+1\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s635__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q1+1\profiles.csv,H2SO4,A,120,1,1,0.3,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,22.6194671058,0.0551016930924,0.0542555301335,0.000846162958941,0.984643612356,0.00248417393347,0.00134729739464,0.141734746036,0.00813832952002,0.000126924443841,0.00839217840771,3.39119184123e-11,1.89478062869e-13,0.814021320482,0.20350533012,0.999832740575,0.0255312442318,,,
610e9760c7538853,H2SO4/CPR_dimensions/s636__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q2+2,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s636__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q2+2\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s636__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q2+2\profiles.csv,H2SO4,A,120,2,2,0.3,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,11.3097335529,0.0279423103353,0.0277276585602,0.000214651775083,0.992318037682,0.00248417393347,0.00134729739464,0.14580865345,0.00415914878403,3.21977662624e-05,0.00422354431656,6.91526760262e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999832740575,0.0255312442318,,,
e01b1674e3de76a7,H2SO4/CPR_dimensions/s637__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s637__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s637__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q3+3\profiles.csv,H2SO4,A,120,3,3,0.3,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,7.53982236862,0.018716297393,0.0186204305335,9.58668595096e-05,0.994877893982,0.00248417393347,0.00134729739464,0.147192555391,0.00279306458002,1.43800289264e-05,0.00282182463788,7.18496939823e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999832740575,0.0255312442318,,,
bae4a340e2993f9b,H2SO4/CPR_dimensions/s638__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s638__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s638__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q4+4\profiles.csv,H2SO4,A,120,4,4,0.3,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,5.65486677646,0.0140704131007,0.0140163563597,5.40567410579e-05,0.996158126938,0.00248417393347,0.00134729739464,0.147889438035,0.00210245345395,8.10851115869e-06,0.00211867047627,7.16842194328e-12,9.47390314347e-14,0.814021320482,0.20350533012,0.999832740575,0.0255312442318,,,
c61b20aab68ac659,H2SO4/CPR_dimensions/s639__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q5+5,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s639__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q5+5\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s639__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.3M_cat0.1M_Q5+5\profiles.csv,H2SO4,A,120,5,5,0.3,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,4.52389342117,0.0112723018424,0.0112376548685,3.46469739575e-05,0.996926362118,0.00248417393347,0.00134729739464,0.148309154724,0.00168564823027,5.19704609363e-06,0.00169604232246,7.13919908072e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999832740575,0.0255312442318,,,
3128e5cb5c8ae67c,H2SO4/CPR_dimensions/s63__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s63__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s63__cat-H2SO4_rev_T25C_L60mm_ID4mm_EGDA0.3M_cat0.3M_Q4+4\profiles.csv,H2SO4,A,25,4,4,0.3,0.3,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,25,5.65486677646,0.000207887969097,0.0002078783244,9.64469672437e-09,0.999953606276,3.68064835307e-05,1.64262900253e-05,0.149968816805,3.11817486599e-05,1.44670450866e-09,3.11846420689e-05,1.17071902122e-13,9.47390314347e-14,0.5,0.125,0.999562348612,0.0409649356697,,,
65865c894e188ddb,H2SO4/CPR_dimensions/s640__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q1+1,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s640__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q1+1\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s640__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q1+1\profiles.csv,H2SO4,A,120,1,1,0.4,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,22.6194671058,0.0547110957778,0.0538770518145,0.000834043963371,0.984755487867,0.00248417393347,0.00134729739464,0.189057780844,0.0107754103629,0.000166808792674,0.0111090279482,2.5914322771e-11,1.42108547152e-13,0.814021320482,0.20350533012,0.999702455537,0.0339038654513,,,
b0a4b806cd4815eb,H2SO4/CPR_dimensions/s641__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q2+2,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s641__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q2+2\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s641__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q2+2\profiles.csv,H2SO4,A,120,2,2,0.4,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,11.3097335529,0.0277417771264,0.0275302163311,0.000211560795295,0.992373927801,0.00248417393347,0.00134729739464,0.194451644575,0.00550604326623,4.2312159059e-05,0.00559066758435,5.35762677712e-12,1.7763568394e-13,0.814021320482,0.20350533012,0.999702455537,0.0339038654513,,,
35107c3aff6dfd6a,H2SO4/CPR_dimensions/s642__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q3+3,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s642__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q3+3\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s642__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q3+3\profiles.csv,H2SO4,A,120,3,3,0.4,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,7.53982236862,0.0185814228473,0.018486938973,9.44838743377e-05,0.994915143199,0.00248417393347,0.00134729739464,0.196283715431,0.00369738779459,1.88967748675e-05,0.00373518134433,5.31292200447e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999702455537,0.0339038654513,,,
c3e77eb878ed17ed,H2SO4/CPR_dimensions/s643__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q4+4,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s643__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q4+4\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s643__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q4+4\profiles.csv,H2SO4,A,120,4,4,0.4,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,5.65486677646,0.0139688093249,0.0139155331204,5.32762045006e-05,0.996186059723,0.00248417393347,0.00134729739464,0.197206238135,0.00278310662408,1.06552409001e-05,0.00280441710588,5.35925280933e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999702455537,0.0339038654513,,,
22a46900ab6bbde0,H2SO4/CPR_dimensions/s644__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q5+5,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s644__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q5+5\run_config.json,C:\Users\vt4ho\Simulations\kinetics_sim\EDGA\Homogenous_RESULTS\BatchSweep\H2SO4\CPR_dimensions\s644__cat-H2SO4_rev_T120C_L60mm_ID4mm_EGDA0.4M_cat0.1M_Q5+5\profiles.csv,H2SO4,A,120,5,5,0.4,0.1,1005,1060,0.06,0.004,equilibrium,1,tdep,dilute,True,0.5,0.125,5000,5000,120,4.52389342117,0.0111908030179,0.0111566565916,3.41464262411e-05,0.996948706345,0.00248417393347,0.00134729739464,0.197761839396,0.00223133131833,6.82928524823e-06,0.00224498988882,5.45454022119e-12,1.42108547152e-13,0.814021320482,0.20350533012,0.999702455537,0.0339038654513,,,
