scenario_id,catalyst,geometry,temp_C,C_catalyst_feed_M,C_EGDA_feed_M,Q_total_mL_min,X_EGDA,Y_EGMA,S_EGMA,Y_EG,STY_EGMA_mol_Lreactor_h,physical_valid,study_max_feasible_Y_EGMA,near_optimal_fraction_of_max,available_one_step_neighbors,feasible_one_step_neighbors,feasible_neighbor_fraction
af17db8b03128d76,NaOH,B,40,0.3,0.3,4,0.757216455175,0.51443291035,0.679373654434,0.242783544825,0.363886847208,False,0.521825508933,0.985833198155,8,6,0.75
a062c43ffd6ad45c,NaOH,B,40,0.3,0.3,6,0.757216454799,0.514432910343,0.679373654763,0.242783544455,0.545830270812,False,0.521825508933,0.985833198142,8,6,0.75
fcff92ea979a8a1c,NaOH,B,40,0.3,0.3,8,0.757216395038,0.514432909321,0.67937370703,0.242783485717,0.727773692529,False,0.521825508933,0.985833196184,8,6,0.75
487c993131c5a9a9,NaOH,B,40,0.3,0.3,10,0.757215192371,0.514432888749,0.679374758896,0.242782303621,0.909717079115,False,0.521825508933,0.985833156761,7,5,0.714285714286
1d52f81fef5d6752,NaOH,B,40,0.4,0.4,2,0.757216455171,0.514432910342,0.679373654427,0.242783544829,0.242591231157,False,0.521825508933,0.985833198139,7,6,0.857142857143
ec1000b93f1d068e,NaOH,B,40,0.4,0.4,4,0.757216455171,0.514432910342,0.679373654427,0.242783544829,0.485182462315,False,0.521825508933,0.985833198139,8,7,0.875
b7e43b7740f73078,NaOH,B,40,0.4,0.4,6,0.75721645517,0.514432910342,0.679373654427,0.242783544829,0.727773693472,False,0.521825508933,0.985833198139,8,7,0.875
5d90fff7bcec5548,NaOH,B,40,0.4,0.4,8,0.757216454795,0.514432910335,0.679373654756,0.242783544459,0.97036492463,False,0.521825508933,0.985833198126,8,7,0.875
518d4b4d80aa2cfc,NaOH,B,40,0.4,0.4,10,0.757216433373,0.514432909969,0.679373673491,0.242783523404,1.21295615579,False,0.521825508933,0.985833197424,7,6,0.857142857143
403a1576f1c2527c,NaOH,B,40,0.5,0.5,2,0.757216455168,0.514432910337,0.679373654423,0.242783544832,0.303239040126,False,0.521825508933,0.98583319813,5,5,1
6d7023c9d4d9d3a2,NaOH,B,40,0.5,0.5,4,0.757216455168,0.514432910337,0.679373654423,0.242783544832,0.606478080252,False,0.521825508933,0.98583319813,6,6,1
a5d27cea96e2b2ba,NaOH,B,40,0.5,0.5,6,0.757216455168,0.514432910337,0.679373654423,0.242783544832,0.909717120377,False,0.521825508933,0.98583319813,6,6,1
495c58897698bb18,NaOH,B,40,0.5,0.5,8,0.757216455166,0.514432910337,0.679373654425,0.242783544829,1.2129561605,False,0.521825508933,0.98583319813,6,6,1
7e9749e6f615d947,NaOH,B,40,0.5,0.5,10,0.757216454792,0.51443291033,0.679373654752,0.242783544462,1.51619520063,False,0.521825508933,0.985833198117,5,5,1
62b9a1790c9d0672,NaOH,B,60,0.1,0.1,2,0.75278565307,0.505571306139,0.671600613106,0.24721434693,0.0596030906928,False,0.521825508933,0.968851268259,5,3,0.6
d5386c46e337d130,NaOH,B,60,0.1,0.1,4,0.75278565307,0.505571306139,0.671600613106,0.24721434693,0.119206181386,False,0.521825508933,0.968851268259,6,4,0.666666666667
cf0ccf5a2c71344f,NaOH,B,60,0.1,0.1,6,0.752785652559,0.505571306136,0.671600613557,0.247214346423,0.178809272079,False,0.521825508933,0.968851268252,6,4,0.666666666667
e87de2087e317e31,NaOH,B,60,0.1,0.1,8,0.752785577232,0.50557130564,0.671600680102,0.247214271592,0.238412362771,False,0.521825508933,0.968851267303,6,4,0.666666666667
3b0d121e56d7c9fa,NaOH,B,60,0.1,0.1,10,0.752784129341,0.505571296114,0.671601959192,0.247212833227,0.29801544757,False,0.521825508933,0.968851249047,5,3,0.6
761c9f797ff1464c,NaOH,B,60,0.2,0.2,2,0.752785653031,0.505571306062,0.671600613039,0.247214346969,0.119206181386,False,0.521825508933,0.968851268111,7,4,0.571428571429
3f878fb5536e72ad,NaOH,B,60,0.2,0.2,4,0.752785653031,0.505571306062,0.671600613039,0.247214346969,0.238412362771,False,0.521825508933,0.968851268111,8,5,0.625
c636acf1f611102c,NaOH,B,60,0.2,0.2,6,0.752785653031,0.505571306062,0.671600613039,0.247214346969,0.357618544157,False,0.521825508933,0.968851268111,8,5,0.625
dfa482a77cadc00a,NaOH,B,60,0.2,0.2,8,0.752785653031,0.505571306062,0.671600613039,0.247214346969,0.476824725543,False,0.521825508933,0.968851268111,8,5,0.625
0458fb2357aca9d2,NaOH,B,60,0.2,0.2,10,0.752785653022,0.505571306062,0.671600613047,0.24721434696,0.596030906928,False,0.521825508933,0.968851268111,7,4,0.571428571429
8c46b32214bd9a89,NaOH,B,60,0.3,0.3,2,0.752785653023,0.505571306046,0.671600613024,0.247214346977,0.178809272079,False,0.521825508933,0.96885126808,7,5,0.714285714286
8ba4c9a81cc4a98a,NaOH,B,60,0.3,0.3,4,0.752785653023,0.505571306046,0.671600613024,0.247214346977,0.357618544157,False,0.521825508933,0.96885126808,8,6,0.75
1900abe017a211dc,NaOH,B,60,0.3,0.3,6,0.752785653023,0.505571306046,0.671600613024,0.247214346977,0.536427816236,False,0.521825508933,0.96885126808,8,6,0.75
c27d9c786b9e1e74,NaOH,B,60,0.3,0.3,8,0.752785653023,0.505571306046,0.671600613024,0.247214346977,0.715237088314,False,0.521825508933,0.96885126808,8,6,0.75
ef705d2ab918af65,NaOH,B,60,0.3,0.3,10,0.752785653023,0.505571306046,0.671600613024,0.247214346977,0.894046360393,False,0.521825508933,0.96885126808,7,5,0.714285714286
f3891b69808fd79c,NaOH,B,60,0.4,0.4,2,0.752785653019,0.505571306038,0.671600613017,0.247214346981,0.2384123623,False,0.521825508933,0.968851268065,7,6,0.857142857143
bf92a6550f61f542,NaOH,B,60,0.4,0.4,4,0.752785653019,0.505571306038,0.671600613017,0.247214346981,0.4768247246,False,0.521825508933,0.968851268065,8,7,0.875
42e8dcfb5ea0e8e5,NaOH,B,60,0.4,0.4,6,0.752785653019,0.505571306038,0.671600613017,0.247214346981,0.715237086899,False,0.521825508933,0.968851268065,8,7,0.875
40d8703cc2bdf2f8,NaOH,B,60,0.4,0.4,8,0.752785653019,0.505571306038,0.671600613017,0.247214346981,0.953649449199,False,0.521825508933,0.968851268065,8,7,0.875
5d010825d389de19,NaOH,B,60,0.4,0.4,10,0.752785653019,0.505571306038,0.671600613017,0.247214346981,1.1920618115,False,0.521825508933,0.968851268065,7,6,0.857142857143
9787bbf75cadc421,NaOH,B,60,0.5,0.5,2,0.752785653017,0.505571306034,0.671600613013,0.247214346983,0.298015454643,False,0.521825508933,0.968851268057,5,5,1
e2183c13c2ed4675,NaOH,B,60,0.5,0.5,4,0.752785653017,0.505571306034,0.671600613013,0.247214346983,0.596030909286,False,0.521825508933,0.968851268057,6,6,1
052afacc59490961,NaOH,B,60,0.5,0.5,6,0.752785653017,0.505571306034,0.671600613013,0.247214346983,0.894046363929,False,0.521825508933,0.968851268057,6,6,1
79e37cb8116a627f,NaOH,B,60,0.5,0.5,8,0.752785653017,0.505571306034,0.671600613013,0.247214346983,1.19206181857,False,0.521825508933,0.968851268057,6,6,1
fa41fe7e6cc26649,NaOH,B,60,0.5,0.5,10,0.752785653017,0.505571306034,0.671600613013,0.247214346983,1.49007727322,False,0.521825508933,0.968851268057,5,5,1
14d47650f9539734,NaOH,B,80,0.1,0.1,2,0.748839822168,0.497679644336,0.664600932807,0.251160177832,0.0586727225325,False,0.521825508933,0.953728086912,4,2,0.5
578dbc0d78fc2734,NaOH,B,80,0.1,0.1,4,0.748839822168,0.497679644336,0.664600932807,0.251160177832,0.117345445065,False,0.521825508933,0.953728086912,5,3,0.6
d98a5b41d3d16ef0,NaOH,B,80,0.1,0.1,6,0.748839822168,0.497679644336,0.664600932807,0.251160177832,0.176018167597,False,0.521825508933,0.953728086912,5,3,0.6
03c1d4cd9309362b,NaOH,B,80,0.1,0.1,8,0.748839822168,0.497679644336,0.664600932807,0.251160177832,0.23469089013,False,0.521825508933,0.953728086912,5,3,0.6
d01c37d6ee16a870,NaOH,B,80,0.1,0.1,10,0.748839822168,0.497679644336,0.664600932807,0.251160177832,0.293363612662,False,0.521825508933,0.953728086912,4,2,0.5
34f57cb1c08fad58,NaOH,B,80,0.2,0.2,2,0.748839822145,0.49767964429,0.664600932766,0.251160177855,0.117345445065,False,0.521825508933,0.953728086824,6,3,0.5
fbc633ab1e8510ca,NaOH,B,80,0.2,0.2,4,0.748839822145,0.49767964429,0.664600932766,0.251160177855,0.23469089013,False,0.521825508933,0.953728086824,7,4,0.571428571429
d8f690bc81c3410b,NaOH,B,80,0.2,0.2,6,0.748839822145,0.49767964429,0.664600932766,0.251160177855,0.352036335195,False,0.521825508933,0.953728086824,7,4,0.571428571429
67539da14b8fbf96,NaOH,B,80,0.2,0.2,8,0.748839822145,0.49767964429,0.664600932766,0.251160177855,0.46938178026,False,0.521825508933,0.953728086824,7,4,0.571428571429
393a4719c3e95491,NaOH,B,80,0.2,0.2,10,0.748839822145,0.49767964429,0.664600932766,0.251160177855,0.586727225325,False,0.521825508933,0.953728086824,6,3,0.5
e327ae3854aa24c9,NaOH,B,80,0.3,0.3,2,0.748839822123,0.497679644246,0.664600932727,0.251160177877,0.176018167597,False,0.521825508933,0.953728086739,6,4,0.666666666667
bfaa3c6a1529eaf6,NaOH,B,80,0.3,0.3,4,0.748839822123,0.497679644246,0.664600932727,0.251160177877,0.352036335195,False,0.521825508933,0.953728086739,7,5,0.714285714286
75e093bdc35fa32e,NaOH,B,80,0.3,0.3,6,0.748839822123,0.497679644246,0.664600932727,0.251160177877,0.528054502792,False,0.521825508933,0.953728086739,7,5,0.714285714286
ee5496de4c79aac6,NaOH,B,80,0.3,0.3,8,0.748839822123,0.497679644246,0.664600932727,0.251160177877,0.704072670389,False,0.521825508933,0.953728086739,7,5,0.714285714286
c3ea43240ba8fc40,NaOH,B,80,0.3,0.3,10,0.748839822123,0.497679644246,0.664600932727,0.251160177877,0.880090837987,False,0.521825508933,0.953728086739,6,4,0.666666666667
fa93ac333ae89234,NaOH,B,80,0.4,0.4,2,0.748839822119,0.497679644239,0.664600932721,0.251160177881,0.23469089013,False,0.521825508933,0.953728086725,6,5,0.833333333333
4735925023025efc,NaOH,B,80,0.4,0.4,4,0.748839822119,0.497679644239,0.664600932721,0.251160177881,0.46938178026,False,0.521825508933,0.953728086725,7,6,0.857142857143
e930e705e3f81b34,NaOH,B,80,0.4,0.4,6,0.748839822119,0.497679644239,0.664600932721,0.251160177881,0.704072670389,False,0.521825508933,0.953728086725,7,6,0.857142857143
2a980c781c8107d2,NaOH,B,80,0.4,0.4,8,0.748839822119,0.497679644239,0.664600932721,0.251160177881,0.938763560519,False,0.521825508933,0.953728086725,7,6,0.857142857143
6cb5656ef14cf10a,NaOH,B,80,0.4,0.4,10,0.748839822119,0.497679644239,0.664600932721,0.251160177881,1.17345445065,False,0.521825508933,0.953728086725,6,5,0.833333333333
8f7f9fe6e42ad6d2,NaOH,B,80,0.5,0.5,2,0.748839822117,0.497679644234,0.664600932716,0.251160177883,0.293363612662,False,0.521825508933,0.953728086716,4,4,1
3d7c648eb579a372,NaOH,B,80,0.5,0.5,4,0.748839822117,0.497679644234,0.664600932716,0.251160177883,0.586727225325,False,0.521825508933,0.953728086716,5,5,1
4d64fb07b761b72f,NaOH,B,80,0.5,0.5,6,0.748839822117,0.497679644234,0.664600932716,0.251160177883,0.880090837987,False,0.521825508933,0.953728086716,5,5,1
ee1dd6080be656ff,NaOH,B,80,0.5,0.5,8,0.748839822117,0.497679644234,0.664600932716,0.251160177883,1.17345445065,False,0.521825508933,0.953728086716,5,5,1
f31e8eb934ce3e31,NaOH,B,80,0.5,0.5,10,0.748839822117,0.497679644234,0.664600932716,0.251160177883,1.46681806331,False,0.521825508933,0.953728086716,4,4,1
