scenario,strategy,resource_axis,resource,median,q25,q75
S3ab_rtd,D,egda_mol,0.02105973355292326,354.4576603438601,267.8950162840285,392.70164038779274
S3ab_rtd,D,egda_mol,0.026963738124803356,347.5504394347968,266.89343463287076,387.89229075560354
S3ab_rtd,D,egda_mol,0.03286774269668345,343.29802210063104,266.7342441786224,378.33927487547834
S3ab_rtd,D,egda_mol,0.03877174726856354,333.8954857311393,266.57505372437413,369.4449233707312
S3ab_rtd,D,egda_mol,0.04467575184044364,319.58332774855614,266.4158632701258,359.4838379601941
S3ab_rtd,D,egda_mol,0.050579756412323734,310.6855916006852,249.55180462703106,357.298468099195
S3ab_rtd,D,egda_mol,0.056483760984203824,305.4979297645499,245.3061543405703,354.2135782632686
S3ab_rtd,D,egda_mol,0.06238776555608392,299.9701868037354,235.31867875543327,354.3682961927587
S3ab_rtd,D,egda_mol,0.06829177012796402,294.2031063940167,220.6145803865025,353.855516055624
S3ab_rtd,D,egda_mol,0.07419577469984412,289.68442038300407,205.92895710576835,347.24694328073673
S3ab_rtd,D,egda_mol,0.08009977927172421,283.65632379122917,202.54858617970035,336.28507427045184
S3ab_rtd,D,egda_mol,0.0860037838436043,273.15731177101145,192.66116722202705,334.78717524361895
S3ab_rtd,D,egda_mol,0.09190778841548439,267.8345440385676,172.07563320896392,333.289276216786
S3ab_rtd,D,egda_mol,0.09781179298736449,259.6674007397007,159.97030494475882,331.7913771899531
S3ab_rtd,D,egda_mol,0.10371579755924458,252.3945413161582,157.58573737015354,330.29347816312014
S3ab_rtd,D,egda_mol,0.10961980213112468,244.9011467720954,155.20116979554825,328.7955791362872
S3ab_rtd,D,egda_mol,0.11552380670300477,230.78310903714979,152.81660222094297,327.2976801094543
S3ab_rtd,D,egda_mol,0.12142781127488486,222.93277798897898,151.65872829018042,325.7997810826214
S3ab_rtd,D,egda_mol,0.12733181584676495,217.19261551532347,148.1593002229008,324.30188205578844
S3ab_rtd,D,egda_mol,0.13323582041864507,218.09993101155138,144.1732447252236,322.8039830289555
S3ab_rtd,D,egda_mol,0.13913982499052516,219.00724650777929,140.1871892275464,321.3060840021226
S3ab_rtd,D,egda_mol,0.14504382956240525,219.9145620040072,136.20113372986924,319.80818497528963
S3ab_rtd,D,egda_mol,0.15094783413428534,220.82187750023508,132.21507823219207,318.3026751279741
S3ab_rtd,D,egda_mol,0.15685183870616543,221.72919299646298,128.22902273451487,316.408989757939
S3ab_rtd,D,egda_mol,0.16275584327804551,222.6365084926909,118.03252470123445,314.5153043879039
S3ab_rtd,D,egda_mol,0.16865984784992563,223.5438239889188,105.73202905294659,312.62161901786874
S3ab_rtd,D,egda_mol,0.17456385242180572,224.4511394851467,93.43153340465875,311.0809721807596
S3ab_rtd,D,egda_mol,0.1804678569936858,216.30135695402407,81.13103775637094,309.63760073216645
S3ab_rtd,D,egda_mol,0.1863718615655659,205.11832947827435,68.83054210808312,308.1942292835733
S3ab_rtd,D,egda_mol,0.192275866137446,205.41128152345357,56.5300464597953,306.4259787186339
S3ab_rtd,D,egda_mol,0.1981798707093261,205.70423356863282,45.26462041059531,304.1664080534904
S3ab_rtd,D,egda_mol,0.2040838752812062,205.99718561381206,40.52228865238108,302.23814557238154
S3ab_rtd,D,egda_mol,0.20998787985308628,206.17383778479243,35.829851963914415,300.7525598106216
S3ab_rtd,D,egda_mol,0.21589188442496637,205.75715411251912,31.00842643990282,299.2669740488617
S3ab_rtd,D,egda_mol,0.22179588899684646,205.34047044024584,28.261047615988467,297.7813882871017
S3ab_rtd,D,egda_mol,0.22769989356872658,204.92378676797256,27.35694414889141,296.29580252534174
S3ab_rtd,D,egda_mol,0.23360389814060667,204.50710309569928,21.695344001603168,294.8102167635818
S3ab_rtd,D,egda_mol,0.23950790271248676,204.2613469329572,15.97453119498125,293.3246310018219
S3ab_rtd,D,egda_mol,0.24541190728436685,204.9972740041354,14.847804134186198,291.8390452400619
S3ab_rtd,D,egda_mol,0.2513159118562469,205.7332010753136,16.871714660866434,290.353459478302
S3ab_rtd,D,egda_mol,0.257219916428127,206.46912814649178,18.735734751943273,288.867873716542
S3ab_rtd,D,egda_mol,0.26312392100000714,207.20505521767,19.19071009550686,287.3822879547821
S3ab_rtd,D,egda_mol,0.26902792557188726,207.9409822888482,19.552644336126296,285.70422305918794
S3ab_rtd,D,egda_mol,0.2749319301437674,208.6769093600264,19.905939644644974,284.55127317033384
S3ab_rtd,D,egda_mol,0.2808359347156474,209.4128364312046,20.259234953163645,283.8520251738653
S3ab_rtd,D,egda_mol,0.2867399392875275,210.1487635023828,20.612530261682323,283.15277717739673
S3ab_rtd,D,egda_mol,0.2926439438594076,210.884690573561,20.985530616707734,282.4535291809282
S3ab_rtd,D,egda_mol,0.29854794843128774,211.62061764473918,20.080457263272724,281.7542811844596
S3ab_rtd,D,egda_mol,0.30445195300316774,212.35654471591738,19.054190431194122,280.2282080577914
S3ab_rtd,D,egda_mol,0.31035595757504786,213.09247178709558,18.027923599115503,278.56511967663624
S3ab_rtd,D,egda_mol,0.316259962146928,213.8283988582738,17.00165676703688,276.9020312954811
S3ab_rtd,D,egda_mol,0.3221639667188081,214.564325929452,15.273404812296711,275.2389429143259
S3ab_rtd,D,egda_mol,0.3280679712906882,215.30025300063022,14.679780648257946,273.57585453317074
S3ab_rtd,D,egda_mol,0.3339719758625682,216.0361800718084,14.017073520899201,271.9127661520156
S3ab_rtd,D,egda_mol,0.33987598043444833,216.7721071429866,13.932001915611096,270.24967777086044
S3ab_rtd,D,egda_mol,0.34577998500632845,217.43921973196365,13.62797182325703,270.38769546957576
S3ab_rtd,D,egda_mol,0.35168398957820857,217.59136523283453,13.511644257077425,271.35386052492436
S3ab_rtd,D,egda_mol,0.3575879941500887,217.40391058004064,13.17300398849397,272.3077559751052
S3ab_rtd,D,egda_mol,0.3634919987219687,216.70716262512184,12.832831790623391,273.261651425286
S3ab_rtd,D,egda_mol,0.3693960032938488,216.01041467020303,12.492659592752805,274.2155468754669
S3ab_rtd,F,egda_mol,0.02651098355292325,73.32352795638772,55.40500251110167,87.97229102470409
S3ab_rtd,F,egda_mol,0.03356759857305888,73.17807968470616,53.65260571189144,88.09743724926557
S3ab_rtd,F,egda_mol,0.04062421359319451,73.45417315980379,52.182746205853384,88.26450999521941
S3ab_rtd,F,egda_mol,0.04768082861333013,73.67592878825215,51.54357613250454,88.24023724742864
S3ab_rtd,F,egda_mol,0.05473744363346576,73.76681132363419,51.14663304263091,88.15799408455857
S3ab_rtd,F,egda_mol,0.061794058653601394,73.85769385901622,50.74968995275729,87.93716783115612
S3ab_rtd,F,egda_mol,0.06885067367373701,73.94857639439824,50.35274686288366,87.69138675682797
S3ab_rtd,F,egda_mol,0.07590728869387264,73.65855693656351,49.95580377301003,87.44560568249982
S3ab_rtd,F,egda_mol,0.08296390371400827,73.21240741164465,48.36444921819219,87.19982460817168
S3ab_rtd,F,egda_mol,0.0900205187341439,72.76625788672575,47.3124637110179,86.95404353384355
S3ab_rtd,F,egda_mol,0.09707713375427954,72.32010836180689,46.84746358579005,86.7397832511356
S3ab_rtd,F,egda_mol,0.10413374877441516,71.873958836888,46.42109390973612,86.52734574681742
S3ab_rtd,F,egda_mol,0.11119036379455079,71.42780931196913,45.994724233682184,86.34792788351267
S3ab_rtd,F,egda_mol,0.11824697881468642,70.98165978705023,45.568354557628254,86.16851002020792
S3ab_rtd,F,egda_mol,0.12530359383482204,70.53551026213137,45.14198488157432,86.06230656349057
S3ab_rtd,F,egda_mol,0.13236020885495767,70.08936073721247,44.27424334661174,85.79252534080472
S3ab_rtd,F,egda_mol,0.1394168238750933,69.64321121229361,43.55291335582361,85.53765535122788
S3ab_rtd,F,egda_mol,0.14647343889522893,69.19706168737471,43.228231024045606,85.2612124304596
S3ab_rtd,F,egda_mol,0.15353005391536456,68.75091216245585,42.9035486922676,84.87221304642226
S3ab_rtd,F,egda_mol,0.1605866689355002,68.30476263753695,42.5788663604896,84.45668651868145
S3ab_rtd,F,egda_mol,0.16764328395563582,68.04476816722021,42.254184028711585,84.36068555548698
S3ab_rtd,F,egda_mol,0.17469989897577143,67.83780278547793,41.9247548499977,84.5565097059944
S3ab_rtd,F,egda_mol,0.18175651399590706,67.63083740373565,41.51588405185895,84.55374925046517
S3ab_rtd,F,egda_mol,0.1888131290160427,67.42387202199336,41.1070132537202,84.37433138716042
S3ab_rtd,F,egda_mol,0.19586974403617832,67.21690664025107,40.698142455581454,82.3790538799774
S3ab_rtd,F,egda_mol,0.20292635905631395,65.18541202360062,40.289271657442704,81.9635273522366
S3ab_rtd,F,egda_mol,0.20998297407644959,65.01763232969134,39.86274766600832,81.3425492054491
S3ab_rtd,F,egda_mol,0.21703958909658522,64.84985263578204,39.55615042781614,80.48352080690442
S3ab_rtd,F,egda_mol,0.22409620411672082,64.68207294187275,39.238403029748255,80.02911432211751
S3ab_rtd,F,egda_mol,0.23115281913685645,62.175480904771966,38.920655631680376,79.57470783733058
S3ab_rtd,F,egda_mol,0.23820943415699208,61.768517067686076,38.696446465587194,79.12030135254368
S3ab_rtd,F,egda_mol,0.24526604917712772,61.361553230600194,38.47256285224249,78.66589486775675
S3ab_rtd,F,egda_mol,0.25232266419726335,60.9545893935143,38.27097347473469,78.21148838296983
S3ab_rtd,F,egda_mol,0.259379279217399,60.547625556428414,38.15694180999977,77.75708189818292
S3ab_rtd,F,egda_mol,0.2664358942375346,60.140661719342525,38.021571473097985,77.302675413396
S3ab_rtd,F,egda_mol,0.2734925092576702,59.733697882256635,37.84755208129994,76.84826892860909
S3ab_rtd,F,egda_mol,0.2805491242778059,59.326734045170745,37.62539671481362,76.39386244382217
S3ab_rtd,F,egda_mol,0.2876057392979415,58.91977020808486,37.4032413483273,75.93945595903524
S3ab_rtd,F,egda_mol,0.29466235431807714,58.51280637099897,37.182098789380504,75.7981652035048
S3ab_rtd,F,egda_mol,0.30171896933821274,58.10584253391308,37.01682405145723,75.71627705546042
S3ab_rtd,F,egda_mol,0.3087755843583484,57.698878696827194,36.85154931353395,75.63438890741607
S3ab_rtd,F,egda_mol,0.315832199378484,57.29191485974131,36.686274575610675,75.523653913027
S3ab_rtd,F,egda_mol,0.3228888143986196,56.88495102265542,36.5209998376874,75.25474390003455
S3ab_rtd,F,egda_mol,0.32994542941875526,56.47798718556953,36.37534386261565,75.07654150840042
S3ab_rtd,F,egda_mol,0.33700204443889087,56.07102334848365,36.290476827454384,74.99936211544954
S3ab_rtd,F,egda_mol,0.34405865945902653,55.66405951139776,36.04334726506852,74.92218272249866
S3ab_rtd,F,egda_mol,0.35111527447916213,55.25709567431187,35.722534184421136,74.84500332954777
S3ab_rtd,F,egda_mol,0.3581718894992978,54.85013183722599,35.47398025399957,74.7678239365969
S3ab_rtd,F,egda_mol,0.3652285045194334,54.4431680001401,35.225426323578,74.690644543646
S3ab_rtd,F,egda_mol,0.372285119539569,54.03620416305421,34.97687239315643,74.61346515069512
S3ab_rtd,F,egda_mol,0.37934173455970466,53.629240325968325,34.72831846273486,74.53628575774422
S3ab_rtd,F,egda_mol,0.38639834957984026,53.22227648888243,34.4797645323133,74.45910636479334
S3ab_rtd,F,egda_mol,0.3934549645999759,52.815312651796546,34.231210601891725,74.38192697184246
S3ab_rtd,F,egda_mol,0.4005115796201115,52.34986236426586,33.98265667147015,74.30474757889156
S3ab_rtd,F,egda_mol,0.4075681946402472,51.86480286837053,33.73410274104858,74.22756818594068
S3ab_rtd,F,egda_mol,0.4146248096603828,51.37974337247521,33.48554881062701,74.1503887929898
S3ab_rtd,F,egda_mol,0.4216814246805184,50.89468387657989,33.238196245380436,74.0732094000389
S3ab_rtd,F,egda_mol,0.42873803970065405,50.40962438068456,33.05904108233388,73.99603000708802
S3ab_rtd,F,egda_mol,0.43579465472078965,49.924564884789234,32.879885919287325,73.91885061413714
S3ab_rtd,F,egda_mol,0.4428512697409253,49.43950538889391,32.70073075624077,73.84167122118626
