scenario,strategy,resource_axis,resource,median,q25,q75
S4c_out_of_domain,F,egda_mol,0.02386223355292325,77.96914390456928,49.32059066068449,310.83938830099737
S4c_out_of_domain,F,egda_mol,0.029026649699280524,78.0440688047089,53.69426379721833,304.61301053448244
S4c_out_of_domain,F,egda_mol,0.034191065845637796,77.37987134806177,57.569052071568926,302.57782515061695
S4c_out_of_domain,F,egda_mol,0.03935548199199507,76.71567389141464,60.53509823197777,300.8771201834392
S4c_out_of_domain,F,egda_mol,0.044519898138352346,76.0514764347675,61.08282960874014,299.17641521626143
S4c_out_of_domain,F,egda_mol,0.04968431428470961,75.70275060515908,64.81056318942004,297.4757102490837
S4c_out_of_domain,F,egda_mol,0.05484873043106689,79.85220180549845,66.11240301260318,292.8537707685568
S4c_out_of_domain,F,egda_mol,0.06001314657742417,86.65667296124698,69.62344847453515,289.2146039457591
S4c_out_of_domain,F,egda_mol,0.06517756272378143,89.6719633579154,70.72947831084757,283.0228919040668
S4c_out_of_domain,F,egda_mol,0.07034197887013871,92.2952396948038,71.32376389259889,276.8311798623745
S4c_out_of_domain,F,egda_mol,0.07550639501649598,94.68284893940893,70.80853099995069,269.7797638462026
S4c_out_of_domain,F,egda_mol,0.08067081116285325,99.56127322660238,70.26576126105294,262.2157669011203
S4c_out_of_domain,F,egda_mol,0.08583522730921053,103.47197085781684,69.38960790963296,254.65176995603795
S4c_out_of_domain,F,egda_mol,0.0909996434555678,108.39571246928533,68.51345455821297,247.21528493713157
S4c_out_of_domain,F,egda_mol,0.09616405960192508,113.31945408075383,67.63730120679297,240.14248904382555
S4c_out_of_domain,F,egda_mol,0.10132847574828234,118.24319569222232,66.761147855373,231.1241364533192
S4c_out_of_domain,F,egda_mol,0.10649289189463962,123.16693730369083,65.88499450395301,222.80677670686134
S4c_out_of_domain,F,egda_mol,0.1116573080409969,128.09067891515934,65.50884008933342,214.49693830580762
S4c_out_of_domain,F,egda_mol,0.11682172418735416,131.5469081992402,66.34404663217428,206.4722651470589
S4c_out_of_domain,F,egda_mol,0.12198614033371144,134.55937310938296,67.17925317501515,199.03982537434453
S4c_out_of_domain,F,egda_mol,0.1271505564800687,138.1417513373354,68.014459717856,192.15226099773844
S4c_out_of_domain,F,egda_mol,0.132314972626426,142.6414406156877,68.84966626069686,185.7661042922501
S4c_out_of_domain,F,egda_mol,0.13747938877278326,147.14112989404,69.68487280353773,179.37994758676177
S4c_out_of_domain,F,egda_mol,0.14264380491914053,150.18034976878675,70.5200793463786,179.1209428878078
S4c_out_of_domain,F,egda_mol,0.14780822106549782,147.0710947278339,70.81912630993192,174.99117832112316
S4c_out_of_domain,F,egda_mol,0.15297263721185508,142.3416569707756,70.93733804614459,170.20055559875777
S4c_out_of_domain,F,egda_mol,0.15813705335821235,136.21443665807158,71.98170830875152,173.8797849371573
S4c_out_of_domain,F,egda_mol,0.1633014695045696,130.08721634536752,73.37679030833564,177.46727887675337
S4c_out_of_domain,F,egda_mol,0.1684658856509269,124.668867974496,74.77187230791976,175.34185345336198
S4c_out_of_domain,F,egda_mol,0.17363030179728417,120.27970424618948,76.16695430750389,172.2115906049027
S4c_out_of_domain,F,egda_mol,0.17879471794364143,118.12115869648234,77.56203630708801,170.05624176219135
S4c_out_of_domain,F,egda_mol,0.18395913408999873,120.55657584093984,78.95711830667213,164.99735771629008
S4c_out_of_domain,F,egda_mol,0.189123550236356,122.27478072850568,80.35220030625625,158.3384845954602
S4c_out_of_domain,F,egda_mol,0.19428796638271326,122.15939458256224,81.74728230584036,156.0083886818281
S4c_out_of_domain,F,egda_mol,0.19945238252907055,125.81254723720033,83.1423643054245,153.80578059724394
S4c_out_of_domain,F,egda_mol,0.2046167986754278,129.36171890929205,82.19007694686529,148.947755459646
S4c_out_of_domain,F,egda_mol,0.20978121482178508,131.61968097341764,85.0316734588648,145.17252718865933
S4c_out_of_domain,F,egda_mol,0.21494563096814237,133.91860416076995,87.20354808731072,145.2420745472008
S4c_out_of_domain,F,egda_mol,0.22011004711449964,136.14630616706663,88.4643780512754,149.85314754236836
S4c_out_of_domain,F,egda_mol,0.2252744632608569,137.55422930580946,89.72520801524009,152.48486707111186
S4c_out_of_domain,F,egda_mol,0.23043887940721416,139.20392413130142,92.83225321733318,152.05730156392352
S4c_out_of_domain,F,egda_mol,0.23560329555357146,141.00492549475166,95.90087727664493,153.88634812326282
S4c_out_of_domain,F,egda_mol,0.24076771169992872,142.73253160022884,98.74919962187786,155.0766147801029
S4c_out_of_domain,F,egda_mol,0.24593212784628599,144.60692822165208,100.12667655497768,155.66457296434584
S4c_out_of_domain,F,egda_mol,0.2510965439926433,145.02215083515063,101.50415348807749,156.7094129180104
S4c_out_of_domain,F,egda_mol,0.25626096013900057,144.8908185090493,102.8816304211773,157.22928944846015
S4c_out_of_domain,F,egda_mol,0.26142537628535784,144.90236434304632,104.2591073542771,156.7097726199802
