scenario,strategy,metric,basis,round,n_total,n_observed,n_in_summary,n_faulted_cumulative,median,q25,q75,boot_ci_lo,boot_ci_hi
S3ab_delay,D,param_err_pct,observed,1,40,40,40,0,354.83036218802044,238.89305373036083,392.18849090977847,267.6412992421799,374.9013136464
S3ab_delay,D,param_err_pct,observed,2,40,40,40,0,215.09163532087962,114.14900776770577,251.79277492170905,138.63427626012395,240.4160941451217
S3ab_delay,D,param_err_pct,observed,3,40,40,40,0,25.38087473747057,12.60290491866989,42.12480999348755,15.943620828142135,40.588132141239655
S3ab_delay,D,param_err_pct,observed,4,40,40,40,0,18.331496303616035,8.308739000315045,39.02767287380691,12.055244594799497,25.119247752094076
S3ab_delay,D,param_err_pct,observed,5,40,40,40,0,15.020433676263966,9.080975676733367,38.75606620004804,10.960366141615436,23.329026146272668
S3ab_delay,D,param_err_pct,observed,6,40,40,40,0,14.007798757126633,7.903251364408259,38.87950147630414,9.688907051581507,23.297919532730216
S3ab_delay,D,param_err_pct,observed,7,40,40,40,0,14.556207659611776,7.867408177060803,37.02199919556725,8.86434051338767,24.154224830594217
S3ab_delay,D,param_err_pct,observed,8,40,40,40,0,13.872935078602056,6.718501341226318,34.07958263840026,8.857488537047221,19.35144111593914
S3ab_delay,F,param_err_pct,observed,1,40,40,40,0,73.56164726960219,55.90470773133697,88.078835936947,64.65560111367958,82.050331628382
S3ab_delay,F,param_err_pct,observed,2,40,40,40,0,41.315736677036185,29.015931226506016,76.76704440910407,31.403938249529485,65.80092368356631
S3ab_delay,F,param_err_pct,observed,3,40,40,40,0,13.819457505833842,6.218900052047904,23.880338870184676,9.030482873553613,18.00435461885561
S3ab_delay,F,param_err_pct,observed,4,40,40,40,0,11.400157809460342,3.2945402124140877,17.45933491843779,6.564560460680113,14.451678039175519
S3ab_delay,F,param_err_pct,observed,5,40,40,40,0,8.95764233573949,5.5662507686266345,16.549276753479308,6.801877758577113,14.961204974379728
S3ab_delay,F,param_err_pct,observed,6,40,39,39,1,9.948282484614657,6.433735192750856,16.452531476160427,7.556709235133763,14.526246592288627
