scenario,strategy,resource_axis,resource,median,q25,q75
S7_spatial_modes,F-zadaptive,egda_mol,0.023295983552923248,81.21406093201729,55.79324053188185,92.15646986533123
S7_spatial_modes,F-zadaptive,egda_mol,0.02754339486724573,80.97876710556892,55.595705749041,91.9573564961083
S7_spatial_modes,F-zadaptive,egda_mol,0.03179080618156821,80.74347327912055,55.39817096620016,91.75824312688538
S7_spatial_modes,F-zadaptive,egda_mol,0.03603821749589069,80.50817945267218,55.200636183359315,91.55912975766245
S7_spatial_modes,F-zadaptive,egda_mol,0.040285628810213164,80.2728856262238,55.00310140051847,91.36001638843952
S7_spatial_modes,F-zadaptive,egda_mol,0.04453304012453565,80.03759179977543,54.80556661767762,91.16090301921659
S7_spatial_modes,F-zadaptive,egda_mol,0.048780451438858126,79.80229797332706,54.60803183483678,90.96178964999365
S7_spatial_modes,F-zadaptive,egda_mol,0.05302786275318061,79.56700414687869,54.41049705199593,90.76267628077072
S7_spatial_modes,F-zadaptive,egda_mol,0.05727527406750309,79.33171032043032,54.212962269155085,90.56356291154779
S7_spatial_modes,F-zadaptive,egda_mol,0.061522685381825565,79.09641649398195,54.015427486314245,90.36444954232486
S7_spatial_modes,F-zadaptive,egda_mol,0.06577009669614806,78.86112266753358,53.8178927034734,90.16533617310193
S7_spatial_modes,F-zadaptive,egda_mol,0.07001750801047052,78.62582884108521,53.62035792063255,89.966222803879
S7_spatial_modes,F-zadaptive,egda_mol,0.07426491932479301,78.39053501463682,53.4228231377917,89.76710943465608
S7_spatial_modes,F-zadaptive,egda_mol,0.07851233063911549,77.86514750899957,53.22528835495086,89.56799606543315
S7_spatial_modes,F-zadaptive,egda_mol,0.08275974195343797,77.0327418197457,53.027753572110015,89.36888269621022
S7_spatial_modes,F-zadaptive,egda_mol,0.08700715326776046,76.2003361304918,52.77970929959946,89.16976932698729
S7_spatial_modes,F-zadaptive,egda_mol,0.09125456458208292,75.36793044123793,51.91198139966528,88.97065595776435
S7_spatial_modes,F-zadaptive,egda_mol,0.09550197589640541,74.53552475198404,51.0442534997311,88.77154258854142
S7_spatial_modes,F-zadaptive,egda_mol,0.09974938721072787,73.70311906273017,50.75341845595861,88.5724292193185
S7_spatial_modes,F-zadaptive,egda_mol,0.10399679852505037,72.87071337347628,50.53645940874181,88.37331585009557
S7_spatial_modes,F-zadaptive,egda_mol,0.10824420983937286,72.03830768422239,50.319500361525016,88.17420248087264
S7_spatial_modes,F-zadaptive,egda_mol,0.11249162115369532,71.20590199496851,50.10254131430822,87.97508911164971
