scenario,strategy,resource_axis,resource,median,q25,q75
S3_transport,D,egda_mol,0.02105973355292326,345.4732246813951,271.1365156965879,384.69848216091196
S3_transport,D,egda_mol,0.026963738124803356,336.4680333389346,270.7365174336618,380.1502873759043
S3_transport,D,egda_mol,0.03286774269668345,338.1060749385728,259.0583039577103,370.88802725362547
S3_transport,D,egda_mol,0.03877174726856354,325.2758841457181,243.51497549974516,369.4396723805028
S3_transport,D,egda_mol,0.04467575184044364,321.23330912043366,230.79855602084046,367.32949201655236
S3_transport,D,egda_mol,0.050579756412323734,315.2108465820547,222.46270918871767,360.3302733699247
S3_transport,D,egda_mol,0.056483760984203824,309.1883840436757,222.70183793624884,356.8372680962318
S3_transport,D,egda_mol,0.06238776555608392,303.16592150529664,222.94096668378003,360.1104166360652
S3_transport,D,egda_mol,0.06829177012796402,299.5257781503401,223.1800954313112,352.3345307284193
S3_transport,D,egda_mol,0.07419577469984412,295.63363449937196,223.41922417884237,347.81874342508206
S3_transport,D,egda_mol,0.08009977927172421,294.6813043672266,213.82155274709245,344.0887225719695
S3_transport,D,egda_mol,0.0860037838436043,277.829852870115,192.19514484195224,341.6121332310315
S3_transport,D,egda_mol,0.09190778841548439,269.9603850538034,150.76984841502136,335.01480250537844
S3_transport,D,egda_mol,0.09781179298736449,269.50244910651537,130.6608093823548,333.7039721707322
S3_transport,D,egda_mol,0.10371579755924458,265.0882067711342,87.57137394916694,332.3931418360859
S3_transport,D,egda_mol,0.10961980213112468,259.3699995479942,77.4336478363528,330.8839925369052
S3_transport,D,egda_mol,0.11552380670300477,251.79835618476926,70.10380576094626,328.7438979731277
S3_transport,D,egda_mol,0.12142781127488486,244.19083646936159,65.11559001875955,327.58265269468984
S3_transport,D,egda_mol,0.12733181584676495,239.33945497271887,61.33845140733592,326.5053019779284
S3_transport,D,egda_mol,0.13323582041864507,238.88230527287624,57.71167431234466,325.4279512611669
S3_transport,D,egda_mol,0.13913982499052516,238.82346216660977,54.218125612721146,324.3506005444055
S3_transport,D,egda_mol,0.14504382956240525,238.26441856494648,50.72457691309763,323.273249827644
S3_transport,D,egda_mol,0.15094783413428534,233.251488499473,47.23102821347411,322.1958991108826
S3_transport,D,egda_mol,0.15685183870616543,233.32874908807364,39.493503306221164,321.1185483941211
S3_transport,D,egda_mol,0.16275584327804551,233.204745924976,38.892185702047584,320.04119767735966
S3_transport,D,egda_mol,0.16865984784992563,233.0807427618784,36.53904883639911,318.9638469605982
S3_transport,D,egda_mol,0.17456385242180572,232.9567395987808,37.05579516452351,317.88649624383675
S3_transport,D,egda_mol,0.1804678569936858,232.83273643568322,37.40883203567286,316.8091455270753
S3_transport,D,egda_mol,0.1863718615655659,226.98545464094056,36.86444442741859,315.73179481031383
S3_transport,D,egda_mol,0.192275866137446,227.28257543803377,35.74362117069796,314.65444409355234
S3_transport,D,egda_mol,0.1981798707093261,227.579696235127,35.242831559650355,313.5770933767909
S3_transport,D,egda_mol,0.2040838752812062,227.87681703222023,35.92926692053082,312.4997426600295
S3_transport,D,egda_mol,0.20998787985308628,228.17393782931345,34.628172316574805,311.1960712813907
S3_transport,D,egda_mol,0.21589188442496637,228.47105862640666,31.916495074657284,309.8485999212768
