x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-03,7.53982237e-01,1.41598093e-02,1.41042260e-02,5.55832543e-05
2.00000000e-03,1.50796447e+00,2.81181769e-02,2.78974889e-02,2.20688069e-04
3.00000000e-03,2.26194671e+00,4.18779574e-02,4.13850792e-02,4.92878187e-04
4.00000000e-03,3.01592895e+00,5.54419649e-02,5.45722065e-02,8.69758453e-04
5.00000000e-03,3.76991118e+00,6.88129747e-02,6.74640005e-02,1.34897412e-03
6.00000000e-03,4.52389342e+00,8.19937227e-02,8.00655124e-02,1.92821033e-03
7.00000000e-03,5.27787566e+00,9.49869068e-02,9.23817154e-02,2.60519144e-03
8.00000000e-03,6.03185789e+00,1.07795187e-01,1.04417506e-01,3.37768050e-03
9.00000000e-03,6.78584013e+00,1.20421186e-01,1.16177707e-01,4.24347860e-03
1.00000000e-02,7.53982237e+00,1.32867489e-01,1.27667065e-01,5.20042437e-03
1.10000000e-02,8.29380461e+00,1.45136647e-01,1.38890254e-01,6.24639333e-03
1.20000000e-02,9.04778684e+00,1.57231173e-01,1.49851876e-01,7.37929740e-03
1.30000000e-02,9.80176908e+00,1.69153546e-01,1.60556462e-01,8.59708432e-03
1.40000000e-02,1.05557513e+01,1.80906209e-01,1.71008472e-01,9.89773711e-03
1.50000000e-02,1.13097336e+01,1.92491572e-01,1.81212298e-01,1.12792735e-02
1.60000000e-02,1.20637158e+01,2.03912010e-01,1.91172265e-01,1.27397456e-02
1.70000000e-02,1.28176980e+01,2.15169867e-01,2.00892628e-01,1.42772389e-02
1.80000000e-02,1.35716803e+01,2.26267450e-01,2.10377577e-01,1.58898725e-02
1.90000000e-02,1.43256625e+01,2.37207037e-01,2.19631239e-01,1.75757977e-02
2.00000000e-02,1.50796447e+01,2.47990872e-01,2.28657674e-01,1.93331983e-02
2.10000000e-02,1.58336270e+01,2.58621169e-01,2.37460880e-01,2.11602898e-02
2.20000000e-02,1.65876092e+01,2.69100110e-01,2.46044792e-01,2.30553186e-02
2.30000000e-02,1.73415914e+01,2.79429847e-01,2.54413285e-01,2.50165623e-02
2.40000000e-02,1.80955737e+01,2.89612499e-01,2.62570171e-01,2.70423283e-02
2.50000000e-02,1.88495559e+01,2.99650160e-01,2.70519206e-01,2.91309539e-02
2.60000000e-02,1.96035382e+01,3.09544889e-01,2.78264083e-01,3.12808060e-02
2.70000000e-02,2.03575204e+01,3.19298721e-01,2.85808441e-01,3.34902801e-02
2.80000000e-02,2.11115026e+01,3.28913658e-01,2.93155858e-01,3.57578001e-02
2.90000000e-02,2.18654849e+01,3.38391677e-01,3.00309859e-01,3.80818182e-02
3.00000000e-02,2.26194671e+01,3.47734726e-01,3.07273913e-01,4.04608138e-02
3.10000000e-02,2.33734493e+01,3.56944726e-01,3.14051432e-01,4.28932936e-02
3.20000000e-02,2.41274316e+01,3.66023568e-01,3.20645777e-01,4.53777910e-02
3.30000000e-02,2.48814138e+01,3.74973121e-01,3.27060256e-01,4.79128658e-02
3.40000000e-02,2.56353961e+01,3.83795225e-01,3.33298121e-01,5.04971036e-02
3.50000000e-02,2.63893783e+01,3.92491693e-01,3.39362578e-01,5.31291154e-02
3.60000000e-02,2.71433605e+01,4.01064315e-01,3.45256778e-01,5.58075374e-02
3.70000000e-02,2.78973428e+01,4.09514855e-01,3.50983824e-01,5.85310305e-02
3.80000000e-02,2.86513250e+01,4.17845049e-01,3.56546769e-01,6.12982799e-02
3.90000000e-02,2.94053072e+01,4.26056613e-01,3.61948619e-01,6.41079947e-02
4.00000000e-02,3.01592895e+01,4.34151237e-01,3.67192329e-01,6.69589076e-02
4.10000000e-02,3.09132717e+01,4.42130585e-01,3.72280811e-01,6.98497744e-02
4.20000000e-02,3.16672539e+01,4.49996301e-01,3.77216927e-01,7.27793740e-02
4.30000000e-02,3.24212362e+01,4.57750004e-01,3.82003496e-01,7.57465074e-02
4.40000000e-02,3.31752184e+01,4.65393289e-01,3.86643291e-01,7.87499979e-02
4.50000000e-02,3.39292007e+01,4.72927730e-01,3.91139039e-01,8.17886906e-02
4.60000000e-02,3.46831829e+01,4.80354879e-01,3.95493427e-01,8.48614520e-02
4.70000000e-02,3.54371651e+01,4.87676264e-01,3.99709094e-01,8.79671696e-02
4.80000000e-02,3.61911474e+01,4.94893394e-01,4.03788642e-01,9.11047517e-02
4.90000000e-02,3.69451296e+01,5.02007755e-01,4.07734628e-01,9.42731272e-02
5.00000000e-02,3.76991118e+01,5.09020812e-01,4.11549567e-01,9.74712447e-02
5.10000000e-02,3.84530941e+01,5.15934010e-01,4.15235937e-01,1.00698073e-01
5.20000000e-02,3.92070763e+01,5.22748772e-01,4.18796172e-01,1.03952600e-01
5.30000000e-02,3.99610586e+01,5.29466503e-01,4.22232670e-01,1.07233833e-01
5.40000000e-02,4.07150408e+01,5.36088587e-01,4.25547789e-01,1.10540798e-01
5.50000000e-02,4.14690230e+01,5.42616387e-01,4.28743847e-01,1.13872540e-01
5.60000000e-02,4.22230053e+01,5.49051250e-01,4.31823128e-01,1.17228121e-01
5.70000000e-02,4.29769875e+01,5.55394500e-01,4.34787876e-01,1.20606623e-01
5.80000000e-02,4.37309697e+01,5.61647445e-01,4.37640300e-01,1.24007144e-01
5.90000000e-02,4.44849520e+01,5.67811373e-01,4.40382573e-01,1.27428800e-01
6.00000000e-02,4.52389342e+01,5.73887555e-01,4.43016831e-01,1.30870724e-01
6.10000000e-02,4.59929164e+01,5.79877243e-01,4.45545178e-01,1.34332065e-01
6.20000000e-02,4.67468987e+01,5.85781671e-01,4.47969681e-01,1.37811990e-01
6.30000000e-02,4.75008809e+01,5.91602057e-01,4.50292374e-01,1.41309682e-01
6.40000000e-02,4.82548632e+01,5.97339599e-01,4.52515259e-01,1.44824340e-01
6.50000000e-02,4.90088454e+01,6.02995481e-01,4.54640303e-01,1.48355178e-01
6.60000000e-02,4.97628276e+01,6.08570868e-01,4.56669442e-01,1.51901426e-01
6.70000000e-02,5.05168099e+01,6.14066909e-01,4.58604581e-01,1.55462329e-01
6.80000000e-02,5.12707921e+01,6.19484738e-01,4.60447591e-01,1.59037147e-01
6.90000000e-02,5.20247743e+01,6.24825471e-01,4.62200314e-01,1.62625157e-01
7.00000000e-02,5.27787566e+01,6.30090209e-01,4.63864563e-01,1.66225646e-01
7.10000000e-02,5.35327388e+01,6.35280037e-01,4.65442117e-01,1.69837920e-01
7.20000000e-02,5.42867211e+01,6.40396026e-01,4.66934730e-01,1.73461295e-01
7.30000000e-02,5.50407033e+01,6.45439228e-01,4.68344123e-01,1.77095105e-01
7.40000000e-02,5.57946855e+01,6.50410685e-01,4.69671992e-01,1.80738694e-01
7.50000000e-02,5.65486678e+01,6.55311421e-01,4.70920001e-01,1.84391420e-01
7.60000000e-02,5.73026500e+01,6.60142446e-01,4.72089790e-01,1.88052656e-01
7.70000000e-02,5.80566322e+01,6.64904757e-01,4.73182969e-01,1.91721787e-01
7.80000000e-02,5.88106145e+01,6.69599333e-01,4.74201123e-01,1.95398210e-01
