x_m,tau_s,C_EGDA_mol_L,C_EGDA_eq_mol_L,C_EGMA_mol_L,C_EGMA_eq_mol_L,C_EG_mol_L,C_EG_eq_mol_L,C_AcOH_mol_L,C_AcOH_eq_mol_L
0.00000000e+00,0.00000000e+00,2.50000000e-01,1.12416643e-04,0.00000000e+00,1.03778382e-02,0.00000000e+00,2.39509745e-01,0.00000000e+00,4.89397329e-01
1.00000000e-03,7.53982237e-01,2.46460048e-01,1.12416643e-04,3.52605651e-03,1.03778382e-02,1.38958136e-05,2.39509745e-01,3.55384813e-03,4.89397329e-01
2.00000000e-03,1.50796447e+00,2.42970456e-01,1.12416643e-04,6.97437222e-03,1.03778382e-02,5.51720172e-05,2.39509745e-01,7.08471625e-03,4.89397329e-01
3.00000000e-03,2.26194671e+00,2.39530511e-01,1.12416643e-04,1.03462698e-02,1.03778382e-02,1.23219547e-04,2.39509745e-01,1.05927089e-02,4.89397329e-01
4.00000000e-03,3.01592895e+00,2.36139509e-01,1.12416643e-04,1.36430516e-02,1.03778382e-02,2.17439613e-04,2.39509745e-01,1.40779308e-02,4.89397329e-01
5.00000000e-03,3.76991118e+00,2.32796756e-01,1.12416643e-04,1.68660001e-02,1.03778382e-02,3.37243530e-04,2.39509745e-01,1.75404872e-02,4.89397329e-01
6.00000000e-03,4.52389342e+00,2.29501569e-01,1.12416643e-04,2.00163781e-02,1.03778382e-02,4.82052581e-04,2.39509745e-01,2.09804833e-02,4.89397329e-01
7.00000000e-03,5.27787566e+00,2.26253273e-01,1.12416643e-04,2.30954288e-02,1.03778382e-02,6.51297860e-04,2.39509745e-01,2.43980246e-02,4.89397329e-01
8.00000000e-03,6.03185789e+00,2.23051203e-01,1.12416643e-04,2.61043766e-02,1.03778382e-02,8.44420124e-04,2.39509745e-01,2.77932169e-02,4.89397329e-01
9.00000000e-03,6.78584013e+00,2.19894704e-01,1.12416643e-04,2.90444268e-02,1.03778382e-02,1.06086965e-03,2.39509745e-01,3.11661661e-02,4.89397329e-01
1.00000000e-02,7.53982237e+00,2.16783128e-01,1.12416643e-04,3.19167663e-02,1.03778382e-02,1.30010609e-03,2.39509745e-01,3.45169785e-02,4.89397329e-01
1.10000000e-02,8.29380461e+00,2.13715838e-01,1.12416643e-04,3.47225635e-02,1.03778382e-02,1.56159833e-03,2.39509745e-01,3.78457602e-02,4.89397329e-01
1.20000000e-02,9.04778684e+00,2.10692207e-01,1.12416643e-04,3.74629690e-02,1.03778382e-02,1.84482435e-03,2.39509745e-01,4.11526177e-02,4.89397329e-01
1.30000000e-02,9.80176908e+00,2.07711614e-01,1.12416643e-04,4.01391154e-02,1.03778382e-02,2.14927108e-03,2.39509745e-01,4.44376576e-02,4.89397329e-01
1.40000000e-02,1.05557513e+01,2.04773448e-01,1.12416643e-04,4.27521180e-02,1.03778382e-02,2.47443428e-03,2.39509745e-01,4.77009865e-02,4.89397329e-01
1.50000000e-02,1.13097336e+01,2.01877107e-01,1.12416643e-04,4.53030746e-02,1.03778382e-02,2.81981839e-03,2.39509745e-01,5.09427114e-02,4.89397329e-01
1.60000000e-02,1.20637158e+01,1.99021997e-01,1.12416643e-04,4.77930662e-02,1.03778382e-02,3.18493640e-03,2.39509745e-01,5.41629390e-02,4.89397329e-01
1.70000000e-02,1.28176980e+01,1.96207533e-01,1.12416643e-04,5.02231569e-02,1.03778382e-02,3.56930974e-03,2.39509745e-01,5.73617764e-02,4.89397329e-01
1.80000000e-02,1.35716803e+01,1.93433138e-01,1.12416643e-04,5.25943943e-02,1.03778382e-02,3.97246811e-03,2.39509745e-01,6.05393305e-02,4.89397329e-01
1.90000000e-02,1.43256625e+01,1.90698241e-01,1.12416643e-04,5.49078097e-02,1.03778382e-02,4.39394942e-03,2.39509745e-01,6.36957085e-02,4.89397329e-01
