x_m,C_EGMA_T40C,C_EGMA_T70C,C_EGMA_T100C,C_EGMA_T130C,C_EGMA_T150C
1.44000000e-02,4.59041007e-04,2.88857077e-03,1.31624731e-02,4.37798852e-02,7.86832976e-02
1.47000000e-02,4.68591183e-04,2.94821226e-03,1.34249587e-02,4.45442378e-02,7.97444473e-02
1.50000000e-02,4.78140820e-04,3.00783193e-03,1.36869762e-02,4.53030746e-02,8.07863839e-02
1.53000000e-02,4.87689921e-04,3.06742979e-03,1.39485262e-02,4.60564247e-02,8.18093367e-02
1.56000000e-02,4.97238484e-04,3.12700585e-03,1.42096095e-02,4.68043169e-02,8.28135325e-02
1.59000000e-02,5.06786509e-04,3.18656011e-03,1.44702265e-02,4.75467800e-02,8.37991958e-02
1.62000000e-02,5.16333997e-04,3.24609257e-03,1.47303781e-02,4.82838427e-02,8.47665486e-02
1.65000000e-02,5.25880948e-04,3.30560325e-03,1.49900647e-02,4.90155333e-02,8.57158108e-02
1.68000000e-02,5.35427361e-04,3.36509214e-03,1.52492871e-02,4.97418803e-02,8.66471999e-02
1.71000000e-02,5.44973237e-04,3.42455926e-03,1.55080458e-02,5.04629119e-02,8.75609312e-02
1.74000000e-02,5.54518576e-04,3.48400462e-03,1.57663416e-02,5.11786561e-02,8.84572175e-02
1.77000000e-02,5.64063377e-04,3.54342821e-03,1.60241750e-02,5.18891410e-02,8.93362698e-02
1.80000000e-02,5.73607641e-04,3.60283004e-03,1.62815466e-02,5.25943943e-02,9.01982964e-02
1.83000000e-02,5.83151368e-04,3.66221013e-03,1.65384571e-02,5.32944437e-02,9.10435039e-02
1.86000000e-02,5.92694557e-04,3.72156847e-03,1.67949072e-02,5.39893168e-02,9.18720964e-02
1.89000000e-02,6.02237210e-04,3.78090508e-03,1.70508974e-02,5.46790411e-02,9.26842760e-02
1.92000000e-02,6.11779325e-04,3.84021995e-03,1.73064284e-02,5.53636438e-02,9.34802427e-02
1.95000000e-02,6.21320903e-04,3.89951310e-03,1.75615008e-02,5.60431521e-02,9.42601942e-02
1.98000000e-02,6.30861943e-04,3.95878453e-03,1.78161152e-02,5.67175930e-02,9.50243263e-02
2.01000000e-02,6.40402447e-04,4.01803425e-03,1.80702723e-02,5.73869935e-02,9.57728328e-02
2.04000000e-02,6.49942414e-04,4.07726226e-03,1.83239727e-02,5.80513804e-02,9.65059054e-02
2.07000000e-02,6.59481843e-04,4.13646857e-03,1.85772170e-02,5.87107804e-02,9.72237335e-02
2.10000000e-02,6.69020736e-04,4.19565319e-03,1.88300058e-02,5.93652199e-02,9.79265050e-02
2.13000000e-02,6.78559091e-04,4.25481612e-03,1.90823397e-02,6.00147254e-02,9.86144054e-02
2.16000000e-02,6.88096910e-04,4.31395737e-03,1.93342195e-02,6.06593232e-02,9.92876185e-02
2.19000000e-02,6.97634191e-04,4.37307694e-03,1.95856456e-02,6.12990395e-02,9.99463260e-02
2.22000000e-02,7.07170936e-04,4.43217484e-03,1.98366188e-02,6.19339002e-02,1.00590708e-01
2.25000000e-02,7.16707143e-04,4.49125108e-03,2.00871395e-02,6.25639315e-02,1.01220942e-01
2.28000000e-02,7.26242814e-04,4.55030566e-03,2.03372086e-02,6.31891589e-02,1.01837204e-01
2.31000000e-02,7.35777948e-04,4.60933859e-03,2.05868265e-02,6.38096083e-02,1.02439669e-01
2.34000000e-02,7.45312545e-04,4.66834988e-03,2.08359939e-02,6.44253051e-02,1.03028508e-01
2.37000000e-02,7.54846605e-04,4.72733952e-03,2.10847114e-02,6.50362748e-02,1.03603893e-01
2.40000000e-02,7.64380128e-04,4.78630754e-03,2.13329796e-02,6.56425428e-02,1.04165991e-01
2.43000000e-02,7.73913115e-04,4.84525392e-03,2.15807992e-02,6.62441342e-02,1.04714971e-01
2.46000000e-02,7.83445564e-04,4.90417869e-03,2.18281707e-02,6.68410741e-02,1.05250996e-01
2.49000000e-02,7.92977477e-04,4.96308184e-03,2.20750948e-02,6.74333875e-02,1.05774230e-01
2.52000000e-02,8.02508854e-04,5.02196339e-03,2.23215720e-02,6.80210992e-02,1.06284836e-01
2.55000000e-02,8.12039693e-04,5.08082333e-03,2.25676031e-02,6.86042339e-02,1.06782972e-01
2.58000000e-02,8.21569996e-04,5.13966168e-03,2.28131885e-02,6.91828162e-02,1.07268798e-01
2.61000000e-02,8.31099762e-04,5.19847844e-03,2.30583290e-02,6.97568707e-02,1.07742468e-01
2.64000000e-02,8.40628992e-04,5.25727361e-03,2.33030250e-02,7.03264217e-02,1.08204139e-01
2.67000000e-02,8.50157685e-04,5.31604721e-03,2.35472774e-02,7.08914935e-02,1.08653964e-01
2.70000000e-02,8.59685842e-04,5.37479923e-03,2.37910865e-02,7.14521101e-02,1.09092093e-01
2.73000000e-02,8.69213462e-04,5.43352969e-03,2.40344531e-02,7.20082958e-02,1.09518678e-01
2.76000000e-02,8.78740545e-04,5.49223859e-03,2.42773777e-02,7.25600743e-02,1.09933865e-01
2.79000000e-02,8.88267092e-04,5.55092594e-03,2.45198610e-02,7.31074694e-02,1.10337802e-01
2.82000000e-02,8.97793102e-04,5.60959174e-03,2.47619035e-02,7.36505049e-02,1.10730634e-01
2.85000000e-02,9.07318576e-04,5.66823600e-03,2.50035060e-02,7.41892044e-02,1.11112504e-01
2.88000000e-02,9.16843514e-04,5.72685873e-03,2.52446689e-02,7.47235912e-02,1.11483555e-01
2.91000000e-02,9.26367915e-04,5.78545992e-03,2.54853928e-02,7.52536889e-02,1.11843927e-01
2.94000000e-02,9.35891780e-04,5.84403960e-03,2.57256785e-02,7.57795205e-02,1.12193759e-01
2.97000000e-02,9.45415108e-04,5.90259776e-03,2.59655264e-02,7.63011092e-02,1.12533187e-01
3.00000000e-02,9.54937900e-04,5.96113441e-03,2.62049372e-02,7.68184781e-02,1.12862350e-01
3.03000000e-02,9.64460156e-04,6.01964955e-03,2.64439114e-02,7.73316501e-02,1.13181379e-01
3.06000000e-02,9.73981875e-04,6.07814320e-03,2.66824498e-02,7.78406480e-02,1.13490410e-01
3.09000000e-02,9.83503058e-04,6.13661535e-03,2.69205528e-02,7.83454945e-02,1.13789573e-01
3.12000000e-02,9.93023705e-04,6.19506602e-03,2.71582211e-02,7.88462121e-02,1.14078998e-01
3.15000000e-02,1.00254382e-03,6.25349521e-03,2.73954552e-02,7.93428234e-02,1.14358815e-01
3.18000000e-02,1.01206339e-03,6.31190293e-03,2.76322559e-02,7.98353507e-02,1.14629150e-01
3.21000000e-02,1.02158243e-03,6.37028918e-03,2.78686236e-02,8.03238163e-02,1.14890130e-01
3.24000000e-02,1.03110093e-03,6.42865397e-03,2.81045589e-02,8.08082423e-02,1.15141878e-01
3.27000000e-02,1.04061890e-03,6.48699730e-03,2.83400625e-02,8.12886509e-02,1.15384520e-01
3.30000000e-02,1.05013633e-03,6.54531919e-03,2.85751349e-02,8.17650639e-02,1.15618175e-01
3.33000000e-02,1.05965322e-03,6.60361963e-03,2.88097768e-02,8.22375032e-02,1.15842965e-01
3.36000000e-02,1.06916958e-03,6.66189863e-03,2.90439887e-02,8.27059906e-02,1.16059010e-01
3.39000000e-02,1.07868540e-03,6.72015620e-03,2.92777713e-02,8.31705477e-02,1.16266426e-01
3.42000000e-02,1.08820069e-03,6.77839235e-03,2.95111250e-02,8.36311960e-02,1.16465330e-01
3.45000000e-02,1.09771544e-03,6.83660708e-03,2.97440505e-02,8.40879569e-02,1.16655839e-01
3.48000000e-02,1.10722965e-03,6.89480040e-03,2.99765485e-02,8.45408519e-02,1.16838066e-01
3.51000000e-02,1.11674333e-03,6.95297231e-03,3.02086194e-02,8.49899020e-02,1.17012123e-01
3.54000000e-02,1.12625647e-03,7.01112282e-03,3.04402638e-02,8.54351285e-02,1.17178123e-01
3.57000000e-02,1.13576908e-03,7.06925194e-03,3.06714824e-02,8.58765524e-02,1.17336176e-01
3.60000000e-02,1.14528115e-03,7.12735967e-03,3.09022758e-02,8.63141945e-02,1.17486391e-01
3.63000000e-02,1.15479268e-03,7.18544601e-03,3.11326445e-02,8.67480758e-02,1.17628876e-01
3.66000000e-02,1.16430368e-03,7.24351098e-03,3.13625891e-02,8.71782169e-02,1.17763737e-01
3.69000000e-02,1.17381414e-03,7.30155458e-03,3.15921101e-02,8.76046385e-02,1.17891081e-01
3.72000000e-02,1.18332407e-03,7.35957682e-03,3.18212083e-02,8.80273611e-02,1.18011011e-01
3.75000000e-02,1.19283346e-03,7.41757770e-03,3.20498841e-02,8.84464051e-02,1.18123631e-01
3.78000000e-02,1.20234232e-03,7.47555722e-03,3.22781382e-02,8.88617909e-02,1.18229043e-01
3.81000000e-02,1.21185064e-03,7.53351540e-03,3.25059710e-02,8.92735386e-02,1.18327348e-01
3.84000000e-02,1.22135842e-03,7.59145225e-03,3.27333833e-02,8.96816685e-02,1.18418646e-01
3.87000000e-02,1.23086567e-03,7.64936775e-03,3.29603755e-02,9.00862005e-02,1.18503035e-01
3.90000000e-02,1.24037238e-03,7.70726194e-03,3.31869484e-02,9.04871547e-02,1.18580614e-01
3.93000000e-02,1.24987856e-03,7.76513479e-03,3.34131023e-02,9.08845508e-02,1.18651478e-01
3.96000000e-02,1.25938420e-03,7.82298634e-03,3.36388380e-02,9.12784086e-02,1.18715724e-01
3.99000000e-02,1.26888931e-03,7.88081657e-03,3.38641559e-02,9.16687478e-02,1.18773445e-01
4.02000000e-02,1.27839388e-03,7.93862550e-03,3.40890567e-02,9.20555879e-02,1.18824735e-01
4.05000000e-02,1.28789791e-03,7.99641314e-03,3.43135410e-02,9.24389484e-02,1.18869686e-01
4.08000000e-02,1.29740141e-03,8.05417948e-03,3.45376093e-02,9.28188487e-02,1.18908390e-01
4.11000000e-02,1.30690437e-03,8.11192454e-03,3.47612622e-02,9.31953080e-02,1.18940937e-01
4.14000000e-02,1.31640680e-03,8.16964832e-03,3.49845002e-02,9.35683456e-02,1.18967416e-01
4.17000000e-02,1.32590870e-03,8.22735083e-03,3.52073240e-02,9.39379805e-02,1.18987915e-01
4.20000000e-02,1.33541005e-03,8.28503207e-03,3.54297341e-02,9.43042318e-02,1.19002521e-01
4.23000000e-02,1.34491088e-03,8.34269204e-03,3.56517310e-02,9.46671184e-02,1.19011322e-01
4.26000000e-02,1.35441116e-03,8.40033077e-03,3.58733155e-02,9.50266590e-02,1.19014401e-01
4.29000000e-02,1.36391092e-03,8.45794824e-03,3.60944879e-02,9.53828724e-02,1.19011844e-01
4.32000000e-02,1.37341013e-03,8.51554448e-03,3.63152489e-02,9.57357773e-02,1.19003733e-01
4.35000000e-02,1.38290881e-03,8.57311947e-03,3.65355991e-02,9.60853922e-02,1.18990151e-01
4.38000000e-02,1.39240696e-03,8.63067324e-03,3.67555390e-02,9.64317355e-02,1.18971181e-01
4.41000000e-02,1.40190457e-03,8.68820578e-03,3.69750692e-02,9.67748258e-02,1.18946901e-01
4.44000000e-02,1.41140165e-03,8.74571710e-03,3.71941903e-02,9.71146811e-02,1.18917392e-01
4.47000000e-02,1.42089819e-03,8.80320721e-03,3.74129028e-02,9.74513197e-02,1.18882733e-01
4.50000000e-02,1.43039419e-03,8.86067611e-03,3.76312072e-02,9.77847598e-02,1.18843001e-01
4.53000000e-02,1.43988966e-03,8.91812381e-03,3.78491043e-02,9.81150193e-02,1.18798274e-01
4.56000000e-02,1.44938460e-03,8.97555032e-03,3.80665944e-02,9.84421162e-02,1.18748627e-01
4.59000000e-02,1.45887900e-03,9.03295564e-03,3.82836782e-02,9.87660684e-02,1.18694136e-01
4.62000000e-02,1.46837286e-03,9.09033978e-03,3.85003563e-02,9.90868935e-02,1.18634875e-01
4.65000000e-02,1.47786619e-03,9.14770274e-03,3.87166292e-02,9.94046092e-02,1.18570917e-01
4.68000000e-02,1.48735898e-03,9.20504453e-03,3.89324974e-02,9.97192333e-02,1.18502336e-01
4.71000000e-02,1.49685124e-03,9.26236516e-03,3.91479616e-02,1.00030783e-01,1.18429202e-01
4.74000000e-02,1.50634297e-03,9.31966463e-03,3.93630222e-02,1.00339276e-01,1.18351588e-01
4.77000000e-02,1.51583416e-03,9.37694294e-03,3.95776799e-02,1.00644729e-01,1.18269563e-01
4.80000000e-02,1.52532481e-03,9.43420011e-03,3.97919352e-02,1.00947161e-01,1.18183196e-01
4.83000000e-02,1.53481493e-03,9.49143614e-03,4.00057886e-02,1.01246587e-01,1.18092557e-01
4.86000000e-02,1.54430452e-03,9.54865104e-03,4.02192407e-02,1.01543025e-01,1.17997713e-01
4.89000000e-02,1.55379357e-03,9.60584481e-03,4.04322921e-02,1.01836492e-01,1.17898730e-01
4.92000000e-02,1.56328208e-03,9.66301745e-03,4.06449434e-02,1.02127005e-01,1.17795676e-01
4.95000000e-02,1.57277006e-03,9.72016898e-03,4.08571950e-02,1.02414581e-01,1.17688616e-01
4.98000000e-02,1.58225751e-03,9.77729940e-03,4.10690475e-02,1.02699236e-01,1.17577613e-01
5.01000000e-02,1.59174442e-03,9.83440872e-03,4.12805016e-02,1.02980987e-01,1.17462733e-01
5.04000000e-02,1.60123080e-03,9.89149693e-03,4.14915576e-02,1.03259852e-01,1.17344039e-01
5.07000000e-02,1.61071664e-03,9.94856406e-03,4.17022163e-02,1.03535845e-01,1.17221592e-01
5.10000000e-02,1.62020195e-03,1.00056101e-02,4.19124781e-02,1.03808984e-01,1.17095455e-01
5.13000000e-02,1.62968672e-03,1.00626351e-02,4.21223436e-02,1.04079285e-01,1.16965689e-01
5.16000000e-02,1.63917096e-03,1.01196389e-02,4.23318133e-02,1.04346765e-01,1.16832354e-01
5.19000000e-02,1.64865466e-03,1.01766218e-02,4.25408878e-02,1.04611439e-01,1.16695509e-01
5.22000000e-02,1.65813783e-03,1.02335835e-02,4.27495677e-02,1.04873324e-01,1.16555214e-01
5.25000000e-02,1.66762046e-03,1.02905242e-02,4.29578534e-02,1.05132435e-01,1.16411526e-01
5.28000000e-02,1.67710256e-03,1.03474439e-02,4.31657456e-02,1.05388789e-01,1.16264504e-01
5.31000000e-02,1.68658412e-03,1.04043425e-02,4.33732447e-02,1.05642401e-01,1.16114203e-01
5.34000000e-02,1.69606515e-03,1.04612200e-02,4.35803514e-02,1.05893288e-01,1.15960681e-01
5.37000000e-02,1.70554565e-03,1.05180766e-02,4.37870661e-02,1.06141465e-01,1.15803992e-01
5.40000000e-02,1.71502561e-03,1.05749121e-02,4.39933895e-02,1.06386947e-01,1.15644192e-01
5.43000000e-02,1.72450504e-03,1.06317266e-02,4.41993220e-02,1.06629751e-01,1.15481335e-01
5.46000000e-02,1.73398393e-03,1.06885200e-02,4.44048642e-02,1.06869891e-01,1.15315474e-01
5.49000000e-02,1.74346229e-03,1.07452925e-02,4.46100166e-02,1.07107383e-01,1.15146662e-01
5.52000000e-02,1.75294011e-03,1.08020440e-02,4.48147799e-02,1.07342243e-01,1.14974951e-01
5.55000000e-02,1.76241740e-03,1.08587744e-02,4.50191544e-02,1.07574486e-01,1.14800394e-01
5.58000000e-02,1.77189416e-03,1.09154839e-02,4.52231408e-02,1.07804126e-01,1.14623041e-01
5.61000000e-02,1.78137038e-03,1.09721724e-02,4.54267397e-02,1.08031180e-01,1.14442942e-01
5.64000000e-02,1.79084606e-03,1.10288399e-02,4.56299514e-02,1.08255662e-01,1.14260148e-01
5.67000000e-02,1.80032122e-03,1.10854865e-02,4.58327767e-02,1.08477586e-01,1.14074708e-01
5.70000000e-02,1.80979583e-03,1.11421120e-02,4.60352159e-02,1.08696969e-01,1.13886670e-01
5.73000000e-02,1.81926992e-03,1.11987166e-02,4.62372697e-02,1.08913825e-01,1.13696082e-01
5.76000000e-02,1.82874347e-03,1.12553003e-02,4.64389386e-02,1.09128167e-01,1.13502992e-01
5.79000000e-02,1.83821648e-03,1.13118630e-02,4.66402232e-02,1.09340013e-01,1.13307447e-01
5.82000000e-02,1.84768896e-03,1.13684048e-02,4.68411239e-02,1.09549375e-01,1.13109494e-01
5.85000000e-02,1.85716091e-03,1.14249256e-02,4.70416413e-02,1.09756268e-01,1.12909177e-01
5.88000000e-02,1.86663232e-03,1.14814255e-02,4.72417759e-02,1.09960707e-01,1.12706542e-01
5.91000000e-02,1.87610320e-03,1.15379045e-02,4.74415283e-02,1.10162706e-01,1.12501634e-01
5.94000000e-02,1.88557355e-03,1.15943626e-02,4.76408989e-02,1.10362280e-01,1.12294497e-01
5.97000000e-02,1.89504336e-03,1.16507997e-02,4.78398884e-02,1.10559442e-01,1.12085174e-01
6.00000000e-02,1.90451264e-03,1.17072159e-02,4.80384973e-02,1.10754208e-01,1.11873709e-01
