C_EGDA_M,C_cat_M,Q1_mL_min,Q2_mL_min,Q_total_mL_min,T_C,beta_model_weight,design_mode,eig_evaluated,eig_model,eig_param,governor_state,n_positions,rank,resource_penalty,round,scenario,screen_score,seed,selected,strategy,utility_total,z_positions_m
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,2,S1_ideal,106.07169686692527,1,1,F,2.7725887222397816,0.0138;0.0187;0.0236;0.0285;0.0334;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,4.0,4.0,8.0,160.0,1.0,eig,1,0.0,2.77258872223949,NORMAL_LEARNING,10,2,0.0,2,S1_ideal,105.98461966183872,1,0,F,2.77258872223949,0.0334;0.0383;0.0432;0.0481;0.053;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,140.0,1.0,eig,1,0.0,2.7725887222397785,NORMAL_LEARNING,10,3,0.0,2,S1_ideal,105.90365260353741,1,0,F,2.7725887222397785,0.0187;0.0236;0.0285;0.0334;0.0383;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S1_ideal,105.82224083515626,1,0,F,nan,0.0089;0.0138;0.0187;0.0236;0.102;0.1314;0.1363;0.1412;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S1_ideal,105.61809458589967,1,0,F,nan,0.0334;0.0383;0.0432;0.0481;0.053;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S1_ideal,105.57414192409163,1,0,F,nan,0.0089;0.0138;0.0187;0.0236;0.1216;0.1657;0.1706;0.1755;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,1,0.0,2.772526342123454,NORMAL_LEARNING,10,1,0.0,3,S1_ideal,16.823159457816974,1,1,F,2.772526342123454,0.053;0.0579;0.0628;0.0677;0.0726;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,2.698269214244828,NORMAL_LEARNING,10,2,0.0,3,S1_ideal,15.56952180185727,1,0,F,2.698269214244828,0.0726;0.0775;0.0824;0.0873;0.0922;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,1,0.0,2.7557801469634384,NORMAL_LEARNING,10,3,0.0,3,S1_ideal,15.044027700486584,1,0,F,2.7557801469634384,0.0334;0.0432;0.0579;0.0628;0.0677;0.0726;0.1657;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S1_ideal,14.408734441464976,1,0,F,nan,0.0628;0.0677;0.0726;0.0824;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S1_ideal,13.430585435172038,1,0,F,nan,0.0775;0.0824;0.0873;0.0922;0.0971;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S1_ideal,11.663761989203763,1,0,F,nan,0.1069;0.1118;0.1167;0.1216;0.1363;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.9125300236217246,NORMAL_LEARNING,10,1,0.0,4,S1_ideal,3.921050109693496,1,1,F,1.9125300236217246,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,1.0602577057746425,NORMAL_LEARNING,10,2,0.0,4,S1_ideal,3.089126303943189,1,0,F,1.0602577057746425,0.1118;0.1167;0.1216;0.1265;0.1314;0.1363;0.1412;0.1461;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,1.231999256030055,NORMAL_LEARNING,10,3,0.0,4,S1_ideal,3.083984856916924,1,0,F,1.231999256030055,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,4,S1_ideal,2.8413587130643485,1,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,4,S1_ideal,2.676860277420687,1,0,F,nan,0.0187;0.0236;0.0285;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,4,S1_ideal,2.6336377830067406,1,0,F,nan,0.0334;0.0383;0.0432;0.0481;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.0582233524163966,NORMAL_LEARNING,10,1,0.0,5,S1_ideal,2.457473077021838,1,1,F,1.0582233524163966,0.0138;0.0187;0.0236;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,1,0.0,1.03040728943102,NORMAL_LEARNING,10,2,0.0,5,S1_ideal,2.404211849467039,1,0,F,1.03040728943102,0.0334;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.40842134383203926,NORMAL_LEARNING,10,3,0.0,5,S1_ideal,2.395282071165596,1,0,F,0.40842134383203926,0.0334;0.0383;0.0432;0.0481;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,5,S1_ideal,1.9185896301481407,1,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,5,S1_ideal,1.8079198129133545,1,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,5,S1_ideal,1.7040144950874954,1,0,F,nan,0.0579;0.0628;0.0677;0.0726;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.47533959211828947,NORMAL_LEARNING,10,1,0.0,6,S1_ideal,1.342062319793051,1,0,F,0.47533959211828947,0.0285;0.0334;0.0383;0.0432;0.0481;0.053;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.7745297608533389,NORMAL_LEARNING,10,2,0.0,6,S1_ideal,1.332931251091729,1,1,F,0.7745297608533389,0.0138;0.0187;0.0236;0.0285;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.7121429980524389,NORMAL_LEARNING,10,3,0.0,6,S1_ideal,1.2691083099188134,1,0,F,0.7121429980524389,0.1363;0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,6,S1_ideal,1.2523974461260536,1,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.0922;0.0971;0.102;0.1069
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,6,S1_ideal,1.2458836490770935,1,0,F,nan,0.0334;0.0383;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,6,S1_ideal,1.1238003409217612,1,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,0.627762655822608,NORMAL_LEARNING,10,1,0.0,7,S1_ideal,1.1171825193127987,1,0,F,0.627762655822608,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.6229908612624222,NORMAL_LEARNING,10,2,0.0,7,S1_ideal,0.9941937123235149,1,0,F,0.6229908612624222,0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.9800420540498632,NORMAL_LEARNING,10,3,0.0,7,S1_ideal,0.9892384403704995,1,1,F,0.9800420540498632,0.0285;0.0334;0.0383;0.0432;0.0481;0.053;0.0579;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,7,S1_ideal,0.9802396774067148,1,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.0922;0.0971;0.102;0.1069
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,7,S1_ideal,0.9677323703784211,1,0,F,nan,0.0138;0.0187;0.0236;0.0285;0.0334;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,7,S1_ideal,0.950759863926713,1,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,0.6146790340201563,NORMAL_LEARNING,10,1,0.0,8,S1_ideal,1.1125560458192965,1,1,F,0.6146790340201563,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,0.4760170792679357,NORMAL_LEARNING,10,2,0.0,8,S1_ideal,0.9244688516699142,1,0,F,0.4760170792679357,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,0.3217360426566032,NORMAL_LEARNING,10,3,0.0,8,S1_ideal,0.8206041342843307,1,0,F,0.3217360426566032,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,8,S1_ideal,0.789280748196056,1,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,8,S1_ideal,0.767795988205485,1,0,F,nan,0.0138;0.0187;0.0236;0.0285;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,8,S1_ideal,0.7600390024038575,1,0,F,nan,0.0334;0.0383;0.0432;0.0481;0.053;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,1,0.0,2,S1_ideal,112.66418841455344,2,1,F,2.7725887222397816,0.0236;0.0285;0.0334;0.0383;0.0726;0.0775;0.0922;0.1363;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,2,0.0,2,S1_ideal,112.66359903497298,2,0,F,2.7725887222397816,0.0089;0.0138;0.0187;0.0236;0.0334;0.0383;0.0432;0.0677;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,140.0,1.0,eig,1,0.0,2.7725887222397816,NORMAL_LEARNING,10,3,0.0,2,S1_ideal,112.39181380491046,2,0,F,2.7725887222397816,0.0285;0.0334;0.0383;0.0432;0.0775;0.0824;0.1216;0.151;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S1_ideal,112.34790683299079,2,0,F,nan,0.0089;0.0138;0.0187;0.0236;0.0383;0.0432;0.0481;0.0726;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S1_ideal,112.34673175769241,2,0,F,nan,0.004;0.0089;0.0138;0.0187;0.0236;0.0285;0.0334;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S1_ideal,112.1645372288006,2,0,F,nan,0.004;0.0089;0.0138;0.0187;0.0236;0.0285;0.0383;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,1,0.0,2.7527335309947745,NORMAL_LEARNING,10,1,0.0,3,S1_ideal,17.369891457877504,2,1,F,2.7527335309947745,0.0628;0.0677;0.0726;0.0775;0.1314;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,1,0.0,2.621112808616964,NORMAL_LEARNING,10,2,0.0,3,S1_ideal,16.029938130712488,2,0,F,2.621112808616964,0.0383;0.0432;0.0481;0.053;0.0677;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,2.7173084572334343,NORMAL_LEARNING,10,3,0.0,3,S1_ideal,15.167350445148337,2,0,F,2.7173084572334343,0.0824;0.0873;0.0922;0.0971;0.1167;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S1_ideal,15.009044770002799,2,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.1363;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S1_ideal,13.570400426612547,2,0,F,nan,0.0873;0.0922;0.0971;0.102;0.1167;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S1_ideal,12.944152836485092,2,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.8401248860958261,NORMAL_LEARNING,10,1,0.0,4,S1_ideal,4.298071299025967,2,1,F,1.8401248860958261,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,1.5418666693077065,NORMAL_LEARNING,10,2,0.0,4,S1_ideal,3.558307829873165,2,0,F,1.5418666693077065,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,1.40930032058228,NORMAL_LEARNING,10,3,0.0,4,S1_ideal,3.284344352622945,2,0,F,1.40930032058228,0.102;0.1069;0.1118;0.1167;0.1216;0.1265;0.1314;0.1363;0.1412;0.2
1.0,0.5,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,4,S1_ideal,3.133313898727863,2,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,80.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,4,S1_ideal,2.9955406103874154,2,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,4,S1_ideal,2.655728637872592,2,0,F,nan,0.0187;0.0236;0.0285;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,1.0589804549874524,NORMAL_LEARNING,10,1,0.0,5,S1_ideal,2.361061447965575,2,0,F,1.0589804549874524,0.0187;0.0236;0.0285;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.8194120312670116,NORMAL_LEARNING,10,2,0.0,5,S1_ideal,2.3137531346286266,2,0,F,0.8194120312670116,0.0334;0.0383;0.0432;0.0481;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,1,0.0,1.177669490234287,NORMAL_LEARNING,10,3,0.0,5,S1_ideal,2.278251310536575,2,1,F,1.177669490234287,0.0383;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,5,S1_ideal,1.8051287656657138,2,0,F,nan,0.0628;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,5,S1_ideal,1.7823687351870703,2,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,5,S1_ideal,1.6529219742366266,2,0,F,nan,0.1363;0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.5925189725081587,NORMAL_LEARNING,10,1,0.0,6,S1_ideal,1.5381816888925428,2,0,F,0.5925189725081587,0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.7172527429990723,NORMAL_LEARNING,10,2,0.0,6,S1_ideal,1.5176696653878778,2,0,F,0.7172527429990723,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.0922;0.0971;0.102;0.1069
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.7495308439464491,NORMAL_LEARNING,10,3,0.0,6,S1_ideal,1.4776180405350274,2,1,F,0.7495308439464491,0.0285;0.0334;0.0383;0.0432;0.0481;0.053;0.0579;0.0628;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,6,S1_ideal,1.38745600509246,2,0,F,nan,0.0138;0.0187;0.0236;0.0285;0.0334;0.0383;0.1853;0.1902;0.1951;0.2
1.0,1.0,4.0,4.0,8.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,6,S1_ideal,1.2250903748653315,2,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,6,S1_ideal,1.1739910095100612,2,0,F,nan,0.0285;0.0334;0.0383;0.0432;0.0481;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,0.46750265585363904,NORMAL_LEARNING,10,1,0.0,7,S1_ideal,1.125932581523415,2,1,F,0.46750265585363904,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.41600004844645233,NORMAL_LEARNING,10,2,0.0,7,S1_ideal,0.9578952547434056,2,0,F,0.41600004844645233,0.0285;0.0334;0.0383;0.0432;0.0481;0.053;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.39477093257765666,NORMAL_LEARNING,10,3,0.0,7,S1_ideal,0.9573851734449548,2,0,F,0.39477093257765666,0.0138;0.0187;0.0236;0.0285;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,7,S1_ideal,0.928508198363744,2,0,F,nan,0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,7,S1_ideal,0.9203024480722846,2,0,F,nan,0.0383;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,7,S1_ideal,0.915012153611265,2,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.0922;0.0971;0.102;0.1069
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.6617411045825379,NORMAL_LEARNING,10,1,0.0,8,S1_ideal,0.953114547963942,2,1,F,0.6617411045825379,0.0138;0.0187;0.0236;0.0285;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,0.35639516437567864,NORMAL_LEARNING,10,2,0.0,8,S1_ideal,0.9530962607469888,2,0,F,0.35639516437567864,0.0285;0.0334;0.0383;0.0432;0.0481;0.053;0.1853;0.1902;0.1951;0.2
1.0,0.5,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,0.6056437941278018,NORMAL_LEARNING,10,3,0.0,8,S1_ideal,0.9235937068326265,2,0,F,0.6056437941278018,0.1412;0.1461;0.151;0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,8,S1_ideal,0.9164517979635534,2,0,F,nan,0.0383;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,8,S1_ideal,0.9100102061931068,2,0,F,nan,0.0628;0.0677;0.0726;0.0775;0.0824;0.0873;0.0922;0.0971;0.102;0.1069
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,8,S1_ideal,0.7921645034999969,2,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,1.0,1.0,2.0,160.0,1.0,eig,1,0.0,2.7191139795536254,NORMAL_LEARNING,10,1,0.0,2,S1_ideal,114.89752069809606,3,0,F,2.7191139795536254,0.0138;0.0187;0.0236;0.0432;0.0481;0.053;0.0579;0.102;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,160.0,1.0,eig,1,0.0,2.7607900621291503,NORMAL_LEARNING,10,2,0.0,2,S1_ideal,114.86818475607117,3,1,F,2.7607900621291503,0.004;0.0089;0.0138;0.0187;0.0236;0.0285;0.0334;0.053;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,140.0,1.0,eig,1,0.0,2.608209028327925,NORMAL_LEARNING,10,3,0.0,2,S1_ideal,114.5670567339875,3,0,F,2.608209028327925,0.004;0.0089;0.0138;0.0187;0.0236;0.0285;0.0334;0.0579;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,140.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,2,S1_ideal,114.5123839444708,3,0,F,nan,0.0138;0.0187;0.0236;0.0481;0.053;0.0579;0.0628;0.1069;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,160.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,2,S1_ideal,114.22141100844682,3,0,F,nan,0.004;0.0089;0.0138;0.0187;0.0236;0.0285;0.1608;0.1706;0.1755;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,2,S1_ideal,113.95292906907619,3,0,F,nan,0.0138;0.0187;0.0285;0.053;0.0579;0.0628;0.0677;0.1314;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,2.4742175158097246,NORMAL_LEARNING,10,1,0.0,3,S1_ideal,13.775003636799159,3,0,F,2.4742175158097246,0.0873;0.0922;0.102;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,2.243673808871073,NORMAL_LEARNING,10,2,0.0,3,S1_ideal,13.341053092138157,3,0,F,2.243673808871073,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,120.0,1.0,eig,1,0.0,2.6499838591701206,NORMAL_LEARNING,10,3,0.0,3,S1_ideal,12.8714414334565,3,1,F,2.6499838591701206,0.0628;0.0677;0.0726;0.1118;0.1216;0.1265;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,100.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,4,nan,3,S1_ideal,12.487310727185541,3,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,0.5,0.25,0.25,0.5,120.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,5,nan,3,S1_ideal,12.181771864451061,3,0,F,nan,0.102;0.1069;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,0,nan,nan,NORMAL_LEARNING,10,6,nan,3,S1_ideal,11.492743917376536,3,0,F,nan,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,80.0,1.0,eig,1,0.0,1.3770800283677824,NORMAL_LEARNING,10,1,0.0,4,S1_ideal,4.093043910456146,3,1,F,1.3770800283677824,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,60.0,1.0,eig,1,0.0,1.3322607532129858,NORMAL_LEARNING,10,2,0.0,4,S1_ideal,3.272898575515981,3,0,F,1.3322607532129858,0.1559;0.1608;0.1657;0.1706;0.1755;0.1804;0.1853;0.1902;0.1951;0.2
1.0,1.0,0.25,0.25,0.5,100.0,1.0,eig,1,0.0,1.012909306392124,NORMAL_LEARNING,10,3,0.0,4,S1_ideal,3.153387345985191,3,0,F,1.012909306392124,0.1069;0.1118;0.1167;0.1216;0.1265;0.1314;0.1363;0.1412;0.1461;0.2
