ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.204861,0.276193,-0.0713326,0.0023664,0.000389859,2.46336e-05,0.000367291,0.26439,0.00865517
0.00586224,0.389351,0.27681,0.112541,0.00237689,0.000391473,2.46993e-05,0.00036914,0.265032,0.00861577
0.0117245,0.293411,0.277428,0.0159822,0.00238745,0.000393099,2.47652e-05,0.000371004,0.265676,0.00857643
0.0175867,0.243398,0.27805,-0.0346519,0.00239809,0.000394736,2.48315e-05,0.000372884,0.266322,0.00853713
0.0234489,0.255758,0.278674,-0.0229155,0.00240882,0.000396386,2.4898e-05,0.000374779,0.266971,0.0084979
0.0293112,0.222197,0.2793,-0.0571029,0.00241962,0.000398047,2.49649e-05,0.00037669,0.267622,0.00845871
0.0351734,0.26816,0.279929,-0.0117699,0.00243051,0.000399721,2.5032e-05,0.000378616,0.268276,0.00841958
0.0410357,0.421516,0.280561,0.140955,0.00244148,0.000401407,2.50995e-05,0.000380559,0.268932,0.0083805
0.0468979,0.424025,0.281195,0.142829,0.00245254,0.000403106,2.51673e-05,0.000382518,0.269591,0.00834148
0.0527601,0.482768,0.281832,0.200936,0.00246369,0.000404817,2.52353e-05,0.000384493,0.270252,0.00830251
0.0586224,0.506484,0.282472,0.224013,0.00247492,0.000406542,2.53037e-05,0.000386485,0.270915,0.00826359
0.0644846,0.297051,0.283114,0.0139373,0.00248623,0.000408279,2.53724e-05,0.000388493,0.271581,0.00822473
0.0703468,0.360037,0.283759,0.0762787,0.00249764,0.000410029,2.54414e-05,0.000390519,0.272249,0.00818592
0.0762091,0.472183,0.284406,0.187776,0.00250914,0.000411793,2.55108e-05,0.000392561,0.27292,0.00814717
0.0820713,0.57889,0.285056,0.293834,0.00252072,0.00041357,2.55804e-05,0.000394621,0.273593,0.00810847
0.0879336,0.273337,0.285709,-0.0123722,0.0025324,0.00041536,2.56504e-05,0.000396698,0.274269,0.00806982
0.0937958,0.181244,0.286365,-0.105121,0.00254417,0.000417164,2.57207e-05,0.000398794,0.274948,0.00803123
0.099658,0.326491,0.287023,0.0394681,0.00255604,0.000418982,2.57913e-05,0.000400907,0.275629,0.00799269
0.10552,0.297334,0.287684,0.00964933,0.002568,0.000420813,2.58622e-05,0.000403038,0.276312,0.00795421
0.111383,0.229065,0.288348,-0.059283,0.00258005,0.000422659,2.59335e-05,0.000405188,0.276998,0.00791578
0.117245,0.33425,0.289015,0.0452351,0.00259221,0.000424519,2.60051e-05,0.000407356,0.277687,0.0078774
0.123107,0.259819,0.289684,-0.0298647,0.00260446,0.000426394,2.60771e-05,0.000409543,0.278378,0.00783908
0.128969,0.103109,0.290356,-0.187247,0.00261681,0.000428283,2.61493e-05,0.000411749,0.279072,0.00780081
0.134831,0.261041,0.291031,-0.0299901,0.00262925,0.000430187,2.62219e-05,0.000413974,0.279769,0.00776259
0.140694,0.322408,0.291709,0.0306988,0.0026418,0.000432106,2.62949e-05,0.000416219,0.280468,0.00772443
0.146556,0.387917,0.29239,0.0955273,0.00265446,0.000434039,2.63682e-05,0.000418484,0.28117,0.00768632
0.152418,0.435647,0.293073,0.142574,0.00266721,0.000435989,2.64418e-05,0.000420768,0.281874,0.00764826
0.15828,0.381421,0.293759,0.0876611,0.00268007,0.000437953,2.65158e-05,0.000423073,0.282582,0.00761026
0.164143,0.327491,0.294449,0.0330418,0.00269304,0.000439933,2.65901e-05,0.000425398,0.283291,0.00757232
0.170005,0.272651,0.295141,-0.0224899,0.00270612,0.000441929,2.66648e-05,0.000427744,0.284004,0.00753442
0.175867,0.167327,0.295836,-0.128509,0.0027193,0.00044394,2.67398e-05,0.00043011,0.284719,0.00749659
