ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.24524,0.225776,0.0194635,-0.00185282,-0.000181084,-2.91404e-05,-0.000165098,0.226781,0.00122311
0.00586224,0.288661,0.226376,0.0622847,-0.00185182,-0.000181047,-2.91622e-05,-0.000164824,0.227405,0.00119792
0.0117245,0.218977,0.226979,-0.00800161,-0.00185078,-0.000181007,-2.9184e-05,-0.000164545,0.228032,0.00117277
0.0175867,0.182707,0.227584,-0.0448767,-0.0018497,-0.000180964,-2.92058e-05,-0.000164259,0.228661,0.00114766
0.0234489,0.241425,0.228192,0.0132338,-0.00184859,-0.000180919,-2.92276e-05,-0.000163967,0.229292,0.0011226
0.0293112,0.165209,0.228802,-0.063593,-0.00184744,-0.000180871,-2.92494e-05,-0.00016367,0.229925,0.00109758
0.0351734,0.137625,0.229414,-0.0917897,-0.00184626,-0.000180821,-2.92712e-05,-0.000163366,0.230562,0.00107261
0.0410357,0.371903,0.23003,0.141874,-0.00184504,-0.000180768,-2.9293e-05,-0.000163056,0.2312,0.00104768
0.0468979,0.245335,0.230647,0.0146875,-0.00184378,-0.000180712,-2.93147e-05,-0.00016274,0.231841,0.0010228
0.0527601,0.345006,0.231268,0.113739,-0.00184248,-0.000180653,-2.93365e-05,-0.000162417,0.232485,0.000997957
0.0586224,0.340184,0.231891,0.108294,-0.00184114,-0.000180591,-2.93582e-05,-0.000162087,0.233131,0.00097316
0.0644846,0.271325,0.232516,0.0388094,-0.00183977,-0.000180527,-2.93799e-05,-0.000161751,0.233779,0.000948408
0.0703468,0.344278,0.233144,0.111134,-0.00183835,-0.000180459,-2.94016e-05,-0.000161409,0.23443,0.000923699
0.0762091,0.302733,0.233775,0.0689578,-0.00183689,-0.000180389,-2.94232e-05,-0.000161059,0.235084,0.000899034
0.0820713,0.313286,0.234408,0.0788782,-0.00183539,-0.000180316,-2.94449e-05,-0.000160703,0.23574,0.000874414
0.0879336,0.107768,0.235044,-0.127276,-0.00183385,-0.000180239,-2.94666e-05,-0.00016034,0.236398,0.000849838
0.0937958,0.298579,0.235683,0.062896,-0.00183227,-0.00018016,-2.94882e-05,-0.000159969,0.237059,0.000825305
0.099658,0.194223,0.236324,-0.0421016,-0.00183064,-0.000180077,-2.95098e-05,-0.000159591,0.237723,0.000800817
0.10552,0.243785,0.236968,0.00681645,-0.00182897,-0.000179991,-2.95314e-05,-0.000159206,0.238389,0.000776373
0.111383,0.172582,0.237615,-0.0650332,-0.00182726,-0.000179902,-2.95529e-05,-0.000158814,0.239058,0.000751973
0.117245,0.255087,0.238264,0.0168224,-0.0018255,-0.000179809,-2.95745e-05,-0.000158414,0.23973,0.000727617
0.123107,0.236312,0.238916,-0.00260462,-0.00182369,-0.000179713,-2.9596e-05,-0.000158006,0.240404,0.000703305
0.128969,0.153387,0.239571,-0.0861843,-0.00182184,-0.000179614,-2.96175e-05,-0.00015759,0.241081,0.000679037
0.134831,0.169521,0.240229,-0.0707078,-0.00181994,-0.000179511,-2.9639e-05,-0.000157167,0.24176,0.000654813
0.140694,0.20227,0.240889,-0.0386192,-0.00181799,-0.000179405,-2.96605e-05,-0.000156735,0.242443,0.000630633
0.146556,0.235922,0.241553,-0.00563053,-0.001816,-0.000179295,-2.9682e-05,-0.000156295,0.243128,0.000606498
0.152418,0.166672,0.242219,-0.0755471,-0.00181395,-0.000179181,-2.97034e-05,-0.000155847,0.243815,0.000582406
0.15828,0.211936,0.242888,-0.0309515,-0.00181185,-0.000179064,-2.97248e-05,-0.000155391,0.244505,0.000558358
0.164143,0.346381,0.243559,0.102821,-0.00180971,-0.000178943,-2.97462e-05,-0.000154926,0.245198,0.000534355
0.170005,0.107356,0.244234,-0.136878,-0.00180751,-0.000178818,-2.97675e-05,-0.000154452,0.245894,0.000510395
0.175867,0.413803,0.244911,0.168891,-0.00180525,-0.000178689,-2.97889e-05,-0.00015397,0.246593,0.00048648
0.181729,0.384685,0.245592,0.139093,-0.00180295,-0.000178557,-2.98102e-05,-0.000153478,0.247294,0.000462609
0.187592,0.461049,0.246275,0.214774,-0.00180059,-0.00017842,-2.98314e-05,-0.000152978,0.247998,0.000438781
0.193454,0.449479,0.246961,0.202518,-0.00179817,-0.000178279,-2.98527e-05,-0.000152468,0.248705,0.000414998
0.199316,0.34716,0.24765,0.0995098,-0.0017957,-0.000178135,-2.98739e-05,-0.000151949,0.249415,0.000391259
