ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.323229,0.311945,0.0112844,0.00442699,0.000816091,5.90075e-05,0.000742114,0.29627,0.00963064
0.00586224,0.0931929,0.312576,-0.219384,0.00444226,0.000818694,5.91303e-05,0.000745106,0.29695,0.0095611
0.0117245,0.226492,0.313211,-0.0867194,0.00445762,0.000821314,5.92535e-05,0.00074812,0.297633,0.00949162
0.0175867,0.109375,0.313848,-0.204473,0.0044731,0.000823951,5.93773e-05,0.000751156,0.298319,0.00942222
0.0234489,0.238153,0.314488,-0.0763357,0.00448867,0.000826604,5.95015e-05,0.000754214,0.299006,0.0093529
0.0293112,0.410204,0.315131,0.0950726,0.00450436,0.000829275,5.96263e-05,0.000757295,0.299697,0.00928365
0.0351734,0.339396,0.315776,0.0236198,0.00452015,0.000831964,5.97515e-05,0.000760399,0.30039,0.00921447
0.0410357,0.37442,0.316425,0.0579958,0.00453604,0.00083467,5.98772e-05,0.000763527,0.301085,0.00914536
0.0468979,0.314574,0.317076,-0.00250171,0.00455205,0.000837393,6.00034e-05,0.000766678,0.301783,0.00907633
0.0527601,0.43239,0.317729,0.11466,0.00456817,0.000840135,6.01302e-05,0.000769852,0.302484,0.00900737
0.0586224,0.526487,0.318386,0.208101,0.0045844,0.000842895,6.02574e-05,0.000773051,0.303187,0.00893849
0.0644846,0.392808,0.319045,0.073763,0.00460074,0.000845673,6.03852e-05,0.000776273,0.303892,0.00886968
0.0703468,0.406878,0.319707,0.0871706,0.0046172,0.000848469,6.05134e-05,0.000779521,0.3046,0.00880094
0.0762091,0.34435,0.320372,0.0239778,0.00463377,0.000851284,6.06422e-05,0.000782793,0.305311,0.00873228
0.0820713,0.390627,0.32104,0.0695874,0.00465045,0.000854118,6.07715e-05,0.00078609,0.306024,0.00866369
0.0879336,0.292454,0.32171,-0.0292565,0.00466726,0.00085697,6.09013e-05,0.000789412,0.30674,0.00859518
0.0937958,0.520817,0.322384,0.198434,0.00468418,0.000859842,6.10317e-05,0.00079276,0.307459,0.00852673
0.099658,0.612149,0.32306,0.289089,0.00470122,0.000862734,6.11626e-05,0.000796134,0.30818,0.00845837
0.10552,0.515356,0.323739,0.191617,0.00471838,0.000865645,6.1294e-05,0.000799534,0.308904,0.00839007
0.111383,0.452053,0.324421,0.127632,0.00473567,0.000868575,6.14259e-05,0.00080296,0.309631,0.00832185
0.117245,0.329451,0.325106,0.00434487,0.00475308,0.000871526,6.15584e-05,0.000806413,0.31036,0.0082537
0.123107,0.224256,0.325794,-0.101538,0.00477061,0.000874497,6.16914e-05,0.000809893,0.311092,0.00818563
0.128969,0.331156,0.326485,0.00467069,0.00478827,0.000877488,6.1825e-05,0.000813401,0.311827,0.00811763
0.134831,0.194067,0.327179,-0.133112,0.00480606,0.0008805,6.19591e-05,0.000816935,0.312564,0.0080497
0.140694,0.275636,0.327876,-0.0522403,0.00482398,0.000883533,6.20938e-05,0.000820498,0.313304,0.00798185
0.146556,0.26683,0.328576,-0.0617463,0.00484202,0.000886586,6.2229e-05,0.00082409,0.314047,0.00791407
0.152418,0.27654,0.329279,-0.0527384,0.0048602,0.000889661,6.23648e-05,0.000827709,0.314793,0.00784637
0.15828,0.192546,0.329985,-0.137439,0.00487851,0.000892757,6.25012e-05,0.000831358,0.315541,0.00777874
0.164143,0.344085,0.330694,0.0133913,0.00489696,0.000895876,6.26381e-05,0.000835036,0.316292,0.00771118
0.170005,0.271715,0.331406,-0.0596913,0.00491554,0.000899016,6.27755e-05,0.000838743,0.317046,0.00764369
0.175867,0.216299,0.332121,-0.115822,0.00493425,0.000902178,6.29136e-05,0.00084248,0.317803,0.00757628
0.181729,0.324403,0.332839,-0.00843602,0.00495311,0.000905362,6.30522e-05,0.000846248,0.318563,0.00750895
0.187592,0.267362,0.333561,-0.0661984,0.00497211,0.000908569,6.31914e-05,0.000850046,0.319325,0.00744168
0.193454,0.309557,0.334285,-0.0247284,0.00499125,0.000911799,6.33312e-05,0.000853875,0.32009,0.00737449
0.199316,0.396137,0.335013,0.0611238,0.00501053,0.000915052,6.34716e-05,0.000857735,0.320859,0.00730738
0.205178,0.457045,0.335744,0.121302,0.00502996,0.000918329,6.36125e-05,0.000861627,0.32163,0.00724033
0.211041,0.498083,0.336478,0.161605,0.00504953,0.000921629,6.37541e-05,0.000865551,0.322404,0.00717337
0.216903,0.571107,0.337215,0.233892,0.00506925,0.000924953,6.38962e-05,0.000869507,0.323181,0.00710647
0.222765,0.503865,0.337955,0.16591,0.00508913,0.000928301,6.4039e-05,0.000873496,0.323961,0.00703965
0.228627,0.387077,0.338699,0.0483784,0.00510915,0.000931673,6.41823e-05,0.000877518,0.324743,0.0069729
0.234489,0.369792,0.339446,0.0303464,0.00512932,0.000935071,6.43263e-05,0.000881574,0.325529,0.00690623
0.240352,0.448993,0.340196,0.108797,0.00514966,0.000938493,6.44708e-05,0.000885664,0.326318,0.00683963
0.246214,0.39134,0.340949,0.0503906,0.00517014,0.00094194,6.4616e-05,0.000889788,0.32711,0.0067731
0.252076,0.503574,0.341706,0.161868,0.00519079,0.000945412,6.47618e-05,0.000893946,0.327905,0.00670665
0.257938,0.291726,0.342466,-0.0507398,0.0052116,0.000948911,6.49082e-05,0.00089814,0.328702,0.00664027
0.263801,0.214142,0.34323,-0.129087,0.00523256,0.000952435,6.50553e-05,0.00090237,0.329503,0.00657396
0.269663,0.302427,0.343996,-0.0415692,0.0052537,0.000955986,6.52029e-05,0.000906635,0.330307,0.00650773
0.275525,0.276598,0.344766,-0.0681686,0.00527499,0.000959563,6.53512e-05,0.000910937,0.331114,0.00644157
0.281387,0.343228,0.34554,-0.00231171,0.00529646,0.000963168,6.55002e-05,0.000915276,0.331924,0.00637549
0.28725,0.53834,0.346317,0.192023,0.00531809,0.000966799,6.56498e-05,0.000919652,0.332737,0.00630948
0.293112,0.492542,0.347097,0.145444,0.0053399,0.000970458,6.58e-05,0.000924066,0.333554,0.00624354
0.298974,0.411888,0.347881,0.0640072,0.00536188,0.000974145,6.59509e-05,0.000928519,0.334373,0.00617768
0.304836,0.432504,0.348668,0.0838354,0.00538404,0.00097786,6.61024e-05,0.00093301,0.335196,0.00611189
0.310699,0.288569,0.349459,-0.0608899,0.00540637,0.000981604,6.62546e-05,0.00093754,0.336021,0.00604617
0.316561,0.469884,0.350253,0.119631,0.00542888,0.000985376,6.64075e-05,0.00094211,0.33685,0.00598053
0.322423,0.435122,0.351051,0.084071,0.00545157,0.000989178,6.6561e-05,0.00094672,0.337682,0.00591496
0.328285,0.402925,0.351853,0.0510727,0.00547445,0.000993008,6.67152e-05,0.000951371,0.338518,0.00584946
0.334148,0.413167,0.352658,0.0605096,0.00549752,0.000996869,6.687e-05,0.000956063,0.339356,0.00578404
0.34001,0.433112,0.353466,0.0796458,0.00552077,0.00100076,6.70256e-05,0.000960796,0.340198,0.00571869
0.345872,0.393372,0.354278,0.0390941,0.00554421,0.00100468,6.71818e-05,0.000965572,0.341043,0.00565342
0.351734,0.278716,0.355094,-0.0763784,0.00556785,0.00100863,6.73387e-05,0.000970391,0.341892,0.00558822
0.357596,0.389356,0.355913,0.0334422,0.00559168,0.00101262,6.74963e-05,0.000975253,0.342743,0.00552309
0.363459,0.271629,0.356736,-0.0851073,0.0056157,0.00101663,6.76546e-05,0.000980159,0.343598,0.00545804
0.369321,0.230535,0.357563,-0.127029,0.00563993,0.00102068,6.78136e-05,0.000985109,0.344457,0.00539306
0.375183,0.396912,0.358394,0.0385184,0.00566436,0.00102476,6.79733e-05,0.000990104,0.345318,0.00532815
0.381045,0.44374,0.359228,0.0845116,0.00568899,0.00102887,6.81337e-05,0.000995145,0.346183,0.00526332
0.386908,0.470048,0.360066,0.109982,0.00571384,0.00103302,6.82949e-05,0.00100023,0.347052,0.00519856
0.39277,0.433962,0.360908,0.0730542,0.00573889,0.0010372,6.84567e-05,0.00100537,0.347924,0.00513388
0.398632,0.409397,0.361753,0.047644,0.00576415,0.00104141,6.86193e-05,0.00101055,0.348799,0.00506927
0.404494,0.211502,0.362603,-0.151101,0.00578963,0.00104566,6.87826e-05,0.00101578,0.349678,0.00500473
0.410357,0.496911,0.363456,0.133455,0.00581532,0.00104994,6.89466e-05,0.00102105,0.35056,0.00494026
0.416219,0.343726,0.364313,-0.0205871,0.00584124,0.00105425,6.91114e-05,0.00102638,0.351446,0.00487587
0.422081,0.415146,0.365174,0.0499724,0.00586738,0.00105861,6.92769e-05,0.00103176,0.352335,0.00481156
0.427943,0.384025,0.366039,0.0179868,0.00589374,0.001063,6.94432e-05,0.00103719,0.353228,0.00474731
0.433806,0.341494,0.366907,-0.0254138,0.00592034,0.00106742,6.96102e-05,0.00104267,0.354124,0.00468314
0.439668,0.214915,0.36778,-0.152865,0.00594716,0.00107188,6.97779e-05,0.0010482,0.355024,0.00461905
0.44553,0.401643,0.368657,0.0329859,0.00597422,0.00107638,6.99465e-05,0.00105378,0.355927,0.00455503
0.451392,0.382832,0.369537,0.013295,0.00600152,0.00108092,7.01158e-05,0.00105942,0.356834,0.00449108
0.457255,0.452195,0.370422,0.0817726,0.00602905,0.0010855,7.02858e-05,0.00106511,0.357745,0.0044272
0.463117,0.375687,0.371311,0.0043756,0.00605683,0.00109011,7.04567e-05,0.00107085,0.358659,0.0043634
0.468979,0.179888,0.372204,-0.192316,0.00608486,0.00109477,7.06283e-05,0.00107665,0.359577,0.00429967
0.474841,0.340383,0.373101,-0.0327174,0.00611314,0.00109946,7.08007e-05,0.00108251,0.360499,0.00423602
0.480703,0.454087,0.374002,0.0800849,0.00614167,0.0011042,7.09739e-05,0.00108843,0.361424,0.00417244
0.486566,0.44504,0.374907,0.0701335,0.00617046,0.00110897,7.11479e-05,0.0010944,0.362353,0.00410893
0.492428,0.442835,0.375816,0.0670183,0.0061995,0.00111379,7.13227e-05,0.00110043,0.363286,0.0040455
0.49829,0.548669,0.37673,0.171939,0.00622881,0.00111865,7.14983e-05,0.00110652,0.364222,0.00398214
0.504152,0.274189,0.377648,-0.103459,0.00625839,0.00112355,7.16748e-05,0.00111267,0.365163,0.00391886
0.510015,0.36725,0.37857,-0.0113199,0.00628823,0.00112849,7.1852e-05,0.00111888,0.366107,0.00385565
0.515877,0.49182,0.379496,0.112324,0.00631835,0.00113348,7.20301e-05,0.00112516,0.367054,0.00379251
0.521739,0.372327,0.380427,-0.00809982,0.00634875,0.00113851,7.2209e-05,0.00113149,0.368006,0.00372944
0.527601,0.285893,0.381361,-0.0954683,0.00637943,0.00114359,7.23887e-05,0.00113789,0.368962,0.00366645
0.533464,0.331903,0.382301,-0.0503972,0.00641039,0.00114871,7.25693e-05,0.00114436,0.369921,0.00360354
0.539326,0.364603,0.383244,-0.018641,0.00644164,0.00115388,7.27507e-05,0.00115089,0.370885,0.00354069
0.545188,0.415682,0.384192,0.0314899,0.00647319,0.00115909,7.2933e-05,0.00115749,0.371852,0.00347792
0.55105,0.458645,0.385145,0.0734999,0.00650503,0.00116435,7.31161e-05,0.00116415,0.372823,0.00341523
0.556913,0.459687,0.386102,0.0735848,0.00653717,0.00116966,7.33001e-05,0.00117088,0.373798,0.0033526
0.562775,0.438853,0.387063,0.0517895,0.00656962,0.00117502,7.3485e-05,0.00117769,0.374777,0.00329006
0.568637,0.524845,0.388029,0.136816,0.00660237,0.00118043,7.36708e-05,0.00118456,0.37576,0.00322758
0.574499,0.493277,0.389,0.104278,0.00663544,0.00118588,7.38574e-05,0.00119151,0.376748,0.00316518
0.580362,0.446444,0.389975,0.0564694,0.00666883,0.00119139,7.40449e-05,0.00119852,0.377739,0.00310285
0.586224,0.396113,0.390954,0.00515898,0.00670253,0.00119695,7.42333e-05,0.00120561,0.378734,0.0030406
0.592086,0.313293,0.391938,-0.0786457,0.00673657,0.00120256,7.44226e-05,0.00121278,0.379734,0.00297842
0.597948,0.499991,0.392927,0.107064,0.00677093,0.00120822,7.46128e-05,0.00122002,0.380737,0.00291631
0.60381,0.368218,0.393921,-0.0257027,0.00680563,0.00121394,7.4804e-05,0.00122734,0.381745,0.00285428
