ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,-0.102696,-0.165916,0.0632204,-0.00264512,-0.00298719,-0.00525747,-0.015403,-0.0445292,-0.0950941
0.00586224,-0.143628,-0.16557,0.0219422,-0.0026508,-0.00299318,-0.00526539,-0.0154417,-0.0442709,-0.0949485
0.0117245,-0.03912,-0.165224,0.126104,-0.00265652,-0.0029992,-0.00527334,-0.0154806,-0.0440112,-0.094803
0.0175867,-0.204672,-0.164876,-0.0397958,-0.00266226,-0.00300525,-0.00528131,-0.0155196,-0.0437501,-0.0946577
0.0234489,-0.215409,-0.164528,-0.050881,-0.00266802,-0.00301132,-0.00528931,-0.0155589,-0.0434876,-0.0945124
0.0293112,-0.303792,-0.164178,-0.139614,-0.00267381,-0.00301742,-0.00529733,-0.0155984,-0.0432237,-0.0943673
0.0351734,0.0146661,-0.163827,0.178493,-0.00267963,-0.00302355,-0.00530537,-0.015638,-0.0429583,-0.0942223
0.0410357,-0.202017,-0.163476,-0.0385418,-0.00268548,-0.0030297,-0.00531344,-0.0156779,-0.0426915,-0.0940775
0.0468979,-0.265098,-0.163123,-0.101976,-0.00269135,-0.00303588,-0.00532153,-0.015718,-0.0424233,-0.0939328
0.0527601,-0.270156,-0.162769,-0.107387,-0.00269724,-0.00304208,-0.00532965,-0.0157582,-0.0421536,-0.0937882
0.0586224,-0.16136,-0.162414,0.00105395,-0.00270317,-0.00304831,-0.00533779,-0.0157987,-0.0418825,-0.0936437
0.0644846,-0.231435,-0.162058,-0.0693769,-0.00270912,-0.00305457,-0.00534596,-0.0158394,-0.0416099,-0.0934993
0.0703468,-0.0578997,-0.161701,0.103801,-0.0027151,-0.00306086,-0.00535415,-0.0158802,-0.0413358,-0.0933551
0.0762091,-0.118482,-0.161343,0.042861,-0.00272111,-0.00306717,-0.00536237,-0.0159213,-0.0410602,-0.093211
0.0820713,0.0088012,-0.160984,0.169785,-0.00272714,-0.00307351,-0.00537061,-0.0159626,-0.0407832,-0.093067
0.0879336,-0.146168,-0.160624,0.0144559,-0.0027332,-0.00307988,-0.00537888,-0.0160041,-0.0405046,-0.0929231
0.0937958,-0.193735,-0.160263,-0.0334729,-0.0027393,-0.00308628,-0.00538717,-0.0160459,-0.0402246,-0.0927794
0.099658,-0.217632,-0.1599,-0.0577317,-0.00274541,-0.0030927,-0.00539549,-0.0160878,-0.039943,-0.0926358
0.10552,-0.104833,-0.159537,0.0547039,-0.00275156,-0.00309916,-0.00540384,-0.0161299,-0.0396599,-0.0924923
0.111383,-0.16035,-0.159172,-0.00117771,-0.00275774,-0.00310564,-0.00541221,-0.0161723,-0.0393752,-0.092349
0.117245,-0.0950145,-0.158806,0.0637919,-0.00276394,-0.00311215,-0.0054206,-0.0162149,-0.039089,-0.0922057
0.123107,-0.136084,-0.15844,0.0223555,-0.00277018,-0.00311869,-0.00542902,-0.0162577,-0.0388013,-0.0920626
0.128969,-0.0493032,-0.158072,0.108768,-0.00277644,-0.00312526,-0.00543747,-0.0163007,-0.038512,-0.0919197
0.134831,-0.219934,-0.157702,-0.0622312,-0.00278274,-0.00313186,-0.00544595,-0.016344,-0.0382211,-0.0917768
0.140694,-0.0728098,-0.157332,0.0845224,-0.00278906,-0.00313848,-0.00545445,-0.0163875,-0.0379286,-0.0916341
0.146556,-0.0977444,-0.156961,0.0592164,-0.00279541,-0.00314514,-0.00546297,-0.0164312,-0.0376346,-0.0914915
0.152418,-0.17719,-0.156588,-0.0206016,-0.0028018,-0.00315183,-0.00547153,-0.0164751,-0.0373389,-0.091349
0.15828,-0.0260302,-0.156215,0.130184,-0.00280821,-0.00315855,-0.00548011,-0.0165193,-0.0370417,-0.0912066
0.164143,-0.0366524,-0.15584,0.119187,-0.00281466,-0.0031653,-0.00548871,-0.0165637,-0.0367428,-0.0910644
0.170005,0.0760584,-0.155464,0.231522,-0.00282113,-0.00317208,-0.00549735,-0.0166083,-0.0364423,-0.0909223
0.175867,-0.306377,-0.155086,-0.15129,-0.00282764,-0.00317889,-0.00550601,-0.0166532,-0.0361402,-0.0907803
0.181729,-0.218247,-0.154708,-0.0635395,-0.00283418,-0.00318573,-0.0055147,-0.0166983,-0.0358364,-0.0906385
0.187592,-0.207696,-0.154328,-0.0533678,-0.00284075,-0.0031926,-0.00552341,-0.0167437,-0.035531,-0.0904968
0.193454,-0.180316,-0.153947,-0.0263689,-0.00284735,-0.0031995,-0.00553216,-0.0167893,-0.0352239,-0.0903552
0.199316,-0.0684079,-0.153565,0.0851574,-0.00285398,-0.00320644,-0.00554093,-0.0168351,-0.0349151,-0.0902137
0.205178,-0.0552685,-0.153182,0.0979134,-0.00286065,-0.00321341,-0.00554973,-0.0168812,-0.0346046,-0.0900723
0.211041,-0.168706,-0.152797,-0.0159084,-0.00286735,-0.0032204,-0.00555855,-0.0169275,-0.0342925,-0.0899311
0.216903,-0.098734,-0.152412,0.0536777,-0.00287408,-0.00322744,-0.00556741,-0.0169741,-0.0339786,-0.08979
0.222765,-0.294155,-0.152025,-0.14213,-0.00288084,-0.0032345,-0.00557629,-0.017021,-0.0336631,-0.089649
0.228627,-0.162337,-0.151636,-0.0107007,-0.00288764,-0.0032416,-0.0055852,-0.0170681,-0.0333458,-0.0895082
0.234489,-0.186619,-0.151247,-0.0353718,-0.00289447,-0.00324873,-0.00559414,-0.0171154,-0.0330267,-0.0893675
0.240352,-0.117993,-0.150856,0.0328627,-0.00290133,-0.00325589,-0.00560311,-0.017163,-0.0327059,-0.0892269
