ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.405552,0.379636,0.0259165,0.0124814,0,4.58705e-06,2.57814e-06,0.37392,-0.00677292
0.00586224,0.216803,0.380467,-0.163664,0.0125176,0,4.59537e-06,2.58696e-06,0.374704,-0.00676143
0.0117245,0.253289,0.381302,-0.128013,0.012554,0,4.60373e-06,2.59584e-06,0.375491,-0.00674994
0.0175867,0.401847,0.38214,0.019707,0.0125907,0,4.61212e-06,2.60478e-06,0.37628,-0.00673846
0.0234489,0.449322,0.38298,0.0663417,0.0126275,0,4.62053e-06,2.61378e-06,0.377073,-0.00672698
0.0293112,0.443616,0.383824,0.0597919,0.0126646,0,4.62898e-06,2.62283e-06,0.377868,-0.00671551
0.0351734,0.446067,0.384671,0.0613963,0.012702,0,4.63746e-06,2.63195e-06,0.378665,-0.00670404
0.0410357,0.337779,0.38552,-0.0477415,0.0127395,0,4.64597e-06,2.64113e-06,0.379466,-0.00669258
0.0468979,0.38154,0.386373,-0.0048331,0.0127773,0,4.6545e-06,2.65038e-06,0.380269,-0.00668113
0.0527601,0.292025,0.387229,-0.0952039,0.0128153,0,4.66307e-06,2.65968e-06,0.381076,-0.00666968
0.0586224,0.298724,0.388087,-0.0893632,0.0128536,0,4.67168e-06,2.66905e-06,0.381885,-0.00665824
0.0644846,0.294098,0.388949,-0.094851,0.0128921,0,4.68031e-06,2.67849e-06,0.382697,-0.0066468
0.0703468,0.299867,0.389814,-0.0899471,0.0129308,0,4.68897e-06,2.68799e-06,0.383511,-0.00663537
0.0762091,0.348921,0.390682,-0.0417609,0.0129698,0,4.69767e-06,2.69755e-06,0.384329,-0.00662394
0.0820713,0.374856,0.391553,-0.0166973,0.013009,0,4.7064e-06,2.70718e-06,0.38515,-0.00661253
0.0879336,0.328958,0.392428,-0.0634693,0.0130484,0,4.71516e-06,2.71688e-06,0.385973,-0.00660111
0.0937958,0.49272,0.393305,0.0994142,0.0130882,0,4.72395e-06,2.72664e-06,0.386799,-0.00658971
0.099658,0.397727,0.394186,0.00354048,0.0131281,0,4.73277e-06,2.73647e-06,0.387629,-0.0065783
0.10552,0.557237,0.39507,0.162167,0.0131683,0,4.74163e-06,2.74637e-06,0.388461,-0.00656691
0.111383,0.555123,0.395957,0.159166,0.0132088,0,4.75052e-06,2.75635e-06,0.389296,-0.00655552
0.117245,0.346554,0.396847,-0.0502936,0.0132496,0,4.75944e-06,2.76639e-06,0.390135,-0.00654413
0.123107,0.482055,0.397741,0.084314,0.0132905,0,4.7684e-06,2.7765e-06,0.390976,-0.00653276
0.128969,0.308049,0.398638,-0.090589,0.0133318,0,4.77739e-06,2.78668e-06,0.39182,-0.00652138
0.134831,0.524046,0.399538,0.124508,0.0133733,0,4.78641e-06,2.79694e-06,0.392667,-0.00651002
0.140694,0.48396,0.400442,0.0835182,0.0134151,0,4.79547e-06,2.80727e-06,0.393518,-0.00649866
0.146556,0.348081,0.401348,-0.0532671,0.0134572,0,4.80456e-06,2.81767e-06,0.394371,-0.0064873
0.152418,0.195049,0.402259,-0.20721,0.0134995,0,4.81368e-06,2.82815e-06,0.395227,-0.00647596
0.15828,0.318025,0.403172,-0.0851473,0.0135422,0,4.82284e-06,2.83871e-06,0.396087,-0.00646461
0.164143,0.265712,0.404089,-0.138377,0.0135851,0,4.83203e-06,2.84934e-06,0.396949,-0.00645328
0.170005,0.480739,0.405009,0.0757295,0.0136283,0,4.84126e-06,2.86004e-06,0.397815,-0.00644194
0.175867,0.325547,0.405933,-0.0803859,0.0136717,0,4.85052e-06,2.87083e-06,0.398684,-0.00643062
0.181729,0.374903,0.40686,-0.0319567,0.0137155,0,4.85982e-06,2.88169e-06,0.399556,-0.0064193
0.187592,0.457927,0.40779,0.0501363,0.0137595,0,4.86915e-06,2.89264e-06,0.400431,-0.00640799
0.193454,0.438213,0.408724,0.0294888,0.0138039,0,4.87852e-06,2.90366e-06,0.401309,-0.00639668
0.199316,0.456331,0.409662,0.0466686,0.0138485,0,4.88792e-06,2.91477e-06,0.402191,-0.00638538
0.205178,0.414409,0.410603,0.0038059,0.0138935,0,4.89736e-06,2.92596e-06,0.403076,-0.00637408
0.211041,0.493617,0.411547,0.0820692,0.0139387,0,4.90683e-06,2.93723e-06,0.403964,-0.00636279
0.216903,0.362361,0.412495,-0.0501344,0.0139843,0,4.91634e-06,2.94859e-06,0.404855,-0.00635151
0.222765,0.464757,0.413447,0.0513098,0.0140301,0,4.92589e-06,2.96003e-06,0.405749,-0.00634023
0.228627,0.329373,0.414402,-0.0850297,0.0140763,0,4.93548e-06,2.97156e-06,0.406647,-0.00632896
0.234489,0.419219,0.415361,0.00385768,0.0141228,0,4.9451e-06,2.98317e-06,0.407548,-0.00631769
0.240352,0.323014,0.416323,-0.0933094,0.0141696,0,4.95475e-06,2.99487e-06,0.408452,-0.00630643
0.246214,0.382785,0.41729,-0.0345044,0.0142167,0,4.96445e-06,3.00666e-06,0.40936,-0.00629517
0.252076,0.475579,0.418259,0.0573194,0.0142642,0,4.97418e-06,3.01854e-06,0.410271,-0.00628392
0.257938,0.565074,0.419233,0.145842,0.014312,0,4.98395e-06,3.03051e-06,0.411185,-0.00627268
0.263801,0.307025,0.42021,-0.113185,0.0143601,0,4.99376e-06,3.04258e-06,0.412103,-0.00626144
