ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,-0.052318,0.0252441,-0.0775621,-0.00430082,-0.00289953,-0.001701,-0.00582234,0.0759973,-0.0360295
0.00586224,0.0649814,0.0256121,0.0393693,-0.00430926,-0.00290487,-0.00170345,-0.00583555,0.0764042,-0.036039
0.0117245,0.0585459,0.0259817,0.0325642,-0.00431773,-0.00291023,-0.0017059,-0.00584882,0.0768129,-0.0360485
0.0175867,0.0156582,0.026353,-0.0106949,-0.00432624,-0.00291561,-0.00170836,-0.00586214,0.0772234,-0.036058
0.0234489,0.082081,0.0267261,0.055355,-0.00433477,-0.00292101,-0.00171083,-0.00587552,0.0776356,-0.0360674
0.0293112,-0.0712137,0.0271008,-0.0983144,-0.00434334,-0.00292643,-0.0017133,-0.00588896,0.0780497,-0.0360769
0.0351734,0.0886261,0.0274772,0.061149,-0.00435195,-0.00293188,-0.00171578,-0.00590245,0.0784655,-0.0360863
0.0410357,0.0771149,0.0278553,0.0492596,-0.00436059,-0.00293734,-0.00171827,-0.00591601,0.0788832,-0.0360957
0.0468979,-0.0450098,0.0282351,-0.0732449,-0.00436926,-0.00294282,-0.00172077,-0.00592962,0.0793027,-0.0361051
0.0527601,0.171807,0.0286167,0.14319,-0.00437797,-0.00294832,-0.00172327,-0.00594329,0.079724,-0.0361144
0.0586224,0.164591,0.029,0.135591,-0.00438671,-0.00295385,-0.00172578,-0.00595702,0.0801471,-0.0361237
0.0644846,0.193175,0.0293851,0.16379,-0.00439549,-0.00295939,-0.0017283,-0.00597081,0.0805721,-0.036133
0.0703468,-0.0535675,0.0297719,-0.0833395,-0.0044043,-0.00296496,-0.00173082,-0.00598466,0.080999,-0.0361423
0.0762091,-0.0116761,0.0301606,-0.0418367,-0.00441314,-0.00297054,-0.00173336,-0.00599857,0.0814277,-0.0361516
0.0820713,-0.0233176,0.0305509,-0.0538685,-0.00442203,-0.00297615,-0.00173589,-0.00601254,0.0818584,-0.0361608
0.0879336,0.085735,0.0309431,0.0547919,-0.00443094,-0.00298178,-0.00173844,-0.00602657,0.0822909,-0.03617
0.0937958,0.189904,0.0313371,0.158567,-0.0044399,-0.00298743,-0.001741,-0.00604067,0.0827253,-0.0361792
0.099658,-0.0968754,0.0317329,-0.128608,-0.00444888,-0.00299311,-0.00174356,-0.00605482,0.0831616,-0.0361884
0.10552,0.00547059,0.0321305,-0.0266599,-0.00445791,-0.0029988,-0.00174613,-0.00606903,0.0835999,-0.0361976
0.111383,0.0222266,0.0325299,-0.0103033,-0.00446697,-0.00300452,-0.0017487,-0.00608331,0.0840401,-0.0362067
0.117245,0.137446,0.0329312,0.104514,-0.00447607,-0.00301025,-0.00175129,-0.00609765,0.0844822,-0.0362158
0.123107,0.0708231,0.0333343,0.0374888,-0.0044852,-0.00301601,-0.00175388,-0.00611206,0.0849263,-0.0362249
0.128969,-0.0690312,0.0337392,-0.10277,-0.00449437,-0.0030218,-0.00175648,-0.00612652,0.0853724,-0.036234
0.134831,-0.00545607,0.0341461,-0.0396021,-0.00450358,-0.0030276,-0.00175908,-0.00614105,0.0858204,-0.036243
0.140694,-0.0682047,0.0345548,-0.10276,-0.00451283,-0.00303343,-0.0017617,-0.00615565,0.0862704,-0.036252
0.146556,-0.0614603,0.0349654,-0.0964257,-0.00452211,-0.00303928,-0.00176432,-0.00617031,0.0867224,-0.036261
0.152418,0.02093,0.0353779,-0.0144479,-0.00453143,-0.00304515,-0.00176695,-0.00618503,0.0871765,-0.03627
0.15828,-0.00505112,0.0357923,-0.0408434,-0.00454079,-0.00305104,-0.00176959,-0.00619982,0.0876325,-0.036279
0.164143,0.0616603,0.0362086,0.0254518,-0.00455019,-0.00305696,-0.00177223,-0.00621468,0.0880906,-0.0362879
0.170005,-0.0932951,0.0366268,-0.129922,-0.00455962,-0.0030629,-0.00177489,-0.0062296,0.0885507,-0.0362968
