ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.206484,0.306523,-0.100039,0.000120723,0.000818835,0.00199222,0.00661676,0.325683,-0.0287087
0.00586224,0.343758,0.307272,0.0364864,0.000121098,0.000821182,0.00199602,0.00664092,0.32639,-0.0286971
0.0117245,0.3327,0.308023,0.0246763,0.000121475,0.000823544,0.00199984,0.00666524,0.327099,-0.0286854
0.0175867,0.425751,0.308777,0.116974,0.000121854,0.00082592,0.00200367,0.00668973,0.32781,-0.0286737
0.0234489,0.389483,0.309534,0.0799489,0.000122236,0.00082831,0.00200752,0.00671439,0.328524,-0.028662
0.0293112,0.2221,0.310294,-0.0881938,0.00012262,0.000830715,0.00201138,0.00673922,0.32924,-0.0286504
0.0351734,0.372297,0.311056,0.0612403,0.000123007,0.000833134,0.00201525,0.00676423,0.329959,-0.0286386
0.0410357,0.270534,0.311821,-0.0412872,0.000123396,0.000835568,0.00201914,0.00678942,0.330681,-0.0286269
0.0468979,0.358612,0.312589,0.0460229,0.000123787,0.000838017,0.00202305,0.00681478,0.331405,-0.0286152
0.0527601,0.503599,0.31336,0.190239,0.000124182,0.000840481,0.00202696,0.00684033,0.332132,-0.0286034
0.0586224,0.231496,0.314134,-0.0826376,0.000124578,0.00084296,0.0020309,0.00686605,0.332861,-0.0285916
0.0644846,0.449847,0.31491,0.134937,0.000124978,0.000845455,0.00203485,0.00689196,0.333592,-0.0285799
0.0703468,0.18624,0.315689,-0.129449,0.000125379,0.000847965,0.00203881,0.00691806,0.334327,-0.0285681
0.0762091,0.308105,0.316471,-0.0083656,0.000125784,0.000850491,0.00204279,0.00694434,0.335064,-0.0285562
0.0820713,0.424903,0.317256,0.107648,0.000126191,0.000853032,0.00204678,0.00697081,0.335803,-0.0285444
0.0879336,0.37398,0.318044,0.0559365,0.000126601,0.000855589,0.00205079,0.00699748,0.336546,-0.0285326
0.0937958,0.347163,0.318834,0.0283285,0.000127014,0.000858163,0.00205482,0.00702434,0.337291,-0.0285207
0.099658,0.2873,0.319628,-0.032328,0.000127429,0.000860753,0.00205886,0.00705139,0.338038,-0.0285088
0.10552,0.462827,0.320424,0.142402,0.000127847,0.000863359,0.00206291,0.00707864,0.338788,-0.0284969
0.111383,0.346564,0.321224,0.0253404,0.000128268,0.000865981,0.00206698,0.00710609,0.339541,-0.028485
0.117245,0.331141,0.322026,0.0091152,0.000128692,0.000868621,0.00207107,0.00713375,0.340297,-0.0284731
0.123107,0.212279,0.322831,-0.110552,0.000129118,0.000871277,0.00207517,0.0071616,0.341055,-0.0284612
0.128969,0.292913,0.32364,-0.0307263,0.000129548,0.00087395,0.00207929,0.00718967,0.341816,-0.0284492
0.134831,0.316718,0.324451,-0.00773321,0.00012998,0.000876641,0.00208342,0.00721794,0.34258,-0.0284373
0.140694,0.434034,0.325265,0.108769,0.000130415,0.000879349,0.00208757,0.00724642,0.343347,-0.0284253
0.146556,0.465872,0.326082,0.13979,0.000130853,0.000882074,0.00209174,0.00727512,0.344116,-0.0284133
0.152418,0.20299,0.326903,-0.123912,0.000131295,0.000884817,0.00209592,0.00730403,0.344888,-0.0284013
0.15828,0.368086,0.327726,0.0403599,0.000131739,0.000887579,0.00210012,0.00733316,0.345663,-0.0283892
0.164143,0.411884,0.328553,0.0833311,0.000132186,0.000890358,0.00210433,0.00736251,0.346441,-0.0283772
0.170005,0.440733,0.329382,0.11135,0.000132637,0.000893155,0.00210857,0.00739208,0.347221,-0.0283652
0.175867,0.224584,0.330215,-0.105631,0.00013309,0.000895971,0.00211281,0.00742188,0.348005,-0.0283531
0.181729,0.233278,0.331051,-0.0977731,0.000133547,0.000898806,0.00211708,0.0074519,0.348791,-0.028341
0.187592,0.256035,0.33189,-0.0758555,0.000134007,0.000901659,0.00212136,0.00748216,0.34958,-0.0283289
0.193454,0.476664,0.332732,0.143931,0.00013447,0.000904531,0.00212566,0.00751265,0.350372,-0.0283168
0.199316,0.420884,0.333578,0.0873066,0.000134936,0.000907423,0.00212997,0.00754337,0.351167,-0.0283047
0.205178,0.36356,0.334426,0.029134,0.000135406,0.000910334,0.00213431,0.00757433,0.351964,-0.0282925
0.211041,0.307247,0.335278,-0.0280314,0.000135879,0.000913265,0.00213865,0.00760553,0.352765,-0.0282804
0.216903,0.365205,0.336133,0.0290716,0.000136355,0.000916215,0.00214302,0.00763697,0.353569,-0.0282682
0.222765,0.450651,0.336991,0.11366,0.000136835,0.000919186,0.00214741,0.00766866,0.354375,-0.028256
0.228627,0.332219,0.337853,-0.00563359,0.000137318,0.000922176,0.00215181,0.0077006,0.355185,-0.0282438
0.234489,0.298816,0.338718,-0.0399019,0.000137805,0.000925187,0.00215623,0.00773279,0.355997,-0.0282316
0.240352,0.333589,0.339586,-0.005997,0.000138295,0.000928219,0.00216066,0.00776523,0.356813,-0.0282193
0.246214,0.391726,0.340457,0.0512691,0.000138789,0.000931272,0.00216512,0.00779793,0.357631,-0.0282071
0.252076,0.384053,0.341332,0.0427207,0.000139286,0.000934346,0.00216959,0.00783089,0.358453,-0.0281948
0.257938,0.310397,0.34221,-0.0318136,0.000139787,0.000937441,0.00217408,0.00786412,0.359277,-0.0281826
0.263801,0.364391,0.343092,0.0212989,0.000140292,0.000940557,0.00217859,0.00789761,0.360105,-0.0281703
0.269663,0.254301,0.343977,-0.0896753,0.0001408,0.000943696,0.00218312,0.00793137,0.360936,-0.028158
0.275525,0.294978,0.344865,-0.0498869,0.000141312,0.000946856,0.00218766,0.0079654,0.36177,-0.0281456
0.281387,0.549542,0.345757,0.203786,0.000141828,0.000950039,0.00219223,0.0079997,0.362606,-0.0281333
0.28725,0.513845,0.346652,0.167193,0.000142347,0.000953244,0.00219681,0.00803429,0.363446,-0.028121
0.293112,0.617874,0.347551,0.270323,0.000142871,0.000956472,0.00220141,0.00806916,0.36429,-0.0281086
0.298974,0.309461,0.348453,-0.0389918,0.000143398,0.000959723,0.00220603,0.00810431,0.365136,-0.0280962
0.304836,0.213802,0.349359,-0.135557,0.000143929,0.000962997,0.00221067,0.00813976,0.365985,-0.0280838
0.310699,0.334074,0.350268,-0.0161942,0.000144465,0.000966294,0.00221532,0.00817549,0.366838,-0.0280714
0.316561,0.4448,0.351181,0.0936194,0.000145004,0.000969616,0.00222,0.00821152,0.367694,-0.028059
0.322423,0.476889,0.352097,0.124791,0.000145547,0.000972961,0.0022247,0.00824785,0.368553,-0.0280465
0.328285,0.512247,0.353017,0.15923,0.000146095,0.00097633,0.00222941,0.00828449,0.369415,-0.0280341
0.334148,0.595229,0.353941,0.241288,0.000146647,0.000979724,0.00223415,0.00832143,0.370281,-0.0280216
0.34001,0.494549,0.354868,0.139681,0.000147203,0.000983143,0.0022389,0.00835868,0.37115,-0.0280091
0.345872,0.605642,0.355799,0.249843,0.000147763,0.000986587,0.00224367,0.00839624,0.372022,-0.0279966
0.351734,0.551512,0.356734,0.194778,0.000148328,0.000990057,0.00224847,0.00843412,0.372897,-0.0279841
0.357596,0.384888,0.357672,0.027216,0.000148897,0.000993552,0.00225328,0.00847233,0.373776,-0.0279716
0.363459,0.273729,0.358614,-0.0848847,0.00014947,0.000997072,0.00225811,0.00851086,0.374658,-0.0279591
0.369321,0.380533,0.35956,0.0209735,0.000150048,0.00100062,0.00226297,0.00854971,0.375543,-0.0279465
0.375183,0.420929,0.360509,0.06042,0.00015063,0.00100419,0.00226784,0.00858891,0.376432,-0.0279339
0.381045,0.515858,0.361463,0.154396,0.000151217,0.00100779,0.00227273,0.00862844,0.377324,-0.0279213
0.386908,0.339215,0.36242,-0.0232047,0.000151809,0.00101142,0.00227765,0.00866831,0.378219,-0.0279087
0.39277,0.431482,0.363381,0.0681012,0.000152405,0.00101508,0.00228259,0.00870853,0.379118,-0.0278961
0.398632,0.353264,0.364346,-0.0110817,0.000153006,0.00101876,0.00228754,0.0087491,0.380021,-0.0278835
0.404494,0.418408,0.365314,0.053094,0.000153612,0.00102247,0.00229252,0.00879003,0.380927,-0.0278708
0.410357,0.412364,0.366287,0.0460775,0.000154223,0.00102621,0.00229752,0.00883131,0.381836,-0.0278582
0.416219,0.294629,0.367263,-0.0726343,0.000154839,0.00102998,0.00230254,0.00887296,0.382749,-0.0278455
0.422081,0.206998,0.368244,-0.161246,0.000155459,0.00103378,0.00230758,0.00891498,0.383665,-0.0278328
0.427943,0.0888197,0.369228,-0.280409,0.000156085,0.0010376,0.00231264,0.00895737,0.384585,-0.0278201
0.433806,0.215389,0.370217,-0.154828,0.000156716,0.00104146,0.00231772,0.00900014,0.385508,-0.0278074
0.439668,0.215242,0.371209,-0.155967,0.000157352,0.00104535,0.00232283,0.00904329,0.386435,-0.0277946
0.44553,0.332311,0.372206,-0.0398951,0.000157993,0.00104926,0.00232796,0.00908683,0.387366,-0.0277819
0.451392,0.349869,0.373206,-0.0233378,0.000158639,0.00105321,0.0023331,0.00913077,0.3883,-0.0277691
0.457255,0.332042,0.374211,-0.0421693,0.000159291,0.00105719,0.00233828,0.0091751,0.389237,-0.0277563
0.463117,0.537555,0.37522,0.162335,0.000159948,0.0010612,0.00234347,0.00921984,0.390179,-0.0277435
0.468979,0.452361,0.376233,0.0761288,0.000160611,0.00106524,0.00234869,0.00926498,0.391124,-0.0277307
0.474841,0.585451,0.37725,0.208201,0.000161279,0.00106932,0.00235392,0.00931054,0.392073,-0.0277179
