ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,0.306654,0.157985,0.148669,1.22735e-05,6.81053e-06,-0.000123445,0.000425444,0.234642,-0.0769781
0.00586224,0.230646,0.158716,0.0719298,1.26493e-05,7.49852e-06,-0.000123079,0.000431846,0.235242,-0.0768546
0.0117245,0.227017,0.159449,0.0675675,1.30288e-05,8.19337e-06,-0.000122711,0.000438315,0.235844,-0.0767312
0.0175867,0.252916,0.160185,0.0927314,1.34122e-05,8.89517e-06,-0.000122339,0.000444849,0.236448,-0.0766078
0.0234489,0.144434,0.160922,-0.0164882,1.37995e-05,9.604e-06,-0.000121964,0.000451451,0.237054,-0.0764846
0.0293112,0.178684,0.161662,0.0170218,1.41907e-05,1.03199e-05,-0.000121585,0.000458122,0.237663,-0.0763614
0.0351734,0.392075,0.162405,0.22967,1.45858e-05,1.10431e-05,-0.000121204,0.000464861,0.238274,-0.0762384
0.0410357,0.199588,0.163149,0.0364393,1.49849e-05,1.17735e-05,-0.00012082,0.00047167,0.238887,-0.0761154
0.0468979,0.182664,0.163896,0.0187684,1.53881e-05,1.25113e-05,-0.000120433,0.00047855,0.239502,-0.0759925
0.0527601,0.0929443,0.164645,-0.0717004,1.57954e-05,1.32565e-05,-0.000120042,0.000485502,0.24012,-0.0758697
0.0586224,0.2051,0.165396,0.0397037,1.62068e-05,1.40093e-05,-0.000119648,0.000492526,0.24074,-0.075747
0.0644846,0.285275,0.16615,0.119125,1.66224e-05,1.47698e-05,-0.000119252,0.000499623,0.241362,-0.0756244
0.0703468,0.106295,0.166906,-0.0606109,1.70423e-05,1.55379e-05,-0.000118851,0.000506795,0.241987,-0.0755019
0.0762091,0.30586,0.167664,0.138196,1.74665e-05,1.63139e-05,-0.000118448,0.000514043,0.242614,-0.0753795
0.0820713,0.13655,0.168425,-0.031875,1.78951e-05,1.70978e-05,-0.000118041,0.000521366,0.243244,-0.0752571
0.0879336,0.333599,0.169188,0.164411,1.8328e-05,1.78897e-05,-0.000117631,0.000528767,0.243875,-0.0751349
0.0937958,0.326916,0.169953,0.156962,1.87655e-05,1.86897e-05,-0.000117218,0.000536246,0.24451,-0.0750127
0.099658,0.195297,0.170721,0.0245753,1.92074e-05,1.9498e-05,-0.000116801,0.000543805,0.245146,-0.0748907
0.10552,0.220939,0.171492,0.0494475,1.96539e-05,2.03145e-05,-0.000116381,0.000551444,0.245785,-0.0747687
0.111383,0.17414,0.172264,0.00187539,2.01051e-05,2.11395e-05,-0.000115958,0.000559164,0.246427,-0.0746468
0.117245,0.140074,0.17304,-0.0329657,2.05609e-05,2.1973e-05,-0.000115531,0.000566966,0.247071,-0.074525
0.123107,-0.0196145,0.173817,-0.193432,2.10215e-05,2.28151e-05,-0.000115101,0.000574852,0.247717,-0.0744033
0.128969,0.168311,0.174597,-0.00628669,2.1487e-05,2.36659e-05,-0.000114667,0.000582822,0.248366,-0.0742817
0.134831,0.182698,0.17538,0.00731822,2.19572e-05,2.45255e-05,-0.000114229,0.000590878,0.249017,-0.0741602
0.140694,0.162591,0.176165,-0.0135736,2.24325e-05,2.53941e-05,-0.000113789,0.00059902,0.249671,-0.0740388
0.146556,0.208618,0.176953,0.031665,2.29127e-05,2.62718e-05,-0.000113344,0.000607251,0.250327,-0.0739174
0.152418,0.403215,0.177743,0.225472,2.33979e-05,2.71586e-05,-0.000112896,0.00061557,0.250986,-0.0737962
0.15828,0.306448,0.178535,0.127913,2.38883e-05,2.80548e-05,-0.000112444,0.00062398,0.251647,-0.073675
0.164143,0.232716,0.179331,0.0533849,2.43839e-05,2.89603e-05,-0.000111989,0.000632481,0.252311,-0.073554
