ppm,observed,fitted,residual,component_EGDA,component_EGMA,component_EG,component_AcOH,component_exchange_pool,component_baseline
0,-0.199111,-0.240246,0.0411352,-0.020001,-0.00889069,-0.00206738,-0.0108687,-0.19755,-0.000867688
0.00586224,-0.19502,-0.240225,0.0452044,-0.0200458,-0.00890923,-0.00207057,-0.0108972,-0.197456,-0.000845961
0.0117245,-0.416218,-0.240203,-0.176015,-0.0200908,-0.00892786,-0.00207377,-0.0109259,-0.19736,-0.000824244
0.0175867,-0.39853,-0.24018,-0.15835,-0.020136,-0.00894657,-0.00207697,-0.0109547,-0.197264,-0.000802538
0.0234489,-0.296674,-0.240157,-0.0565168,-0.0201814,-0.00896536,-0.00208019,-0.0109836,-0.197166,-0.000780843
0.0293112,-0.27044,-0.240134,-0.0303067,-0.0202271,-0.00898423,-0.00208341,-0.0110128,-0.197067,-0.000759158
0.0351734,-0.257118,-0.240109,-0.0170084,-0.0202729,-0.00900319,-0.00208665,-0.011042,-0.196967,-0.000737484
0.0410357,-0.253504,-0.240084,-0.0134201,-0.020319,-0.00902224,-0.00208989,-0.0110715,-0.196866,-0.000715821
0.0468979,-0.112524,-0.240059,0.127535,-0.0203653,-0.00904137,-0.00209315,-0.011101,-0.196764,-0.000694168
0.0527601,-0.289848,-0.240033,-0.0498149,-0.0204118,-0.0090606,-0.00209641,-0.0111308,-0.196661,-0.000672526
0.0586224,-0.247448,-0.240006,-0.00744226,-0.0204586,-0.0090799,-0.00209969,-0.0111607,-0.196556,-0.000650894
0.0644846,-0.232075,-0.239979,0.00790402,-0.0205055,-0.0090993,-0.00210297,-0.0111907,-0.196451,-0.000629273
0.0703468,-0.0781236,-0.239951,0.161827,-0.0205527,-0.00911879,-0.00210627,-0.011221,-0.196344,-0.000607663
0.0762091,-0.243873,-0.239922,-0.00395085,-0.0206002,-0.00913836,-0.00210958,-0.0112513,-0.196236,-0.000586064
0.0820713,-0.295613,-0.239893,-0.0557205,-0.0206478,-0.00915803,-0.00211289,-0.0112819,-0.196128,-0.000564475
0.0879336,-0.252771,-0.239863,-0.0129079,-0.0206957,-0.00917778,-0.00211622,-0.0113126,-0.196017,-0.000542896
0.0937958,-0.347896,-0.239832,-0.108064,-0.0207439,-0.00919763,-0.00211956,-0.0113435,-0.195906,-0.000521329
0.099658,-0.286243,-0.239801,-0.0464424,-0.0207922,-0.00921757,-0.00212291,-0.0113745,-0.195794,-0.000499771
0.10552,-0.119201,-0.239769,0.120568,-0.0208408,-0.00923761,-0.00212627,-0.0114058,-0.19568,-0.000478225
0.111383,-0.0709431,-0.239736,0.168793,-0.0208897,-0.00925774,-0.00212964,-0.0114371,-0.195565,-0.000456689
0.117245,-0.234954,-0.239703,0.00474901,-0.0209388,-0.00927796,-0.00213302,-0.0114687,-0.19545,-0.000435164
0.123107,-0.187212,-0.239669,0.052457,-0.0209881,-0.00929827,-0.00213641,-0.0115004,-0.195332,-0.000413649
0.128969,-0.177023,-0.239635,0.0626119,-0.0210377,-0.00931869,-0.00213981,-0.0115324,-0.195214,-0.000392145
0.134831,-0.151523,-0.239599,0.0880762,-0.0210875,-0.0093392,-0.00214322,-0.0115644,-0.195094,-0.000370652
0.140694,-0.190681,-0.239563,0.0488824,-0.0211376,-0.0093598,-0.00214665,-0.0115967,-0.194974,-0.000349169
0.146556,-0.242871,-0.239527,-0.00334424,-0.0211879,-0.00938051,-0.00215008,-0.0116291,-0.194852,-0.000327697
0.152418,-0.21746,-0.23949,0.0220293,-0.0212385,-0.00940131,-0.00215353,-0.0116618,-0.194728,-0.000306236
0.15828,-0.283961,-0.239452,-0.0445099,-0.0212893,-0.00942221,-0.00215698,-0.0116946,-0.194604,-0.000284785
0.164143,-0.250344,-0.239413,-0.0109307,-0.0213404,-0.00944321,-0.00216045,-0.0117276,-0.194478,-0.000263345
0.170005,-0.241173,-0.239373,-0.00179923,-0.0213917,-0.00946432,-0.00216393,-0.0117607,-0.194351,-0.000241915
0.175867,-0.124417,-0.239333,0.114916,-0.0214434,-0.00948552,-0.00216742,-0.0117941,-0.194222,-0.000220496
0.181729,-0.13747,-0.239293,0.101823,-0.0214952,-0.00950683,-0.00217092,-0.0118276,-0.194093,-0.000199088
