param,round,median_rel_width_pct,median_rel_error_pct,n_bound_active
Ea1_J,1,136.05007234223393,41.26473831399501,0
Ea1_J,2,8.606696645581739,8.359968160101605,0
Ea1_J,3,2.3166273581563686,0.7407429828709733,0
Ea1_J,4,1.722475894313951,0.4923947881281421,0
Ea1_J,5,1.3258304894507016,0.38756732350714307,0
Ea1_J,6,1.1803531484927274,0.3482456257888955,0
Ea1_J,7,1.023843721141332,0.35418096034097735,0
Ea1_J,8,0.957937033114949,0.3170133956966803,0
Ea2_J,1,139.72665760951202,14.956056701128805,0
Ea2_J,2,101.17509967533516,21.77705522625467,2
Ea2_J,3,4.404647657076306,1.3498656155586708,0
Ea2_J,4,2.784358710601129,0.639877434124897,0
Ea2_J,5,2.1925862965424026,0.7000601055548616,0
Ea2_J,6,1.8134144840272728,0.5649523633400599,0
Ea2_J,7,1.6393342671556739,0.48719812995641765,0
Ea2_J,8,1.464611618130228,0.4767698404227083,0
K1_ref,1,849.696099166033,31.33178810292509,0
K1_ref,2,806.4924813295784,24.59673469732632,0
K1_ref,3,623.3049110369271,73.63809012282057,0
K1_ref,4,496.6722350089426,54.99250103340462,0
K1_ref,5,397.120730505124,48.97573024975274,0
K1_ref,6,351.0916610776599,48.11726358832984,0
K1_ref,7,368.48857886065537,56.20512531128293,0
K1_ref,8,327.2753128916071,63.87674247458195,0
K2_ref,1,849.696098131323,120.72190714922088,0
K2_ref,2,143.71296579172406,24.083866360410084,0
K2_ref,3,26.683466632154023,6.130412456802126,0
K2_ref,4,11.953365849080832,2.771634469289841,0
K2_ref,5,9.542546339267204,2.970474925215205,0
K2_ref,6,8.540959210027903,3.06407783604693,0
K2_ref,7,7.541664879285609,2.4157412139505228,0
K2_ref,8,6.869399664559789,2.9165897956701325,0
k1_ref,1,206.95162252163632,3.8184565094660727,0
k1_ref,2,28.908497814199443,25.54521300965557,0
k1_ref,3,5.801082460614026,2.399318349565971,0
k1_ref,4,4.286393735217253,1.2666056354728006,0
k1_ref,5,3.10158713866332,1.0947243773496762,0
k1_ref,6,2.8905823168208444,1.0674371728531307,0
k1_ref,7,2.582546994890916,1.0047969882317376,0
k1_ref,8,2.3767974615050536,0.9617113233556684,0
k2_ref,1,523.5274201248551,407.2123843100086,0
k2_ref,2,402.3121996898233,132.21520648724572,0
k2_ref,3,10.962655807148414,4.739469175664812,0
k2_ref,4,8.058304581451148,1.818716641517637,0
k2_ref,5,5.584727556086127,1.3205820555980852,0
k2_ref,6,5.083287014756483,1.2854304022461516,0
k2_ref,7,4.568282054975126,0.9326602555490726,0
k2_ref,8,4.226992088391057,1.0927198026981721,0
