completed,faulted,last_valid_blind_rmse_M,last_valid_param_err_pct,nmr_acquisitions,nmr_reacquisitions,qc_rejected,rounds_completed,rounds_planned,runtime_s,scenario,seed,stop_reason,strategy
1,0,0.00432190849899549,46.63449010245064,8.0,0.0,0.0,8,8,3.8140921592712402,S1_ideal,1,budget exhausted,A
1,0,0.006722229998632797,56.69468706178722,8.0,0.0,0.0,8,8,3.888054609298706,S1_ideal,2,budget exhausted,A
1,0,0.005337640188882443,27.91577600716071,8.0,0.0,0.0,8,8,8.541943073272705,S1_ideal,3,budget exhausted,A
1,0,0.00407544948685749,53.1469447643117,8.0,0.0,0.0,8,8,4.670342206954956,S1_ideal,4,budget exhausted,A
1,0,0.0018195541172763622,8.482553401281256,8.0,0.0,0.0,8,8,4.406725883483887,S1_ideal,5,budget exhausted,A
1,0,0.005398706125005695,34.58997052030928,8.0,0.0,0.0,8,8,3.9879939556121826,S1_ideal,6,budget exhausted,A
1,0,0.0036386193893232573,32.0483813621629,8.0,0.0,0.0,8,8,4.807894945144653,S1_ideal,7,budget exhausted,A
1,0,0.006598044388957875,61.02494769161528,8.0,0.0,0.0,8,8,4.639439821243286,S1_ideal,8,budget exhausted,A
1,0,0.004468334546798509,54.23501861643045,8.0,0.0,0.0,8,8,4.7973411083221436,S1_ideal,9,budget exhausted,A
1,0,0.007242694531770182,43.9190379504324,8.0,0.0,0.0,8,8,4.182080984115601,S1_ideal,10,budget exhausted,A
1,0,0.0024940497483428607,46.22035758965526,8.0,0.0,0.0,8,8,3.8508198261260986,S1_ideal,11,budget exhausted,A
1,0,0.0027652252684589626,41.60359900104298,8.0,0.0,0.0,8,8,3.387556791305542,S1_ideal,12,budget exhausted,A
1,0,0.003707914534188662,53.7162470709768,8.0,0.0,0.0,8,8,3.7213499546051025,S1_ideal,13,budget exhausted,A
1,0,0.002210114116438104,42.38948472980879,8.0,0.0,0.0,8,8,3.9466984272003174,S1_ideal,14,budget exhausted,A
1,0,0.0036566249589982283,35.588200611236154,8.0,0.0,0.0,8,8,4.117326021194458,S1_ideal,15,budget exhausted,A
1,0,0.0032175426422237615,47.298540195176656,8.0,0.0,0.0,8,8,3.3315298557281494,S1_ideal,16,budget exhausted,A
1,0,0.005186403041242798,47.745265602990685,8.0,0.0,0.0,8,8,3.7473607063293457,S1_ideal,17,budget exhausted,A
1,0,0.001175893658621314,40.61807696328565,8.0,0.0,0.0,8,8,3.5871708393096924,S1_ideal,18,budget exhausted,A
1,0,0.007661195303022714,64.37914005382915,8.0,0.0,0.0,8,8,4.208014965057373,S1_ideal,19,budget exhausted,A
1,0,0.0025651029294097016,44.73182257288322,8.0,0.0,0.0,8,8,3.6520779132843018,S1_ideal,20,budget exhausted,A
1,0,0.003117294936838587,46.94577593015921,8.0,0.0,0.0,8,8,3.335561990737915,S1_ideal,21,budget exhausted,A
1,0,0.004094468744117198,44.77039201514539,8.0,0.0,0.0,8,8,3.6323440074920654,S1_ideal,22,budget exhausted,A
1,0,0.010817176375443889,52.28027713461039,8.0,0.0,0.0,8,8,3.735023260116577,S1_ideal,23,budget exhausted,A
1,0,0.013238075568960603,73.98493729861283,8.0,0.0,0.0,8,8,4.163649082183838,S1_ideal,24,budget exhausted,A
1,0,0.0026618977224785122,42.76099406810508,8.0,0.0,0.0,8,8,3.523672103881836,S1_ideal,25,budget exhausted,A
1,0,0.0038248081003343396,50.06387131285894,8.0,0.0,0.0,8,8,3.451453924179077,S1_ideal,26,budget exhausted,A
1,0,0.0037431853513518864,45.298203466013256,8.0,0.0,0.0,8,8,2.8829429149627686,S1_ideal,27,budget exhausted,A
1,0,0.00488588155962522,40.897982957954056,8.0,0.0,0.0,8,8,3.6494979858398438,S1_ideal,28,budget exhausted,A
1,0,0.007574410412089813,59.839523705508846,8.0,0.0,0.0,8,8,3.5088541507720947,S1_ideal,29,budget exhausted,A
1,0,0.003644716920369384,49.020237561992694,8.0,0.0,0.0,8,8,2.904934883117676,S1_ideal,30,budget exhausted,A
1,0,0.0033226909773009304,23.579022374742454,8.0,0.0,0.0,8,8,3.898406744003296,S1_ideal,31,budget exhausted,A
1,0,0.004046712261278583,46.757158170420674,8.0,0.0,0.0,8,8,3.486966848373413,S1_ideal,32,budget exhausted,A
1,0,0.008187197300560441,60.01737912043525,8.0,0.0,0.0,8,8,3.1295576095581055,S1_ideal,33,budget exhausted,A
1,0,0.0018835183378827268,41.676164643089095,8.0,0.0,0.0,8,8,3.074281930923462,S1_ideal,34,budget exhausted,A
1,0,0.006783838078268019,58.72994173741846,8.0,0.0,0.0,8,8,3.4384539127349854,S1_ideal,35,budget exhausted,A
1,0,0.00365268440963209,52.46077135516338,8.0,0.0,0.0,8,8,3.068960666656494,S1_ideal,36,budget exhausted,A
1,0,0.005782813306825348,55.21238709460417,8.0,0.0,0.0,8,8,3.5353870391845703,S1_ideal,37,budget exhausted,A
1,0,0.004723681540871327,49.53098013146848,8.0,0.0,0.0,8,8,3.380614995956421,S1_ideal,38,budget exhausted,A
1,0,0.003177442456814249,45.79170951201175,8.0,0.0,0.0,8,8,3.3950462341308594,S1_ideal,39,budget exhausted,A
1,0,0.002326750734756486,41.71177686477425,8.0,0.0,0.0,8,8,3.434251070022583,S1_ideal,40,budget exhausted,A
1,0,0.0006238881077777815,38.40992964421967,80.0,0.0,0.0,8,8,3.2685818672180176,S1_ideal,1,budget exhausted,B
1,0,0.002656917884434195,43.63810811255298,80.0,0.0,0.0,8,8,3.061218023300171,S1_ideal,2,budget exhausted,B
1,0,0.0007375681552506157,17.414360190276888,80.0,0.0,0.0,8,8,2.856367826461792,S1_ideal,3,budget exhausted,B
1,0,0.0012662240369348283,27.307715597410386,80.0,0.0,0.0,8,8,2.733734130859375,S1_ideal,4,budget exhausted,B
1,0,0.002911527927571462,12.696314756145677,80.0,0.0,0.0,8,8,3.4988789558410645,S1_ideal,5,budget exhausted,B
1,0,0.0007339533165055491,9.000760525096062,80.0,0.0,0.0,8,8,2.9285950660705566,S1_ideal,6,budget exhausted,B
1,0,0.0026673830557634426,44.31104760014002,80.0,0.0,0.0,8,8,3.223205089569092,S1_ideal,7,budget exhausted,B
1,0,0.0018678782438738583,43.0614031597575,80.0,0.0,0.0,8,8,2.6730968952178955,S1_ideal,8,budget exhausted,B
1,0,0.0029957492232336727,42.6636308086767,80.0,0.0,0.0,8,8,2.9523000717163086,S1_ideal,9,budget exhausted,B
1,0,0.0016065486319456512,40.53079112880742,80.0,0.0,0.0,8,8,2.473702907562256,S1_ideal,10,budget exhausted,B
1,0,0.0020979558926512796,43.749571339837075,80.0,0.0,0.0,8,8,2.4820189476013184,S1_ideal,11,budget exhausted,B
1,0,0.0010186595192111713,7.34485819515307,80.0,0.0,0.0,8,8,2.409492015838623,S1_ideal,12,budget exhausted,B
1,0,0.0017392883935971187,20.541208215305318,80.0,0.0,0.0,8,8,2.849668264389038,S1_ideal,13,budget exhausted,B
1,0,0.001860837895625396,35.384116309915825,80.0,0.0,0.0,8,8,3.1213748455047607,S1_ideal,14,budget exhausted,B
1,0,0.0025047557858214778,45.26093324054805,80.0,0.0,0.0,8,8,2.7385008335113525,S1_ideal,15,budget exhausted,B
1,0,0.002330043041260846,42.525488398255426,80.0,0.0,0.0,8,8,3.3518431186676025,S1_ideal,16,budget exhausted,B
1,0,0.003447033829904776,30.328937735771145,80.0,0.0,0.0,8,8,2.882660150527954,S1_ideal,17,budget exhausted,B
1,0,0.002276452056401933,16.45908095876787,80.0,0.0,0.0,8,8,2.8530969619750977,S1_ideal,18,budget exhausted,B
1,0,0.002878653015628679,3.5716519734229513,80.0,0.0,0.0,8,8,2.816666841506958,S1_ideal,19,budget exhausted,B
1,0,0.002756304111734378,44.46372431464427,80.0,0.0,0.0,8,8,2.949756145477295,S1_ideal,20,budget exhausted,B
1,0,0.0011663631024485196,39.852710495468614,80.0,0.0,0.0,8,8,2.647024154663086,S1_ideal,21,budget exhausted,B
1,0,0.0015850631815010011,41.835219518655784,80.0,0.0,0.0,8,8,2.648329019546509,S1_ideal,22,budget exhausted,B
1,0,0.001197428401815253,11.561297713136875,80.0,0.0,0.0,8,8,2.697274923324585,S1_ideal,23,budget exhausted,B
1,0,0.0007819482726655863,10.138320103281062,80.0,0.0,0.0,8,8,2.695751190185547,S1_ideal,24,budget exhausted,B
1,0,0.0027466197917491116,11.125165062423337,80.0,0.0,0.0,8,8,3.14524507522583,S1_ideal,25,budget exhausted,B
1,0,0.0014031330352288992,29.68368467332805,80.0,0.0,0.0,8,8,2.8612630367279053,S1_ideal,26,budget exhausted,B
1,0,0.0007163664842259491,39.78640249055867,80.0,0.0,0.0,8,8,2.9872639179229736,S1_ideal,27,budget exhausted,B
1,0,0.0008996600981398789,15.506784502269655,80.0,0.0,0.0,8,8,3.089322090148926,S1_ideal,28,budget exhausted,B
1,0,0.001107342096651674,19.795484454330904,80.0,0.0,0.0,8,8,2.9843509197235107,S1_ideal,29,budget exhausted,B
