strategy,time_s,param_err_pct,max_rel_ci_pct,p_correct,blind_rmse_M
D,2375.442360233099,188.81275686316152,10000.0,nan,0.22721755666707014
D,5729.542310152533,145.66113178970437,6749.517345492779,nan,0.12509089516292712
D,10212.84023404006,78.77054876231469,4258.064397919789,nan,0.11080710736804356
D,14019.010476261505,41.55725999929962,510.33572318389054,nan,0.0656344904431723
D,18269.895196727703,60.043167173229584,7752.970169197099,nan,0.024851395148322193
D,23440.779917193904,57.11329782000723,9500.43469600038,nan,0.02458205479636906
D,27409.671339531887,69.1946651429085,10000.0,nan,0.024017245953298426
D,32418.60197148935,70.48101506531309,10000.0,nan,0.02433400546031216
F,2421.4361102330986,71.79966600793598,1120.6184160572307,nan,0.19170542561605508
F,6144.756626534088,46.948523323733184,552.9951703905994,nan,0.12801510485680886
F,11467.075097000292,37.41002515685936,5.323512098566147,nan,0.12476970539438721
F,15458.077494112042,22.084255789040718,4.196922841410438,nan,0.07971377949763739
F,18774.687371420903,27.799721955781443,3.3595317992575544,nan,0.06849970346095305
F,23160.666206799695,38.115328669164384,3.0960811346660897,nan,0.060070476887398014
F,27532.645250248414,40.846361556544494,2.612437563578952,nan,0.05508573584945252
F,32135.13741015926,38.991448322810676,2.3244920575967467,nan,0.04625124964106887
F-noGovernor,2421.4361102330986,71.79966600793598,1120.6184160572307,nan,0.19170542561605508
F-noGovernor,6144.756626534088,46.948523323733184,552.9951703905994,nan,0.12801510485680886
F-noGovernor,11467.075097000292,37.41002515685936,5.323512098566147,nan,0.12476970539438721
F-noGovernor,15509.48033262078,22.26664779369922,4.196864672012124,nan,0.07952178833459697
F-noGovernor,19143.988768935473,30.65107223466837,3.1198712716292176,nan,0.07148566968964086
F-noGovernor,23529.5012502793,31.652790894153178,2.6789262516128938,nan,0.061219982568963216
F-noGovernor,27538.627481623123,35.42956905092583,2.504857322295022,nan,0.05494805625533047
F-noGovernor,31854.136742469862,36.87311135324483,2.239676758618449,nan,0.050100884922447096
