x_m,tau_s,X_EGDA,Y_EGMA,Y_EG
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-03,7.53982237e-01,2.24854497e-03,2.24728944e-03,1.25552827e-06
2.00000000e-03,1.50796447e+00,4.49200920e-03,4.48699278e-03,5.01642921e-06
3.00000000e-03,2.26194671e+00,6.73040411e-03,6.71912992e-03,1.12741850e-05
4.00000000e-03,3.01592895e+00,8.96374105e-03,8.94372075e-03,2.00203016e-05
5.00000000e-03,3.76991118e+00,1.11920314e-02,1.11607851e-02,3.12463066e-05
6.00000000e-03,4.52389342e+00,1.34152864e-02,1.33703426e-02,4.49437498e-05
7.00000000e-03,5.27787566e+00,1.56335174e-02,1.55724132e-02,6.11042027e-05
8.00000000e-03,6.03185789e+00,1.78467357e-02,1.77670164e-02,7.97192588e-05
9.00000000e-03,6.78584013e+00,2.00549524e-02,1.99541719e-02,1.00780533e-04
1.00000000e-02,7.53982237e+00,2.22581789e-02,2.21338993e-02,1.24279662e-04
1.10000000e-02,8.29380461e+00,2.44564264e-02,2.43062180e-02,1.50208305e-04
1.20000000e-02,9.04778684e+00,2.66497059e-02,2.64711477e-02,1.78558142e-04
1.30000000e-02,9.80176908e+00,2.88380286e-02,2.86287077e-02,2.09320873e-04
1.40000000e-02,1.05557513e+01,3.10214057e-02,3.07789175e-02,2.42488223e-04
1.50000000e-02,1.13097336e+01,3.31998483e-02,3.29217963e-02,2.78051936e-04
1.60000000e-02,1.20637158e+01,3.53733673e-02,3.50573636e-02,3.16003778e-04
1.70000000e-02,1.28176980e+01,3.75419740e-02,3.71856385e-02,3.56335538e-04
1.80000000e-02,1.35716803e+01,3.97056792e-02,3.93066402e-02,3.99039024e-04
1.90000000e-02,1.43256625e+01,4.18644941e-02,4.14203880e-02,4.44106067e-04
2.00000000e-02,1.50796447e+01,4.40184295e-02,4.35269010e-02,4.91528517e-04
2.10000000e-02,1.58336270e+01,4.61674964e-02,4.56261982e-02,5.41298248e-04
2.20000000e-02,1.65876092e+01,4.83117058e-02,4.77182987e-02,5.93407153e-04
2.30000000e-02,1.73415914e+01,5.04510685e-02,4.98032214e-02,6.47847146e-04
2.40000000e-02,1.80955737e+01,5.25855955e-02,5.18809853e-02,7.04610164e-04
2.50000000e-02,1.88495559e+01,5.47152976e-02,5.39516094e-02,7.63688162e-04
2.60000000e-02,1.96035382e+01,5.68401855e-02,5.60151124e-02,8.25073117e-04
2.70000000e-02,2.03575204e+01,5.89602702e-02,5.80715132e-02,8.88757029e-04
2.80000000e-02,2.11115026e+01,6.10755624e-02,6.01208305e-02,9.54731917e-04
2.90000000e-02,2.18654849e+01,6.31860728e-02,6.21630830e-02,1.02298982e-03
3.00000000e-02,2.26194671e+01,6.52918123e-02,6.41982895e-02,1.09352280e-03
3.10000000e-02,2.33734493e+01,6.73927914e-02,6.62264685e-02,1.16632294e-03
3.20000000e-02,2.41274316e+01,6.94890210e-02,6.82476386e-02,1.24138234e-03
3.30000000e-02,2.48814138e+01,7.15805116e-02,7.02618185e-02,1.31869312e-03
3.40000000e-02,2.56353961e+01,7.36672739e-02,7.22690265e-02,1.39824744e-03
3.50000000e-02,2.63893783e+01,7.57493186e-02,7.42692811e-02,1.48003744e-03
3.60000000e-02,2.71433605e+01,7.78266561e-02,7.62626008e-02,1.56405532e-03
3.70000000e-02,2.78973428e+01,7.98992972e-02,7.82490039e-02,1.65029328e-03
3.80000000e-02,2.86513250e+01,8.19672523e-02,8.02285087e-02,1.73874354e-03
3.90000000e-02,2.94053072e+01,8.40305319e-02,8.22011335e-02,1.82939836e-03
4.00000000e-02,3.01592895e+01,8.60891466e-02,8.41668966e-02,1.92224999e-03
4.10000000e-02,3.09132717e+01,8.81431068e-02,8.61258161e-02,2.01729072e-03
4.20000000e-02,3.16672539e+01,9.01924231e-02,8.80779102e-02,2.11451287e-03
4.30000000e-02,3.24212362e+01,9.22371057e-02,9.00231970e-02,2.21390874e-03
4.40000000e-02,3.31752184e+01,9.42771652e-02,9.19616945e-02,2.31547070e-03
4.50000000e-02,3.39292007e+01,9.63126119e-02,9.38934208e-02,2.41919111e-03
4.60000000e-02,3.46831829e+01,9.83434562e-02,9.58183939e-02,2.52506235e-03
4.70000000e-02,3.54371651e+01,1.00369708e-01,9.77366316e-02,2.63307683e-03
4.80000000e-02,3.61911474e+01,1.02391379e-01,9.96481519e-02,2.74322697e-03
4.90000000e-02,3.69451296e+01,1.04408478e-01,1.01552973e-01,2.85550523e-03
5.00000000e-02,3.76991118e+01,1.06421016e-01,1.03451112e-01,2.96990407e-03
5.10000000e-02,3.84530941e+01,1.08429002e-01,1.05342587e-01,3.08641597e-03
5.20000000e-02,3.92070763e+01,1.10432449e-01,1.07227415e-01,3.20503343e-03
5.30000000e-02,3.99610586e+01,1.12431364e-01,1.09105615e-01,3.32574900e-03
5.40000000e-02,4.07150408e+01,1.14425759e-01,1.10977204e-01,3.44855520e-03
